name,part_url,price,size,color,rpm,airflow,noise_level,pwm
Thermaltake TOUGHFAN Turbo,https://pcpartpicker.com/product/CmgFf7/thermaltake-toughfan-turbo-7269-cfm-120-mm-fan-cl-f121-pl12gm-a,19.98,120,Black,"500,2500",72.69,28.1,true
ENDORFY Stratus,https://pcpartpicker.com/product/cPP8TW/endorfy-stratus-140-mm-fan-ey4a012,,140,Black,"200,1200",,,true
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/33Hp99/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f217-pl14bb-a,88.98,140,Yellow,"500,1800",90.3,30.7,true
Silverstone FN,https://pcpartpicker.com/product/NJckcf/silverstone-case-fan-fn121prl,22.6,120,Clear,1200,58.47,25.15,false
Evercool EC4015SH12BP,https://pcpartpicker.com/product/RxphP6/evercool-ec4015sh12bp-40-mm-fan-ec4015sh12bp,11.95,40,Black,"3000,10000",,32,false
Phanteks F140SP,https://pcpartpicker.com/product/DnL7YJ/phanteks-case-fan-phf140spbbk,,140,Black,1200,82.1,19,false
Thermaltake Riing Plus,https://pcpartpicker.com/product/DG22FT/thermaltake-cl-f070-pl20sw-a-11796-cfm-200-mm-fan-cl-f070-pl20sw-a,,200,Black,"500,1000",117.96,29.2,true
Silverstone FW,https://pcpartpicker.com/product/fssmP6/silverstone-sst-fw123-rgb-4241-cfm-120-mm-fan-sst-fw123-rgb,35.99,120,Black,"500,1800","10.95,42.41","19.25,23.54",true
be quiet! Shadow Wings 2,https://pcpartpicker.com/product/trKcCJ/be-quiet-bl086-498-cfm-140mm-fan-bl086,,140,Black,900,49.8,14.7,false
Fractal Design Prisma AL 3-Pack,https://pcpartpicker.com/product/hbqhP6/fractal-design-prisma-al-10385-cfm-140-mm-fans-3-pack-fd-fan-pri-al14-pwm-3p,,140,Black / White,"500,1700","31.67,103.85","15.1,34.1",true
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/V2Tp99/iceberg-thermal-icegale-29-cfm-80-mm-fan-icegale08-b0a,,80,Gray / White,"800,2000",29,"0,26",true
Corsair ML Elite,https://pcpartpicker.com/product/QNC48d/corsair-ml-elite-581-cfm-120-mm-fan-co-9050122-ww,,120,Black,"450,2000","14.86,58.1","10,30.4",true
Corsair ML140 LED ELITE Blue Premium,https://pcpartpicker.com/product/R6H7YJ/corsair-ml140-led-elite-blue-premium-829-cfm-140-mm-fan-co-9050125-ww,,140,Black,"400,1600","15,82.9","10,31.8",true
Thermaltake TOUGHFAN,https://pcpartpicker.com/product/LkZ9TW/thermaltake-toughfan-5835-cfm-120-mm-fan-cl-f117-pl12tq-a,25.98,120,Turquoise,"500,2000",58.35,22.3,true
Geometric Future Squama 2501 3-Pack,https://pcpartpicker.com/product/47yH99/geometric-future-squama-2501-8081-cfm-120-mm-fans-3-pack-geo-s2501w-3,39.9,120,White,2000,80.81,34.2,true
Apevia 12S 10-Pack,https://pcpartpicker.com/product/vwdrxr/apevia-12s-5767-cfm-120-mm-fans-10-pack-1012s-wb,,120,Black / White,1350,57.67,24.7,false
Xilence XPF120.R,https://pcpartpicker.com/product/KrkH99/xilence-xpf120r-4471-cfm-120-mm-fan-xf039,,120,Red / Black,1300,44.71,22,false
Cooler Master R4-BC8R-18FB-R1,https://pcpartpicker.com/product/MzQypg/cooler-master-case-fan-r4bc8r18fbr1,,80,Clear,1800,21.7,19,false
Noctua B9 PWM,https://pcpartpicker.com/product/DD9KHx/noctua-nf-b9-pwm-3785-cfm-92-mm-fan-nf-b9-pwm,,92,Brown,"300,1600","30.96,37.85","13.1,17.6",false
ARCTIC F8 CO,https://pcpartpicker.com/product/F7Qypg/arctic-arctic-f8-pwm-co-31-cfm-80-mm-fan-afaco-080pc-gba01,,80,Black,"850,2000",31,,true
Silverstone Air Penetrator,https://pcpartpicker.com/product/dNdqqs/silverstone-ap182-170-cfm-180-mm-fan-ap182,,180,White,"500,2000","60,170","17,34",false
SilenX Ixtrema Pro,https://pcpartpicker.com/product/MG9KHx/silenx-ixp-76-18-90-cfm-120-mm-fan-ixp-76-18,,120,Black,1400,90,18,false
Thermaltake Blue-Eye,https://pcpartpicker.com/product/QrNp99/thermaltake-case-fan-af0026,,120,Clear,"1300,2500",97.5,"24.6,38.79",false
Masscool 9025B1M3/4,https://pcpartpicker.com/product/RpCwrH/masscool-case-fan-9025b1m34,,70,Black,2500,45.43,34,false
Noctua R8-1800,https://pcpartpicker.com/product/szQypg/noctua-nf-r8-1800-80-mm-fan-nf-r8-1800,,80,Brown,"800,1800",,"7,17",false
NoiseBlocker ELoop B,https://pcpartpicker.com/product/LDPfrH/noiseblocker-nb-eloop-b12-3-7133-cfm-120-mm-fan-nb-eloop-b12-3,29.95,120,White,1900,71.33,27,false
Cooler Master SickleFlow,https://pcpartpicker.com/product/sdZQzy/cooler-master-case-fan-r4l2r20acgp,,120,Clear,2000,69,19,false
Apevia CF12S-BK,https://pcpartpicker.com/product/tmw323/apevia-cf12s-bk-5767-cfm-120-mm-fan-cf12s-bk,9.99,120,Black,1500,57.67,24.7,false
Nexus D12SL-12WL,https://pcpartpicker.com/product/XCH323/nexus-case-fan-d12sl12wl,5.99,120,Clear,1000,36.86,18,false
Rosewill RFA-80-RL,https://pcpartpicker.com/product/9xphP6/rosewill-case-fan-rfa80rl,,80,Red,2500,33.21,22.41,false
Noctua B9-1600,https://pcpartpicker.com/product/yFR48d/noctua-nf-b9-1600-3784-cfm-92-mm-fan-nf-b9-1600,,92,Brown,"1000,1600","24.19,37.84","7.9,17.6",false
NZXT FZ,https://pcpartpicker.com/product/L3Lypg/nzxt-case-fan-rffz20sw1,,200,Transparent,700,103,20,false
Corsair SP120 Quiet,https://pcpartpicker.com/product/cHXfrH/corsair-case-fan-co9050011ww,,120,Black,1450,37.85,23,true
Corsair SP120 Quiet 2-Pack,https://pcpartpicker.com/product/dHXfrH/corsair-case-fan-co9050012ww,,120,Black,1450,37.85,23,true
NZXT FX,https://pcpartpicker.com/product/kDGkcf/nzxt-case-fan-fx120lb,,120,White,"1000,2600","35.79,96","22,36.5",false
Corsair AF120 Quiet,https://pcpartpicker.com/product/bnckcf/corsair-case-fan-co9050015bled,,120,Black,1500,52.19,25.2,false
Thermaltake Pure,https://pcpartpicker.com/product/9GsKHx/thermaltake-case-fan-clf005pl12bla,,120,Black,,40.99,19.5,false
Phanteks F140SP,https://pcpartpicker.com/product/WXXfrH/phanteks-case-fan-phf140spbkwled,,140,Black / White,1200,82.1,19,false
Thermaltake Pure,https://pcpartpicker.com/product/V63RsY/thermaltake-case-fan-clf012pl12bua,,120,Clear,1000,40.99,19.5,false
Thermaltake Pure,https://pcpartpicker.com/product/YTdqqs/thermaltake-case-fan-clf019pl12rea,,120,Clear,1000,40.99,19.5,false
Corsair SP120 2-Pack,https://pcpartpicker.com/product/3s6BD3/corsair-case-fan-co9050032ww,,120,Black / Green,1650,57.24,26.4,false
Fractal Design Silent R2,https://pcpartpicker.com/product/PLW9TW/fractal-design-case-fan-fdfanssr2140bk,,140,Black,1000,66,18.5,false
Fractal Design Dynamic GP-12,https://pcpartpicker.com/product/DZ8H99/fractal-design-case-fan-fdfandyngp12wt,,120,Black / White,1200,52.3,19.39,false
Thermaltake Riing,https://pcpartpicker.com/product/8htWGX/thermaltake-riing-14-rgb-5115-cfm-140-mm-fan-cl-f043-pl14sw-a,,140,Black,"1100,1400",51.15,"19,28.1",true
Apevia U 3-Pack,https://pcpartpicker.com/product/wVWrxr/apevia-af312l-og-639-cfm-120mm-fan-af312l-og,,120,Orange,1700,63.85,29.67,false
NZXT Aer RGB 3-Pack,https://pcpartpicker.com/product/CDZ2FT/nzxt-aer-rgb120-614-cfm-120-mm-fans-3-pack-rf-ar120-t1,,120,Black,"500,1500","20,61.4","22,31",true
NZXT Aer RGB 3-Pack,https://pcpartpicker.com/product/c4M323/nzxt-aer-rgb140-716-cfm-140-mm-fans-3-pack-rf-ar140-t1,,140,Black,"500,1500","23.9,71.6","22,33",true
Corsair HD120,https://pcpartpicker.com/product/7JnG3C/corsair-hd120-rgb-544-cfm-120-mm-fan-co-9050065-ww,,120,Black / White,"800,1725",54.4,"18,30",true
Corsair HD140 2-Pack,https://pcpartpicker.com/product/VhX2FT/corsair-hd140-rgb-74-cfm-140-mm-fans-2-pack-co-9050069-ww,,140,Black / White,"600,1350",74,"18,28.6",true
be quiet! Shadow Wings,https://pcpartpicker.com/product/ghp323/be-quiet-shadow-wings-sw1-pwm-505-cfm-120mm-fan-bl026,,120,Black,1500,50.5,18.9,true
Cooler Master MasterFan Pro Air Flow,https://pcpartpicker.com/product/kZp323/cooler-master-masterfan-pro-140-air-flow-rgb-53-cfm-140-mm-fan-mfy-f4dn-08npc-r1,,140,Black,"500,800",53,"6,20",true
ARCTIC F14 PST CO,https://pcpartpicker.com/product/xDCrxr/arctic-f14-pwm-pst-co-740-cfm-140mm-fan-acfan00080a,,140,Gray,"600,1350",74,22.5,true
BitFenix Spectre Pro,https://pcpartpicker.com/product/WD8j4D/bitfenix-spectre-pro-rgb-200-14872-cfm-200-mm-fan-bff-srgb-20025n-rp,,200,Black / White,900,148.72,27.5,false
Deepcool RF 2-Pack,https://pcpartpicker.com/product/PkfhP6/deepcool-rf-140-6413-cfm-140-mm-fans-2-pack-dp-frgb-rf140-2c,,140,Black,"500,1200",64.13,"19.8,24",true
Lian Li Bora Lite 3-Pack,https://pcpartpicker.com/product/G8kj4D/lian-li-bora-lite-120-4831-cfm-120-mm-fans-3-pack-boralite120-3b,,120,Black,"900,1500",48.31,28.2,true
NZXT AER RGB 2 3-Pack,https://pcpartpicker.com/product/pDHRsY/nzxt-aer-rgb-2-5244-cfm-120-mm-fans-3-pack-hf-2812c-t1,,120,Black,"500,1500","17.48,52.44","22,33",true
Thermaltake Riing Trio 20 RGB TT Premium Edition,https://pcpartpicker.com/product/tYPKHx/thermaltake-riing-trio-20-rgb-tt-premium-edition-12353-cfm-200-mm-fan-cl-f083-pl20sw-a,,200,Black,"500,1000",123.53,28,true
Fractal Design Prisma SL,https://pcpartpicker.com/product/wRJmP6/fractal-design-prisma-sl-14-6333-cfm-140-mm-fan-fd-fan-pri-sl14-bu,,140,Black / White,1000,63.33,19.4,false
Cougar VORTEX SPB 3-Pack,https://pcpartpicker.com/product/w2RgXL/cougar-vortex-rgb-spb-4354-cfm-120-mm-fans-3-pack-vortex-spb-kit,,120,Black,"600,1500",43.54,26,true
Cougar VORTEX FCB,https://pcpartpicker.com/product/KXPgXL/cougar-vortex-rgb-fcb-120-3672-cfm-fan-cf-v12fb-rgb,,120,Black,1200,36.72,24.3,false
RAIJINTEK IRIS 12 RBW ADD-1,https://pcpartpicker.com/product/Pg7p99/raijintek-iris-12-rbw-add-1-358-cfm-120-mm-fan-0r40b00110,,120,White / Black,"400,1800",35.8,28,true
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,https://pcpartpicker.com/product/vqzFf7/raijintek-iris-12-rbw-add-3-358-cfm-120-mm-fans-3-pack-0r40b00112,,120,White / Black,"400,1800",35.8,28,true
Enermax HF120 3-Pack,https://pcpartpicker.com/product/sRZzK8/enermax-hf120-721-cfm-120-mm-fans-3-pack-uchf12pargb-bp3,60.98,120,Black,"500,1600","22.5,72.1","14,27",true
Scythe Kaze Flex,https://pcpartpicker.com/product/3gcRsY/scythe-kaze-flex-1008-cfm-140-mm-fan-kf1425fd18r-p,,140,Black / White,"300,1800","16.8,100.8","4.19,26.45",true
ARCTIC F14 PWM PST 5-Pack,https://pcpartpicker.com/product/M2WzK8/arctic-f14-pwm-pst-74-cfm-140-mm-fans-5-pack-acfan00091a,,140,Black / White,"200,1350",74,,true
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/TZrRsY/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fan-icegale12d-c0a,,120,Black / White,"500,3000",127,"0,44",true
GAMDIAS AEOLUS M2 5-Pack,https://pcpartpicker.com/product/WCt9TW/gamdias-aeolus-m2-1205r-56-cfm-120-mm-fans-5-pack-aeolus-m2-1205r,,120,Black,"700,1500",56,,true
Corsair iCUE ML120 RGB ELITE Premium,https://pcpartpicker.com/product/VdcG3C/corsair-icue-ml120-rgb-elite-premium-581-cfm-120-mm-fan-co-9050116-ww,,120,White / Gray,"450,2000","14.86,58.1","10,30.4",true
ID-COOLING NO-9225-XT-ARGB,https://pcpartpicker.com/product/jxpzK8/id-cooling-no-9225-xt-argb-458-cfm-92-mm-fan-no-9225-xt-argb,,92,Black / White,"600,2200",45.8,"14,25.8",true
ID-COOLING XF-12025-SD-K,https://pcpartpicker.com/product/MHC48d/id-cooling-xf-12025-sd-k-682-cfm-120-mm-fan-xf-12025-sd-k,,120,Black,"800,1500",68.2,"13.8,30.5",true
Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,https://pcpartpicker.com/product/m7hv6h/cooler-master-mobius-120p-argb-30th-anniversary-edition-752-cfm-120-mm-fan-mfz-m2dy-24np2-r3,,120,Black / Blue,,75.2,30,true
Geometric Future Squama 2501 3-Pack,https://pcpartpicker.com/product/YxWJ7P/geometric-future-squama-2501-8081-cfm-120-mm-fans-3-pack-geo-s2501b-3,,120,Black,2000,80.81,34.2,true
Apevia Cosmos 5-Pack,https://pcpartpicker.com/product/RnrYcf/apevia-cosmos-5767-cfm-120-mm-fans-5-pack-co512l-og,,120,Orange / Black,1350,57.67,24.7,false
Apevia Lunar Pro 4-Pack,https://pcpartpicker.com/product/MXddnQ/apevia-lunar-pro-5767-cfm-120-mm-fans-4-pack-lp412l-rgb,,120,White / Black,1350,57.67,24.7,false
Apevia Lunar Pro 4-Pack,https://pcpartpicker.com/product/rW7G3C/apevia-lunar-pro-596-cfm-140-mm-fans-4-pack-lp414l2s-rgb,,140,White / Black,1200,59.6,29.4,false
ID-COOLING TF-12025-ARGB REVERSE,https://pcpartpicker.com/product/B3QKHx/id-cooling-tf-12025-argb-reverse-632-cfm-120-mm-fan-tf-12025-argb-snow-reverse,,120,,"500,1500",63.2,"13.8,30.5",true
Antec Tranquil,https://pcpartpicker.com/product/jgkH99/antec-tranquil-5923-cfm-120-mm-fan-0-761345-40025-1,,120,Black,"400,2000","11.05,59.23","18.7,28.6",true
SilentiumPC Fluctus ARGB,https://pcpartpicker.com/product/NgXMnQ/silentiumpc-fluctus-argb-120-mm-fan-spc317,,120,Black,,,,true
Antec NOVA 120,https://pcpartpicker.com/product/XWXMnQ/antec-nova-120-9532-cfm-120-mm-fan-nova-120-white,22.11,120,White,"300,3200","44,95.32","21.5,38.7",true
Vetroo SA-120,https://pcpartpicker.com/product/Nykqqs/vetroo-sa-120-5818-cfm-120-mm-fan-vt-fan-fdb120-wt,13.99,120,White,"800,1300","26.05,58.18",36.1,true
Vetroo SA-140 3-Pack,https://pcpartpicker.com/product/cMcBD3/vetroo-sa-140-6929-cfm-140-mm-fans-3-pack-vt-fan-argb140-pk-x3,,140,Pink,1200,69.29,33.5,true
Thermalright TL-B9,https://pcpartpicker.com/product/74ZXsY/thermalright-tl-b9-54-cfm-92-mm-fan-tl-b9,48.64,92,Gray,2500,54,23,true
Fractal Design Silent R3,https://pcpartpicker.com/product/f9Jkcf/fractal-design-case-fan-fdfanssr380wt,,80,Black / White,1600,20.2,18.1,false
ARCTIC F9,https://pcpartpicker.com/product/p7Qypg/arctic-f9-pwm-35-cfm-92-mm-fan-af9-pwm,,92,White / Black,1800,35,,true
Enermax T.B. RGB AD 3-Pack,https://pcpartpicker.com/product/Y66qqs/enermax-tb-rgb-ad-4753-cfm-120-mm-fans-3-pack-uctbrgba12p-bp3,23,120,Black,"500,1500","13.71,47.53","14,22",true
Super Flower MEGACOOL,https://pcpartpicker.com/product/mBpQzy/super-flower-megacool-15187-cfm-120-mm-fan-sf-pf121-bk,29.99,120,Black / Purple,"2000,3300","90.04,151.87","35.73,48.39",true
Geometric Future Squama 2503R,https://pcpartpicker.com/product/4LWJ7P/geometric-future-squama-2503r-5767-cfm-120-mm-fan-geo-s2503rw-1,19.89,120,White,1500,57.67,29.87,true
ARCTIC F9 Pro,https://pcpartpicker.com/product/vBkD4D/arctic-cooling-case-fan-afaco09p000gba01,10.45,92,White / Black,2000,39,,false
Thermaltake Pure Duo 2-Pack,https://pcpartpicker.com/product/tyhmP6/thermaltake-pure-duo-8223-cfm-140-mm-fans-2-pack-cl-f098-pl14sw-b,34.99,140,White,"500,1500",,33.5,true
Akasa Viper,https://pcpartpicker.com/product/s7mLrH/akasa-case-fan-akfn059,,120,Black / Yellow,"600,1900",83.63,"6.9,28.9",true
Phanteks FSK 3-Pack,https://pcpartpicker.com/product/24VG3C/phanteks-fsk-845-cfm-140-mm-fans-3-pack-ph-f140sk_drgb_pwm_3p,,140,Black / White,"500,1500",,,true
Scythe Kaze Flex II,https://pcpartpicker.com/product/YbtLrH/scythe-kaze-flex-ii-5294-cfm-120-mm-fan-kfs1225fd12-p,14.95,120,Black,"300,1200","16.9,52.94","4,23.8",true
Vetroo SA-140,https://pcpartpicker.com/product/GjpD4D/vetroo-sa-140-6929-cfm-140-mm-fan-vt-fan-argb140-bk,9.88,140,Black,1200,69.29,33.5,true
Gelid Solutions FN-SX05-40,https://pcpartpicker.com/product/b37wrH/gelid-solutions-case-fan-fnsx0540,,50,White,4000,21.94,23,false
Prolimatech Vortex,https://pcpartpicker.com/product/vL3RsY/prolimatech-case-fan-prorv12led,10.99,120,Red,"1200,1600",72.67,29.1,false
Evercool Spider Filter,https://pcpartpicker.com/product/XCNp99/evercool-case-fan-sff12,20.99,120,Red,2000,80,25,false
Corsair SP140 2-Pack,https://pcpartpicker.com/product/yQjG3C/corsair-case-fan-co9050036ww,,140,Black / Blue,1440,49.49,29.3,false
be quiet! Silent Wings 3,https://pcpartpicker.com/product/x9cMnQ/be-quiet-bl065-595-cfm-140mm-fan-bl065,,140,Black,1000,59.5,15.5,false
Fractal Design Dynamic X2 GP,https://pcpartpicker.com/product/Y7L7YJ/fractal-design-x2-gp-12-white-523-cfm-120mm-fan-fd-fan-dyn-x2-gp12-wt,,120,White / Black,1200,52.3,19.4,false
ARCTIC BioniX F140,https://pcpartpicker.com/product/VjfmP6/arctic-bionix-f140-blackred-1040-cfm-140mm-fan-acfan00095a,,140,Black / Red,1800,104,25.3,false
Thermaltake Riing Plus TT 3-Pack,https://pcpartpicker.com/product/2cdFf7/thermaltake-riing-plus-14-rgb-tt-6319-cfm-140-mm-fans-3-pack-cl-f056-pl14sw-a,114.99,140,Black,"500,1400",63.19,27.2,true
In Win CROWN AC140 2-Pack,https://pcpartpicker.com/product/sNdxFT/in-win-crown-ac140-6903-cfm-140-mm-fans-2-pack-crown-ac140-twin,64,140,Black / Clear,"500,1500",69.03,"18.1,32.5",true
Alpenföhn Wing Boost 3 ARGB 3-Pack,https://pcpartpicker.com/product/CCdrxr/alpenfohn-wing-boost-3-140-789-cfm-140-mm-fans-3-pack-84000000159,,140,Black,"500,1500",78.9,25.6,true
NoiseBlocker NB-ELOOP X ARGB,https://pcpartpicker.com/product/6Ddrxr/noiseblocker-nb-eloop-x-argb-7793-cfm-120-mm-fan-itr-b12x-p,49.93,120,White,,"0,77.93","0,28.4",true
Enermax UCHF12PARGB-W-BP3 3-Pack,https://pcpartpicker.com/product/ZBRYcf/enermax-uchf12pargb-w-bp3-721-cfm-120-mm-fans-3-pack-uchf12pargb-w-bp3,,120,White,"500,1600","22.5,72.1","14,27",true
ARCTIC P14 PST,https://pcpartpicker.com/product/RVjBD3/arctic-p14-pst-728-cfm-140-mm-fan-acfan00221a,,140,White / Translucent White,"200,1700",72.8,22.5,true
Iceberg Thermal IceGALE Silent 3-Pack,https://pcpartpicker.com/product/nDBG3C/iceberg-thermal-icegale-silent-30-cfm-120-mm-fans-3-pack-icegale12s-bbt-3a,,120,Black / Blue,1100,30,12.3,false
KOLINK UMBRA X 3-Pack,https://pcpartpicker.com/product/rpsV3C/kolink-umbra-x-61-cfm-120-mm-fans-3-pack-umbra-x-120mm-3pk,,120,Black,"600,1600",61,24,true
Xilence XPF80.R.PWM,https://pcpartpicker.com/product/WpTZxr/xilence-xpf80rpwm-218-cfm-80-mm-fan-xf040,,80,Red / Black,"800,1800",21.8,20,true
GameMax KF300R 3-Pack,https://pcpartpicker.com/product/9vpQzy/gamemax-kf300r-4435-cfm-120-mm-fans-3-pack-kf300r-bk,,120,Black,"800,1600",44.35,31.21,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/bkjv6h/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f224-pl12gs-a,59.99,120,Brown,"500,2000",65.82,31.2,true
Alphacool 24844,https://pcpartpicker.com/product/XkRnTW/alphacool-24844-936-cfm-120-mm-fan-24844,10.99,120,Black,3000,93.6,"30,43",true
Cooler Master Turbine Master Mach 1.8,https://pcpartpicker.com/product/GpCwrH/cooler-master-turbine-master-mach-18-803-cfm-120-mm-fan-r4-tmbb-18fk-r0,,120,Black,1800,80.3,30.5,false
NZXT Air Flow,https://pcpartpicker.com/product/T2JwrH/nzxt-case-fan-rffz120r1,,120,Clear,1200,59.1,26.8,false
Aerocool Shark,https://pcpartpicker.com/product/HkphP6/aerocool-case-fan-shark120mmgreen,,120,Green,"800,1500","32.5,82.6","12.6,26.5",false
Aerocool Shark,https://pcpartpicker.com/product/vHCwrH/aerocool-case-fan-shark120mmwhite,,120,White,"800,1500","32.5,82.6","12.6,26.5",false
SilenX Effizio,https://pcpartpicker.com/product/ymw323/silenx-efx-12-15-74-cfm-120-mm-fan-efx-12-15,,120,Red,1400,74,15,false
Vantec Tornado,https://pcpartpicker.com/product/wG9KHx/vantec-td8038h-841-cfm-80-mm-fan-td8038h,,80,Black,5700,84.1,55.2,false
Cougar Vortex,https://pcpartpicker.com/product/ZVkD4D/cougar-vortex-pwm-705-cfm-120-mm-fan-cf-v12hp,,120,Orange,"800,1500",70.5,17.9,false
Cougar Vortex,https://pcpartpicker.com/product/zJckcf/cougar-vortex-645-cfm-140-mm-fan-cf-v14s,,140,Orange,1000,64.5,17.9,false
Silverstone FN,https://pcpartpicker.com/product/NXDwrH/silverstone-fn121-5324-cfm-120-mm-fan-fn121,,120,Black,1200,53.24,26.6,false
NZXT FX,https://pcpartpicker.com/product/ztzv6h/nzxt-fx-140lb-983-cfm-140-mm-fan-fx-140lb,,140,White,2000,"49.1,98.3","22.1,37",false
Delta Electronics AFB1212HHE-F00,https://pcpartpicker.com/product/J7tCmG/delta-electronics-afb1212hhe-f00-12007-cfm-120-mm-fan-afb1212hhe-f00,,120,Black,2900,120.07,44,false
Noctua P14 FLX,https://pcpartpicker.com/product/C37wrH/noctua-nf-p14-flx-6495-cfm-140-mm-fan-nf-p14-flx,,140,Brown,"750,1200","41.93,64.95","10.1,19.6",false
BitFenix Spectre,https://pcpartpicker.com/product/BDPfrH/bitfenix-case-fan-bffblf23030wrp,,230,Black,900,97.8,20,false
Cooler Master R4-S4S-10AK-GP,https://pcpartpicker.com/product/ZBkD4D/cooler-master-r4-s4s-10ak-gp-609-cfm-140-mm-fan-r4-s4s-10ak-gp,,140,Black,1000,60.9,16,false
Apevia CF312SL-URD 3-Pack,https://pcpartpicker.com/product/wMzv6h/apevia-case-fan-cf312slurd,,120,Red,1700,,29.67,false
Zalman F2,https://pcpartpicker.com/product/ysdqqs/zalman-case-fan-zmf2bl,,92,Transparent,"1500,2800",,"20,35",false
Apevia CF8S-UBL,https://pcpartpicker.com/product/H6CwrH/apevia-case-fan-cf8subl,,80,UV Blue,2000,25.64,22.05,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/YKfp99/bitfenix-case-fan-bffsprop14025kkrp,,140,Black,"500,1800",122.2,29.2,true
Delta Electronics FFB1212EHE-F00,https://pcpartpicker.com/product/jFR48d/delta-electronics-case-fan-ffb1212ehef00,,120,Black,4000,190,59,false
Xion Alphawing,https://pcpartpicker.com/product/3BMFf7/xion-case-fan-axpgf120rd,,120,Red / Black,1200,51.02,"19.6,25.2",false
Cooler Master JetFlo,https://pcpartpicker.com/product/MwR48d/cooler-master-case-fan-r4jfnp20pkr1,,120,Black,"1200,2000",95,36,true
Thermaltake DuraMax,https://pcpartpicker.com/product/hVMFf7/thermaltake-case-fan-af0060,,120,Black,2000,78,36,false
Corsair AF140 Quiet,https://pcpartpicker.com/product/BDDwrH/corsair-case-fan-co9050017bled,,140,Black,1200,66.4,25.5,false
Aerocool DS,https://pcpartpicker.com/product/N4R48d/aerocool-case-fan-ds140mmblack,,140,Black / Gray,"1100,1500","71.2,93.4","15.5,23.4",false
LEPA LP-BOL12P-BL,https://pcpartpicker.com/product/6DrG3C/lepa-case-fan-lpbol12pbl,,120,Black,"600,1600",81.45,"8,18",true
Corsair SP120,https://pcpartpicker.com/product/HJFPxr/corsair-case-fan-co9050020ww,,120,Black / White,1650,57.24,26.4,false
Corsair SP120,https://pcpartpicker.com/product/m72kcf/corsair-case-fan-co9050022ww,,120,Black / Green,1650,57.24,26.4,false
Corsair SP120,https://pcpartpicker.com/product/KkkD4D/corsair-case-fan-co9050023ww,,120,Black / Purple,1650,57.24,26.4,false
Corsair SP140 2-Pack,https://pcpartpicker.com/product/Vb4gXL/corsair-case-fan-co9050035ww,,140,Black / White,1440,49.49,29.3,false
Corsair SP140 2-Pack,https://pcpartpicker.com/product/QwMFf7/corsair-case-fan-co9050038ww,,140,Black / Purple,1440,49.49,29.3,false
Fractal Design Venturi HP-12,https://pcpartpicker.com/product/GqkwrH/fractal-design-case-fan-fdfanventhp12pwm,,120,Black,1800,61.4,31.7,true
Phanteks F120SP,https://pcpartpicker.com/product/nnnG3C/phanteks-case-fan-phf120spwled,,120,Black / White,1300,54.4,24.2,false
Prolimatech Ultra Sleek Vortex,https://pcpartpicker.com/product/MsL7YJ/prolimatech-case-fan-ultrasleekvortex12white,,120,White,"400,1300",56,"7,13",true
