name,part_url,price,size,color,rpm,airflow,noise_level,pwm
Silverstone Air Nexus 3-Pack,https://pcpartpicker.com/product/yjP8TW/silverstone-air-nexus-604-cfm-120-mm-fans-3-pack-sst-an120w-argb-3pk,,120,White,"500,1500",60.4,30,true
EK Loop Fan FPT 140,https://pcpartpicker.com/product/tDwmP6/ek-loop-fan-fpt-140-11801-cfm-140-mm-fan-ek-loop-fpt-140-bk,34.99,140,Black,"600,2200",118.01,44.56,true
Antec BIGBOY200,https://pcpartpicker.com/product/CfQypg/antec-bigboy200-134-cfm-200-mm-fan-bigboy200,,200,Black,800,134,30,false
Fractal Design Aspect 14,https://pcpartpicker.com/product/2CD7YJ/fractal-design-aspect-14-41-cfm-140-mm-fan-fd-f-as1-1402,53,140,White,1000,41,19.5,false
EK Loop Fan FPT 140 D-RGB,https://pcpartpicker.com/product/qZQKHx/ek-loop-fan-fpt-140-d-rgb-11801-cfm-140-mm-fan-ek-loop-fpt-140-drgb-wh,29.99,140,White,"600,2200",118.01,44.56,true
Thermaltake CT140 Reverse ARGB Sync 2-Pack,https://pcpartpicker.com/product/VRG2FT/thermaltake-ct140-reverse-argb-sync-9495-cfm-140-mm-fans-2-pack-cl-f176-pl14sw-a,,140,White,"500,1800",94.95,32.8,true
Xigmatek XAF,https://pcpartpicker.com/product/wNdqqs/xigmatek-case-fan-xaff1254,9.99,120,Black,1500,75.3,24,false
Thermaltake DuraMax,https://pcpartpicker.com/product/r6CwrH/thermaltake-case-fan-af0059,14.99,92,Black,2850,48.7,37.6,false
Corsair ML Elite,https://pcpartpicker.com/product/KbM48d/corsair-ml-elite-581-cfm-120-mm-fan-co-9050121-ww,,120,Black,"450,2000","14.86,58.1","10,30.4",true
Thermalright TL-B9,https://pcpartpicker.com/product/VFmNnQ/thermalright-tl-b9-54-cfm-92-mm-fan-tl-b9w,64.9,92,White,2500,54,23,true
ARCTIC BioniX P120 A-RGB 3-Pack,https://pcpartpicker.com/product/HRvdnQ/arctic-bionix-p120-a-rgb-48-cfm-120-mm-fans-3-pack-acfan00156a,,120,Black,"400,2300",48,30,true
Phanteks PH-F120SK 3-Pack,https://pcpartpicker.com/product/rnBhP6/phanteks-ph-f120sk-50-cfm-120-mm-fans-3-pack-ph-f120sk_drgb_pwm_3p,,120,Black / White,"500,1500",50,27,true
Iceberg Thermal IceGALE ARGB 3-Pack,https://pcpartpicker.com/product/GCzXsY/iceberg-thermal-icegale-argb-94-cfm-120-mm-fans-3-pack-icegale12a-b3a,,120,Black / Teal,"500,2200",94,"0,38",true
Corsair iCUE AF120 RGB SLIM,https://pcpartpicker.com/product/CxHqqs/corsair-icue-af120-rgb-slim-563-cfm-120-mm-fan-co-9050164-ww,,120,White,"600,2000","13.4,56.3",27.5,true
Xilence XPF80.R,https://pcpartpicker.com/product/gg6NnQ/xilence-xpf80r-1861-cfm-80-mm-fan-xf037,,80,Red / Black,1500,18.61,17.5,false
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/hz26Mp/thermaltake-ct140-ex-reverse-argb-sync-9495-cfm-140-mm-fans-3-pack-cl-f199-pl14mg-a,86.98,140,Green,"500,1800",94.95,32.8,true
Thermalright TL-C12C-X28-S,https://pcpartpicker.com/product/NRKnTW/thermalright-tl-c12c-x28-s-733-cfm-120-mm-fan-tl-c12c-x28-s,,120,Black,1550,73.3,25.4,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/Wrm2FT/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f223-pl12bb-a,74.98,120,Yellow,"500,2000",65.82,31.2,true
Corsair AF120 Quiet 2-Pack,https://pcpartpicker.com/product/hbbp99/corsair-air-series-af120-quiet-edition-3988-cfm-120-mm-fans-co-9050002-ww,,120,Black,1100,39.88,21,false
Corsair SP120 High Performance 2-Pack,https://pcpartpicker.com/product/Jc8Zxr/corsair-air-series-sp120-high-performance-edition-6274-cfm-120-mm-fans-co-9050008-ww,,120,Black,2350,62.74,35,false
Enermax T.B. Silence,https://pcpartpicker.com/product/6kphP6/enermax-case-fan-uctb12nbl,,120,Clear,1200,53.02,14,false
Cooler Master Megaflow,https://pcpartpicker.com/product/y6JwrH/cooler-master-megaflow-110-cfm-200-mm-fan-r4-lus-07ab-gp,,200,Clear,700,110,19,false
Antec True Quiet,https://pcpartpicker.com/product/R6CwrH/antec-case-fan-truequiet120ufoblue,,120,Blue,"600,1000","21.5,35.79","8.9,19.89",false
Corsair AF120 Quiet 2-Pack,https://pcpartpicker.com/product/m8Lypg/corsair-case-fan-co9050016bled,,120,Black / Blue,1500,52.19,25.2,false
Corsair SP140 2-Pack,https://pcpartpicker.com/product/pVtCmG/corsair-case-fan-co9050034ww,,140,Black / Red,1440,49.49,29.3,false
Thermaltake Luna,https://pcpartpicker.com/product/j9Trxr/thermaltake-case-fan-clf026pl20wta,,200,Black / Red,800,129.63,28.2,false
Phanteks F120SP,https://pcpartpicker.com/product/THNypg/phanteks-case-fan-phf120sprled,20.99,120,Black / White,1300,54.4,24.2,false
Thermaltake Riing,https://pcpartpicker.com/product/jHNypg/thermaltake-case-fan-clf039pl14gra,19.36,140,Black / Green,"1000,1400",51.15,"22.1,28.1",false
Xilence Performance C,https://pcpartpicker.com/product/NPFXsY/xilence-coo-xpf120rpwm-579-cfm-120mm-fan-coo-xpf120rpwm,,120,Black / Red,1500,57.9,28,true
Corsair SP120 3-Pack,https://pcpartpicker.com/product/NDmxFT/corsair-sp120-rgb-52-cfm-120-mm-fans-3-pack-co-9050061-ww,,120,White / Black,1400,52,26,true
NZXT Aer P,https://pcpartpicker.com/product/Fsqbt6/nzxt-aer-p-120-731-cfm-120mm-fan-rf-ap120-fp,,120,Black,"500,2000","18.28,73.11","21,36",true
EVGA 400-HY-FX12-KR,https://pcpartpicker.com/product/zk66Mp/evga-400-hy-fx12-kr-748-cfm-120mm-fan-400-hy-fx12-kr,,120,Black,"500,2400",74.81,"16,39.9",true
ARCTIC F12 TC,https://pcpartpicker.com/product/JTCFf7/arctic-f12-tc-53-cfm-120-mm-fan-afaco-120t0-gba01,,120,White / Black,1350,53,,false
Cooler Master SickleFlow,https://pcpartpicker.com/product/dXpmP6/cooler-master-sickleflow-120-red-led-62-cfm-120-mm-fan-mfx-b2dn-18npr-r1,,120,Black,"650,1800",62,"8,27",true
Cooler Master SickleFlow,https://pcpartpicker.com/product/QKbCmG/cooler-master-sickleflow-120-blue-led-62-cfm-120-mm-fan-mfx-b2dn-18npb-r1,,120,Black,"650,1800",62,"8,27",true
be quiet! Pure Wings 2,https://pcpartpicker.com/product/QHZzK8/be-quiet-pure-wings-2-942-cfm-140-mm-fan-bl083,,140,Black,"500,1600",,37.3,true
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/4qvqqs/scythe-kaze-flex-slim-5079-cfm-120-mm-fan-kf1215fd18-p,,120,Gray / Black,"300,1800","8.28,50.79","2.7,30",true
GAMDIAS AEOLUS M2 4-Pack,https://pcpartpicker.com/product/bDM48d/gamdias-aeolus-m2-1204r-56-cfm-120-mm-fans-4-pack-aeolus-m2-1204r,,120,Black,"700,1500",56,,true
NZXT F140P (2022),https://pcpartpicker.com/product/ms3gXL/nzxt-f140p-2022-9968-cfm-140-mm-fan-rf-p14ff-w1,,140,White,"500,1500","33.22,99.68","19.4,32.1",true
NZXT AER RGB 2 2-Pack,https://pcpartpicker.com/product/TxmmP6/nzxt-aer-rgb-2-9119-cfm-140-mm-fans-2-pack-hf-2814c-dw,102.99,140,White,"500,1500","30.39,91.19","22,33",true
ID-COOLING WF-14025-XT BLACK,https://pcpartpicker.com/product/JdZ9TW/id-cooling-wf-14025-xt-black-768-cfm-140-mm-fan-wf-14025-xt-black,,140,Black,"800,1600",76.8,"16.8,32.6",true
ID-COOLING TF-12025-SW,https://pcpartpicker.com/product/DvXJ7P/id-cooling-tf-12025-sw-7616-cfm-120-mm-fan-tf-12025-sw,,120,White,"700,1800",76.16,"15.2,35.2",true
Corsair ML140 LED ELITE Blue Premium,https://pcpartpicker.com/product/xjFbt6/corsair-ml140-led-elite-blue-premium-829-cfm-140-mm-fan-co-9050131-ww,49.59,140,White,"400,1600","15,82.9","10,31.8",true
Scythe Kaze Flex II,https://pcpartpicker.com/product/4J7scf/scythe-kaze-flex-ii-6762-cfm-120-mm-fan-kfs1225fd15-p,14.95,120,Black,"300,1500","16.9,67.62","4,28.6",true
SeaSonic MAGFLOW,https://pcpartpicker.com/product/wHBzK8/seasonic-magflow-6333-cfm-120-mm-fan-magflow-1,29.31,120,Black,"600,2000",63.33,"9.9,33.78",true
Thermaltake TOUGHFAN 12 Pro,https://pcpartpicker.com/product/FPgrxr/thermaltake-toughfan-12-pro-708-cfm-120-mm-fan-cl-f139-pl12bl-a,29.99,120,Black,"500,2000","49.13,70.8","18.3,22.6",true
ID-COOLING TF-9215,https://pcpartpicker.com/product/tTTZxr/id-cooling-tf-9215-46-cfm-92-mm-fan-tf-9215-k,,92,Black,"800,2800",46,35.2,true
Antec Fusion T3,https://pcpartpicker.com/product/WwRwrH/antec-fusion-t3-805-cfm-140-mm-fan-0-761345-77775-9,,140,Black,"600,1500","31.02,80.5","11.17,33.57",true
Iceberg Thermal IceGALE ARGB 2-Pack,https://pcpartpicker.com/product/DW3NnQ/iceberg-thermal-icegale-argb-96-cfm-140-mm-fans-2-pack-icegale14a-a2a,17.98,140,Teal / White,"500,1600",96,"0,36",true
Iceberg Thermal IceGALE ARGB 3-Pack,https://pcpartpicker.com/product/MkXV3C/iceberg-thermal-icegale-argb-94-cfm-120-mm-fans-3-pack-icegale12a-a3a,40,120,Teal / White,"500,2200",94,"0,38",true
Noctua B9 redux-1600,https://pcpartpicker.com/product/zfK7YJ/noctua-case-fan-nfb9redux1600,26,92,Black / Gray,"350,1600",37.85,17.6,false
ARCTIC F9 Rev. 2,https://pcpartpicker.com/product/bpH48d/arctic-case-fan-afaco090p2gba0,51.03,92,White / Black,"550,1800",43,,true
In Win Luna AL120 3-Pack,https://pcpartpicker.com/product/22MMnQ/in-win-luna-al120-8296-cfm-120-mm-fans-3-pack-iw-fn-al120-3pk,65.87,120,Black / White,"600,1800",82.96,25,true
Phanteks PH-F120SK,https://pcpartpicker.com/product/tJLwrH/phanteks-ph-f120sk-50-cfm-120-mm-fan-ph-f120sk_bbk_pwm,,120,Black,"500,1500",50,27,true
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/WJRYcf/iceberg-thermal-icegale-xtra-37-cfm-80-mm-fan-icegale08d-a0a,10.81,80,Teal / White,"800,3000",37,"0,29",true
Thermaltake TOUGHFAN 14 Pro,https://pcpartpicker.com/product/3Rgrxr/thermaltake-toughfan-14-pro-1196-cfm-140-mm-fan-cl-f140-pl14bl-a,29.99,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
Thermaltake SWAFAN GT12,https://pcpartpicker.com/product/QGbRsY/thermaltake-swafan-gt12-5817-cfm-120-mm-fan-cl-f155-pl12bl-a,36.99,120,Black,"500,2000","54.71,58.17","26.5,29.8",true
SeaSonic MAGFLOW ARGB,https://pcpartpicker.com/product/VFhv6h/seasonic-magflow-argb-4947-cfm-120-mm-fan-magflow-argb-1,30.46,120,Black,2000,49.47,30.115,true
Thermaltake CT140 Reverse ARGB Sync 2-Pack,https://pcpartpicker.com/product/8sJBD3/thermaltake-ct140-reverse-argb-sync-9495-cfm-140-mm-fans-2-pack-cl-f174-pl14sw-a,,140,Black,"500,1800",94.95,32.8,true
Noctua R8 PWM,https://pcpartpicker.com/product/cWFPxr/noctua-nf-r8-pwm-3137-cfm-80-mm-fan-nf-r8-pwm,,80,Brown,"300,1800","23.19,31.37","10.19,17.1",false
NZXT Air Flow,https://pcpartpicker.com/product/VBXfrH/nzxt-case-fan-rffz140o1,13,140,Clear,1000,83.6,24.5,false
Rosewill ROCF-13001,https://pcpartpicker.com/product/zwGkcf/rosewill-case-fan-rocf13001,13.99,120,Black,1200,38.2,22,false
Apevia C 5-Pack,https://pcpartpicker.com/product/NzNv6h/apevia-512l-crd-577-cfm-120mm-fans-512l-crd,27.95,120,Black / Red,1500,57.67,24.7,false
Scythe Kaze Flex Slim RGB,https://pcpartpicker.com/product/js4Ycf/scythe-kaze-flex-slim-rgb-413-cfm-92-mm-fan-kf9215fd25r-p,17.95,92,Black,"300,2500","4.96,41.3","1.8,23.2",true
Thermaltake SWAFAN 12 3-Pack,https://pcpartpicker.com/product/fKC48d/thermaltake-swafan-12-5485-cfm-120-mm-fans-3-pack-cl-f137-pl12sw-a,122.99,120,Black,"500,2000","53.02,54.85","30.5,36.5",false
Xilence XPF92.R,https://pcpartpicker.com/product/qFV2FT/xilence-xpf92r-2745-cfm-92-mm-fan-xf038,,92,Red / Black,1500,27.45,17.8,false
Valkyrie V12,https://pcpartpicker.com/product/s69wrH/valkyrie-v12-75-cfm-120-mm-fan-vk-fanv12fb,,120,Black,"700,1850",75,34,true
Corsair AF120 Quiet,https://pcpartpicker.com/product/PZNp99/corsair-air-series-af120-quiet-edition-3988-cfm-120-mm-fan-co-9050001-ww,,120,Black,1100,39.88,21,false
Noctua P12-1300,https://pcpartpicker.com/product/sKzv6h/noctua-nf-p12-1300-5436-cfm-120-mm-fan-nf-p12-1300,29.13,120,Brown,"900,1300","37.33,54.36","12.6,19.8",false
Fractal Design Silent R3,https://pcpartpicker.com/product/NBZ2FT/fractal-design-case-fan-fdfanssr392wt,,92,Black / White,1500,24.4,18.3,false
Thermaltake Luna Slim,https://pcpartpicker.com/product/bwVBD3/thermaltake-case-fan-clf035pl12wta,,120,Black / White,1400,27.53,24,false
Noctua A12x25 ULN,https://pcpartpicker.com/product/Krprxr/noctua-nf-a12x25-uln-328-cfm-120mm-fan-nf-a12x25-uln,39.95,120,Brown,"900,1200","23.19,32.78","7.6,12.1",false
Gigabyte AORUS 140 ARGB,https://pcpartpicker.com/product/8JddnQ/gigabyte-aorus-140-argb-6064-cfm-140-mm-fan-gp-ar140rfan,,140,Black,"800,1700","30.3,60.64","8.9,35.8",true
ID-COOLING NO-12015-XT ARGB SNOW,https://pcpartpicker.com/product/2CH7YJ/id-cooling-no-12015-xt-argb-snow-546-cfm-120-mm-fan-no-12015-xt-argb-snow,,120,White,"500,2000",54.6,"13.8,31.2",true
Corsair ML140 LED ELITE White Premium,https://pcpartpicker.com/product/396p99/corsair-ml140-led-elite-white-premium-829-cfm-140-mm-fan-co-9050124-ww,,140,Black,"400,1600","15,82.9","10,31.8",true
ARCTIC P14,https://pcpartpicker.com/product/QPPQzy/arctic-p14-728-cfm-140-mm-fan-acfan00222a,,140,White,"200,1700",72.8,22.5,true
Cooler Master MOBIUS 120P ARGB,https://pcpartpicker.com/product/VLDQzy/cooler-master-mobius-120p-argb-752-cfm-120-mm-fan-mfz-m2dw-24np2-r1,,120,White,,75.2,30,true
Geometric Future Squama 2503 3-Pack,https://pcpartpicker.com/product/jr9wrH/geometric-future-squama-2503-9115-cfm-140-mm-fans-3-pack-geo-s2503w-14t,41.9,140,White,"800,2400",91.15,34,true
Mars Gaming MF-LINKFINITY,https://pcpartpicker.com/product/TyVfrH/mars-gaming-mf-linkfinity-69-cfm-120-mm-fan-mflinkfinityw,36.09,120,White,"800,2000",69,,true
Mars Gaming MF-LINKFINITY 3-Pack,https://pcpartpicker.com/product/2dxTwP/mars-gaming-mf-linkfinity-69-cfm-120-mm-fans-3-pack-mflinkfinitykitw,64.73,120,White,"800,2000",69,,true
Corsair AF120 Performance 2-Pack,https://pcpartpicker.com/product/pCH323/corsair-air-series-af120-performance-edition-6347-cfm-120-mm-fans-co-9050004-ww,,120,Black,1650,63.47,30,false
Cougar Dual-X,https://pcpartpicker.com/product/r4ckcf/cougar-case-fan-cfd12hbr,,120,Orange,1200,64.37,16.6,false
Logisys CF120GB,https://pcpartpicker.com/product/q6JwrH/logisys-case-fan-cf120gb,,120,Green,,44.71,26,false
Antec True Quiet,https://pcpartpicker.com/product/47K7YJ/antec-case-fan-truequiet120green,,120,Green,"600,1000","21.2,35.3","8.9,19.89",false
NoiseBlocker ELoop B,https://pcpartpicker.com/product/zvphP6/noiseblocker-case-fan-itrb12ps,35.61,120,Black / White,"400,1500",58.1,21.2,true
Cooler Master Super Fan,https://pcpartpicker.com/product/rR2kcf/cooler-master-case-fan-r4s2b124kgp,,120,Black,1200,44.73,19.1,false
Akasa Viper,https://pcpartpicker.com/product/cs9KHx/akasa-case-fan-akfn063,,140,Black / Yellow,"600,1600",110.61,"12.5,26.01",true
Thermalright TY,https://pcpartpicker.com/product/qMR48d/thermalright-case-fan-ty147,,140,Black / White,"900,1300","28.3,73.6","17,21",true
Thermaltake Pure,https://pcpartpicker.com/product/MZg323/thermaltake-case-fan-clf011pl12bla,,120,Black,,40.99,19.5,false
be quiet! Silent Wings 2,https://pcpartpicker.com/product/LjPfrH/be-quiet-case-fan-bl031,,140,Black,1000,60.4,16.4,true
be quiet! Silent Wings 2,https://pcpartpicker.com/product/NW2kcf/be-quiet-case-fan-bl063,,140,Black,1000,60.4,15.8,false
Prolimatech Ultra Sleek Vortex,https://pcpartpicker.com/product/VwMFf7/prolimatech-case-fan-ultrasleekvortex12fan,,120,Black,"400,1300",55.7,"7,17",true
Thermaltake DuraMax,https://pcpartpicker.com/product/3fYXsY/thermaltake-case-fan-af0058,,80,Black,2900,38.2,31.3,false
Corsair SP120,https://pcpartpicker.com/product/JTvRsY/corsair-case-fan-co9050019ww,,120,Black / Red,1650,57.24,26.4,false
Thermaltake Riing,https://pcpartpicker.com/product/TYrcCJ/thermaltake-case-fan-clf039pl14rea,,140,Black / Red,"1000,1400",51.15,"22.1,28.1",false
Cooler Master Silencio FP,https://pcpartpicker.com/product/ywzZxr/cooler-master-case-fan-r4sfnl14pkr1,,120,Black,1400,"16.39,44","6.5,14",true
be quiet! Silent Wings 3,https://pcpartpicker.com/product/kwgPxr/be-quiet-bl064-505-cfm-120mm-fan-bl064,,120,Black,1450,50.5,16.4,false
Deepcool Ice Blade,https://pcpartpicker.com/product/Xfhj4D/deepcool-ice-blade-fan-603-cfm-120mm-fan-ice-blade-fan,,120,Black,"900,1500",60.29,"21.4,32.1",true
Corsair SP120 High Performance,https://pcpartpicker.com/product/GwCrxr/corsair-sp120-rgb-high-performance-52-cfm-120-mm-fan-co-9050059-ww,,120,White / Black,1400,52,26,true
Thermaltake Riing Plus TT 3-Pack,https://pcpartpicker.com/product/rj38TW/thermaltake-riing-plus-12-rgb-tt-4834-cfm-120-mm-fans-3-pack-cl-f053-pl12sw-a,,120,Black,"500,1500",48.34,24.7,true
Deepcool MF 3-Pack,https://pcpartpicker.com/product/2WfhP6/deepcool-mf120-56-cfm-120-mm-fans-3-pack-mf120,,120,Black,"500,2200",56,37.9,true
NZXT AER RGB 2 2-Pack,https://pcpartpicker.com/product/tktQzy/nzxt-aer-rgb-2-9119-cfm-140-mm-fans-2-pack-hf-2814c-d1,,140,Black,"500,1500","30.39,91.19","22,33",true
Corsair AF140 (2018),https://pcpartpicker.com/product/T3YLrH/corsair-af140-led-2018-blue-62-cfm-140mm-fan-co-9050087-ww,,140,Black / White,1150,62,26,false
In Win CROWN AC120 2-Pack,https://pcpartpicker.com/product/cKvbt6/in-win-crown-ac120-5308-cfm-120-mm-fans-2-pack-crown-ac120-twin,45,120,Black / Clear,"500,1600",53.08,"14.7,28.3",true
Cooler Master MasterFan SF120R,https://pcpartpicker.com/product/GRL48d/cooler-master-masterfan-sf120r-argb-59-cfm-120-mm-fan-mfx-b2dn-20npa-r1,,120,Black,"650,2000",59,"8,30",true
GameMax Mirage RGB,https://pcpartpicker.com/product/RtpmP6/gamemax-mirage-36-cfm-120-mm-fan-mirage,,120,Black,1100,36,25,false
Apevia FrostBlade 6-Pack,https://pcpartpicker.com/product/WjYLrH/apevia-fr612l2s-rgb-frostblade-5767-cfm-120-mm-fans-6-pack-fr612l2s-rgb,,120,Black,1350,57.67,24.7,false
Silverstone FN,https://pcpartpicker.com/product/jGsmP6/silverstone-sst-fn124-2506-cfm-120-mm-fan-sst-fn124,,120,Black,1500,25.06,18,false
Enermax SquA RGB 3-Pack,https://pcpartpicker.com/product/kCdrxr/enermax-squa-rgb-6827-cfm-120-mm-fans-3-pack-ucsqargb12p-bp3,,120,Black,"300,1500","24.53,68.27","12,23",true
GameMax Velocity ARGB,https://pcpartpicker.com/product/KNwkcf/gamemax-948-cfm-120-mm-fan-dual-argb-kab-01a,,120,Black,1500,94.8,23.8,false
GAMDIAS AEOLus M1,https://pcpartpicker.com/product/Q47p99/gamdias-aeolus-m1-452-cfm-120-mm-fan-aeolus-m1-1201,,120,Black,1500,45.2,31,false
Thermaltake Pure Duo 2-Pack,https://pcpartpicker.com/product/hLGnTW/thermaltake-pure-duo-5651-cfm-120-mm-fans-2-pack-cl-f115-pl12sw-b,52.99,120,Black,"500,1500",,28,true
EK Vardar EVO 120ER,https://pcpartpicker.com/product/RFvqqs/ek-vardar-evo-120er-77-cfm-120-mm-fan-3831109824641,,120,Black / White,"500,2200",,33.5,true
EK Vardar X3M 120ER,https://pcpartpicker.com/product/KD9tt6/ek-vardar-x3m-120er-67-cfm-120-mm-fan-3830046996442,,120,Black,,,,true
Xigmatek Galaxy II Pro 3-Pack,https://pcpartpicker.com/product/QTsnTW/xigmatek-galaxy-ii-pro-4658-cfm-120-mm-fans-3-pack-en42128,,120,Black / White,"600,1500",,,false
Gelid Solutions Stella,https://pcpartpicker.com/product/R2mmP6/gelid-solutions-stella-70-cfm-120-mm-fan-fn-stella-01,,120,Black,"500,1600",70,35,true
Thermaltake Pure A12,https://pcpartpicker.com/product/bGyqqs/thermaltake-pure-a12-5645-cfm-120-mm-fan-cl-f109-pl12re-b,,120,Black,"500,1500",,,true
ID-COOLING CRYSTAL 120 WHITE,https://pcpartpicker.com/product/4WFbt6/id-cooling-crystal-120-white-682-cfm-120-mm-fan-crystal-120-white,,120,White,"500,1500",68.2,"13.8,30.5",true
Corsair ML140 LED ELITE Red Premium,https://pcpartpicker.com/product/FMkWGX/corsair-ml140-led-elite-red-premium-829-cfm-140-mm-fan-co-9050123-ww,,140,Black,"400,1600","15,82.9","10,31.8",true
ARCTIC F PST,https://pcpartpicker.com/product/zYnypg/arctic-f-pst-74-cfm-140-mm-fan-acfan00219a,,140,Black,"200,1350",74,,true
Cooler Master MasterFan SF120M ARGB,https://pcpartpicker.com/product/sj4Zxr/cooler-master-masterfan-sf120m-argb-62-cfm-120-mm-fan-mfz-b2dn-20npa-r1,,120,Black,"650,2000","35,62","5.5,22",true
GAMDIAS AEOLUS M2-1203 LITE 3-Pack,https://pcpartpicker.com/product/DhyH99/gamdias-aeolus-m2-1203-lite-467-cfm-120-mm-fans-3-pack-aeolus-m2-1203-lite,,120,Black,1200,46.7,,false
Iceberg Thermal IceGALE Xtra 3-Pack,https://pcpartpicker.com/product/rFhv6h/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fans-3-pack-icegale12x-b3a,,120,Gray,"500,3000",127,"0,44",true
ADATA XPG HURRICANE,https://pcpartpicker.com/product/svfxFT/adata-xpg-hurricane-615-cfm-120-mm-fan-75261025,,120,Black / White,"600,2000",61.5,18.17,true
Apevia Electro 6-Pack,https://pcpartpicker.com/product/n2gQzy/apevia-electro-5767-cfm-120-mm-fans-6-pack-et62-rgb,,120,White / Black,1350,57.67,24.7,false
BGears b-ARGB Vortex,https://pcpartpicker.com/product/KNGhP6/bgears-b-argb-vortex-101-cfm-120-mm-fan-b-argb-vortex-120mm,,120,White / Black,"600,1800",101,28,true
Rosewill RGBF-S12003 5-Pack,https://pcpartpicker.com/product/WgPgXL/rosewill-rgbf-s12003-412-cfm-120-mm-fans-5-pack-rgbf-s12003,,120,Black,"800,1800",41.2,27.8,false
Xilence XPF40.W,https://pcpartpicker.com/product/HyMMnQ/xilence-xpf40w-1173-cfm-40-mm-fan-xf031,,40,Black,4500,"6.9,11.73",19,false
Antec Tranquil,https://pcpartpicker.com/product/BWNYcf/antec-tranquil-8596-cfm-140-mm-fan-0-761345-40026-8,,140,Black,"450,1500","21.13,85.96","18.6,27.5",true
Yeston SAKURA,https://pcpartpicker.com/product/KmqNnQ/yeston-sakura-79-cfm-120-mm-fan-yt-120-sakuraf,39.95,120,Blue / White,"800,1800",79,35.4,true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/Brm2FT/thermaltake-ct140-ex-reverse-argb-sync-9495-cfm-140-mm-fans-3-pack-cl-f227-pl14bb-a,93.98,140,Yellow,"500,1800",94.95,32.8,true
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/FHRnTW/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f218-pl14gs-a,88.98,140,Brown,"500,1800",90.3,30.7,true
HAVN H12,https://pcpartpicker.com/product/Xky8TW/havn-h12-7244-cfm-120-mm-fan-hvn-fs-h1230-01,23.98,120,White,,72.44,32.2,true
Fractal Design Silent R3,https://pcpartpicker.com/product/zNQRsY/fractal-design-silent-r3-68-cfm-50-mm-fan-fd-fan-ssr3-50-wt,,50,Black / White,3500,6.8,19,false
Scythe Wonder Snail,https://pcpartpicker.com/product/mJGhP6/scythe-wonder-snail-7723-cfm-120-mm-fan-ws1225fd24w-p,15.95,120,White,"300,2400","7.68,77.23","3,29.3",true
BitFenix Spectre,https://pcpartpicker.com/product/XhCwrH/bitfenix-case-fan-bffscf12025kkrp,,120,Black,1000,43.5,20,false
Silverstone Shark Force,https://pcpartpicker.com/product/Pj4Zxr/silverstone-shark-force-100-cfm-120-mm-fan-sst-sf120b-argb,,120,Black,,"0,100","0,41.2",true
Alphacool 24846,https://pcpartpicker.com/product/pB7MnQ/alphacool-24846-11556-cfm-140-mm-fan-24846,9.99,140,Black,2500,115.56,"30,43.3",true
EK Quantum Impulse D-RGB,https://pcpartpicker.com/product/nzFmP6/ek-quantum-impulse-d-rgb-575-cfm-120-mm-fan-3831109854204,32.86,120,White,"400,1800",57.5,24.3,true
Iceberg Thermal IceGALE Xtra 2-Pack,https://pcpartpicker.com/product/Whrqqs/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fans-2-pack-icegale14x-b2a,,140,Gray,"500,2500",169,"0,47",true
In Win Neptune AN120 3-Pack,https://pcpartpicker.com/product/m3QKHx/in-win-neptune-an120-601-cfm-120-mm-fans-3-pack-iw-fn-an120-3pk,23.45,120,Black / White,"900,2200","23.87,60.1",20.5,true
ENDORFY Fluctus,https://pcpartpicker.com/product/nF7scf/endorfy-fluctus-120-mm-fan-ey4a002,,120,Black,"250,1800",,,true
Deepcool FT14 WH,https://pcpartpicker.com/product/BTCCmG/deepcool-ft14-wh-7883-cfm-140-mm-fan-r-ft14-whwpn1-g,,140,White,"500,1650",78.83,25.1,true
BitFenix Spectre,https://pcpartpicker.com/product/WWFPxr/bitfenix-spectre-435-cfm-120-mm-fan-bff-scf-12025ww-rp,,120,White,1000,43.5,20,false
NZXT Air Flow,https://pcpartpicker.com/product/Zhbp99/nzxt-case-fan-rffz120w1,,120,Clear,1200,59.1,26.8,false
NoiseBlocker BlackSilentPro P-2,https://pcpartpicker.com/product/Cy6BD3/noiseblocker-nb-blacksilentpro-pm-2-53-cfm-40-mm-fan-nb-blacksilentpro-pm-2,24.22,40,Black,3800,5.3,18,false
Akasa Viper,https://pcpartpicker.com/product/CQXfrH/akasa-case-fan-akfn073,28.49,140,Black / Yellow,"600,1600",109.55,"7,21.7",true
Fractal Design Prisma AL 3-Pack,https://pcpartpicker.com/product/7tjJ7P/fractal-design-prisma-al-12-5063-cfm-120-mm-fans-3-pack-fd-fan-pri-al12-3p,,120,White / Black,1200,50.63,19.5,false
