name,part_url,price,type,efficiency,wattage,modular,color
Corsair HX1500i (2025),https://pcpartpicker.com/product/q98Pxr/corsair-hx1500i-2025-1500-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020309-na,364.99,ATX,platinum,1500,Full,Black
Montech CENTURY II,https://pcpartpicker.com/product/yJkqqs/montech-century-ii-1050-w-80-gold-certified-fully-modular-atx-power-supply-century-ii-1050w,109.9,ATX,gold,1050,Full,Black
Cooler Master V850 SFX GOLD,https://pcpartpicker.com/product/Q36qqs/cooler-master-v850-sfx-gold-850-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-8501-sfhagv-us,157.99,SFX,gold,850,Full,Black
Corsair CX (2023),https://pcpartpicker.com/product/f2fxFT/corsair-cx-2023-550-w-80-bronze-certified-atx-power-supply-cp-9020277-na,75.98,ATX,bronze,550,false,Black
SeaSonic Focus GX V4 ATX 3 (2024),https://pcpartpicker.com/product/TQ88TW/seasonic-focus-gx-atx-30-v4-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-850-v4,165.99,ATX,gold,850,Full,Black
be quiet! Dark Power 13,https://pcpartpicker.com/product/Yqqrxr/be-quiet-dark-power-13-1000-w-80-titanium-certified-fully-modular-atx-power-supply-bn661,288.9,ATX,titanium,1000,Full,Black
Asus ROG Strix,https://pcpartpicker.com/product/kHBFf7/asus-rog-strix-1000-w-80-platinum-certified-fully-modular-atx-power-supply-90ye00w1-b0na00,269.99,ATX,platinum,1000,Full,Black
MSI MAG A1000GL PCIE5,https://pcpartpicker.com/product/gR9wrH/msi-mag-a1000gl-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1000gl-pcie5,139.99,ATX,gold,1000,Full,Black
Cooler Master MWE Gold 850 - V2,https://pcpartpicker.com/product/tWMTwP/cooler-master-mwe-gold-850-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-mpe-8501-afaag-us,111.99,ATX,gold,850,Full,Black
Asus TUF Gaming 850G,https://pcpartpicker.com/product/MLzhP6/asus-tuf-gaming-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s2-b0na00,147.99,ATX,gold,850,Full,Black
Corsair RM1000x,https://pcpartpicker.com/product/Vq38TW/corsair-rm1000x-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020094-na,,ATX,gold,1000,Full,
CoolMax V-400,https://pcpartpicker.com/product/3XQypg/coolmax-power-supply-v400,,ATX,,400,false,
SeaSonic CORE GX ATX 3 (2024),https://pcpartpicker.com/product/HGfV3C/seasonic-core-gx-atx-3-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-750,107.99,ATX,gold,750,Full,Black
Lian Li EDGE,https://pcpartpicker.com/product/6X4Zxr/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300-white,,ATX,platinum,1300,Full,White
Thermaltake Smart,https://pcpartpicker.com/product/b8Jkcf/thermaltake-smart-700-w-80-certified-atx-power-supply-ps-spd-0700npcwus-w,54.99,ATX,plus,700,false,
SAMA GT,https://pcpartpicker.com/product/bqbypg/sama-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-gt650-bkgffxx1-us,67.99,ATX,gold,650,Full,Black
be quiet! Power Zone 2,https://pcpartpicker.com/product/vgJBD3/be-quiet-power-zone-2-1000-w-80-platinum-certified-fully-modular-atx-power-supply-bp008us,182.9,ATX,platinum,1000,Full,Black
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/4XsV3C/be-quiet-pure-power-12-m-850-w-80-gold-certified-fully-modular-atx-power-supply-bn505,,ATX,gold,850,Full,Black
Asus ROG STRIX 1000P GAMING,https://pcpartpicker.com/product/zn9nTW/asus-rog-strix-1000p-gaming-1000-w-80-platinum-certified-fully-modular-atx-power-supply-rog-strix-1000p-gaming-white,249.99,ATX,platinum,1000,Full,White
Corsair RM750x (2024),https://pcpartpicker.com/product/JPMMnQ/corsair-rm750x-2024-750-w-fully-modular-atx-power-supply-cp-9020285-na,114.99,ATX,,750,Full,Black
Corsair CX (2023),https://pcpartpicker.com/product/nNTZxr/corsair-cx-2023-650-w-80-bronze-certified-atx-power-supply-cp-9020278-na,90.19,ATX,bronze,650,false,Black
Apevia Prestige,https://pcpartpicker.com/product/xLtKHx/apevia-prestige-600-w-80-gold-certified-atx-power-supply-atx-rp600w,51.99,ATX,gold,600,false,Black
Thermaltake Toughpower GF1 (2024),https://pcpartpicker.com/product/kVyH99/thermaltake-toughpower-gf1-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfagu-p,100.99,ATX,gold,850,Full,Black
Lian Li EDGE GOLD,https://pcpartpicker.com/product/h4qNnQ/lian-li-edge-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-eg0850g-white,,ATX,gold,850,Full,White
Gigabyte P650G,https://pcpartpicker.com/product/2QRnTW/gigabyte-p650g-650-w-80-gold-certified-atx-power-supply-gp-p650g,,ATX,gold,650,false,Black
MSI MEG Ai1600T PCIE5,https://pcpartpicker.com/product/9D2j4D/msi-meg-ai1600t-pcie5-1600-w-80-titanium-certified-fully-modular-atx-power-supply-meg-ai1600t-pcie5,648,ATX,titanium,1600,Full,Black / Gold
Raidmax Cobra,https://pcpartpicker.com/product/wLsMnQ/raidmax-cobra-650-w-80-gold-certified-fully-modular-atx-power-supply-rx-650aem,,ATX,gold,650,Full,Black
be quiet! SFX L Power,https://pcpartpicker.com/product/JrHRsY/be-quiet-sfx-l-power-600-w-80-gold-certified-fully-modular-sfx-power-supply-bn215,119.9,SFX,gold,600,Full,Black
SeaSonic PRIME TX-1600 ATX 3.1,https://pcpartpicker.com/product/64NYcf/seasonic-prime-tx-1600-atx-31-1600-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1600,695.99,ATX,titanium,1600,Full,Black / Silver
Corsair RM750x (2018),https://pcpartpicker.com/product/79tQzy/corsair-rm750x-2018-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020179-na,,ATX,gold,750,Full,Black
be quiet! Dark Power 14,https://pcpartpicker.com/product/fcPv6h/be-quiet-dark-power-14-1200-w-80-titanium-certified-fully-modular-atx-power-supply-bp021us,341.89,ATX,titanium,1200,Full,Black
SeaSonic Focus GX V4 ATX 3 (2024),https://pcpartpicker.com/product/YkCZxr/seasonic-focus-gx-atx-30-v4-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-1000-v4,232.99,ATX,gold,1000,Full,Black
Thermaltake Toughpower GT,https://pcpartpicker.com/product/862j4D/thermaltake-toughpower-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0850fnfagu-w,126.99,ATX,gold,850,Full,White
Gigabyte P750GM,https://pcpartpicker.com/product/RhH8TW/gigabyte-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-p750gm,,ATX,gold,750,Full,Black
be quiet! Dark Power Pro 13,https://pcpartpicker.com/product/Hxgrxr/be-quiet-dark-power-pro-13-1600-w-80-titanium-certified-fully-modular-atx-power-supply-bn501,531.9,ATX,titanium,1600,Full,Black
Gigabyte UD850GM,https://pcpartpicker.com/product/VTgFf7/gigabyte-ud850gm-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud850gm,85.1,ATX,gold,850,Full,Black
Asus TUF Gaming 1000G,https://pcpartpicker.com/product/wR2WGX/asus-tuf-gaming-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s1-b0na00,183.99,ATX,gold,1000,Full,Black
Rosewill VSB,https://pcpartpicker.com/product/TZrp99/rosewill-vsb-650-w-80-bronze-certified-semi-modular-atx-power-supply-vsb650,63.98,ATX,bronze,650,Semi,Black
Corsair RM750e (2023),https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,,ATX,gold,750,Full,Black
Rosewill VMG,https://pcpartpicker.com/product/MM62FT/rosewill-vmg-850-w-80-gold-certified-fully-modular-atx-power-supply-vmg850,74.98,ATX,gold,850,Full,Black
Rosewill VMG,https://pcpartpicker.com/product/GhBFf7/rosewill-vmg-750-w-80-gold-certified-fully-modular-atx-power-supply-vmg750,105.98,ATX,gold,750,Full,Black
Lian Li EDGE GOLD,https://pcpartpicker.com/product/pyXMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-white,161.99,ATX,gold,1000,Full,White
Montech APX,https://pcpartpicker.com/product/XrDnTW/montech-apx-550-w-80-certified-atx-power-supply-apx-550w,48.9,ATX,plus,550,false,Black
Corsair RM850e (2023),https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,159.47,ATX,gold,850,Full,Black
Corsair CX (2023),https://pcpartpicker.com/product/NBYRsY/corsair-cx-2023-750-w-80-bronze-certified-atx-power-supply-cp-9020279-na,91.79,ATX,bronze,750,false,Black
be quiet! Power Zone 2,https://pcpartpicker.com/product/JjpD4D/be-quiet-power-zone-2-850-w-80-platinum-certified-fully-modular-atx-power-supply-bp007us,140.91,ATX,platinum,850,Full,Black
MSI MPG A850G PCIE5,https://pcpartpicker.com/product/nhC48d/msi-mpg-a850g-pcie5-850-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a850g-pcie5,137.99,ATX,gold,850,Full,Black
Corsair RM850,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,138.79,ATX,gold,850,Full,White / Black
NZXT C850 (2024),https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us,129.99,ATX,gold,850,Full,Black
Lian Li EDGE GOLD,https://pcpartpicker.com/product/XTBFf7/lian-li-edge-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-eg0850g-black,126.99,ATX,gold,850,Full,Black
SeaSonic PRIME TX-1600 Noctua Edition,https://pcpartpicker.com/product/9hDQzy/seasonic-prime-tx-1600-noctua-edition-1600-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-1600-noctua-edition,723,ATX,titanium,1600,Full,Brown / Black
ASRock Steel Legend SL-850G,https://pcpartpicker.com/product/nCpQzy/asrock-steel-legend-sl-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-sl-850g,107.99,ATX,gold,850,Full,Black
Cooler Master MWE Gold V3,https://pcpartpicker.com/product/8pWmP6/cooler-master-mwe-gold-v3-650-w-80-gold-certified-atx-power-supply-mpe-6502-acaag-3bus,,ATX,gold,650,false,Black
Corsair RM1200e,https://pcpartpicker.com/product/jCCZxr/corsair-rm1200e-1200-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020258-na,227.99,ATX,gold,1200,Full,Black
MSI A1000G PCIE5,https://pcpartpicker.com/product/ZDt9TW/msi-a1000g-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a1000g-pcie-5,191.99,ATX,gold,1000,Full,Black
Lian Li EDGE,https://pcpartpicker.com/product/YYkH99/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300,232.54,ATX,platinum,1300,Full,Black
Apevia Prestige,https://pcpartpicker.com/product/W3dMnQ/apevia-prestige-600-w-80-gold-certified-atx-power-supply-atx-pr600w-wh,54.99,ATX,gold,600,false,White
Corsair RM1200x SHIFT,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na,139.99,ATX,gold,1200,Full / Side,Black
Thermaltake Toughpower GF1 (2024),https://pcpartpicker.com/product/x4hv6h/thermaltake-toughpower-gf1-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-p,117.99,ATX,gold,750,Full,Black
Apevia Galaxy,https://pcpartpicker.com/product/sjbRsY/apevia-galaxy-850-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx850w,84.98,ATX,gold,850,Semi,Black
Asus ROG LOKI,https://pcpartpicker.com/product/JbHqqs/asus-rog-loki-1200-w-80-titanium-certified-fully-modular-sfx-power-supply-rog-loki-1200t-sfx-l-gaming,379.99,SFX,titanium,1200,Full,Black / White
Corsair RM750x (2021),https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na,169.99,ATX,gold,750,Full,Black
Vetroo 50315153277247,https://pcpartpicker.com/product/BZcBD3/vetroo-50315153277247-850-w-80-gold-certified-fully-modular-atx-power-supply-50315153277247,91.98,ATX,gold,850,Full,White
Asus ROG THOR T3 GAMING,https://pcpartpicker.com/product/r29nTW/asus-rog-thor-t3-gaming-1600-w-80-titanium-certified-fully-modular-atx-power-supply-rog-thor-1600t3-gaming,,ATX,titanium,1600,Full,Black
be quiet! Power Zone 2,https://pcpartpicker.com/product/PMcBD3/be-quiet-power-zone-2-750-w-80-platinum-certified-fully-modular-atx-power-supply-bp006us,114.9,ATX,platinum,750,Full,Black
Corsair HX1000i (2023),https://pcpartpicker.com/product/LTmNnQ/corsair-hx1000i-2023-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020259-na,270.99,ATX,platinum,1000,Full,Black
Cooler Master MWE Gold 850 V3,https://pcpartpicker.com/product/bTdG3C/cooler-master-mwe-gold-850-v3-850-w-80-gold-certified-fully-modular-atx-power-supply-mpx-8503-afag-2buv,99.99,ATX,gold,850,Full,Black
Gigabyte P450B,https://pcpartpicker.com/product/LZMTwP/gigabyte-p-b-450-w-80-bronze-certified-atx-power-supply-gp-p450b,,ATX,bronze,450,false,Black
EVGA 400 N1,https://pcpartpicker.com/product/86M323/evga-400-n1-400-w-atx-power-supply-100-n1-0400-l1,81.68,ATX,,400,false,
Silverstone SFX,https://pcpartpicker.com/product/vrH48d/silverstone-sfx-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-lg,159.69,SFX,gold,500,Full,Black
EVGA SuperNOVA 750 G2,https://pcpartpicker.com/product/MfJwrH/evga-supernova-750-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0750-xr,,ATX,gold,750,Full,
Corsair RM750x SHIFT,https://pcpartpicker.com/product/8ZmNnQ/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020273-na,79.98,ATX,gold,750,Full / Side,White
MSI MAG A750GLS PCIE5,https://pcpartpicker.com/product/CWCCmG/msi-mag-a750gls-pcie5-750-w-80-gold-certified-fully-modular-atx-power-supply-mag-a750gls-pcie5,117.99,ATX,gold,750,Full,Black
Asus ROG Thor P3 Hatsune Miku Edition,https://pcpartpicker.com/product/jbVfrH/asus-rog-thor-p3-hatsune-miku-edition-1200-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1200p3-miku,,ATX,platinum,1200,Full,Blue / Pink
Cooler Master V1300 Platinum,https://pcpartpicker.com/product/4GyV3C/cooler-master-v1300-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-d001-afbapv-us,,ATX,platinum,1300,Full,Black
Vetroo CP-PSU-VT-850W-SFX (BK),https://pcpartpicker.com/product/GtHp99/vetroo-cp-psu-vt-850w-sfx-bk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-bk,126.99,SFX,gold,850,Full,Black
MSI MEG Ai1300P PCIE5,https://pcpartpicker.com/product/JDGbt6/msi-meg-ai1300p-pcie5-1300-w-80-platinum-certified-fully-modular-atx-power-supply-meg-ai1300p-pcie5,369.99,ATX,platinum,1300,Full,Black / Copper
be quiet! Pure Power 12,https://pcpartpicker.com/product/3LWJ7P/be-quiet-pure-power-12-650-w-80-gold-certified-atx-power-supply-bp002us,,ATX,gold,650,false,Black
SeaSonic FOCUS GX,https://pcpartpicker.com/product/97848d/seasonic-focus-gx-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750,,ATX,gold,750,Full,Black
MSI MAG A1250GL PCIE5,https://pcpartpicker.com/product/qxdG3C/msi-mag-a1250gl-pcie5-1250-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1250gl-pcie5,149.99,ATX,gold,1250,Full,Black
Silverstone FX500-G,https://pcpartpicker.com/product/3288TW/silverstone-fx500-g-500-w-80-gold-certified-flex-atx-power-supply-sst-fx500-g,160.87,Flex ATX,gold,500,false,Black
Gigabyte P650SS,https://pcpartpicker.com/product/cf3NnQ/gigabyte-p650ss-650-w-80-silver-certified-atx-power-supply-gp-p650ss,,ATX,silver,650,false,Black
Thermaltake Smart BM3,https://pcpartpicker.com/product/XmNYcf/thermaltake-smart-bm3-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0650mnfabu-3,100.99,ATX,bronze,650,Semi,Black
SeaSonic CORE GX ATX 3 (2024),https://pcpartpicker.com/product/t7h2FT/seasonic-core-gx-atx-3-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-850,104.99,ATX,gold,850,Full,Black
MSI MAG A650BE,https://pcpartpicker.com/product/yc26Mp/msi-mag-a650be-650-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a650be,59.99,ATX,bronze,650,Semi,Black
SAMA GT,https://pcpartpicker.com/product/Wx9nTW/sama-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-gt650-whgffxx1-us,65.99,ATX,gold,650,Full,White
Vida Lite,https://pcpartpicker.com/product/bQpQzy/vida-lite-500-w-atx-power-supply-aa-500-yy,,ATX,,500,false,Black
Asus Prime AP-750G,https://pcpartpicker.com/product/zm7scf/asus-prime-ap-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-ap-750g,104.99,ATX,gold,750,Full,White / Black
Corsair RM850x SHIFT,https://pcpartpicker.com/product/MgYmP6/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020252-na,140.99,ATX,gold,850,Full / Side,Black
be quiet! Dark Power 14,https://pcpartpicker.com/product/43MXsY/be-quiet-dark-power-14-1000-w-80-titanium-certified-fully-modular-atx-power-supply-bp020us,257.56,ATX,titanium,1000,Full,Black
Cooler Master MWE Gold 750 V3,https://pcpartpicker.com/product/2W26Mp/cooler-master-mwe-gold-750-v3-750-w-80-gold-certified-fully-modular-atx-power-supply-mpx-7503-afag-2buv,92.99,ATX,gold,750,Full,Black
Lian Li EDGE GOLD,https://pcpartpicker.com/product/H6sMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-black,193.99,ATX,gold,1000,Full,Black
Asus Prime AP-850G,https://pcpartpicker.com/product/BQLdnQ/asus-prime-ap-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-ap-850g,141.99,ATX,gold,850,Full,White / Black
Segotep GN,https://pcpartpicker.com/product/Tf3NnQ/segotep-gn-650-w-80-gold-certified-atx-power-supply-cp-psu-st-gn650,66.99,ATX,gold,650,false,Black
Corsair AX1600i,https://pcpartpicker.com/product/cJbwrH/corsair-ax1600i-1600-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020087-na,,ATX,titanium,1600,Full,
ASRock Steel Legend SL-1000G,https://pcpartpicker.com/product/4jjRsY/asrock-steel-legend-sl-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-sl-1000g,109.99,ATX,gold,1000,Full,Black
NZXT C1000 (2024),https://pcpartpicker.com/product/K6wmP6/nzxt-c1000-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g2bb-us,167.99,ATX,gold,1000,Full,Black
SeaSonic VERTEX PX-1000,https://pcpartpicker.com/product/m72WGX/seasonic-vertex-px-1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1000,304.99,ATX,platinum,1000,Full,Black / Silver
Asus TUF Gaming 750G,https://pcpartpicker.com/product/GrddnQ/asus-tuf-gaming-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s3-b0na00,119.99,ATX,gold,750,Full,Black
Gigabyte UD-GM PG5,https://pcpartpicker.com/product/YDTZxr/gigabyte-ud-gm-pg5-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-pg5,,ATX,gold,750,Full,Black
Corsair SF750 (2018),https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na,,SFX,platinum,750,Full,Black
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/FfFmP6/be-quiet-pure-power-12-m-1200-w-80-gold-certified-fully-modular-atx-power-supply-bn513,182.9,ATX,gold,1200,Full,Black
Corsair RM1000x SHIFT,https://pcpartpicker.com/product/kDvD4D/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020275-na,202.99,ATX,gold,1000,Full / Side,White
Asus ROG LOKI,https://pcpartpicker.com/product/tmYmP6/asus-rog-loki-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n1-b0na00,249.99,SFX,platinum,1000,Full,Silver / Black
ASRock Taichi TC-1650T,https://pcpartpicker.com/product/vYP8TW/asrock-taichi-tc-1650t-1650-w-80-titanium-certified-fully-modular-atx-power-supply-tc-1650t,461.99,ATX,titanium,1650,Full,Black / Silver
Corsair RM850x (2018),https://pcpartpicker.com/product/VgQG3C/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na,,ATX,gold,850,Full,Black
Corsair HX1200 Platinum,https://pcpartpicker.com/product/f7L7YJ/corsair-hx1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020140-na,349,ATX,platinum,1200,Full,
Corsair CX550 (2017),https://pcpartpicker.com/product/FdRFf7/corsair-cx550-2017-550-w-80-bronze-certified-atx-power-supply-cp-9020121-na,,ATX,bronze,550,false,
be quiet! Straight Power 12,https://pcpartpicker.com/product/L7CZxr/be-quiet-straight-power-12-1200-w-80-platinum-certified-fully-modular-atx-power-supply-bn339,229.43,ATX,platinum,1200,Full,Black
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/Yp9wrH/be-quiet-pure-power-12-m-750-w-80-gold-certified-fully-modular-atx-power-supply-bn504,,ATX,gold,750,Full,Black
Cooler Master MWE Gold V3,https://pcpartpicker.com/product/x8y8TW/cooler-master-mwe-gold-v3-750-w-80-gold-certified-atx-power-supply-mpe-7506-acag-bus,,ATX,gold,750,false,Black
Thermaltake Toughpower GT,https://pcpartpicker.com/product/6hn9TW/thermaltake-toughpower-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0750fnfage-3,,ATX,gold,750,Full,Beige
be quiet! Dark Power Pro 13,https://pcpartpicker.com/product/hMCZxr/be-quiet-dark-power-pro-13-1300-w-80-titanium-certified-fully-modular-atx-power-supply-bn500,407.9,ATX,titanium,1300,Full,Black
Deepcool PL750D,https://pcpartpicker.com/product/xvtLrH/deepcool-pl750d-750-w-80-bronze-certified-atx-power-supply-r-pl750d-fc0b-us,,ATX,bronze,750,false,Black
be quiet! Dark Power 14,https://pcpartpicker.com/product/YYtkcf/be-quiet-dark-power-14-850-w-80-titanium-certified-fully-modular-atx-power-supply-bp019us,276.9,ATX,titanium,850,Full,Black
ASRock Steel Legend SL-750G,https://pcpartpicker.com/product/NDCZxr/asrock-steel-legend-sl-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-sl-750g,104.99,ATX,gold,750,Full,Black
be quiet! Dark Power 13,https://pcpartpicker.com/product/42FmP6/be-quiet-dark-power-13-850-w-80-titanium-certified-fully-modular-atx-power-supply-bn660,199.9,ATX,titanium,850,Full,Black
Corsair RM650 (2019),https://pcpartpicker.com/product/WxL48d/corsair-rm650-2019-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020194-na,,ATX,gold,650,Full,Black
be quiet! Straight Power 12,https://pcpartpicker.com/product/NyxxFT/be-quiet-straight-power-12-1000-w-80-platinum-certified-fully-modular-atx-power-supply-bn338,209.9,ATX,platinum,1000,Full,Black
SAMA GT,https://pcpartpicker.com/product/6YWmP6/sama-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-gt750-bkgffxx1-us,66.99,ATX,gold,750,Full,Black
Thermaltake Toughpower GT,https://pcpartpicker.com/product/jXCZxr/thermaltake-toughpower-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0850fnfage-3,,ATX,gold,850,Full,Beige
NZXT C1200 (2024),https://pcpartpicker.com/product/QTLdnQ/nzxt-c1200-2024-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g2bb-us,184.99,ATX,gold,1200,Full,Black
Corsair CX650M (2025),https://pcpartpicker.com/product/3GwD4D/corsair-cx650m-2025-650-w-semi-modular-atx-power-supply-cp-9020310-na,79.98,ATX,,650,Semi,Black
Silverstone FX600 Platinum,https://pcpartpicker.com/product/HH6p99/silverstone-fx600-platinum-600-w-flex-atx-power-supply-sst-fx600-pt,236.96,Flex ATX,,600,false,Black
EVGA SuperNOVA 850 GT,https://pcpartpicker.com/product/YF4Ycf/evga-supernova-850-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0850-y1,327.94,ATX,gold,850,Full,Black
SeaSonic Focus GX V4 ATX 3 (2024),https://pcpartpicker.com/product/zQ88TW/seasonic-focus-gx-atx-30-v4-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4,168.99,ATX,gold,750,Full,Black
Cougar VTE,https://pcpartpicker.com/product/pLkj4D/cougar-vte-600w-80-bronze-certified-atx-power-supply-vte600,,ATX,bronze,600,false,Black
Corsair RM750,https://pcpartpicker.com/product/R4Gbt6/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020231-na,144.99,ATX,gold,750,Full,White / Black
Asus ROG LOKI,https://pcpartpicker.com/product/3w92FT/asus-rog-loki-850-w-80-platinum-certified-fully-modular-sfx-power-supply-rog-loki-850p-white-sfx-l-gaming,258.99,SFX,platinum,850,Full,White / Silver
Montech APX,https://pcpartpicker.com/product/hcbypg/montech-apx-650-w-80-certified-atx-power-supply-apx-650w,65.22,ATX,plus,650,false,Black
Montech CENTURY II,https://pcpartpicker.com/product/ds8Pxr/montech-century-ii-1200-w-80-gold-certified-fully-modular-atx-power-supply-century-ii-1200w,182.9,ATX,gold,1200,Full,Black
Lian Li EDGE,https://pcpartpicker.com/product/TxpQzy/lian-li-edge-850-w-80-platinum-certified-fully-modular-atx-power-supply-eg850,196.99,ATX,platinum,850,Full,Black
be quiet! Pure Power 13 M,https://pcpartpicker.com/product/cxxTwP/be-quiet-pure-power-13-m-550-w-80-gold-certified-fully-modular-atx-power-supply-bp024us,,ATX,gold,550,Full,Black
Asus ROG LOKI,https://pcpartpicker.com/product/QPM48d/asus-rog-loki-750-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n4-b0na00,167.99,SFX,platinum,750,Full,Black / Silver
Lian Li EDGE GOLD,https://pcpartpicker.com/product/g8YfrH/lian-li-edge-gold-1200-w-80-gold-certified-fully-modular-atx-power-supply-eg1200g-white,,ATX,gold,1200,Full,White
Asus TUF Gaming 1200G,https://pcpartpicker.com/product/skrqqs/asus-tuf-gaming-1200g-1200-w-80-gold-certified-fully-modular-atx-power-supply-tuf-gaming-1200g,259.99,ATX,gold,1200,Full,Black
Corsair RM1000e (2023),https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na,,ATX,gold,1000,Full,Black
SeaSonic PRIME TX-1300 ATX 3.1,https://pcpartpicker.com/product/WrcgXL/seasonic-prime-tx-1300-atx-31-1300-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1300,479.99,ATX,titanium,1300,Full,Black / Silver
