name,part_url,price,socket,form_factor,max_memory,memory_slots,color
Gigabyte GA-A320M-H,https://pcpartpicker.com/product/GZ848d/gigabyte-ga-a320m-h-micro-atx-am4-motherboard-ga-a320m-h,,AM4,Micro ATX,32,2,Black
Supermicro X11SCL-LN4F,https://pcpartpicker.com/product/HkhmP6/supermicro-x11scl-ln4f-micro-atx-lga1151-motherboard-mbd-x11scl-ln4f-o,473.67,LGA1151,Micro ATX,128,4,Green
Asus PRIME Z690-A,https://pcpartpicker.com/product/VzWzK8/asus-prime-z690-a-atx-lga1700-motherboard-prime-z690-a,,LGA1700,ATX,192,4,Silver / Black
Gigabyte Z790 AORUS ELITE AX DDR4,https://pcpartpicker.com/product/LtjBD3/gigabyte-z790-aorus-elite-ax-ddr4-atx-lga1700-motherboard-z790-aorus-elite-ax-ddr4,,LGA1700,ATX,128,4,Black
Asus PRIME Z790M-PLUS D4,https://pcpartpicker.com/product/H36p99/asus-prime-z790m-plus-d4-micro-atx-lga1700-motherboard-prime-z790m-plus-d4,,LGA1700,Micro ATX,128,4,Black / Silver
Asus ROG STRIX B860-A GAMING WIFI,https://pcpartpicker.com/product/QRJBD3/asus-rog-strix-b860-a-gaming-wifi-atx-lga1851-motherboard-rog-strix-b860-a-gaming-wifi,539.17,LGA1851,ATX,256,4,White / Silver
Gigabyte B650 UD AC,https://pcpartpicker.com/product/hsgrxr/gigabyte-b650-ud-ac-atx-am5-motherboard-b650-ud-ac,,AM5,ATX,192,4,Black / Gray
ASRock X570 Steel Legend,https://pcpartpicker.com/product/Ft6qqs/asrock-x570-steel-legend-atx-am4-motherboard-x570-steel-legend,,AM4,ATX,128,4,Black / Silver
Gigabyte Z790 UD AC,https://pcpartpicker.com/product/8ncG3C/gigabyte-z790-ud-ac-atx-lga1700-motherboard-z790-ud-ac,,LGA1700,ATX,256,4,Black
MSI MPG B560I GAMING EDGE WIFI,https://pcpartpicker.com/product/pQ6p99/msi-mpg-b560i-gaming-edge-wifi-mini-itx-lga1200-motherboard-mpg-b560i-gaming-edge-wifi,,LGA1200,Mini ITX,64,2,Black
Gigabyte B760M AORUS ELITE WIFI6E GEN5,https://pcpartpicker.com/product/z7wD4D/gigabyte-b760m-aorus-elite-wifi6e-gen5-micro-atx-lga1700-motherboard-b760m-aorus-elite-wifi6e-gen5,289.82,LGA1700,Micro ATX,256,4,Black / Silver
MSI MPG Z890 EDGE TI WIFI,https://pcpartpicker.com/product/cwGhP6/msi-mpg-z890-edge-ti-wifi-atx-lga1851-motherboard-mpg-z890-edge-ti-wifi,664.03,LGA1851,ATX,256,4,Silver / White
Gigabyte B860M AORUS ELITE WIFI6E ICE,https://pcpartpicker.com/product/pr62FT/gigabyte-b860m-aorus-elite-wifi6e-ice-micro-atx-lga1851-motherboard-b860m-aorus-elite-wifi6e-ice,206.99,LGA1851,Micro ATX,256,4,White / Silver
Gigabyte Z590 UD AC,https://pcpartpicker.com/product/CJ8bt6/gigabyte-z590-ud-ac-atx-lga1200-motherboard-z590-ud-ac,,LGA1200,ATX,128,4,Black
Asus TUF GAMING B650M-PLUS,https://pcpartpicker.com/product/R9wmP6/asus-tuf-gaming-b650m-plus-micro-atx-am5-motherboard-tuf-gaming-b650m-plus,,AM5,Micro ATX,192,4,Black
MSI MAG B550M MORTAR,https://pcpartpicker.com/product/9PDkcf/msi-mag-b550m-mortar-micro-atx-am4-motherboard-mag-b550m-mortar,,AM4,Micro ATX,128,4,Black / Silver
Asus TUF GAMING A620AM-PLUS WIFI,https://pcpartpicker.com/product/wcFCmG/asus-tuf-gaming-a620am-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-a620am-plus-wifi,202.99,AM5,Micro ATX,256,4,Black / Gray
Asus ROG STRIX Z790-F GAMING WIFI,https://pcpartpicker.com/product/hjt9TW/asus-rog-strix-z790-f-gaming-wifi-atx-lga1700-motherboard-rog-strix-z790-f-gaming-wifi,,LGA1700,ATX,192,4,Black
ASRock B365 Phantom Gaming 4,https://pcpartpicker.com/product/WQJtt6/asrock-b365-phantom-gaming-4-atx-lga1151-motherboard-b365-phantom-gaming-4,,LGA1151,ATX,128,4,Black / Red
ASRock Z890 Pro RS WiFi,https://pcpartpicker.com/product/B9hv6h/asrock-z890-pro-rs-wifi-atx-lga1851-motherboard-z890-pro-rs-wifi,179.99,LGA1851,ATX,256,4,Silver / Black
MSI PRO B860-VC WIFI,https://pcpartpicker.com/product/sgPv6h/msi-pro-b860-vc-wifi-atx-lga1851-motherboard-pro-b860-vc-wifi,159.71,LGA1851,ATX,256,4,Black
Asus PRIME H510M-E,https://pcpartpicker.com/product/48YmP6/asus-prime-h510m-e-micro-atx-lga1200-motherboard-prime-h510m-e,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte X670E AORUS MASTER (rev. 1.0),https://pcpartpicker.com/product/JdBG3C/gigabyte-x670e-aorus-master-rev-10-eatx-am5-motherboard-x670e-aorus-master-rev-10,321.99,AM5,EATX,192,4,Black / Silver
ASRock P43DE3,https://pcpartpicker.com/product/jB3RsY/asrock-motherboard-p43de3,79.84,LGA775,ATX,16,4,Black / Blue
Gigabyte B360M DS3H,https://pcpartpicker.com/product/PgQG3C/gigabyte-b360m-ds3h-micro-atx-lga1151-motherboard-b360m-ds3h,,LGA1151,Micro ATX,64,4,Silver / Black
ASRock Z890 Taichi,https://pcpartpicker.com/product/W63NnQ/asrock-z890-taichi-atx-lga1851-motherboard-z890-taichi,376.99,LGA1851,ATX,256,4,Black / Gold
Asus PRIME Z490-A,https://pcpartpicker.com/product/4MK2FT/asus-prime-z490-a-atx-lga1200-motherboard-prime-z490-a,,LGA1200,ATX,128,4,Black / Silver
Asus PRIME Z370-P II,https://pcpartpicker.com/product/M3ndnQ/asus-prime-z370-p-ii-atx-lga1151-motherboard-prime-z370-p-ii,,LGA1151,ATX,64,4,Silver / Black
Asus ProArt X570-CREATOR WIFI,https://pcpartpicker.com/product/8y8bt6/asus-proart-x570-creator-wifi-atx-am4-motherboard-proart-x570-creator-wifi,,AM4,ATX,128,4,Black
Asus MAXIMUS VII HERO,https://pcpartpicker.com/product/pYyFf7/asus-motherboard-maximusviihero,,LGA1150,ATX,32,4,Black / Red
ASRock A320M-HDV,https://pcpartpicker.com/product/vs2rxr/asrock-a320m-hdv-micro-atx-am4-motherboard-a320m-hdv,,AM4,Micro ATX,32,2,Black / Silver
MSI PRO B760M-E DDR4,https://pcpartpicker.com/product/DMfnTW/msi-pro-b760m-e-ddr4-micro-atx-lga1700-motherboard-pro-b760m-e-ddr4,,LGA1700,Micro ATX,64,2,Black
Gigabyte GA-B85M-D3H,https://pcpartpicker.com/product/WVjG3C/gigabyte-motherboard-gab85md3h,,LGA1150,Micro ATX,32,4,Black / Gray
Asus ROG STRIX Z390-I GAMING,https://pcpartpicker.com/product/Tmprxr/asus-rog-strix-z390-i-gaming-mini-itx-lga1151-motherboard-rog-strix-z390-i-gaming,,LGA1151,Mini ITX,64,2,Black / Silver
MSI PRO-B660M-A-CEC-WIFI-DDR4,https://pcpartpicker.com/product/s72WGX/msi-pro-b660m-a-cec-wifi-ddr4-micro-atx-lga1700-motherboard-pro-b660m-a-cec-wifi-ddr4,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte X570S AORUS MASTER,https://pcpartpicker.com/product/XWBG3C/gigabyte-x570s-aorus-master-atx-am4-motherboard-x570s-aorus-master,,AM4,ATX,128,4,Black / Silver
MSI Z790 PROJECT ZERO,https://pcpartpicker.com/product/VsTZxr/msi-z790-project-zero-atx-lga1700-motherboard-z790-project-zero,,LGA1700,ATX,256,4,Silver / Black
Asus ROG MAXIMUS XII HERO (WI-FI),https://pcpartpicker.com/product/pFMTwP/asus-rog-maximus-xii-hero-wi-fi-atx-lga1200-motherboard-rog-maximus-xii-hero-wi-fi,,LGA1200,ATX,128,4,Black
Gigabyte B450 AORUS PRO,https://pcpartpicker.com/product/XhZFf7/gigabyte-b450-aorus-pro-atx-am4-motherboard-b450-aorus-pro,,AM4,ATX,64,4,Black / Silver
ASRock B760M-H2/M.2,https://pcpartpicker.com/product/TZrqqs/asrock-b760m-h2m2-micro-atx-lga1700-motherboard-b760m-h2m2,160,LGA1700,Micro ATX,96,2,Black / Silver
Asus Prime B760M-K,https://pcpartpicker.com/product/w8rqqs/asus-prime-b760m-k-micro-atx-lga1700-motherboard-prime-b760m-k,,LGA1700,Micro ATX,96,2,Silver / Black
MSI PRO B760-P WIFI,https://pcpartpicker.com/product/399wrH/msi-pro-b760-p-wifi-atx-lga1700-motherboard-pro-b760-p-wifi,192.99,LGA1700,ATX,192,4,Black / Silver
MSI B350 PC MATE,https://pcpartpicker.com/product/c2DzK8/msi-b350-pc-mate-atx-am4-motherboard-b350-pc-mate,,AM4,ATX,64,4,Black
Gigabyte Z890 GAMING X WIFI7,https://pcpartpicker.com/product/6PtLrH/gigabyte-z890-gaming-x-wifi7-atx-lga1851-motherboard-z890-gaming-x-wifi7,264.99,LGA1851,ATX,256,4,Silver / Black
Gigabyte B840M D2H,https://pcpartpicker.com/product/Qb8Pxr/gigabyte-b840m-d2h-micro-atx-am5-motherboard-b840m-d2h,154.11,AM5,Micro ATX,128,2,Gray / Black
Gigabyte H610M S2H V2 DDR4,https://pcpartpicker.com/product/hDxxFT/gigabyte-h610m-s2h-v2-ddr4-micro-atx-lga1700-motherboard-h610m-s2h-v2-ddr4,129.99,LGA1700,Micro ATX,64,2,Black / Gray
Gigabyte Z370P D3,https://pcpartpicker.com/product/V9WfrH/gigabyte-z370p-d3-atx-lga1151-motherboard-z370p-d3,340.87,LGA1151,ATX,64,4,Black / Silver
Asus TUF GAMING B760M-PLUS II,https://pcpartpicker.com/product/JrfxFT/asus-tuf-gaming-b760m-plus-ii-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-ii,290.61,LGA1700,Micro ATX,192,4,Black
MSI B450-A PRO,https://pcpartpicker.com/product/pBWfrH/msi-b450-a-pro-atx-am4-motherboard-b450-a-pro,,AM4,ATX,64,4,Brown / Black
Gigabyte H510M H,https://pcpartpicker.com/product/yp3gXL/gigabyte-h510m-h-micro-atx-lga1200-motherboard-h510m-h,,LGA1200,Micro ATX,64,2,Black
Asus TUF GAMING B760M-PLUS D4,https://pcpartpicker.com/product/bbnypg/asus-tuf-gaming-b760m-plus-d4-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-d4,302.19,LGA1700,Micro ATX,128,4,Black / Orange
Gigabyte X570S AERO G,https://pcpartpicker.com/product/f7pzK8/gigabyte-x570s-aero-g-atx-am4-motherboard-x570s-aero-g,,AM4,ATX,128,4,Black / White
Biostar B450MH,https://pcpartpicker.com/product/DWw7YJ/biostar-b450mh-micro-atx-am4-motherboard-b450mh,,AM4,Micro ATX,32,2,Black / Yellow
Asus TUF GAMING B550M-PLUS (WI-FI),https://pcpartpicker.com/product/HjQfrH/asus-tuf-gaming-b550m-plus-wi-fi-micro-atx-am4-motherboard-tuf-gaming-b550m-plus-wi-fi,,AM4,Micro ATX,128,4,Black
MSI TRX40 PRO WIFI,https://pcpartpicker.com/product/CTrYcf/msi-trx40-pro-wifi-atx-strx4-motherboard-trx40-pro-wifi,,sTRX4,ATX,256,8,Black / Silver
Asus ROG STRIX B860-G GAMING WIFI,https://pcpartpicker.com/product/Khy8TW/asus-rog-strix-b860-g-gaming-wifi-micro-atx-lga1851-motherboard-rog-strix-b860-g-gaming-wifi,444.7,LGA1851,Micro ATX,256,4,White / Silver
MSI B150M PRO-VDH,https://pcpartpicker.com/product/6Q648d/msi-motherboard-b150mprovdh,,LGA1151,Micro ATX,64,4,Brown / Black
ASRock B660M-HDV,https://pcpartpicker.com/product/4ZPQzy/asrock-b660m-hdv-micro-atx-lga1700-motherboard-b660m-hdv,,LGA1700,Micro ATX,64,2,Gray / Black
MSI B450I GAMING PLUS MAX WIFI,https://pcpartpicker.com/product/qK6qqs/msi-b450i-gaming-plus-max-wifi-mini-itx-am4-motherboard-b450i-gaming-plus-max-wifi,,AM4,Mini ITX,64,2,Black
Asus B840M MAX GAMING AX,https://pcpartpicker.com/product/NDzp99/asus-b840m-max-gaming-ax-micro-atx-am5-motherboard-b840m-max-gaming-ax,,AM5,Micro ATX,256,4,Silver / Black
Asus PROART B760-CREATOR D4,https://pcpartpicker.com/product/TLVmP6/asus-proart-b760-creator-d4-atx-lga1700-motherboard-proart-b760-creator-d4,,LGA1700,ATX,128,4,Black / Copper
MSI X470 GAMING PRO CARBON,https://pcpartpicker.com/product/svdxFT/msi-x470-gaming-pro-carbon-atx-am4-motherboard-x470-gaming-pro-carbon,,AM4,ATX,64,4,Black / Silver
ASRock X399M Taichi,https://pcpartpicker.com/product/X2kj4D/asrock-x399m-taichi-micro-atx-tr4-motherboard-x399m-taichi,,sTR4,Micro ATX,64,4,Black
MSI B760M BOMBER WIFI,https://pcpartpicker.com/product/GNNscf/msi-b760m-bomber-wifi-micro-atx-lga1700-motherboard-b760m-bomber-wifi,,LGA1700,Micro ATX,128,2,Black
Gigabyte Z790 D AX,https://pcpartpicker.com/product/B4vD4D/gigabyte-z790-d-ax-atx-lga1700-motherboard-z790-d-ax,262.62,LGA1700,ATX,256,4,Black / Gray
ASRock X570 Pro4,https://pcpartpicker.com/product/qkLwrH/asrock-x570-pro4-atx-am4-motherboard-x570-pro4,,AM4,ATX,128,4,Black / Silver
Asus PRIME B365M-A,https://pcpartpicker.com/product/qnm323/asus-prime-b365m-a-micro-atx-lga1151-motherboard-prime-b365m-a,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte B450M H,https://pcpartpicker.com/product/jRyqqs/gigabyte-b450m-h-micro-atx-am4-motherboard-b450m-h,,AM4,Micro ATX,32,2,Black
Gigabyte A620M H (rev. 1.0),https://pcpartpicker.com/product/ztn9TW/gigabyte-a620m-h-rev-10-micro-atx-am5-motherboard-a620m-h-rev-10,,AM5,Micro ATX,96,2,Black
Asus TUF GAMING B860M-PLUS,https://pcpartpicker.com/product/H4qNnQ/asus-tuf-gaming-b860m-plus-micro-atx-lga1851-motherboard-tuf-gaming-b860m-plus,340.06,LGA1851,Micro ATX,256,4,Black / Silver
Asus TUF GAMING A620-PRO WIFI,https://pcpartpicker.com/product/FMbRsY/asus-tuf-gaming-a620-pro-wifi-atx-am5-motherboard-tuf-gaming-a620-pro-wifi,,AM5,ATX,192,4,Black
Asus Z97-A,https://pcpartpicker.com/product/NTdqqs/asus-motherboard-z97a,,LGA1150,ATX,32,4,Black / Gold
Asus ROG STRIX B760-A GAMING WIFI D4,https://pcpartpicker.com/product/ZMGbt6/asus-rog-strix-b760-a-gaming-wifi-d4-atx-lga1700-motherboard-rog-strix-b760-a-gaming-wifi-d4,,LGA1700,ATX,128,4,Silver / Black
Gigabyte Z390 AORUS ELITE,https://pcpartpicker.com/product/GPdxFT/gigabyte-z390-aorus-elite-atx-lga1151-motherboard-z390-aorus-elite,,LGA1151,ATX,128,4,Black / Silver
ASRock H310CM-HDV,https://pcpartpicker.com/product/xJ66Mp/asrock-h310cm-hdv-micro-atx-lga1151-motherboard-h310cm-hdv,,LGA1151,Micro ATX,32,2,Black
Asus PRIME H310M-K,https://pcpartpicker.com/product/zxRzK8/asus-prime-h310m-k-micro-atx-lga1151-motherboard-prime-h310m-k,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock B450M Pro4-F,https://pcpartpicker.com/product/zym323/asrock-b450m-pro4-f-micro-atx-am4-motherboard-b450m-pro4-f,,AM4,Micro ATX,64,4,Black / Silver
Asus CROSSHAIR VI HERO,https://pcpartpicker.com/product/gj7CmG/asus-crosshair-vi-hero-atx-am4-motherboard-crosshair-vi-hero,,AM4,ATX,128,4,Black
Asus ROG MAXIMUS Z690 FORMULA,https://pcpartpicker.com/product/cKGbt6/asus-rog-maximus-z690-formula-atx-lga1700-motherboard-rog-maximus-z690-formula,507.99,LGA1700,ATX,192,4,Silver / Black
Gigabyte Z790 GAMING X AX,https://pcpartpicker.com/product/mYnypg/gigabyte-z790-gaming-x-ax-atx-lga1700-motherboard-z790-gaming-x-ax,333.66,LGA1700,ATX,256,4,Black
ASRock B460M Pro4,https://pcpartpicker.com/product/CtbCmG/asrock-b460m-pro4-micro-atx-lga1200-motherboard-b460m-pro4,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte B660M DS3H AX DDR4,https://pcpartpicker.com/product/WNjBD3/gigabyte-b660m-ds3h-ax-ddr4-micro-atx-lga1700-motherboard-b660m-ds3h-ax-ddr4,,LGA1700,Micro ATX,128,4,Black
ASRock Z390 Pro4,https://pcpartpicker.com/product/4srmP6/asrock-z390-pro4-atx-lga1151-motherboard-z390-pro4,,LGA1151,ATX,128,4,Black / Silver
MSI TRX40 PRO 10G,https://pcpartpicker.com/product/DYWBD3/msi-trx40-pro-10g-atx-strx4-motherboard-trx40-pro-10g,,sTRX4,ATX,256,8,Black / Silver
EVGA P55V,https://pcpartpicker.com/product/Qqn2FT/evga-motherboard-120lfe651tr,101.75,LGA1156,Micro ATX,16,4,Black / Gray
Asus TUF GAMING Z490-PLUS (WI-FI),https://pcpartpicker.com/product/MVRgXL/asus-tuf-gaming-z490-plus-wi-fi-atx-lga1200-motherboard-tuf-gaming-z490-plus-wi-fi,,LGA1200,ATX,128,4,Black
MSI MPG Z790 CARBON WIFI II,https://pcpartpicker.com/product/Vqgrxr/msi-mpg-z790-carbon-wifi-ii-atx-lga1700-motherboard-mpg-z790-carbon-wifi-ii,506.99,LGA1700,ATX,256,4,Black
Asus PRIME B550M-A/CSM,https://pcpartpicker.com/product/VpLwrH/asus-prime-b550m-acsm-micro-atx-am4-motherboard-prime-b550m-acsm,,AM4,Micro ATX,128,4,Black / White
ASRock EP2C602-4L/D16,https://pcpartpicker.com/product/x2h9TW/asrock-motherboard-ep2c6024ld16,,2 x LGA2011,SSI EEB,512,16,Blue / White
Colorful CVN X570M GAMING FROZEN V14,https://pcpartpicker.com/product/Fh6qqs/colorful-cvn-x570m-gaming-frozen-v14-micro-atx-am4-motherboard-cvn-x570m-gaming-frozen-v14,,AM4,Micro ATX,128,4,White
Asus Pro B550M-C/CSM,https://pcpartpicker.com/product/V4NxFT/asus-pro-b550m-ccsm-micro-atx-am4-motherboard-pro-b550m-ccsm,182.83,AM4,Micro ATX,128,4,Green
Gigabyte X670E AORUS XTREME (rev. 1.0),https://pcpartpicker.com/product/PkxRsY/gigabyte-x670e-aorus-xtreme-rev-10-eatx-am5-motherboard-x670e-aorus-xtreme-rev-10,,AM5,EATX,256,4,Black
Gigabyte MW50-SV0,https://pcpartpicker.com/product/FhPzK8/gigabyte-mw50-sv0-atx-lga2011-3-motherboard-mw50-sv0,,LGA2011-3,ATX,256,8,Blue / Black
Asus MAXIMUS IX HERO,https://pcpartpicker.com/product/HHbkcf/asus-maximus-ix-hero-atx-lga1151-motherboard-maximus-ix-hero,,LGA1151,ATX,64,4,Black / Silver
ASRock TRX40 TAICHI,https://pcpartpicker.com/product/BKhmP6/asrock-trx40-taichi-atx-strx4-motherboard-trx40-taichi,,sTRX4,ATX,256,8,Black / Silver
ASRock B860M Steel Legend WiFi,https://pcpartpicker.com/product/4sZWGX/asrock-b860m-steel-legend-wifi-micro-atx-lga1851-motherboard-b860m-steel-legend-wifi,181.99,LGA1851,Micro ATX,256,4,White / Silver
Gigabyte Z890 AERO D,https://pcpartpicker.com/product/bbn9TW/gigabyte-z890-aero-d-eatx-lga1851-motherboard-z890-aero-d,807.93,LGA1851,EATX,256,4,White
ASRock X670E PG Lightning,https://pcpartpicker.com/product/42hFf7/asrock-x670e-pg-lightning-atx-am5-motherboard-x670e-pg-lightning,,AM5,ATX,256,4,Black
ASRock B450M-HDV,https://pcpartpicker.com/product/LLYLrH/asrock-b450m-hdv-micro-atx-am4-motherboard-b450m-hdv,,AM4,Micro ATX,32,2,Black / Silver
Asus ROG STRIX Z590-A GAMING WIFI,https://pcpartpicker.com/product/pjcG3C/asus-rog-strix-z590-a-gaming-wifi-atx-lga1200-motherboard-rog-strix-z590-a-gaming-wifi,,LGA1200,ATX,128,4,Silver / Black
Gigabyte Z790 D,https://pcpartpicker.com/product/6mHqqs/gigabyte-z790-d-atx-lga1700-motherboard-z790-d,241.78,LGA1700,ATX,256,4,Black / Gray
Gigabyte Z590 AORUS MASTER,https://pcpartpicker.com/product/xr6p99/gigabyte-z590-aorus-master-atx-lga1200-motherboard-z590-aorus-master,399.99,LGA1200,ATX,128,4,Black
Asus PRIME B860M-K,https://pcpartpicker.com/product/gP3WGX/asus-prime-b860m-k-micro-atx-lga1851-motherboard-prime-b860m-k,212.13,LGA1851,Micro ATX,128,2,Silver / Black
Gigabyte GA-Z97X-UD3H,https://pcpartpicker.com/product/39h9TW/gigabyte-motherboard-gaz97xud3h,,LGA1150,ATX,32,4,Black / Gold
ASRock Z370 Extreme4,https://pcpartpicker.com/product/QNX2FT/asrock-z370-extreme4-atx-lga1151-motherboard-z370-extreme4,,LGA1151,ATX,64,4,Black / Silver
Gigabyte B550 GAMING X,https://pcpartpicker.com/product/R6VG3C/gigabyte-b550-gaming-x-atx-am4-motherboard-b550-gaming-x,,AM4,ATX,128,4,Black / Silver
MSI MEG X670E GODLIKE,https://pcpartpicker.com/product/kjmmP6/msi-meg-x670e-godlike-eatx-am5-motherboard-meg-x670e-godlike,,AM5,EATX,192,4,Black
Gigabyte A520M K,https://pcpartpicker.com/product/CsRYcf/gigabyte-a520m-k-micro-atx-am4-motherboard-a520m-k,,AM4,Micro ATX,64,2,Brown / Black
Gigabyte B860M GAMING X WIFI6E,https://pcpartpicker.com/product/KcYfrH/gigabyte-b860m-gaming-x-wifi6e-micro-atx-lga1851-motherboard-b860m-gaming-x-wifi6e,159.99,LGA1851,Micro ATX,256,4,Silver / Black
MSI X370 GAMING PRO CARBON,https://pcpartpicker.com/product/zBH48d/msi-x370-gaming-pro-carbon-atx-am4-motherboard-x370-gaming-pro-carbon,,AM4,ATX,64,4,Black / Silver
ASRock H81M-VG4 R3.0,https://pcpartpicker.com/product/9rCFf7/asrock-h81m-vg4-r30-micro-atx-lga1150-motherboard-h81m-vg4-r30,,LGA1150,Micro ATX,16,2,Black
Supermicro X9SRI-F-O,https://pcpartpicker.com/product/WPjNnQ/supermicro-x9sri-f-o-atx-lga2011-motherboard-x9sri-f-o,901,LGA2011,ATX,64,8,Green
Intel DH61AG,https://pcpartpicker.com/product/m4zv6h/intel-motherboard-boxdh61ag,,LGA1155,Thin Mini ITX,16,2,Black / Blue
Asus ROG CROSSHAIR X670E EXTREME,https://pcpartpicker.com/product/MXjBD3/asus-rog-crosshair-x670e-extreme-eatx-am5-motherboard-rog-crosshair-x670e-extreme,,AM5,EATX,192,4,Black / Silver
Asus PRIME B350M-A,https://pcpartpicker.com/product/nLx9TW/asus-prime-b350m-a-micro-atx-am4-motherboard-prime-b350m-a,,AM4,Micro ATX,64,4,Black / Silver
ASRock B760 Pro RS/D4 WiFi White,https://pcpartpicker.com/product/GMzXsY/asrock-b760-pro-rsd4-wifi-white-atx-lga1700-motherboard-b760-pro-rsd4-wifi-white,,LGA1700,ATX,128,4,White
Asus ROG CROSSHAIR X670E GENE,https://pcpartpicker.com/product/Wjwypg/asus-rog-crosshair-x670e-gene-micro-atx-am5-motherboard-rog-crosshair-x670e-gene,,AM5,Micro ATX,96,2,Black / Silver
Gigabyte Z790 AORUS ELITE X AX,https://pcpartpicker.com/product/GG26Mp/gigabyte-z790-aorus-elite-x-ax-atx-lga1700-motherboard-z790-aorus-elite-x-ax,,LGA1700,ATX,256,4,Black
MSI B860M GAMING PLUS WIFI,https://pcpartpicker.com/product/kq4Pxr/msi-b860m-gaming-plus-wifi-micro-atx-lga1851-motherboard-b860m-gaming-plus-wifi,217.99,LGA1851,Micro ATX,256,4,Silver / Black
ASRock H610M-HDV/M.2 R2.0,https://pcpartpicker.com/product/4F3NnQ/asrock-h610m-hdvm2-r20-micro-atx-lga1700-motherboard-h610m-hdvm2-r20,,LGA1700,Micro ATX,64,2,Silver / Black
Asus TUF GAMING A620M-PLUS,https://pcpartpicker.com/product/BgJp99/asus-tuf-gaming-a620m-plus-micro-atx-am5-motherboard-tuf-gaming-a620m-plus,,AM5,Micro ATX,192,4,Black / Orange
Gigabyte Z790 AORUS MASTER,https://pcpartpicker.com/product/bQXJ7P/gigabyte-z790-aorus-master-eatx-lga1700-motherboard-z790-aorus-master,,LGA1700,EATX,256,4,Black / Silver
Gigabyte Z890 AORUS ELITE X ICE,https://pcpartpicker.com/product/rPtLrH/gigabyte-z890-aorus-elite-x-ice-atx-lga1851-motherboard-z890-aorus-elite-x-ice,306,LGA1851,ATX,256,4,White / Silver
ASRock A620AM Pro-A,https://pcpartpicker.com/product/jmBFf7/asrock-a620am-pro-a-micro-atx-am5-motherboard-a620am-pro-a,,AM5,Micro ATX,256,4,Black
Asus X99-A II,https://pcpartpicker.com/product/nW4NnQ/asus-motherboard-x99aii,,LGA2011-3,ATX,128,8,Black / White
MSI Z270 GAMING PRO CARBON,https://pcpartpicker.com/product/yY8H99/msi-z270-gaming-pro-carbon-atx-lga1151-motherboard-z270-gaming-pro-carbon,,LGA1151,ATX,64,4,Black / Silver
Asus TUF B450M-PRO GAMING,https://pcpartpicker.com/product/y3prxr/asus-tuf-b450m-pro-gaming-micro-atx-am4-motherboard-tuf-b450m-pro-gaming,,AM4,Micro ATX,64,4,Black
Gigabyte GA-A320M-S2H V2,https://pcpartpicker.com/product/rDdrxr/gigabyte-ga-a320m-s2h-v2-micro-atx-am4-motherboard-ga-a320m-s2h-v2,,AM4,Micro ATX,32,2,Black
Asus PRIME Z790M-PLUS,https://pcpartpicker.com/product/nkcgXL/asus-prime-z790m-plus-micro-atx-lga1700-motherboard-prime-z790m-plus,,LGA1700,Micro ATX,192,4,Silver / Black
ASRock B650E PG RIPTIDE WIFI,https://pcpartpicker.com/product/Tz2WGX/asrock-b650e-pg-riptide-wifi-atx-am5-motherboard-b650e-pg-riptide-wifi,,AM5,ATX,256,4,Black / Blue
Asus PRIME H610M-K,https://pcpartpicker.com/product/wh26Mp/asus-prime-h610m-k-micro-atx-lga1700-motherboard-prime-h610m-k,,LGA1700,Micro ATX,96,2,Black
MSI B350M MORTAR ARCTIC,https://pcpartpicker.com/product/nZdFf7/msi-b350m-mortar-arctic-micro-atx-am4-motherboard-b350m-mortar-arctic,,AM4,Micro ATX,64,4,White
Gigabyte H610M D3W DDR4,https://pcpartpicker.com/product/jGsV3C/gigabyte-h610m-d3w-ddr4-micro-atx-lga1700-motherboard-h610m-d3w-ddr4,141.77,LGA1700,Micro ATX,64,2,Black
Asus ProArt B660-CREATOR D4,https://pcpartpicker.com/product/LqXJ7P/asus-proart-b660-creator-d4-atx-lga1700-motherboard-proart-b660-creator-d4,,LGA1700,ATX,128,4,Black
ASRock Z790 Pro RS,https://pcpartpicker.com/product/cFQcCJ/asrock-z790-pro-rs-atx-lga1700-motherboard-z790-pro-rs,342.81,LGA1700,ATX,256,4,Silver / Black
MSI MPG B550I GAMING EDGE MAX WIFI,https://pcpartpicker.com/product/BCddnQ/msi-mpg-b550i-gaming-edge-max-wifi-mini-itx-am4-motherboard-mpg-b550i-gaming-edge-max-wifi,,AM4,Mini ITX,64,2,Black
MSI MEG Z690 ACE,https://pcpartpicker.com/product/RkRYcf/msi-meg-z690-ace-eatx-lga1700-motherboard-meg-z690-ace,722.99,LGA1700,EATX,192,4,Black / Gold
Asus TUF GAMING B660-PLUS WIFI D4,https://pcpartpicker.com/product/Xdwypg/asus-tuf-gaming-b660-plus-wifi-d4-atx-lga1700-motherboard-tuf-gaming-b660-plus-wifi-d4,,LGA1700,ATX,128,4,Yellow / Black
