name,part_url,price,socket,form_factor,max_memory,memory_slots,color
Asus PRIME H610M-F WIFI D4,https://pcpartpicker.com/product/x7WmP6/asus-prime-h610m-f-wifi-d4-micro-atx-lga1700-motherboard-prime-h610m-f-wifi-d4,,LGA1700,Micro ATX,64,2,Black / Silver
MSI PRO B850M-G,https://pcpartpicker.com/product/qxVfrH/msi-pro-b850m-g-micro-atx-am5-motherboard-pro-b850m-g,,AM5,Micro ATX,128,2,Silver / Black
Asus Pro A620M-DASH-CSM,https://pcpartpicker.com/product/6C4Zxr/asus-pro-a620m-dash-csm-micro-atx-am5-motherboard-pro-a620m-dash-csm,194.17,AM5,Micro ATX,96,2,Green
Asus Z97-E/USB3.1,https://pcpartpicker.com/product/gBPzK8/asus-motherboard-z97eusb31,,LGA1150,ATX,32,4,Black / Gold
ASRock H610M-HDV,https://pcpartpicker.com/product/Ldwypg/asrock-h610m-hdv-micro-atx-lga1700-motherboard-h610m-hdv,,LGA1700,Micro ATX,64,2,Gray / Black
ASRock C246M WS,https://pcpartpicker.com/product/8fbwrH/asrock-c246m-ws-micro-atx-lga1151-motherboard-c246m-ws,259.99,LGA1151,Micro ATX,64,4,Green / Blue
Intel DH67BL,https://pcpartpicker.com/product/WQW9TW/intel-motherboard-dh67bl,,LGA1155,Micro ATX,32,4,
Gigabyte Z790 D AC,https://pcpartpicker.com/product/4bfxFT/gigabyte-z790-d-ac-atx-lga1700-motherboard-z790-d-ac,228.05,LGA1700,ATX,256,4,Gray / Black
Gigabyte GA-B75M-D3V,https://pcpartpicker.com/product/PBK7YJ/gigabyte-motherboard-gab75md3v,,LGA1155,Micro ATX,16,2,Blue / White
Asus P8B75-M/CSM,https://pcpartpicker.com/product/9Mh9TW/asus-motherboard-p8b75mcsm,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-B85M-HD3,https://pcpartpicker.com/product/yb7wrH/gigabyte-motherboard-gab85mhd3,,LGA1150,Micro ATX,16,2,Black
Gigabyte GA-B75N,https://pcpartpicker.com/product/62h9TW/gigabyte-motherboard-gab75n,,LGA1155,Mini ITX,16,2,Black / Silver
Gigabyte GA-B85M-D2V,https://pcpartpicker.com/product/Cmn2FT/gigabyte-motherboard-gab85md2v,,LGA1150,Micro ATX,16,2,Black / Gray
MSI B85-G43 GAMING,https://pcpartpicker.com/product/hjPfrH/msi-motherboard-b85g43gaming,,LGA1150,ATX,32,4,Black / Red
ASRock Z97 Extreme6,https://pcpartpicker.com/product/vkCwrH/asrock-z97-extreme6-atx-lga1150-motherboard-z97-extreme6,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-X99-UD4,https://pcpartpicker.com/product/9mV48d/gigabyte-ga-x99-ud4-atx-lga2011-3-motherboard-ga-x99-ud4,,LGA2011-3,ATX,128,8,Black / Yellow
ASRock FATAL1TY 970 PERFORMANCE/3.1,https://pcpartpicker.com/product/mzNypg/asrock-fatal1ty-970-performance31-atx-am3am3-motherboard-fatal1ty-970-performance31,,AM3+/AM3,ATX,64,4,Black / Red
Asus H170M-PLUS,https://pcpartpicker.com/product/gGcMnQ/asus-motherboard-h170mplus,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H170N-WIFI,https://pcpartpicker.com/product/QrVBD3/gigabyte-motherboard-gah170nwifi,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-B150M-D2V DDR3,https://pcpartpicker.com/product/mXvZxr/gigabyte-motherboard-gab150md2vddr3,,LGA1151,Micro ATX,16,2,Black / Silver
Gigabyte GA-H270M-DS3H,https://pcpartpicker.com/product/qGtWGX/gigabyte-ga-h270m-ds3h-micro-atx-lga1151-motherboard-ga-h270m-ds3h,,LGA1151,Micro ATX,64,4,Black
Gigabyte GA-Z270XP-SLI,https://pcpartpicker.com/product/B2Z2FT/gigabyte-ga-z270xp-sli-atx-lga1151-motherboard-ga-z270xp-sli,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H110M-M.2,https://pcpartpicker.com/product/dpcMnQ/gigabyte-ga-h110m-m2-micro-atx-lga1151-motherboard-ga-h110m-m2,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock X370 Gaming-ITX/ac,https://pcpartpicker.com/product/wqjWGX/asrock-x370-gaming-itxac-mini-itx-am4-motherboard-x370-gaming-itxac,,AM4,Mini ITX,32,2,Black / Red
MSI X299M GAMING PRO CARBON AC,https://pcpartpicker.com/product/Zqx9TW/msi-x299m-gaming-pro-carbon-ac-micro-atx-lga2066-motherboard-x299m-gaming-pro-carbon-ac,,LGA2066,Micro ATX,128,4,Black
MSI B350 TOMAHAWK PLUS,https://pcpartpicker.com/product/xwM323/msi-b350-tomahawk-plus-atx-am4-motherboard-b350-tomahawk-plus,,AM4,ATX,64,4,Black / Red
Asus WS X299 PRO/SE,https://pcpartpicker.com/product/CRTPxr/asus-ws-x299-prose-ssi-ceb-lga2066-motherboard-ws-x299-prose,,LGA2066,SSI CEB,128,8,Black / Silver
Gigabyte GA-H110-D3A,https://pcpartpicker.com/product/zN66Mp/gigabyte-ga-h110-d3a-atx-lga1151-motherboard-ga-h110-d3a,,LGA1151,ATX,32,2,Black
ASRock B360M-HDV,https://pcpartpicker.com/product/X2bwrH/asrock-b360m-hdv-micro-atx-lga1151-motherboard-b360m-hdv,,LGA1151,Micro ATX,32,2,Black / Silver
Asus ROG MAXIMUS XI CODE,https://pcpartpicker.com/product/W9YLrH/asus-rog-maximus-xi-code-atx-lga1151-motherboard-rog-maximus-xi-code,,LGA1151,ATX,128,4,Black
ASRock A320M-HDV R3.0,https://pcpartpicker.com/product/NsGxFT/asrock-a320m-hdv-r30-micro-atx-am4-motherboard-a320m-hdv-r30,,AM4,Micro ATX,32,2,Black
MSI B450M PRO-VDH V2,https://pcpartpicker.com/product/NDtQzy/msi-b450m-pro-vdh-v2-micro-atx-am4-motherboard-b450m-pro-vdh-v2,,AM4,Micro ATX,128,4,Black
ASRock X570 Phantom Gaming X,https://pcpartpicker.com/product/3bvqqs/asrock-x570-phantom-gaming-x-atx-am4-motherboard-x570-phantom-gaming-x,,AM4,ATX,128,4,Black / Silver
Gigabyte Z490M,https://pcpartpicker.com/product/WqXYcf/gigabyte-z490m-micro-atx-lga1200-motherboard-z490m,,LGA1200,Micro ATX,128,4,Black / Silver
MSI Z590 PRO WIFI (CEC),https://pcpartpicker.com/product/pCBG3C/msi-z590-pro-wifi-cec-atx-lga1200-motherboard-z590-pro-wifi-cec,,LGA1200,ATX,128,4,Black / Silver
Asus PRIME H610M-R D4-CSM,https://pcpartpicker.com/product/9rDQzy/asus-prime-h610m-r-d4-csm-micro-atx-lga1700-motherboard-prime-h610m-r-d4-csm,,LGA1700,Micro ATX,64,2,Black
ASRock B650 PG Lightning WiFi,https://pcpartpicker.com/product/GDFmP6/asrock-b650-pg-lightning-wifi-atx-am5-motherboard-b650-pg-lightning-wifi,,AM5,ATX,256,4,Black / Gray
Asus PRIME B760M-F D4,https://pcpartpicker.com/product/JydG3C/asus-prime-b760m-f-d4-micro-atx-lga1700-motherboard-prime-b760m-f-d4,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte B760 DS3H AX V2 (rev. 1.0),https://pcpartpicker.com/product/DJKscf/gigabyte-b760-ds3h-ax-v2-rev-10-atx-lga1700-motherboard-b760-ds3h-ax-v2-rev-10,,LGA1700,ATX,192,4,Black / Gray
Asus PRIME B860M-A-CSM,https://pcpartpicker.com/product/PzYfrH/asus-prime-b860m-a-csm-micro-atx-lga1851-motherboard-prime-b860m-a-csm,251.21,LGA1851,Micro ATX,256,4,Silver / Black
Asus PRIME B850-PLUS,https://pcpartpicker.com/product/kLcBD3/asus-prime-b850-plus-atx-am5-motherboard-prime-b850-plus,,AM5,ATX,256,4,Black / Silver
Gigabyte B760M DS3H WIFI6E DDR4 GEN5,https://pcpartpicker.com/product/VVm2FT/gigabyte-b760m-ds3h-wifi6e-ddr4-gen5-micro-atx-lga1700-motherboard-b760m-ds3h-wf6e-d4-g5,,LGA1700,Micro ATX,128,4,Black
Gigabyte Z790 D DDR4,https://pcpartpicker.com/product/RZt9TW/gigabyte-z790-d-ddr4-atx-lga1700-motherboard-z790-d-ddr4,,LGA1700,ATX,128,4,Black
ASRock H370M-ITX/ac,https://pcpartpicker.com/product/22bwrH/asrock-h370m-itxac-mini-itx-lga1151-motherboard-h370m-itxac,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock H610M/ac,https://pcpartpicker.com/product/6xhFf7/asrock-h610mac-micro-atx-lga1700-motherboard-h610mac,,LGA1700,Micro ATX,64,2,Silver / Black
Asus P6X58D-E,https://pcpartpicker.com/product/GPqdnQ/asus-motherboard-p6x58de,,LGA1366,ATX,24,6,Black / Blue
Asus P5G41T-M LX PLUS,https://pcpartpicker.com/product/QVNp99/asus-motherboard-p5g41tmlxplus,,LGA775,Micro ATX,8,2,Black / Blue
MSI B75MA-P45,https://pcpartpicker.com/product/xDLypg/msi-motherboard-b75map45,,LGA1155,Micro ATX,32,4,Black / Blue
MSI Z87-GD65 Gaming,https://pcpartpicker.com/product/BBMFf7/msi-motherboard-z87gd65gaming,,LGA1150,ATX,32,4,Black / Red
ASRock H61M-VG3,https://pcpartpicker.com/product/PN3RsY/asrock-h61m-vg3-micro-atx-lga1155-motherboard-h61m-vg3,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z97-AR,https://pcpartpicker.com/product/VfK7YJ/asus-motherboard-z97ar,,LGA1150,ATX,32,4,Black / Silver
MSI X99S Gaming 7,https://pcpartpicker.com/product/RPbp99/msi-motherboard-x99sgaming7,,LGA2011-3,ATX,128,8,Black / Red
Asus Z10PE-D16,https://pcpartpicker.com/product/NzKhP6/asus-motherboard-z10ped16,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Black / Blue
Asus Z170M-PLUS,https://pcpartpicker.com/product/7BZ2FT/asus-motherboard-z170mplus,,LGA1151,Micro ATX,64,4,Black / Gold
Asus MAXIMUS VIII FORMULA,https://pcpartpicker.com/product/jH2rxr/asus-motherboard-maximusviiiformula,,LGA1151,ATX,64,4,Black / Red
Asus P10S-M WS,https://pcpartpicker.com/product/bntWGX/asus-p10s-m-ws-micro-atx-lga1151-motherboard-p10s-m-ws,,LGA1151,Micro ATX,64,4,Black
MSI X99A WORKSTATION,https://pcpartpicker.com/product/YN648d/msi-x99a-workstation-atx-lga2011-3-motherboard-x99a-workstation,,LGA2011-3,ATX,128,8,Black / Yellow
Gigabyte Z370M D3H (rev. 1.0),https://pcpartpicker.com/product/wZgPxr/gigabyte-z370m-d3h-rev-10-atx-lga1151-motherboard-z370m-d3h-rev-10,,LGA1151,Micro ATX,64,4,Black / Gray
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),https://pcpartpicker.com/product/XNX2FT/msi-z370-aorus-ultra-gaming-rev-10-atx-lga1151-motherboard-z370-aorus-ultra-gaming-rev-10,,LGA1151,ATX,64,4,Black / Red
Gigabyte Z370 HD3P (rev. 1.0),https://pcpartpicker.com/product/zgDzK8/gigabyte-z370-hd3p-rev-10-atx-lga1151-motherboard-z370-hd3p-rev-10,,LGA1151,ATX,64,4,Black / Gray
Gigabyte Z370N WIFI,https://pcpartpicker.com/product/DdNypg/gigabyte-z370n-wifi-mini-itx-lga1151-motherboard-z370n-wifi,,LGA1151,Mini ITX,32,2,Black / White
MSI H310M PRO-D,https://pcpartpicker.com/product/cgQG3C/msi-h310m-pro-d-micro-atx-lga1151-motherboard-h310m-pro-d,,LGA1151,Micro ATX,32,2,Brown / Black
MSI X470 GAMING M7 AC,https://pcpartpicker.com/product/YJgzK8/msi-msi-x470-gaming-m7-ac-am4-amd-x470-sata-6gbs-atx-amd-motherboard-atx-am4-motherboard-x470-gaming-m7-ac,,AM4,ATX,64,4,Black / Silver
ASRock Fatal1ty X470 Gaming-ITX/ac,https://pcpartpicker.com/product/f7GxFT/asrock-fatal1ty-x470-gaming-itxac-mini-itx-am4-motherboard-x470-gaming-itxac,,AM4,Mini ITX,32,2,Black / Silver
MSI MEG X399 CREATION,https://pcpartpicker.com/product/H6jJ7P/msi-meg-x399-creation-eatx-tr4-motherboard-meg-x399-creation,,sTR4,EATX,128,8,Black / Silver
Asus ROG MAXIMUS XI GENE,https://pcpartpicker.com/product/Bmzkcf/asus-rog-maximus-xi-gene-micro-atx-lga1151-motherboard-rog-maximus-xi-gene,,LGA1151,Micro ATX,64,2,Black
ASRock Z390 STEEL LEGEND,https://pcpartpicker.com/product/9ZgzK8/asrock-z390-steel-legend-atx-lga1151-motherboard-z390-steel-legend,,LGA1151,ATX,128,4,Silver / Black
ASRock Z490 Pro4,https://pcpartpicker.com/product/h3MTwP/asrock-z490-pro4-atx-lga1200-motherboard-z490-pro4,,LGA1200,ATX,128,4,Black / Silver
ASRock Z490 Taichi,https://pcpartpicker.com/product/pBYQzy/asrock-z490-taichi-atx-lga1200-motherboard-z490-taichi,,LGA1200,ATX,128,4,Black / Gold
Gigabyte B460M GAMING HD,https://pcpartpicker.com/product/XDXYcf/gigabyte-b460m-gaming-hd-micro-atx-lga1200-motherboard-b460m-gaming-hd,,LGA1200,Micro ATX,64,2,Black / Red
Asus TUF GAMING H470-PRO (WI-FI),https://pcpartpicker.com/product/YyzFf7/asus-tuf-gaming-h470-pro-wi-fi-atx-lga1200-motherboard-tuf-gaming-h470-pro-wi-fi,,LGA1200,ATX,128,4,Black / Silver
Asus TUF GAMING B560M-E,https://pcpartpicker.com/product/BDzhP6/asus-tuf-gaming-b560m-e-micro-atx-lga1200-motherboard-tuf-gaming-b560m-e,,LGA1200,Micro ATX,128,4,Black / Gold
ASRock B660M Phantom Gaming 4,https://pcpartpicker.com/product/ZXpzK8/asrock-b660m-phantom-gaming-4-micro-atx-lga1700-motherboard-b660m-phantom-gaming-4,,LGA1700,Micro ATX,128,4,Silver / Black
ASRock B650M PG Riptide WiFi White,https://pcpartpicker.com/product/t2vD4D/asrock-b650m-pg-riptide-wifi-white-micro-atx-am5-motherboard-b650m-pg-riptide-wifi-white,,AM5,Micro ATX,256,4,White / Black
MSI B760M GAMING PLUS WIFI DDR4 II,https://pcpartpicker.com/product/qZXMnQ/msi-b760m-gaming-plus-wifi-ddr4-ii-micro-atx-lga1700-motherboard-b760m-gaming-plus-wifi-ddr4-ii,,LGA1700,Micro ATX,128,4,Black / Red
Gigabyte B650EM FORCE WIFI6E,https://pcpartpicker.com/product/2YqNnQ/gigabyte-b650em-force-wifi6e-micro-atx-am5-motherboard-b650em-force-wf6e,,AM5,Micro ATX,128,2,Silver / Black
Asus PRIME B850-PLUS WIFI-CSM,https://pcpartpicker.com/product/gWbypg/asus-prime-b850-plus-wifi-csm-atx-am5-motherboard-prime-b850-plus-wifi-csm,,AM5,ATX,256,4,Black / Silver
ASRock Z690 PG Velocita,https://pcpartpicker.com/product/rKGbt6/asrock-z690-pg-velocita-atx-lga1700-motherboard-z690-pg-velocita,,LGA1700,ATX,192,4,Silver / Black
ASRock EPC612D4U-8R,https://pcpartpicker.com/product/QjyxFT/asrock-epc612d4u-8r-micro-atx-lga2011-3-narrow-motherboard-epc612d4u-8r,,LGA2011-3 Narrow,Micro ATX,512,4,Green / Blue
ASRock C236M WS,https://pcpartpicker.com/product/nwcMnQ/asrock-c236m-ws-micro-atx-lga1151-motherboard-c236m-ws,,LGA1151,Micro ATX,64,4,Green / Blue
Asus WS C246 PRO,https://pcpartpicker.com/product/7KQG3C/asus-ws-c246-pro-atx-lga1151-motherboard-ws-c246-pro,,LGA1151,ATX,64,4,Black / Silver
ASRock B760M-H/M.2,https://pcpartpicker.com/product/jpDQzy/asrock-b760m-hm2-micro-atx-lga1700-motherboard-b760m-hm2,168.06,LGA1700,Micro ATX,96,2,Silver / Black
Asus P5Q-EM DO,https://pcpartpicker.com/product/Ydh9TW/asus-motherboard-p5qemdo,,LGA775,Micro ATX,16,4,Black / Yellow
Asus Sabertooth 990FX/GEN3 R2.0,https://pcpartpicker.com/product/wVjG3C/asus-motherboard-sabertooth990fxgen3r20,,AM3+,ATX,32,4,
Asus H87M-PRO,https://pcpartpicker.com/product/vyGkcf/asus-motherboard-h87mpro,,LGA1150,Micro ATX,32,4,Black / Gold
ASRock C2750D4I,https://pcpartpicker.com/product/zhR48d/asrock-motherboard-c2750d4i,,Integrated Atom C2750,Mini ITX,64,4,White / Blue
MSI AM1I,https://pcpartpicker.com/product/JgDwrH/msi-motherboard-am1i,,AM1,Mini ITX,32,2,Black / Silver
Asus H97-PLUS,https://pcpartpicker.com/product/Jd4gXL/asus-motherboard-h97plus,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-X99-UD3,https://pcpartpicker.com/product/KhPzK8/gigabyte-ga-x99-ud3-atx-lga2011-3-motherboard-ga-x99-ud3,,LGA2011-3,ATX,32,4,Black / Gold
Gigabyte GA-Z97P-D3,https://pcpartpicker.com/product/ZcfmP6/gigabyte-motherboard-gaz97pd3,,LGA1150,ATX,32,4,Black / Gold
Asus A68HM-K,https://pcpartpicker.com/product/kK8H99/asus-motherboard-a68hmk,,FM2+,Micro ATX,32,2,Black / Gold
Asus H170I-PLUS D3,https://pcpartpicker.com/product/vXvZxr/asus-motherboard-h170iplusd3,,LGA1151,Mini ITX,32,2,Black / Gold
Asus H110M-A/DP,https://pcpartpicker.com/product/xNcMnQ/asus-motherboard-h110madp,,LGA1151,Micro ATX,32,2,Black / Gold
Asus PRIME Z270M-PLUS,https://pcpartpicker.com/product/8GtWGX/asus-prime-z270m-plus-micro-atx-lga1151-motherboard-prime-z270m-plus,,LGA1151,Micro ATX,64,4,Black / Silver
MSI B250M MORTAR ARCTIC,https://pcpartpicker.com/product/DTfmP6/msi-b250m-mortar-arctic-micro-atx-lga1151-motherboard-b250m-mortar-arctic,,LGA1151,Micro ATX,64,4,White
MSI X370 GAMING PRO,https://pcpartpicker.com/product/mfBrxr/msi-x370-gaming-pro-atx-am4-motherboard-x370-gaming-pro,,AM4,ATX,64,4,Black / Red
Gigabyte X399 AORUS Gaming 7,https://pcpartpicker.com/product/66Crxr/gigabyte-x399-aorus-gaming-7-atx-tr4-motherboard-x399-aorus-gaming-7,,sTR4,ATX,128,8,Black / Silver
MSI B360M PRO-VD,https://pcpartpicker.com/product/PzF48d/msi-b360m-pro-vd-micro-atx-lga1151-motherboard-b360m-pro-vd,,LGA1151,Micro ATX,32,2,Brown / Black
MSI H370M BAZOOKA,https://pcpartpicker.com/product/7sndnQ/msi-h370m-bazooka-micro-atx-lga1151-motherboard-h370m-bazooka,,LGA1151,Micro ATX,64,4,Black / White
Asus TUF GAMING B460-PRO (WI-FI),https://pcpartpicker.com/product/zQn8TW/asus-tuf-gaming-b460-pro-wi-fi-atx-lga1200-motherboard-tuf-gaming-b460-pro-wi-fi,,LGA1200,ATX,128,4,Black / Gold
Gigabyte B365M D2V,https://pcpartpicker.com/product/gtYQzy/gigabyte-b365m-d2v-micro-atx-lga1151-motherboard-b365m-d2v,,LGA1151,Micro ATX,32,2,Black / Silver
MSI MPG B460I GAMING EDGE WIFI,https://pcpartpicker.com/product/DpsnTW/msi-mpg-b460i-gaming-edge-wifi-mini-itx-lga1200-motherboard-mpg-b460i-gaming-edge-wifi,,LGA1200,Mini ITX,64,2,Black / Silver
Biostar A32M2,https://pcpartpicker.com/product/Cb4BD3/biostar-a32m2-micro-atx-am4-motherboard-a32m2,,AM4,Micro ATX,32,2,Black
Gigabyte Z690 UD,https://pcpartpicker.com/product/8KxRsY/gigabyte-z690-ud-atx-lga1700-motherboard-z690-ud,,LGA1700,ATX,192,4,Black
MSI PRO Z790-P,https://pcpartpicker.com/product/QkFbt6/msi-pro-z790-p-atx-lga1700-motherboard-pro-z790-p,,LGA1700,ATX,256,4,Black / Silver
Biostar B660MXC PRO,https://pcpartpicker.com/product/r2gFf7/biostar-b660mxc-pro-micro-atx-lga1700-motherboard-b660mxc-pro,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte B760M DS3H,https://pcpartpicker.com/product/C9TZxr/gigabyte-b760m-ds3h-micro-atx-lga1700-motherboard-b760m-ds3h,,LGA1700,Micro ATX,192,4,Black / Silver
ASRock X370M Pro4,https://pcpartpicker.com/product/8nKcCJ/asrock-x370m-pro4-micro-atx-am4-motherboard-x370m-pro4,,AM4,Micro ATX,64,4,Black / White
MSI H810M GAMING WIFI6E,https://pcpartpicker.com/product/PfnXsY/msi-h810m-gaming-wifi6e-micro-atx-lga1851-motherboard-h810m-gaming-wifi6e,,LGA1851,Micro ATX,128,2,Silver
Gigabyte Z590 AORUS ELITE,https://pcpartpicker.com/product/4D2WGX/gigabyte-z590-aorus-elite-atx-lga1200-motherboard-z590-aorus-elite,,LGA1200,ATX,128,4,Black
MSI MAG Z690 TORPEDO,https://pcpartpicker.com/product/NJRYcf/msi-mag-z690-torpedo-atx-lga1700-motherboard-mag-z690-torpedo,,LGA1700,ATX,192,4,Blue / Black
MSI MAG B660 TOMAHAWK WIFI,https://pcpartpicker.com/product/C8gFf7/msi-mag-b660-tomahawk-wifi-atx-lga1700-motherboard-mag-b660-tomahawk-wifi,,LGA1700,ATX,192,4,Black / Silver
MSI Z97-GD65 Gaming,https://pcpartpicker.com/product/MNXfrH/msi-motherboard-z97gd65gaming,,LGA1150,ATX,32,4,Black / Red
Asus PRIME H270-PRO,https://pcpartpicker.com/product/RcVBD3/asus-prime-h270-pro-atx-lga1151-motherboard-prime-h270-pro,,LGA1151,ATX,64,4,Black / Silver
MSI H310-A PRO,https://pcpartpicker.com/product/fxbwrH/msi-h310-a-pro-atx-lga1151-motherboard-h310-a-pro,,LGA1151,ATX,32,2,Brown / Black
Asus PRIME A320I-K/CSM,https://pcpartpicker.com/product/JcVG3C/asus-prime-a320i-kcsm-mini-itx-am4-motherboard-prime-a320i-kcsm,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte GA-Z270MX-Gaming 5,https://pcpartpicker.com/product/kVZ2FT/gigabyte-ga-z270mx-gaming-5-micro-atx-lga1151-motherboard-ga-z270mx-gaming-5,,LGA1151,Micro ATX,64,4,Black / Silver
MSI B450M PRO-M2 V2,https://pcpartpicker.com/product/46CD4D/msi-b450m-pro-m2-v2-micro-atx-am4-motherboard-b450m-pro-m2-v2,,AM4,Micro ATX,32,2,Brown / Black
ASRock X570 Extreme4,https://pcpartpicker.com/product/tJxbt6/asrock-x570-extreme4-atx-am4-motherboard-x570-extreme4,,AM4,ATX,128,4,Black / Silver
ASRock H470M-HDV/M.2,https://pcpartpicker.com/product/9vLFf7/asrock-h470m-hdvm2-micro-atx-lga1200-motherboard-h470m-hdvm2,,LGA1200,Micro ATX,64,2,Black / Silver
Intel DQ67SWB3,https://pcpartpicker.com/product/gfTmP6/intel-motherboard-boxdq67swb3,,LGA1155,Micro ATX,32,4,Green / Blue
Gigabyte GA-Z77X-UD5H,https://pcpartpicker.com/product/6WphP6/gigabyte-motherboard-gaz77xud5h,,LGA1155,ATX,32,4,Black / Blue
Asus P8Z77-I Deluxe,https://pcpartpicker.com/product/DBK7YJ/asus-motherboard-p8z77ideluxe,,LGA1155,Mini ITX,16,2,Black / Blue
Gigabyte GA-78LMT-S2,https://pcpartpicker.com/product/pcw323/gigabyte-motherboard-ga78lmts2,,AM3+,Micro ATX,16,2,Blue / White
ASRock B85M Pro4,https://pcpartpicker.com/product/VvPfrH/asrock-motherboard-b85mpro4,,LGA1150,Micro ATX,32,4,Brown / Black
Intel DB85FL,https://pcpartpicker.com/product/GZh9TW/intel-motherboard-boxdb85fl,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-F2A78M-HD2,https://pcpartpicker.com/product/C2tCmG/gigabyte-motherboard-gaf2a78mhd2,,FM2+,Micro ATX,64,2,Black
ASRock Z97 Pro4,https://pcpartpicker.com/product/bzbp99/asrock-z97-pro4-atx-lga1150-motherboard-z97-pro4,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-Z97-D3H,https://pcpartpicker.com/product/xMJwrH/gigabyte-motherboard-gaz97d3h,,LGA1150,ATX,32,4,Black / Gold
Asus Z97-E,https://pcpartpicker.com/product/7CJkcf/asus-motherboard-z97e,,LGA1150,ATX,32,4,Black / Gold
MSI Z170A Tomahawk AC,https://pcpartpicker.com/product/hNqbt6/msi-motherboard-z170atomahawkac,,LGA1151,ATX,64,4,Black / Red
ASRock Z170 Gaming K4/D3,https://pcpartpicker.com/product/KmgPxr/asrock-motherboard-z170gamingk4d3,,LGA1151,ATX,64,4,Black / Red
Asus B150 PRO GAMING/AURA,https://pcpartpicker.com/product/Hxs8TW/asus-motherboard-b150progamingaura,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-X99-Designare EX,https://pcpartpicker.com/product/wtnG3C/gigabyte-ga-x99-designare-ex-atx-lga2011-3-motherboard-ga-x99-designare-ex,,LGA2011-3,ATX,128,8,White / Blue
MSI X99A TOMAHAWK,https://pcpartpicker.com/product/ZJyxFT/msi-x99a-tomahawk-atx-lga2011-3-motherboard-x99a-tomahawk,,LGA2011-3,ATX,128,8,Black / Silver
Gigabyte GA-H270-HD3,https://pcpartpicker.com/product/KfRFf7/gigabyte-ga-h270-hd3-atx-lga1151-motherboard-ga-h270-hd3,,LGA1151,ATX,64,4,Black / Gold
ASRock Fatal1ty X370 Professional Gaming,https://pcpartpicker.com/product/GMQRsY/asrock-fatal1ty-x370-professional-gaming-atx-am4-motherboard-fatal1ty-x370-professional-gaming,,AM4,ATX,64,4,Black / Red
Asus STRIX B250H Gaming,https://pcpartpicker.com/product/xYZ2FT/asus-strix-b250h-gaming-atx-lga1151-motherboard-strix-b250h-gaming,,LGA1151,ATX,64,4,Black / Red
MSI Z370 KRAIT GAMING,https://pcpartpicker.com/product/qXCrxr/msi-z370-krait-gaming-atx-lga1151-motherboard-z370-krait-gaming,,LGA1151,ATX,64,4,Black / White
Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0),https://pcpartpicker.com/product/Fr2rxr/gigabyte-z370-aorus-gaming-wifi-rev-10-atx-lga1151-motherboard-z370-aorus-gaming-wifi-rev-10,,LGA1151,ATX,64,4,Black / Red
MSI A320M PRO-VD PLUS,https://pcpartpicker.com/product/wXCrxr/msi-a320m-pro-vd-plus-micro-atx-am4-motherboard-a320m-pro-vd-plus,,AM4,Micro ATX,32,2,Brown / Black
MSI H310M PRO-VD,https://pcpartpicker.com/product/gPgzK8/msi-h310m-pro-vd-micro-atx-lga1151-motherboard-h310m-pro-vd,,LGA1151,Micro ATX,32,2,Brown / Black
MSI B360I GAMING PRO AC,https://pcpartpicker.com/product/26qhP6/msi-b360i-gaming-pro-ac-mini-itx-lga1151-motherboard-b360i-gaming-pro-ac,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-AX370M-Gaming 3,https://pcpartpicker.com/product/qPQG3C/gigabyte-ga-ax370m-gaming-3-micro-atx-am4-motherboard-ga-ax370m-gaming-3,,AM4,Micro ATX,64,4,Beige / Red
ASRock Z390 Taichi Ultimate,https://pcpartpicker.com/product/Bj97YJ/asrock-z390-taichi-ultimate-atx-lga1151-motherboard-z390-taichi-ultimate,,LGA1151,ATX,128,4,Black / Silver
Asus WS Z390 PRO,https://pcpartpicker.com/product/m9YLrH/asus-ws-z390-pro-atx-lga1151-motherboard-ws-z390-pro,,LGA1151,ATX,128,4,Black / Silver
MSI H110M PRO-VH,https://pcpartpicker.com/product/zRXnTW/msi-h110m-pro-vh-micro-atx-lga1151-motherboard-h110m-pro-vh,,LGA1151,Micro ATX,32,2,Brown / Silver
ASRock H410M-HVS,https://pcpartpicker.com/product/vmvqqs/asrock-h410m-hvs-micro-atx-lga1200-motherboard-h410m-hvs,,LGA1200,Micro ATX,64,2,Black / Silver
