name,part_url,size,color,rpm,airflow,pwm,manufacturer,part_number,connectors
Alphacool 24853,https://pcpartpicker.com/product/HGtkcf/alphacool-24853-10303-cfm-140-mm-fan-24853,140,Black,2000,103.03,True,Alphacool,24853,4-pin PWM
Corsair AF120 Performance,https://pcpartpicker.com/product/HCH323/corsair-air-series-af120-performance-edition-6347-cfm-120-mm-fan-co-9050003-ww,120,Black,1650,63.47,False,Corsair,CO-9050003-WW,3-pin
Corsair SP120 Quiet 2-Pack,https://pcpartpicker.com/product/XD9KHx/corsair-air-series-sp120-quiet-edition-3785-cfm-120-mm-fans-co-9050006-ww,120,Black,1450,37.85,False,Corsair,CO-9050006-WW,3-pin
Corsair SP120 High Performance,https://pcpartpicker.com/product/dZNp99/corsair-air-series-sp120-high-performance-edition-6274-cfm-120-mm-fan-co-9050007-ww,120,Black,2350,62.74,False,Corsair,CO-9050007-WW,3-pin
BitFenix Spectre,https://pcpartpicker.com/product/yvXfrH/bitfenix-spectre-pwm-513-cfm-120-mm-fan-bff-scf-p12025ww-rp,120,White,1800,51.3,False,BitFenix,BFF-SCF-P12025WW-RP,3-pin
Cooler Master R4-L2S-122B-GP 2-Pack,https://pcpartpicker.com/product/4tzv6h/cooler-master-case-fan-r4l2s122bgp,120,Clear,1200,39.77,False,Cooler Master,R4-L2S-122B-GP,3-pin
Cooler Master Excalibur,https://pcpartpicker.com/product/YPZQzy/cooler-master-excalibur-856-cfm-120-mm-fan-r4-exbb-20pk-r0,120,Black,"600,2000","26.4,85.6",False,Cooler Master,R4-EXBB-20PK-R0,3-pin
Prolimatech Vortex,https://pcpartpicker.com/product/JFvRsY/prolimatech-case-fan-probv12led,120,Clear,"1200,1600",72.67,False,Prolimatech,PRO-BV12LED|Blue Vortex 12 LED,3-pin
Aerocool Silent Master,https://pcpartpicker.com/product/pqjG3C/aerocool-case-fan-silentmaster200r,200,Red,800,76,False,Aerocool,Silent Master 200R|EN55659,3-pin
Apevia CF12S-UBL,https://pcpartpicker.com/product/94ckcf/apevia-cf12s-ubl-6385-cfm-120-mm-fan-cf12s-ubl,120,Blue,1700,63.85,False,Apevia,CF12S-UBL,3-pin
Masscool BLD-12025V1R,https://pcpartpicker.com/product/WnxfrH/masscool-case-fan-bld12025v1r,120,Red,1500,60,False,Masscool,BLD-12025V1R,3-pin
ARCTIC F12 Pro,https://pcpartpicker.com/product/tvXfrH/arctic-arctic-f12-pro-pwm-57-cfm-120-mm-fan-af12pro-pwm,120,White / Black,1500,57,True,ARCTIC,AF12Pro PWM,4-pin PWM
ARCTIC F14,https://pcpartpicker.com/product/BgGkcf/arctic-arctic-f14-773-cfm-140-mm-fan-afaco-14000-gba01,140,White / Black,1300,77.3,False,ARCTIC,AFACO-14000-GBA01,3-pin
ARCTIC F12 CO,https://pcpartpicker.com/product/KzQypg/arctic-arctic-f12-pwm-co-74-cfm-120-mm-fan-afaco-120pc-gba01,120,Black,"600,1350",74,True,ARCTIC,AFACO-120PC-GBA01,4-pin PWM
ARCTIC F8,https://pcpartpicker.com/product/3rNp99/arctic-arctic-f8-pwm-31-cfm-80-mm-fan-afaco-080p0-gba01,80,White / Black,"850,2000",31,True,ARCTIC,AFACO-080P0-GBA01,4-pin PWM
Cougar Turbine,https://pcpartpicker.com/product/6G9KHx/cougar-turbine-120-4-pack-604-cfm-120-mm-fan-cft12sb4,120,Black,1200,60.4,False,Cougar,CFT12SB4,3-pin
Logisys CF120BL,https://pcpartpicker.com/product/GsDwrH/logisys-case-fan-cf120bl,120,Clear,"1800,2000",69.15,False,Logisys,CF120BL,3-pin
Xigmatek XAF,https://pcpartpicker.com/product/z2JwrH/xigmatek-xaf-903-cfm-140-mm-fan-xaf-f1452,140,White,"800,1300",90.3,True,Xigmatek,XAF-F1452,4-pin PWM
SilenX Effizio,https://pcpartpicker.com/product/Gmw323/silenx-efx-08-15t-32-cfm-80-mm-fan-efx-08-15t,80,White,1700,32,False,SilenX,EFX-08-15T,3-pin
SilenX Effizio,https://pcpartpicker.com/product/C2JwrH/silenx-efx-12-15t-74-cfm-120-mm-fan-efx-12-15t,120,White,1400,74,False,SilenX,EFX-12-15T,3-pin
Silverstone Air Penetrator,https://pcpartpicker.com/product/YpCwrH/silverstone-ap123-314-cfm-120-mm-fan-ap123,120,Blue,1500,31.4,False,Silverstone,AP123,3-pin
Silverstone Air Penetrator,https://pcpartpicker.com/product/yD9KHx/silverstone-ap122-4258-cfm-120-mm-fan-ap122,120,Black,1200,42.58,False,Silverstone,AP122,3-pin
StarTech FAN4X1LP4,https://pcpartpicker.com/product/tM9KHx/startech-fan4x1lp4-5-cfm-40-mm-fan-fan4x1lp4,40,Black,"5000,5499","1,5",False,StarTech,FAN4X1LP4,3-pin
Vantec Stealth,https://pcpartpicker.com/product/Ptzv6h/vantec-sf8025l-27-cfm-80-mm-fan-sf8025l,80,Black,2050,27,False,Vantec,SF8025L,3-pin
Antec 75120,https://pcpartpicker.com/product/4KvRsY/antec-75120-79-cfm-120-mm-fan-761345-75120-9,120,Clear,2000,79,False,Antec,761345-75120-9|0-761345-75120-9,3-pin
Cooler Master R4-S8R-20AK-GP,https://pcpartpicker.com/product/dyYXsY/cooler-master-r4-s8r-20ak-gp-2889-cfm-80-mm-fan-r4-s8r-20ak-gp,80,Black,2000,28.89,False,Cooler Master,R4-S8R-20AK-GP,3-pin
Xigmatek XAF,https://pcpartpicker.com/product/DBkD4D/xigmatek-case-fan-xaff1255,120,Black,"1000,1800",90.3,False,Xigmatek,XAF-F1255,3-pin
Logisys LT400RD,https://pcpartpicker.com/product/YyYXsY/logisys-case-fan-lt400rd,80,Clear,1800,21.71,False,Logisys,LT400RD,3-pin
Evercool FAN-EC4007M12CA,https://pcpartpicker.com/product/zQrG3C/evercool-fan-ec4007m12ca-48-cfm-40-mm-fan-fan-ec4007m12ca,40,Black,5500,4.8,False,Evercool,FAN-EC4007M12CA,3-pin
StarTech FAN9X25TX3H,https://pcpartpicker.com/product/hCH323/startech-fan9x25tx3h-4843-cfm-92-mm-fan-fan9x25tx3h,92,Black,2600,48.43,False,StarTech,FAN9X25TX3H,3-pin
Scythe Gentle Typhoon,https://pcpartpicker.com/product/7YvRsY/scythe-gentle-typhoon-5768-cfm-120-mm-fan-d1225c12b5ap-15,120,Gray,1850,57.68,False,Scythe,D1225C12B5AP-15,3-pin
Aerocool Shark,https://pcpartpicker.com/product/gR7wrH/aerocool-shark-826-cfm-120-mm-fan-shark-120mm-black-edition,120,Black,"800,1500","32.5,82.6",False,Aerocool,Shark 120mm Black Edition|EN55413,3-pin
Delta Electronics FFB0912SH-F00,https://pcpartpicker.com/product/v6Gkcf/delta-electronics-ffb0912sh-f00-9002-cfm-92-mm-fan-ffb0912sh-f00,92,Black,4100,90.02,False,Delta Electronics,FFB0912SH-F00,3-pin
Gelid Solutions Wing,https://pcpartpicker.com/product/YsDwrH/gelid-solutions-fn-fw12-15-643-cfm-120-mm-fan-fn-fw12-15,120,Translucent Yellow,1500,64.3,False,Gelid Solutions,FN-FW12-15,3-pin
NZXT FN,https://pcpartpicker.com/product/6CH323/nzxt-fn-120rb-4727-cfm-120-mm-fan-fn-120rb,120,White,1300,47.27,False,NZXT,FN-120RB,3-pin
NoiseBlocker BlackSilentFan X-P,https://pcpartpicker.com/product/ZL8Zxr/noiseblocker-nb-blacksilentfan-xl-p-7533-cfm-120-mm-fan-nb-blacksilentfan-xl-p,120,Translucent Blue,2000,75.33,True,NoiseBlocker,NB-BlackSilentFan XL-P,4-pin PWM
NoiseBlocker BlackSilentFan X-2,https://pcpartpicker.com/product/TWg323/noiseblocker-nb-blacksilentfan-xl-2-5768-cfm-120-mm-fan-nb-blacksilentfan-xl-2,120,Translucent Blue,1500,57.68,False,NoiseBlocker,NB-BlackSilentFan XL-2,3-pin
BitFenix Spectre,https://pcpartpicker.com/product/Zx8Zxr/bitfenix-spectre-978-cfm-230-mm-fan-bff-scf-23030ww-rp,230,White,900,97.8,False,BitFenix,BFF-SCF-23030WW-RP,3-pin
Apevia CF4S-BK,https://pcpartpicker.com/product/hPw323/apevia-cf4s-bk-2564-cfm-80-mm-fan-cf4s-bk,80,Black,2000,25.64,False,Apevia,CF4S-BK,3-pin
Logisys LT400GN,https://pcpartpicker.com/product/FfXfrH/logisys-case-fan-lt400gn,80,Clear,1800,21.71,False,Logisys,LT400GN,3-pin
Logisys SF140,https://pcpartpicker.com/product/KJckcf/logisys-sf140-718-cfm-140-mm-fan-sf140,140,Black / Blue,"700,1200",71.8,False,Logisys,SF140,3-pin
Nexus D12SL-12,https://pcpartpicker.com/product/JvXfrH/nexus-d12sl-12-3686-cfm-120-mm-fan-d12sl-12,120,Black / White,1000,36.86,False,Nexus,D12SL-12,3-pin
Thermaltake ISGC,https://pcpartpicker.com/product/3L3RsY/thermaltake-af0018-583-cfm-120-mm-fan-af0018,120,White,"800,1300",58.3,False,Thermaltake,AF0018,3-pin
StarTech FANBOX,https://pcpartpicker.com/product/7Pw323/startech-fanbox92-3935-cfm-92-mm-fan-fanbox92,92,Black,2200,39.35,False,StarTech,FANBOX92,3-pin
Xigmatek XLF,https://pcpartpicker.com/product/dKvRsY/xigmatek-case-fan-xlff1253,120,Orange,1500,61,False,Xigmatek,XLF-F1253,3-pin
Xion Alphawing,https://pcpartpicker.com/product/kL8Zxr/xion-case-fan-axpgf140ledr,140,Translucent Black,1000,59.6,False,Xion,AXP-GF140_LEDR,3-pin
Aerocool AeroFlow,https://pcpartpicker.com/product/vRrG3C/aerocool-aeroflow-4cb-5912-cfm-120-mm-fan-aeroflow-4cb,120,Translucent White,1500,59.12,False,Aerocool,AeroFlow-4CB,3-pin
Silverstone SCOOL,https://pcpartpicker.com/product/wM9KHx/silverstone-scool121-4215-cfm-120-mm-fan-scool121,120,Blue,"400,950","17.75,42.15",False,Silverstone,SCOOL121,3-pin
Gelid Solutions Silent 7,https://pcpartpicker.com/product/VN8Zxr/gelid-solutions-case-fan-fnsx0722,70,Black,2200,19.8,False,Gelid Solutions,FN-SX07-22,3-pin
NZXT FZ,https://pcpartpicker.com/product/87tCmG/nzxt-case-fan-rffz120u1,120,Clear,1200,59.1,False,NZXT,RF-FZ120-U1,3-pin
BitFenix Spectre Pro,https://pcpartpicker.com/product/8FR48d/bitfenix-case-fan-bfflpro23030wrp,230,Black,900,156.27,False,BitFenix,BFF-LPRO-23030W-RP,3-pin
Cougar Vortex,https://pcpartpicker.com/product/3CNp99/cougar-vortex-705-cfm-140-mm-fan-cf-v14hp,140,Orange,"600,1200",70.5,True,Cougar,CF-V14HP,4-pin PWM
BitFenix Spectre Pro,https://pcpartpicker.com/product/PmXfrH/bitfenix-case-fan-bffspro20025kkrp,200,Black,900,148.72,False,BitFenix,BFF-SPRO-20025KK-RP,3-pin
BitFenix Spectre Pro,https://pcpartpicker.com/product/B6CwrH/bitfenix-case-fan-bffsprop14025wwrp,140,White,"500,1800",122.2,True,BitFenix,BFF-SPRO-P14025WW-RP,4-pin PWM
Kingwin CFY-012LB,https://pcpartpicker.com/product/3vPfrH/kingwin-case-fan-cfy012lb,120,Transparent,950,40,False,Kingwin,CFY-012LB,3-pin
Prolimatech Vortex,https://pcpartpicker.com/product/9dBv6h/prolimatech-case-fan-proalumrd,140,Black / Silver,"900,1600","65,127",False,Prolimatech,PRO-ALUM-RD,3-pin
be quiet! Silent Wings 2,https://pcpartpicker.com/product/tQphP6/be-quiet-case-fan-bl029,92,Black,1800,"32.6,55.4",True,be quiet!,BL029,4-pin PWM
be quiet! Shadow Wings,https://pcpartpicker.com/product/dx7wrH/be-quiet-case-fan-bl050,80,Black,1400,"14.8,23.8",False,be quiet!,BL050,3-pin
Akasa Apache Black,https://pcpartpicker.com/product/DvphP6/akasa-case-fan-akfn058,120,Black,"600,1300",57.53,True,Akasa,AK-FN058,4-pin PWM
Akasa Apache Black,https://pcpartpicker.com/product/wbBv6h/akasa-case-fan-akfn062,140,Black,"600,1300",89.55,True,Akasa,AK-FN062,4-pin PWM
Swiftech HELIX,https://pcpartpicker.com/product/cpfp99/swiftech-case-fan-helix120bw,120,Black / White,1800,55,False,Swiftech,HELIX120BW,3-pin
Corsair AF120,https://pcpartpicker.com/product/NvTmP6/corsair-case-fan-co9050015pled,120,Black,1500,52.19,False,Corsair,CO-9050015-PLED,3-pin
Corsair AF140,https://pcpartpicker.com/product/44yFf7/corsair-case-fan-co9050017pled,140,Black,1200,66.4,False,Corsair,CO-9050017-PLED,3-pin
Antec TRICOOL,https://pcpartpicker.com/product/zwNp99/antec-case-fan-tricool120mm,120,Transparent,2000,79,False,Antec,TRICOOL120MM,3-pin
Thermalright TY,https://pcpartpicker.com/product/pkFPxr/thermalright-case-fan-ty140,140,Brown / Black,"900,1300","28.3,73.6",True,Thermalright,TY-140|200200114,4-pin PWM
Apevia CF312S-BK,https://pcpartpicker.com/product/bXTmP6/apevia-case-fan-cf312sbk,120,Black,1500,57.67,False,Apevia,CF312S-BK,3-pin
Enermax T.B. Apollish,https://pcpartpicker.com/product/4DDwrH/enermax-case-fan-ucta18abl,180,Black / Blue,"600,1200","116,210",False,Enermax,UCTA18A-BL,3-pin
Titan TFD-9515M12ZP,https://pcpartpicker.com/product/QZsKHx/titan-tfd-9515m12zp-5295-cfm-95-mm-fan-tfd-9515m12zp,95,Black / White,"150,1500",52.95,True,Titan,TFD-9515M12ZP,4-pin PWM
Apevia 14SL-GN,https://pcpartpicker.com/product/HwTmP6/apevia-case-fan-14slgn,140,Green,1200,59.6,False,Apevia,14SL-GN,3-pin
Enermax Magma Advance,https://pcpartpicker.com/product/kFBv6h/enermax-case-fan-ucmaa12a,120,Black / Red,"1000,1800","47.67,83.03",False,Enermax,UCMAA12A,3-pin
Enermax T.B. Vegas Single,https://pcpartpicker.com/product/Pd3RsY/enermax-case-fan-uctvs12pw,120,White,"500,1800","20.42,75.98",True,Enermax,UCTVS12P-W,4-pin PWM
NZXT FN V2,https://pcpartpicker.com/product/z63RsY/nzxt-case-fan-rffnv2120,120,Black / White,1200,45,False,NZXT,RF-FNV2-120,3-pin
SHARKOON Shark Blade,https://pcpartpicker.com/product/s8W9TW/sharkoon-case-fan-000skbr,120,Black / Red,1000,33,False,SHARKOON,000SKBR,3-pin
Apevia 312S-BK,https://pcpartpicker.com/product/CbNp99/apevia-case-fan-312sbk,120,Black,1500,57.67,False,Apevia,312S-BK,3-pin
NZXT FN V2,https://pcpartpicker.com/product/cHYXsY/nzxt-case-fan-rffn142rb,140,Black / White,1000,50,False,NZXT,RF-FN142-RB,3-pin
Xigmatek CFS,https://pcpartpicker.com/product/pBsKHx/xigmatek-case-fan-cfsoxgkswu4,120,Black / Red,1400,53.34,False,Xigmatek,CFS-OXGKS-WU4,3-pin
Xigmatek eXTREME OCTAGON,https://pcpartpicker.com/product/ZKCwrH/xigmatek-case-fan-xoff1253,120,Black / Blue,1400,53.34,False,Xigmatek,XOF-F1253,3-pin
Aerocool DS,https://pcpartpicker.com/product/RxDwrH/aerocool-case-fan-ds120mmblack,120,Black / Gray,"1100,1500","62.5,81.5",False,Aerocool,DS 120mm Black,3-pin
Aerocool DS,https://pcpartpicker.com/product/4kCwrH/aerocool-case-fan-ds120mmwhite,120,Black / White,"1100,1500","62.5,81.5",False,Aerocool,DS 120mm White,3-pin
Aerocool DS,https://pcpartpicker.com/product/gmyFf7/aerocool-case-fan-ds140mmblue,140,Black / Blue,"1100,1500","71.2,93.4",False,Aerocool,DS 140mm Blue,3-pin
Rosewill RFTL-131409R,https://pcpartpicker.com/product/yBsKHx/rosewill-case-fan-rftl131409r,140,Clear,,55.4,False,Rosewill,RFTL-131409R,3-pin
Rosewill RNBF-131209,https://pcpartpicker.com/product/TxDwrH/rosewill-case-fan-rnbf131209,120,Black,2000,59.8,False,Rosewill,RNBF-131209,3-pin
Rosewill ROCF-13002,https://pcpartpicker.com/product/pn3RsY/rosewill-case-fan-rocf13002,120,Transparent,1200,38.2,False,Rosewill,ROCF-13002,3-pin
LEPA LP-BOL12R,https://pcpartpicker.com/product/fyDwrH/lepa-case-fan-lpbol12r,120,Black,1600,81.45,False,LEPA,LP-BOL12R,3-pin
Corsair SP120,https://pcpartpicker.com/product/f2qdnQ/corsair-case-fan-co9050021ww,120,Black / Blue,1650,57.24,False,Corsair,CO-9050021-WW,3-pin
Corsair SP140,https://pcpartpicker.com/product/wCBv6h/corsair-case-fan-co9050025ww,140,Black / White,1440,49.49,False,Corsair,CO-9050025-WW,3-pin
Deepcool XFAN,https://pcpartpicker.com/product/DTvRsY/deepcool-case-fan-xfan120lb,120,Clear,1300,44.71,False,Deepcool,XFAN 120L/B,3-pin
Thermaltake Luna,https://pcpartpicker.com/product/Fpdqqs/thermaltake-case-fan-clf023pl14wta,140,Black / Red,1000,60.55,False,Thermaltake,CL-F023-PL14WT-A,3-pin
Zalman F3,https://pcpartpicker.com/product/NYphP6/zalman-case-fan-f3sf,120,Black,1200,,False,Zalman,F3 (SF),3-pin
Fractal Design Silent R2,https://pcpartpicker.com/product/dwMFf7/fractal-design-case-fan-fdfanssr2120bk,120,Black,1000,66,False,Fractal Design,FD-FAN-SSR2-120-BK,3-pin
Cooler Master XtraFlo,https://pcpartpicker.com/product/CdnG3C/cooler-master-case-fan-r4xfbl22prr1,120,Black / Red,"800,2200","34.02,93.74",True,Cooler Master,R4-XFBL-22PR-R1,4-pin PWM
Phanteks F120SP,https://pcpartpicker.com/product/gFfmP6/phanteks-case-fan-phf120spbk,120,Black / White,1300,54.4,False,Phanteks,PH-F120SP_BK,3-pin
Phanteks F140MP,https://pcpartpicker.com/product/NvKhP6/phanteks-case-fan-phf140mpbkpwm,140,Black / White,"500,1600",68.09,True,Phanteks,PH-F140MP_BK_PWM|PH-F140MP_BK,4-pin PWM
Enermax Twister Storm,https://pcpartpicker.com/product/vMp323/enermax-case-fan-ucts12a,120,Black,"1500,3500","72.46,154.53",False,Enermax,UCTS12A,3-pin
Silverstone FQ,https://pcpartpicker.com/product/DJx9TW/silverstone-case-fan-fq141,140,White / Blue,"500,1000","31.4,62",True,Silverstone,FQ141,4-pin PWM
Fractal Design Dynamic GP,https://pcpartpicker.com/product/MVYWGX/fractal-design-case-fan-fdfandyngp12bk,120,Black,1200,52.3,False,Fractal Design,FD-FAN-DYN-GP12-BK,3-pin
Fractal Design Venturi HF-12,https://pcpartpicker.com/product/CzM323/fractal-design-case-fan-fdfanventhf12bk,120,Black,1400,83.4,False,Fractal Design,FD-FAN-VENT-HF12-BK,3-pin
EK Vardar F2,https://pcpartpicker.com/product/8WDzK8/ek-case-fan-3831109867525,120,Black / Gray,1450,52,True,EK,3831109867525,4-pin PWM
EK Vardar F3,https://pcpartpicker.com/product/xD2rxr/ek-case-fan-3831109867532,120,Black / Gray,1850,63,True,EK,3831109867532,4-pin PWM
Kingwin CFBL-08LB,https://pcpartpicker.com/product/LFGj4D/kingwin-case-fan-cfbl08lb,80,Transparent,1700,30,False,Kingwin,CFBL-08LB,3-pin
Scythe Slipstream,https://pcpartpicker.com/product/Qt8H99/scythe-case-fan-sy1225db12h,120,Black,1600,88.11,False,Scythe,SY1225DB12H,3-pin
Scythe Slipstream,https://pcpartpicker.com/product/FcTrxr/scythe-case-fan-sy1225db12sh,120,Black,1900,110.31,False,Scythe,SY1225DB12SH,3-pin
Deepcool TF 120,https://pcpartpicker.com/product/DGqbt6/deepcool-case-fan-tf120blue,120,Black / Blue,"500,1800","58.39,76.52",True,Deepcool,TF 120  BLUE,4-pin PWM
Deepcool TF 120,https://pcpartpicker.com/product/cJfmP6/deepcool-case-fan-tf120white,120,Black / White,"500,1800","58.39,76.52",True,Deepcool,TF 120  WHITE,4-pin PWM
ARCTIC F Silent,https://pcpartpicker.com/product/wRTrxr/arctic-cooling-case-fan-f9silent,92,White / Black,1000,21.2,False,ARCTIC,F9 Silent,3-pin
NZXT FX V2,https://pcpartpicker.com/product/wgtWGX/nzxt-case-fan-rffx142np,140,Black / White,"800,2000","42.4,106.1",False,NZXT,RF-FX142-NP,3-pin
Phanteks F120MP,https://pcpartpicker.com/product/CCzZxr/phanteks-case-fan-phf120mpbbkpwm,120,Black,"500,1800",53.3,True,Phanteks,PH-F120MP_BBK_PWM,4-pin PWM
BitFenix Spectre Xtreme,https://pcpartpicker.com/product/DY98TW/bitfenix-case-fan-bffsxtr12025wrp,120,Black / White,"950,2000",66,False,BitFenix,BFF-SXTR-12025W-RP,3-pin
Apevia U 2-Pack,https://pcpartpicker.com/product/GfyxFT/apevia-af212l-og-639-cfm-120mm-fans-af212l-og,120,Orange,1700,63.85,False,Apevia,AF212L-OG,3-pin
Apevia U 5-Pack,https://pcpartpicker.com/product/CygPxr/apevia-af512l-og-639-cfm-120mm-fans-af512l-og,120,Orange,1700,63.85,False,Apevia,AF512L-OG,3-pin
Apevia S 5-Pack,https://pcpartpicker.com/product/ccH48d/apevia-af512l-sog-503-cfm-120mm-fans-af512l-sog,120,Black / Orange,1500,50.28,False,Apevia,AF512L-SOG,3-pin
Reeven Coldwing,https://pcpartpicker.com/product/tpBrxr/reeven-coldwing-12-430-cfm-120mm-fan-rm1225s08b,120,Yellow / Black,800,43,False,Reeven,RM1225S08B,3-pin
Deepcool XFAN,https://pcpartpicker.com/product/phKhP6/deepcool-xfan-40-48-cfm-40mm-fan-xfan-40,40,Black,4500,4.82,False,Deepcool,XFAN 40,3-pin
Thermaltake Riing 3-Pack,https://pcpartpicker.com/product/B84NnQ/thermaltake-riing-14-rgb-7391-cfm-140-mm-fans-3-pack-cl-f051-pl14sw-a,140,Black,"500,1400",73.91,True,Thermaltake,CL-F051-PL14SW-A,Proprietary PWM
Cooler Master MasterFan Pro Air Pressure,https://pcpartpicker.com/product/K6yxFT/cooler-master-masterfan-pro-140-air-pressure-822-cfm-140mm-fan-mfy-p4nn-15nmk-r1,140,Black,"650,2800","46.2,82.2",True,Cooler Master,MFY-P4NN-15NMK-R1,4-pin PWM
Nanoxia Deep Silence,https://pcpartpicker.com/product/DwZ2FT/nanoxia-deep-silence-120-601-cfm-120mm-fan-nds-120-1300,120,Black / Green,"900,1300","26.5,60.1",False,Nanoxia,NDS 120 - 1300,3-pin
LC-Power LC-CF-120-PRO,https://pcpartpicker.com/product/hCYWGX/lc-power-lc-cf-120-pro-684-cfm-120-mm-fan-lc-cf-120-pro,120,Translucent Black,"500,1200","27.6,68.4",True,LC-Power,LC-CF-120-PRO,4-pin PWM
In Win AURORA 3-Pack,https://pcpartpicker.com/product/GTX2FT/in-win-aurora-black-red-5764-cfm-120-mm-fans-3-pack-rgbfan-blkred-3pk,120,Black / Red,"800,2000","40.26,57.64",True,In Win,RGBFAN-BLKRED-3PK,Proprietary PWM
Cooler Master MasterFan Pro Air Pressure 3-Pack,https://pcpartpicker.com/product/RTvZxr/cooler-master-masterfan-pro-120-air-pressure-rgb-35-cfm-120-mm-fans-3-pack-mfy-p2dc-153pc-r1,120,Black,"650,1500",35,True,Cooler Master,MFY-P2DC-153PC-R1,4-pin PWM|4-pin 12V RGB
be quiet! Pure Wings 2,https://pcpartpicker.com/product/zj8H99/be-quiet-pure-wings-2-92-331-cfm-92mm-fan-bl045,92,Black,"900,1900",33.15,False,be quiet!,BL045,3-pin
In Win Polaris 2-Pack,https://pcpartpicker.com/product/hHvZxr/in-win-polaris-rgb-4331-cfm-120-mm-fans-2-pack-polarisfan-2pk-rgb,120,Black / Translucent White,"500,1280",43.31,True,In Win,POLARISFAN-2PK-RGB,4-pin PWM|4-pin 12V RGB
BitFenix Spectre Pro,https://pcpartpicker.com/product/zYrmP6/bitfenix-spectre-pro-rgb-230-15672-cfm-230-mm-fan-bff-srgb-23030c-rp,230,Black / White,900,156.72,False,BitFenix,BFF-SRGB-23030C-RP,3-pin|4-pin 12V RGB
