name,part_url,size,color,rpm,airflow,pwm,manufacturer,part_number,connectors
Alpenföhn Wing Boost 3 ARGB 3-Pack,https://pcpartpicker.com/product/CCdrxr/alpenfohn-wing-boost-3-140-789-cfm-140-mm-fans-3-pack-84000000159,140,Black,"500,1500",78.9,True,Alpenföhn,84000000159,4-pin PWM|3-pin 5V Addressable RGB
NoiseBlocker NB-ELOOP X ARGB,https://pcpartpicker.com/product/6Ddrxr/noiseblocker-nb-eloop-x-argb-7793-cfm-120-mm-fan-itr-b12x-p,120,White,,"0,77.93",True,NoiseBlocker,ITR-B12X-P,4-pin PWM|3-pin 5V Addressable RGB
Enermax UCHF12PARGB-W-BP3 3-Pack,https://pcpartpicker.com/product/ZBRYcf/enermax-uchf12pargb-w-bp3-721-cfm-120-mm-fans-3-pack-uchf12pargb-w-bp3,120,White,"500,1600","22.5,72.1",True,Enermax,UCHF12PARGB-W-BP3,4-pin PWM
ARCTIC P14 PST,https://pcpartpicker.com/product/RVjBD3/arctic-p14-pst-728-cfm-140-mm-fan-acfan00221a,140,White / Translucent White,"200,1700",72.8,True,ARCTIC,ACFAN00221A,4-pin PWM
Iceberg Thermal IceGALE Silent 3-Pack,https://pcpartpicker.com/product/nDBG3C/iceberg-thermal-icegale-silent-30-cfm-120-mm-fans-3-pack-icegale12s-bbt-3a,120,Black / Blue,1100,30,False,Iceberg Thermal,ICEGALE12S-BBT-3A,3-pin
KOLINK UMBRA X 3-Pack,https://pcpartpicker.com/product/rpsV3C/kolink-umbra-x-61-cfm-120-mm-fans-3-pack-umbra-x-120mm-3pk,120,Black,"600,1600",61,True,KOLINK,UMBRA X 120MM 3PK,4-pin PWM|3-pin 5V Addressable RGB
Xilence XPF80.R.PWM,https://pcpartpicker.com/product/WpTZxr/xilence-xpf80rpwm-218-cfm-80-mm-fan-xf040,80,Red / Black,"800,1800",21.8,True,Xilence,XF040|XPF80.R.PWM,4-pin PWM
GameMax KF300R 3-Pack,https://pcpartpicker.com/product/9vpQzy/gamemax-kf300r-4435-cfm-120-mm-fans-3-pack-kf300r-bk,120,Black,"800,1600",44.35,True,GameMax,KF300R BK,4-pin PWM|3-pin 5V Addressable RGB
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/bkjv6h/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f224-pl12gs-a,120,Brown,"500,2000",65.82,True,Thermaltake,CL-F224-PL12GS-A,4-pin PWM|3-pin 5V Addressable RGB
Alphacool 24844,https://pcpartpicker.com/product/XkRnTW/alphacool-24844-936-cfm-120-mm-fan-24844,120,Black,3000,93.6,True,Alphacool,24844,4-pin PWM
Cooler Master Turbine Master Mach 1.8,https://pcpartpicker.com/product/GpCwrH/cooler-master-turbine-master-mach-18-803-cfm-120-mm-fan-r4-tmbb-18fk-r0,120,Black,1800,80.3,False,Cooler Master,R4-TMBB-18FK-R0,3-pin
NZXT Air Flow,https://pcpartpicker.com/product/T2JwrH/nzxt-case-fan-rffz120r1,120,Clear,1200,59.1,False,NZXT,RF-FZ120-R1,3-pin
Aerocool Shark,https://pcpartpicker.com/product/HkphP6/aerocool-case-fan-shark120mmgreen,120,Green,"800,1500","32.5,82.6",False,Aerocool,Shark 120mm Green,3-pin
Aerocool Shark,https://pcpartpicker.com/product/vHCwrH/aerocool-case-fan-shark120mmwhite,120,White,"800,1500","32.5,82.6",False,Aerocool,Shark 120mm White,3-pin
SilenX Effizio,https://pcpartpicker.com/product/ymw323/silenx-efx-12-15-74-cfm-120-mm-fan-efx-12-15,120,Red,1400,74,False,SilenX,EFX-12-15,3-pin
Vantec Tornado,https://pcpartpicker.com/product/wG9KHx/vantec-td8038h-841-cfm-80-mm-fan-td8038h,80,Black,5700,84.1,False,Vantec,TD8038H,3-pin
Cougar Vortex,https://pcpartpicker.com/product/ZVkD4D/cougar-vortex-pwm-705-cfm-120-mm-fan-cf-v12hp,120,Orange,"800,1500",70.5,False,Cougar,CF-V12HP,3-pin
Cougar Vortex,https://pcpartpicker.com/product/zJckcf/cougar-vortex-645-cfm-140-mm-fan-cf-v14s,140,Orange,1000,64.5,False,Cougar,CF-V14S,3-pin
Silverstone FN,https://pcpartpicker.com/product/NXDwrH/silverstone-fn121-5324-cfm-120-mm-fan-fn121,120,Black,1200,53.24,False,Silverstone,FN121,3-pin
NZXT FX,https://pcpartpicker.com/product/ztzv6h/nzxt-fx-140lb-983-cfm-140-mm-fan-fx-140lb,140,White,2000,"49.1,98.3",False,NZXT,FX-140LB,3-pin
Delta Electronics AFB1212HHE-F00,https://pcpartpicker.com/product/J7tCmG/delta-electronics-afb1212hhe-f00-12007-cfm-120-mm-fan-afb1212hhe-f00,120,Black,2900,120.07,False,Delta Electronics,AFB1212HHE-F00,3-pin
Noctua P14 FLX,https://pcpartpicker.com/product/C37wrH/noctua-nf-p14-flx-6495-cfm-140-mm-fan-nf-p14-flx,140,Brown,"750,1200","41.93,64.95",False,Noctua,NF-P14 FLX,3-pin
BitFenix Spectre,https://pcpartpicker.com/product/BDPfrH/bitfenix-case-fan-bffblf23030wrp,230,Black,900,97.8,False,BitFenix,BFF-BLF-23030W-RP,3-pin
Cooler Master R4-S4S-10AK-GP,https://pcpartpicker.com/product/ZBkD4D/cooler-master-r4-s4s-10ak-gp-609-cfm-140-mm-fan-r4-s4s-10ak-gp,140,Black,1000,60.9,False,Cooler Master,R4-S4S-10AK-GP,3-pin
Apevia CF312SL-URD 3-Pack,https://pcpartpicker.com/product/wMzv6h/apevia-case-fan-cf312slurd,120,Red,1700,,False,Apevia,CF312SL-URD,3-pin
Zalman F2,https://pcpartpicker.com/product/ysdqqs/zalman-case-fan-zmf2bl,92,Transparent,"1500,2800",,False,Zalman,Zm-F2BL,3-pin
Apevia CF8S-UBL,https://pcpartpicker.com/product/H6CwrH/apevia-case-fan-cf8subl,80,UV Blue,2000,25.64,False,Apevia,CF8S-UBL,3-pin
BitFenix Spectre Pro,https://pcpartpicker.com/product/YKfp99/bitfenix-case-fan-bffsprop14025kkrp,140,Black,"500,1800",122.2,True,BitFenix,BFF-SPRO-P14025KK-RP,4-pin PWM
Delta Electronics FFB1212EHE-F00,https://pcpartpicker.com/product/jFR48d/delta-electronics-case-fan-ffb1212ehef00,120,Black,4000,190,False,Delta Electronics,FFB1212EHE-F00,3-pin
Xion Alphawing,https://pcpartpicker.com/product/3BMFf7/xion-case-fan-axpgf120rd,120,Red / Black,1200,51.02,False,Xion,AXP-GF120_RD,3-pin
Cooler Master JetFlo,https://pcpartpicker.com/product/MwR48d/cooler-master-case-fan-r4jfnp20pkr1,120,Black,"1200,2000",95,True,Cooler Master,R4-JFNP-20PK-R1,4-pin PWM
Thermaltake DuraMax,https://pcpartpicker.com/product/hVMFf7/thermaltake-case-fan-af0060,120,Black,2000,78,False,Thermaltake,AF0060,3-pin
Corsair AF140 Quiet,https://pcpartpicker.com/product/BDDwrH/corsair-case-fan-co9050017bled,140,Black,1200,66.4,False,Corsair,CO-9050017-BLED,3-pin
Aerocool DS,https://pcpartpicker.com/product/N4R48d/aerocool-case-fan-ds140mmblack,140,Black / Gray,"1100,1500","71.2,93.4",False,Aerocool,DS 140mm Black,3-pin
LEPA LP-BOL12P-BL,https://pcpartpicker.com/product/6DrG3C/lepa-case-fan-lpbol12pbl,120,Black,"600,1600",81.45,True,LEPA,LP-BOL12P-BL,4-pin PWM
Corsair SP120,https://pcpartpicker.com/product/HJFPxr/corsair-case-fan-co9050020ww,120,Black / White,1650,57.24,False,Corsair,CO-9050020-WW,3-pin
Corsair SP120,https://pcpartpicker.com/product/m72kcf/corsair-case-fan-co9050022ww,120,Black / Green,1650,57.24,False,Corsair,CO-9050022-WW,3-pin
Corsair SP120,https://pcpartpicker.com/product/KkkD4D/corsair-case-fan-co9050023ww,120,Black / Purple,1650,57.24,False,Corsair,CO-9050023-WW,3-pin
Corsair SP140 2-Pack,https://pcpartpicker.com/product/Vb4gXL/corsair-case-fan-co9050035ww,140,Black / White,1440,49.49,False,Corsair,CO-9050035-WW,3-pin
Corsair SP140 2-Pack,https://pcpartpicker.com/product/QwMFf7/corsair-case-fan-co9050038ww,140,Black / Purple,1440,49.49,False,Corsair,CO-9050038-WW,3-pin
Fractal Design Venturi HP-12,https://pcpartpicker.com/product/GqkwrH/fractal-design-case-fan-fdfanventhp12pwm,120,Black,1800,61.4,True,Fractal Design,FD-FAN-VENT-HP12-PWM,4-pin PWM
Phanteks F120SP,https://pcpartpicker.com/product/nnnG3C/phanteks-case-fan-phf120spwled,120,Black / White,1300,54.4,False,Phanteks,PH-F120SP_WLED,3-pin
Prolimatech Ultra Sleek Vortex,https://pcpartpicker.com/product/MsL7YJ/prolimatech-case-fan-ultrasleekvortex12white,120,White,"400,1300",56,True,Prolimatech,Ultra Sleek Vortex 12 (White),4-pin PWM
Corsair ML120 Pro,https://pcpartpicker.com/product/GXkwrH/corsair-co-9050043-ww-750-cfm-120mm-fan-co-9050043-ww,120,Black / Blue,"400,2400","12,75",True,Corsair,CO-9050043-WW,4-pin PWM
Corsair ML140 Pro,https://pcpartpicker.com/product/cfyxFT/corsair-co-9050048-ww-970-cfm-140mm-fan-co-9050048-ww,140,Black / Blue,"400,2000","20,97",True,Corsair,CO-9050048-WW,4-pin PWM
Thermaltake Riing 3-Pack,https://pcpartpicker.com/product/7vjWGX/thermaltake-riing-12-rgb-4879-cfm-120-mm-fans-3-pack-cl-f049-pl12sw-a,120,Black,"500,1400",48.79,True,Thermaltake,CL-F049-PL12SW-A,Proprietary PWM
NZXT Aer RGB,https://pcpartpicker.com/product/w7RFf7/nzxt-aer-rgb120-614-cfm-120-mm-fan-rf-ar120-b1,120,Black,"500,1500","20,61.4",True,NZXT,RF-AR120-B1,4-pin PWM|Proprietary RGB
Corsair HD120,https://pcpartpicker.com/product/VQdFf7/corsair-hd120-rgb-w-controller-544-cfm-120-mm-fan-co-9050066-ww,120,Black / White,"800,1725",54.4,True,Corsair,CO-9050066-WW,4-pin PWM|Proprietary RGB
Cooler Master MasterFan Pro Air Balance,https://pcpartpicker.com/product/WVQRsY/cooler-master-masterfan-pro-120-air-balance-rgb-427-cfm-120-mm-fan-mfy-b2dn-13npc-r1,120,Black / White,"650,1300",42.7,True,Cooler Master,MFY-B2DN-13NPC-R1,4-pin PWM|4-pin 12V RGB
NZXT Aer F,https://pcpartpicker.com/product/yFzZxr/nzxt-aer-f140-twin-pack-1034-cfm-140mm-fan-rf-af140-d1,140,Black,"500,1500","34.48,103.43",True,NZXT,RF-AF140-D1,4-pin PWM
Apevia S,https://pcpartpicker.com/product/PBNypg/apevia-af512l-spk-5-pack1-577-cfm-120mm-fan-af512l-spk,120,Black / Pink,1500,57.67,True,Apevia,AF512L-SPK,4-pin PWM
Cooler Master MasterFan Pro Air Balance 3-Pack,https://pcpartpicker.com/product/wxyxFT/cooler-master-masterfan-pro-120-air-balance-rgb-427-cfm-120-mm-fans-3-pack-mfy-b2dc-133pc-r1,120,Black,1300,42.7,True,Cooler Master,MFY-B2DC-133PC-R1,4-pin PWM|4-pin 12V RGB
Anidees AI Prismatic 3-Pack,https://pcpartpicker.com/product/V7DzK8/anidees-ai-prismatic-397-cfm-120-mm-fans-3-pack-ai-prismatic,120,Black,1200,39.7,False,Anidees,AI-PRISMATIC,Proprietary
Apevia C,https://pcpartpicker.com/product/fdm323/apevia-12l-crd-577-cfm-120mm-fan-12l-crd,120,Black / Red,1500,57.67,False,Apevia,12L-CRD,3-pin
EVGA 400-HY-FX13-KR,https://pcpartpicker.com/product/jJbwrH/evga-400-hy-fx13-kr-1135-cfm-140mm-fan-400-hy-fx13-kr,140,Black,"600,2200",113.5,True,EVGA,400-HY-FX13-KR,4-pin PWM
ARCTIC BioniX F120,https://pcpartpicker.com/product/hFgzK8/arctic-bionix-f120-blackgreen-690-cfm-120mm-fan-acfan00083a,120,Black / Green,"200,1800",69,True,ARCTIC,ACFAN00083A,4-pin PWM
Apevia S 3-Pack,https://pcpartpicker.com/product/yYXnTW/apevia-af312l-srd-577-cfm-120mm-fans-af312l-srd,120,Black / Red,1500,57.67,False,Apevia,AF312L-SRD,3-pin
ID-COOLING SF-12025-RGB 3-Pack,https://pcpartpicker.com/product/P8HRsY/id-cooling-sf-12025-rgb-745-cfm-120-mm-fans-3-pack-sf-12025-rgb-trio,120,Black / Transparent,"700,1800",74.5,True,ID-COOLING,SF-12025-RGB-TRIO,4-pin PWM|4-pin 12V RGB
Apevia 512L-DMC 5-Pack,https://pcpartpicker.com/product/zHWfrH/apevia-512l-dmc-5767-cfm-120-mm-fans-5-pack-512l-dmc,120,Black / Multicolor,1500,57.67,False,Apevia,512L-DMC,3-pin
Fractal Design Silent LL,https://pcpartpicker.com/product/PPYLrH/fractal-design-fd-fan-ssll-140-bu-471-cfm-140mm-fan-fd-fan-ssll-140-bu,140,Black,1200,47.1,False,Fractal Design,FD-FAN-SSLL-140-BU,3-pin
Cougar Vortex,https://pcpartpicker.com/product/YdfhP6/cougar-cf-v12fb-367-cfm-120mm-fan-cf-v12fb,120,Black,1200,36.72,False,Cougar,CF-V12FB,3-pin
Enermax T.B. RGB,https://pcpartpicker.com/product/dtBTwP/enermax-uctbrgb12-sg-4753-cfm-120-mm-fan-uctbrgb12-sg,120,Black,"500,1500",47.53,True,Enermax,UCTBRGB12-SG,Proprietary PWM
Mars Gaming MFRGBKIT 3-Pack,https://pcpartpicker.com/product/DMQG3C/mars-gaming-mfrgbkit-452-cfm-120-mm-fans-3-pack-mfrgbkit,120,Black,1200,45.2,False,Mars Gaming,MFRGBKIT,Proprietary
Corsair AF120 (2018) 3-Pack,https://pcpartpicker.com/product/zs3H99/corsair-af120-led-2018-blue-52-cfm-120-mm-fans-co-9050084-ww,120,Black / White,1400,52,False,Corsair,CO-9050084-WW,3-pin
