name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
BitFenix Nova Mesh TG 4ARGB,https://pcpartpicker.com/product/KgbCmG/bitfenix-nova-mesh-tg-4argb-atx-mid-tower-case-bfc-nvm-300-wwgkw-4a,ATX Mid Tower,White,,Tempered Glass,BitFenix,BFC-NVM-300-WWGKW-4A,2,0,0,3,7,0,0,437.0,206.0,460.0,340.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
iTek LUNAR 19R2,https://pcpartpicker.com/product/R4n8TW/itek-lunar-19r2-atx-mid-tower-case-lunar-19r2,ATX Mid Tower,Black,,Tempered Glass,iTek,LUNAR 19R2|ITGC19LR2,3,0,0,2,7,0,0,435.0,195.0,470.0,390.0,,ATX|Micro ATX|Mini ITX,None,120 mm|240 mm,120 mm
Antec VSK10 Window,https://pcpartpicker.com/product/xwVG3C/antec-vsk10-window-microatx-mid-tower-case-vsk10-window,MicroATX Mid Tower,Black,,Acrylic,Antec,VSK10 Window|CA-VSK10KW,2,0,0,2,4,0,0,,,,350.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Deepcool Gamer Storm MACUBE 550,https://pcpartpicker.com/product/szyqqs/deepcool-gamer-storm-macube-550-atx-mid-tower-case-macube-550-bk,ATX Mid Tower,Black,,Tempered Glass,Deepcool,MACUBE 550 BK|GS-ATX-MACUBE550-BKG0P,4,0,0,3,8,0,0,526.0,241.0,520.0,310.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Maingear Vybe Mk. V,https://pcpartpicker.com/product/ptQfrH/maingear-vybe-mk-v-atx-mid-tower-case-diy-vybe-mk-v-chassis-red,ATX Mid Tower,Red / Black,,Tempered Glass,Maingear,diy-vybe-mk-v-chassis-red,2,0,0,4,7,0,0,431.8,200.0,444.75,267.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
Montech Air 900 MESH,https://pcpartpicker.com/product/CfhmP6/montech-air-900-mesh-atx-mid-tower-case-air900-mesh-white,ATX Mid Tower,White,,Tempered Glass,Montech,Air900 Mesh-White,2,0,0,5,8,0,0,430.0,213.0,480.0,370.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Montech Air 900 ARGB,https://pcpartpicker.com/product/syVG3C/montech-air-900-argb-atx-mid-tower-case-air900-argb-white,ATX Mid Tower,White,,Tempered Glass,Montech,Air900 ARGB-White,2,0,0,5,8,0,0,430.0,213.0,480.0,370.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Montech Flyer White,https://pcpartpicker.com/product/sM4BD3/montech-flyer-white-microatx-mid-tower-case-flyer-white,MicroATX Mid Tower,White,,Tempered Glass,Montech,Flyer White,2,0,0,2,4,0,0,,,,330.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Rosewill Zircon T,https://pcpartpicker.com/product/6BPgXL/rosewill-zircon-t-atx-mid-tower-case-zircon-t,ATX Mid Tower,Black,,Acrylic,Rosewill,ZIRCON T,3,1,0,0,7,0,0,486.918,199.898,457.962,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
DIYPC Solo-T2-R Black USB 3.0,https://pcpartpicker.com/product/kb66Mp/diypc-solo-t2-r-black-usb-30-atx-mid-tower-case-solo-t2-r,ATX Mid Tower,Black / Red,,,DIYPC,Solo-T2-R,3,1,0,3,7,0,0,436.88,208.28,429.768,375.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Golden Field MUT1,https://pcpartpicker.com/product/6tkgXL/golden-field-mut1-atx-mid-tower-case-mut1,ATX Mid Tower,Black,,,Golden Field,MUT1,2,0,0,2,7,0,0,473.0,205.0,490.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
Aerocool AirHawk Duo,https://pcpartpicker.com/product/LJTzK8/aerocool-airhawk-duo-atx-mid-tower-case-accm-pb1903311,ATX Mid Tower,Black,,Tempered Glass,Aerocool,ACCM-PB19033.11|AirHawk Duo-G-BK-v1,2,0,0,2,7,0,0,,,,358.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
DIYPC Vanguard-V6-RGB,https://pcpartpicker.com/product/YQhKHx/diypc-vanguard-v6-rgb-atx-mid-tower-case-vanguard-v6-rgb,ATX Mid Tower,Black,,Tempered Glass,DIYPC,Vanguard-V6-RGB,3,2,0,5,8,0,0,,,,440.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Tecware Vega L,https://pcpartpicker.com/product/hvYQzy/tecware-vega-l-atx-mid-tower-case-vega-l,ATX Mid Tower,Black,,Tempered Glass,Tecware,Vega L,1,0,0,1,7,0,0,,,,300.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Cougar MX410 Mesh,https://pcpartpicker.com/product/wcvqqs/cougar-mx410-mesh-atx-mid-tower-case-cgr-5vm6b-mesh,ATX Mid Tower,Black / Black,,,Cougar,CGR-5VM6B-MESH|MX410 Mesh,2,0,0,3,7,0,0,380.0,210.0,455.0,270.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,
Cougar DarkBlader-G,https://pcpartpicker.com/product/DhJmP6/cougar-darkblader-g-atx-full-tower-case-darkblader-g,ATX Full Tower,Black / Silver,,Tempered Glass,Cougar,DarkBlader-G,4,0,0,4,8,0,0,,,,380.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Aerocool Sentinel,https://pcpartpicker.com/product/k7FKHx/aerocool-sentinel-atx-mid-tower-case-accm-pb1604311,ATX Mid Tower,Black,,Tempered Glass,Aerocool,ACCM-PB16043.11,1,0,0,2,7,0,0,,,,325.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm|200 mm
FSP Group CST 110,https://pcpartpicker.com/product/9B6qqs/fsp-group-cst-110-microatx-mini-tower-case-poc0000096,MicroATX Mini Tower,Black,,,FSP Group,POC0000096,3,0,0,0,4,0,0,350.0,140.0,315.0,270.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,,120 mm
darkFlash DLM 21 Mesh,https://pcpartpicker.com/product/MNwkcf/darkflash-dlm-21-mesh-microatx-mini-tower-case-cp-case-dlm21-mesh-pk,MicroATX Mini Tower,Pink,,Tempered Glass,darkFlash,CP-CASE-DLM21-MESH-PK,2,0,0,2,4,0,0,368.3,208.28,419.1,330.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
GameMax Shine G517,https://pcpartpicker.com/product/ZR3mP6/gamemax-shine-g517-atx-mid-tower-case-gmx-g517,ATX Mid Tower,Black,,Tempered Glass,GameMax,GMX-G517,2,0,0,2,7,0,0,,,,360.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
SHARKOON REV 200,https://pcpartpicker.com/product/ZKrYcf/sharkoon-rev-200-atx-mid-tower-case-4044951028498,ATX Mid Tower,Black,,Tempered Glass,SHARKOON,4044951028498,2,0,0,2,7,0,0,484.0,215.0,485.0,285.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
darkFlash DLX22,https://pcpartpicker.com/product/N3qBD3/darkflash-dlx22-atx-mid-tower-case-dlx22-black,ATX Mid Tower,Black,,Tempered Glass,darkFlash,DLX22 BLACK,2,0,0,2,7,0,0,,,,400.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Apevia Matrix,https://pcpartpicker.com/product/67fFf7/apevia-matrix-atx-mid-tower-case-matrix-bk,ATX Mid Tower,Black,,Tempered Glass,Apevia,Matrix-BK,3,0,0,2,7,0,0,406.4,203.2,457.2,350.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
SilentiumPC Signum SG1M TG,https://pcpartpicker.com/product/scC48d/silentiumpc-signum-sg1m-tg-atx-mid-tower-case-spc232,ATX Mid Tower,Black,,Tempered Glass,SilentiumPC,SPC232,2,0,0,2,7,0,0,,,,325.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|360 mm,120 mm|140 mm
SilentiumPC Signum SG7V EVO TG ARGB,https://pcpartpicker.com/product/v6M48d/silentiumpc-signum-sg7v-evo-tg-argb-atx-mid-tower-case-spc250,ATX Mid Tower,Black,,Tempered Glass,SilentiumPC,SPC250,3,0,0,6,7,0,0,,,,420.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Aerocool Atomic V2,https://pcpartpicker.com/product/HqmmP6/aerocool-atomic-v2-microatx-mini-tower-case-atomic-g-bk-v2,MicroATX Mini Tower,Black,,Tempered Glass,Aerocool,Atomic-G-BK-v2,2,0,0,3,4,0,0,403.5,230.0,390.0,347.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Tempest Phantom,https://pcpartpicker.com/product/qKqPxr/tempest-phantom-atx-mid-tower-case-tp-atx-cs-pha,ATX Mid Tower,Black,,Acrylic,Tempest,TP-ATX-CS-PHA,2,0,0,2,7,0,0,,,,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
HYTE REVOLT 3 EU,https://pcpartpicker.com/product/42jBD3/hyte-revolt-3-eu-mini-itx-tower-case-w700-w-power-supply-cs-hyte-rvlt3-bp-eu,Mini ITX Tower,Black,700.0,Mesh,HYTE,CS-HYTE-RVLT3-BP-EU,1,0,0,2,3,0,0,253.0,178.0,409.0,335.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
DIYPC Rainbow-Flash-F4,https://pcpartpicker.com/product/gmQcCJ/diypc-rainbow-flash-f4-atx-mid-tower-case-rainbow-flash-f4-w,ATX Mid Tower,White,,Tempered Glass,DIYPC,Rainbow-Flash-F4-W,2,0,0,2,7,0,0,365.76,203.2,447.04,305.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
GAMDIAS APOLLO E2,https://pcpartpicker.com/product/2LjBD3/gamdias-apollo-e2-atx-mid-tower-case-apollo-e2,ATX Mid Tower,Black,,Tempered Glass,GAMDIAS,APOLLO E2,2,0,0,3,7,0,0,,,,300.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm|200 mm
ADATA XPG DEFENDER PRO,https://pcpartpicker.com/product/yxBG3C/adata-xpg-defender-pro-atx-mid-tower-case-defender-pro-whcww,ATX Mid Tower,White / Black,,Tempered Glass,ADATA,Defender PRO-WHCWW,2,0,0,2,7,0,0,441.0,220.0,492.0,400.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
MSI MAG VAMPIRIC 300R PACIFIC BLUE,https://pcpartpicker.com/product/Hdytt6/msi-mag-vampiric-300r-pacific-blue-atx-mid-tower-case-mag-vampiric-300r-pacific-blue,ATX Mid Tower,Blue,,Tempered Glass,MSI,MAG VAMPIRIC 300R PACIFIC BLUE|306-7G19B21-809,2,0,0,2,7,0,0,471.0,231.0,497.0,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Vetroo K2,https://pcpartpicker.com/product/Pz4Ycf/vetroo-k2-mini-itx-desktop-case-vt-case-k2,Mini ITX Desktop,Black,,Tempered Glass,Vetroo,VT-CASE-K2,0,0,0,0,3,0,0,,,,320.0,,Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|200 mm
Thermaltake View 300 MX,https://pcpartpicker.com/product/FdZ9TW/thermaltake-view-300-mx-atx-mid-tower-case-ca-1p6-00m1wn-00,ATX Mid Tower,Black,,Tempered Glass,Thermaltake,CA-1P6-00M1WN-00,2,0,0,4,7,0,0,506.0,230.0,505.0,400.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm|200 mm
Azza Bastion 120,https://pcpartpicker.com/product/LkxRsY/azza-bastion-120-microatx-mid-tower-case-csaz-120,MicroATX Mid Tower,Black,,Tempered Glass,Azza,CSAZ-120,2,0,0,4,4,0,0,400.0,230.0,390.0,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm|200 mm
Lazer3D LZX-8 Storm,https://pcpartpicker.com/product/Vjwypg/lazer3d-lzx-8-storm-mini-itx-desktop-case-lzx-8-storm,Mini ITX Desktop,Black / White,,,Lazer3D,LZX-8 STORM,1,0,0,0,2,0,0,220.0,245.0,160.0,205.0,,Mini DTX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,,120 mm|140 mm
Cougar MX440-G RGB,https://pcpartpicker.com/product/pBNxFT/cougar-mx440-g-rgb-atx-mid-tower-case-3856c200001,ATX Mid Tower,Black,,Tempered Glass,Cougar,3856C20.0001,2,0,0,2,7,0,0,424.0,215.0,505.0,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Rosewill SPECTRA C201,https://pcpartpicker.com/product/ZhQcCJ/rosewill-spectra-c201-atx-mid-tower-case-spectra-c201,ATX Mid Tower,Black,,Tempered Glass,Rosewill,SPECTRA C201,2,0,0,3,7,0,0,370.84,215.9,469.9,345.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
CiT Blade ARGB,https://pcpartpicker.com/product/3FsV3C/cit-blade-argb-atx-mid-tower-case-cit-blade-argb,ATX Mid Tower,Black,,Tempered Glass,CiT,CIT-BLADE-ARGB|CIT-BLADE,2,0,0,2,7,0,0,381.0,210.0,486.0,330.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
OCPC MINI2,https://pcpartpicker.com/product/xwgrxr/ocpc-mini2-mini-itx-test-bench-case-oc-cs-hym2-itx-bk,Mini ITX Test Bench,Black,,,OCPC,OC-CS-HYM2-ITX-BK,0,0,0,1,0,0,1,130.0,210.0,263.0,,,Mini ITX,None,,
Noua Mesh M9,https://pcpartpicker.com/product/J7wmP6/noua-mesh-m9-atx-mid-tower-case-cs0322ag-m9k000,ATX Mid Tower,Black,,Mesh,Noua,CS0322AG-M9K000,2,0,0,4,7,0,2,385.0,210.0,478.0,320.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Enermax StarryKnight SK30 RGB,https://pcpartpicker.com/product/cXTp99/enermax-starryknight-sk30-rgb-atx-mid-tower-case-eca-sk30-bb-argb-01,ATX Mid Tower,Black,,Tempered Glass,Enermax,ECA-SK30-BB-ARGB-01,2,0,0,2,7,0,0,,,,405.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Tecware Nexus Evo RGB,https://pcpartpicker.com/product/KrRwrH/tecware-nexus-evo-rgb-atx-mid-tower-case-twca-nex-evbk,ATX Mid Tower,Black,,Tempered Glass,Tecware,TWCA-NEX-EVBK|TW-CA-NEXEVO-BK,2,0,0,2,7,0,0,405.0,201.0,435.0,350.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Jonsbo BO 100,https://pcpartpicker.com/product/dq88TW/jonsbo-bo-100-mini-itx-desktop-case-bo100-gblack,Mini ITX Desktop,Black,,Tempered Glass,Jonsbo,BO100-GBlack,1,0,0,2,2,0,0,233.0,239.0,282.0,,,Mini DTX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,,120 mm
KOLINK Inspire K11 ARGB,https://pcpartpicker.com/product/gF9wrH/kolink-inspire-k11-argb-atx-mid-tower-case-inspire-k11-argb,ATX Mid Tower,,,Tempered Glass,KOLINK,INSPIRE-K11-ARGB,2,0,0,2,7,0,0,378.0,190.0,447.0,315.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
KOLINK KLA-002,https://pcpartpicker.com/product/Ksrqqs/kolink-kla-002-atx-mid-tower-case-kla-002,ATX Mid Tower,Black,,,KOLINK,KLA-002,3,1,0,2,7,0,0,350.0,175.0,410.0,350.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,80 mm|120 mm
KOLINK Unity Nexus ARGB,https://pcpartpicker.com/product/6KQKHx/kolink-unity-nexus-argb-atx-mid-tower-case-unity-nexus,ATX Mid Tower,Black,,Tempered Glass,KOLINK,UNITY-NEXUS,2,0,0,2,7,0,3,460.0,230.0,485.0,415.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
SilentiumPC Regnum RG1W,https://pcpartpicker.com/product/2N4Zxr/silentiumpc-regnum-rg1w-atx-mid-tower-case-spc153,ATX Mid Tower,Black,,Acrylic,SilentiumPC,SPC153,2,2,0,2,7,0,0,443.0,199.0,447.0,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm
DIYPC IDX2-ARGB,https://pcpartpicker.com/product/hZhmP6/diypc-idx2-argb-atx-mid-tower-case-idx2-o-argb,ATX Mid Tower,Orange / Black,,Tempered Glass,DIYPC,IDX2-O-ARGB,4,0,0,5,7,0,0,452.12,215.392,482.092,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
GameMax Destroyer,https://pcpartpicker.com/product/tPFmP6/gamemax-destroyer-microatx-mini-tower-case-destroyer-tgw,MicroATX Mini Tower,White,,Tempered Glass,GameMax,Destroyer TGW,2,0,0,3,5,0,0,461.0,210.0,450.0,410.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo D300 4PCS,https://pcpartpicker.com/product/DzwmP6/jonsbo-d300-4pcs-microatx-mid-tower-case-d300-4pcs-black,MicroATX Mid Tower,Black,,Tempered Glass,Jonsbo,D300 4PCS BLACK,2,0,0,1,5,0,0,460.2,236.4,420.9,430.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|360 mm,120 mm|140 mm
Frontier Technology Trendsonic Amalthea AM20A-1,https://pcpartpicker.com/product/cd26Mp/frontier-technology-trendsonic-amalthea-am20a-1-atx-mid-tower-case-20a-1,ATX Mid Tower,Black,,Tempered Glass,Frontier Technology,20A-1,2,0,0,2,7,0,0,350.0,205.0,470.0,330.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
SHARKOON TG7M RGB,https://pcpartpicker.com/product/MvGhP6/sharkoon-tg7m-rgb-atx-mid-tower-case-4044951035069,ATX Mid Tower,Black,,Tempered Glass,SHARKOON,4044951035069,2,0,0,4,7,0,0,485.0,220.0,488.0,380.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|360 mm,120 mm|140 mm
MSI MAG PANO M100L PZ,https://pcpartpicker.com/product/QHgrxr/msi-mag-pano-m100l-pz-microatx-mid-tower-case-mag-pano-m100l-pz,MicroATX Mid Tower,Black,,Tempered Glass,MSI,MAG PANO M100L PZ|MAG PANO M100L PZ BLACK,1,0,0,1,5,0,0,440.0,235.0,405.0,390.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
DIYPC ARGB-Q1.V2,https://pcpartpicker.com/product/7PtLrH/diypc-argb-q1v2-microatx-mini-tower-case-argb-q1v2-bk,MicroATX Mini Tower,Black,,Tempered Glass,DIYPC,ARGB-Q1.V2-BK,1,0,0,2,5,0,0,,,,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 2.0 Type-A,120 mm|240 mm,120 mm
DIYPC ARGB-Q1.V2,https://pcpartpicker.com/product/Vn3NnQ/diypc-argb-q1v2-microatx-mini-tower-case-argb-q1v2-w,MicroATX Mini Tower,White,,Tempered Glass,DIYPC,ARGB-Q1.V2-W,1,0,0,2,5,0,0,,,,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 2.0 Type-A,120 mm|240 mm,120 mm
Aerocool Viewport Mini V2,https://pcpartpicker.com/product/PpdG3C/aerocool-viewport-mini-v2-microatx-mini-tower-case-viewport-mini-bk-v2,MicroATX Mini Tower,Black,,Tempered Glass,Aerocool,Viewport-Mini-BK-v2,1,0,0,2,4,0,0,377.5,212.0,437.0,355.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
SHARKOON Skiller SGC1 RGB,https://pcpartpicker.com/product/BwwmP6/sharkoon-skiller-sgc1-rgb-atx-mid-tower-case-4044951026586,ATX Mid Tower,Black,,Tempered Glass,SHARKOON,4044951026586,3,2,0,4,7,0,0,450.0,220.0,478.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
darkFlash DK415P,https://pcpartpicker.com/product/xTYfrH/darkflash-dk415p-microatx-mini-tower-case-dk415p-bk,MicroATX Mini Tower,Black,,Tempered Glass,darkFlash,DK415P-BK,2,0,0,2,5,0,0,450.0,210.0,420.0,410.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,
Ocypus Gamma C72,https://pcpartpicker.com/product/bJm2FT/ocypus-gamma-c72-atx-mid-tower-case-gamma-c72-bkd000xx-gl,ATX Mid Tower,Black,,Tempered Glass,Ocypus,Gamma-C72-BKD000XX-GL,2,0,0,2,7,0,0,434.0,218.0,454.0,425.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
Zalman Z10 DS,https://pcpartpicker.com/product/WTjv6h/zalman-z10-ds-atx-mid-tower-case-z10-ds,ATX Mid Tower,Black,,Tempered Glass,Zalman,Z10 DS,2,0,0,2,7,0,0,474.0,220.0,488.0,395.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cougar Airface Pure RGB,https://pcpartpicker.com/product/6gqNnQ/cougar-airface-pure-rgb-atx-mid-tower-case-cgr-2ga5w-rgb,ATX Mid Tower,White,,Tempered Glass,Cougar,CGR-2GA5W-RGB|382GA50.0002|Airface Pure RGB (White),2,0,0,2,7,0,0,375.0,220.0,460.0,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Rosewill Helium Air RGB,https://pcpartpicker.com/product/ryy8TW/rosewill-helium-air-rgb-atx-mid-tower-case-helium-air-bk-rgb,ATX Mid Tower,Black,,Mesh,Rosewill,Helium Air BK RGB,3,0,0,0,7,0,0,470.0,240.0,513.0,390.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
AQIRYS Draco ARGB,https://pcpartpicker.com/product/RpRnTW/aqirys-draco-argb-atx-mid-tower-case-aqrys_dracowh,ATX Mid Tower,White,,Tempered Glass,AQIRYS,AQRYS_DRACOWH,1,0,0,2,7,0,0,443.0,278.0,422.0,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
ALPHAGEAR Atlas,https://pcpartpicker.com/product/hjKnTW/alphagear-atlas-atx-mid-tower-case-ag-atlas-bk,ATX Mid Tower,Black,,,ALPHAGEAR,AG-ATLAS-BK,2,0,0,2,7,0,0,395.0,205.0,445.0,345.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,Front: 360 / 240 / 120 mm|Rear: 120 mm,Front: 3 x 120 mm|Rear: 1 x 120 mm
