name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
NZXT H9 Elite,https://pcpartpicker.com/product/mWYmP6/nzxt-h9-elite-atx-mid-tower-case-cm-h91ew-01,ATX Mid Tower,White,,Tempered Glass,NZXT,CM-H91EW-01,2,0,0,4,7,0,0,466.0,290.0,495.0,435.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
BitFenix Nova Mesh M ARGB,https://pcpartpicker.com/product/w9rqqs/bitfenix-nova-mesh-m-argb-microatx-mini-tower-case-nsm-150-wwgsw-3a,MicroATX Mini Tower,White,,Tempered Glass,BitFenix,NSM-150-WWGSW-3A|BFC-NSM-150-WWGSW-3A,2,0,0,3,4,0,0,400.0,205.0,385.0,345.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Zalman CUBIX,https://pcpartpicker.com/product/sHqNnQ/zalman-cubix-microatx-mini-tower-case-cubix-bk,MicroATX Mini Tower,Black,,,Zalman,CUBIX-BK,1,0,0,1,4,0,0,,,,260.0,,Micro ATX|Mini DTX|Mini ITX,USB 3.2 Gen 1 Type-A,,80 mm
Lian Li Vector V100,https://pcpartpicker.com/product/qRwD4D/lian-li-v100-atx-mid-tower-case-v100w,ATX Mid Tower,White,,Tempered Glass,Lian Li,V100W,1,0,0,1,7,0,0,466.0,235.5,484.65,415.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Corsair 4000D Airflow,https://pcpartpicker.com/product/WBVG3C/corsair-4000d-airflow-atx-mid-tower-case-cc-9011201-ww,ATX Mid Tower,White,,Tinted Tempered Glass,Corsair,CC-9011201-WW,2,0,0,2,7,0,2,453.0,230.0,466.0,360.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,
MSI MAG FORGE 320R AIRFLOW,https://pcpartpicker.com/product/brP8TW/msi-mag-forge-320r-airflow-atx-mid-tower-case-mag-forge-320r-airflow,ATX Mid Tower,Black,,Tempered Glass,MSI,MAG FORGE 320R AIRFLOW|MAG FORGE 320R|306-7G23R21-809,2,0,0,1,7,0,0,472.5,210.0,498.0,390.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Montech X5,https://pcpartpicker.com/product/q88Pxr/montech-x5-atx-mid-tower-case-x5-b,ATX Mid Tower,Black,,Tempered Glass,Montech,X5 (B),2,0,0,2,7,0,0,482.0,216.0,496.0,410.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Define 7 XL,https://pcpartpicker.com/product/dyLwrH/fractal-design-define-7-xl-atx-full-tower-case-fd-c-def7x-01,ATX Full Tower,Black,,,Fractal Design,FD-C-DEF7X-01,6,2,0,2,9,0,0,604.0,240.0,566.0,524.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
HYTE Y70 Touch Infinite,https://pcpartpicker.com/product/4X88TW/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-rb,ATX Mid Tower,Red / Black,,Tempered Glass,HYTE,CS-HYTE-Y70TI-RB|CS-HYTE-Y70TTI-RB,2,0,0,0,0,7,4,470.0,320.0,470.0,390.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm / 2 x 140 mm|Right: 3 x 120 mm / 2 x 140 mm
HAVN HS420 VGPU,https://pcpartpicker.com/product/zzbRsY/havn-hs420-vgpu-atx-mid-tower-case-hvn-ca-hs420-08,ATX Mid Tower,Black,,Tempered Glass,HAVN,HVN-CA-HS420-08,5,0,0,0,6,0,4,541.0,259.5,547.0,470.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Corsair 3500X CALL OF DUTY BLACK OPS 6 EDITION,https://pcpartpicker.com/product/bdm2FT/corsair-3500x-call-of-duty-black-ops-6-edition-atx-mid-tower-case-cc-9011276-cod,ATX Mid Tower,Black / Orange,,Tempered Glass,Corsair,CC-9011276-COD,2,0,0,2,7,0,0,460.0,240.0,506.0,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Focus 2,https://pcpartpicker.com/product/gWFbt6/fractal-design-focus-2-atx-mid-tower-case-fd-c-foc2a-07,ATX Mid Tower,Black,,,Fractal Design,FD-C-FOC2A-07,2,0,0,2,7,0,0,472.0,215.0,451.0,405.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo TK-0,https://pcpartpicker.com/product/ZbmNnQ/jonsbo-tk-0-mini-itx-desktop-case-tk-0-black,Mini ITX Desktop,Black,,Tempered Glass,Jonsbo,TK-0 Black,1,0,0,1,2,0,0,250.0,235.0,280.0,230.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,,120 mm|140 mm
DIYPC DIY-CUBE01,https://pcpartpicker.com/product/J9V2FT/diypc-diy-cube01-microatx-mini-tower-case-diy-cube01-bk,MicroATX Mini Tower,Black,,Tempered Glass,DIYPC,DIY-CUBE01-BK,0,0,0,0,5,0,0,365.76,279.4,391.16,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Thermaltake View 380 ARGB,https://pcpartpicker.com/product/8hfxFT/thermaltake-view-380-argb-atx-mid-tower-case-ca-1z2-00m1wn-00,ATX Mid Tower,Black,,Tinted Tempered Glass,Thermaltake,CA-1Z2-00M1WN-00,1,0,0,2,7,0,0,442.0,285.0,410.0,415.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
DIYPC ARGB-N5,https://pcpartpicker.com/product/xtsMnQ/diypc-argb-n5-bk-atx-mid-tower-case-argb-n5-bk,ATX Mid Tower,Black,,Tempered Glass,DIYPC,ARGB-N5-BK,2,0,0,0,7,0,0,,,,,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Deepcool MATREXX 30,https://pcpartpicker.com/product/Pdprxr/deepcool-matrexx-30-microatx-mini-tower-case-matrexx-30,MicroATX Mini Tower,Black,,Tempered Glass,Deepcool,MATREXX 30|DP-MATX-MATREXX30|DP-ATX-MATREXX50,3,1,0,2,4,0,0,405.8,193.0,378.2,250.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm
HYTE Y60 Snow White,https://pcpartpicker.com/product/3JfxFT/hyte-y60-snow-white-atx-mid-tower-case-cs-hyte-y60-ww,ATX Mid Tower,White,,Tempered Glass,HYTE,CS-HYTE-Y60-WW,2,0,0,0,0,6,3,456.0,285.0,462.0,375.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 120 mm|Top: 360 / 240 / 120 mm|Right: 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 2 x 120 mm / 2 x 140 mm|Right: 2 x 120 mm / 2 x 140 mm
Thermaltake Versa H18,https://pcpartpicker.com/product/dgndnQ/thermaltake-versa-h18-microatx-mini-tower-case-ca-1j4-00s1wn-01,MicroATX Mini Tower,Black,,Tempered Glass,Thermaltake,CA-1J4-00S1WN-01,2,0,0,2,4,0,0,380.0,205.0,390.0,350.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Fractal Design Pop Air,https://pcpartpicker.com/product/KLQcCJ/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-01,ATX Mid Tower,Black,,,Fractal Design,FD-C-POA1A-01,2,2,0,2,7,0,0,473.5,215.0,454.0,405.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Lian Li LANCOOL III RGB,https://pcpartpicker.com/product/WggFf7/lian-li-lancool-iii-rgb-atx-mid-tower-case-lancool-3r-x,ATX Mid Tower,Black,,Tempered Glass,Lian Li,LANCOOL 3R-X|Lancool III RGB Black|G99.LAN3RX.00|LAN3RX,4,0,0,8,8,0,0,526.0,238.0,523.0,435.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
HYTE Y60,https://pcpartpicker.com/product/H6VmP6/hyte-y60-atx-mid-tower-case-cs-hyte-y60-b,ATX Mid Tower,Black,,Tempered Glass,HYTE,CS-HYTE-Y60-B,2,0,0,0,0,6,3,456.0,285.0,462.0,375.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 120 mm|Top: 360 / 240 / 120 mm|Right: 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 2 x 120 mm / 2 x 140 mm|Right: 2 x 120 mm / 2 x 140 mm
Lian Li O11 Dynamic EVO,https://pcpartpicker.com/product/Ykytt6/lian-li-o11-dynamic-evo-atx-mid-tower-case-pc-o11dex,ATX Mid Tower,Black,,Tinted Tempered Glass,Lian Li,PC-O11DEX|O11DEX,6,0,0,3,8,0,0,465.0,285.0,459.0,422.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Torrent,https://pcpartpicker.com/product/BjqPxr/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-01,ATX Mid Tower,Black,,Tinted Tempered Glass,Fractal Design,FD-C-TOR1A-01,2,0,0,4,7,0,0,544.0,242.0,530.0,461.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Phanteks Enthoo Elite,https://pcpartpicker.com/product/hbYWGX/phanteks-enthoo-elite-black-atx-full-tower-case-ph-es916e_bk,ATX Full Tower,Black,,Tinted Tempered Glass,Phanteks,PH-ES916E_BK,6,1,0,4,10,0,0,615.0,270.0,750.0,,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Lian Li Lancool 207 Digital,https://pcpartpicker.com/product/s8jv6h/lian-li-lancool-207-digital-atx-mid-tower-case-lancool-207-digital,ATX Mid Tower,Black,,Tempered Glass,Lian Li,LANCOOL 207 Digital|LAN207DX|G99.LAN207DX.00|PC-LAN207DX,2,0,0,0,7,0,0,455.6,219.0,456.0,375.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Asus Prime AP201,https://pcpartpicker.com/product/Zq3NnQ/asus-prime-ap201-microatx-mini-tower-case-prime-ap201-tg-bk,MicroATX Mini Tower,Black,,Tempered Glass,Asus,PRIME-AP201-TG-BK|90DC00G0-B39010|PRIME AP201-BK TG|AP201/BLK/TG//,3,0,0,1,4,0,0,350.0,205.0,460.0,338.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo N10,https://pcpartpicker.com/product/Vqh2FT/jonsbo-n10-mini-itx-tower-case-n10-black,Mini ITX Tower,Black,,Mesh,Jonsbo,N10 Black,0,0,0,4,0,0,0,205.0,108.0,205.0,,,Mini ITX,USB 3.2 Gen 2 Type-C,,40 mm
Thermaltake The Tower 600,https://pcpartpicker.com/product/JN3NnQ/thermaltake-the-tower-600-atx-mid-tower-case-ca-1z1-00m1wn-00,ATX Mid Tower,Black,,Tempered Glass,Thermaltake,CA-1Z1-00M1WN-00,1,0,0,2,7,0,0,286.4,420.0,550.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Corsair iCUE 5000D RGB AIRFLOW,https://pcpartpicker.com/product/xrHqqs/corsair-icue-5000d-rgb-airflow-atx-mid-tower-case-cc-9011242-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011242-WW,2,0,0,4,7,0,2,520.0,245.0,520.0,420.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
GAMDIAS TALOS E3,https://pcpartpicker.com/product/hrWzK8/gamdias-talos-e3-atx-mid-tower-case-talos-e3,ATX Mid Tower,Black,,Tempered Glass,GAMDIAS,TALOS E3|GD-TALOS-E3,2,0,0,2,7,0,0,,,,300.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Meshify 3 Ambience Pro RGB,https://pcpartpicker.com/product/hdrp99/fractal-design-meshify-3-ambience-pro-rgb-atx-mid-tower-case-fd-c-mes3a-03,ATX Mid Tower,Black,,Tinted Tempered Glass,Fractal Design,FD-C-MES3A-03,2,0,0,2,7,0,0,433.0,229.0,507.0,349.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo N5,https://pcpartpicker.com/product/vGWJ7P/jonsbo-n5-atx-full-tower-case-n5-black,ATX Full Tower,Black / Brown,,Mesh,Jonsbo,N5 Black|N5|6970620554006,12,0,0,4,8,0,0,403.0,355.0,350.0,325.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Montech XR Wood,https://pcpartpicker.com/product/yYdMnQ/montech-xr-wood-atx-mid-tower-case-xr-wood-b,ATX Mid Tower,Black / Brown,,Tempered Glass,Montech,XR WOOD (B),2,0,0,2,7,0,0,475.0,230.0,456.0,420.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|360 mm,120 mm|140 mm
FormD T1 V2.1 CNC Anodized,https://pcpartpicker.com/product/sH3WGX/formd-t1-v21-cnc-anodized-mini-itx-desktop-case-47333328978238,Mini ITX Desktop,Black,,Mesh,FormD,47333328978238,0,0,0,0,0,0,3,,,,325.0,,Mini ITX,None,120 mm|240 mm,120 mm
Deepcool CC560 V2,https://pcpartpicker.com/product/tHLdnQ/deepcool-cc560-v2-atx-mid-tower-case-r-cc560-bkgaa4-g-2,ATX Mid Tower,Black,,Tempered Glass,Deepcool,R-CC560-BKGAA4-G-2|CC560 V2|CC560 V2-AMAZON,2,0,0,2,7,0,0,432.0,215.0,483.0,370.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Corsair AIR 5400 LX-R RGB iCUE LINK,https://pcpartpicker.com/product/HZPv6h/corsair-air-5400-lx-r-rgb-icue-link-atx-mid-tower-case-cc-9011320-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011320-WW,1,0,0,2,7,0,0,470.0,340.0,467.0,360.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 360 / 240 / 120 mm|Rear: 120 mm|Top: 360 / 240 / 120 mm|Bottom: 360 / 240 / 120 mm,Front: 3 x 120 mm|Rear: 1 x 120 mm|Top: 3 x 120 mm|Bottom: 3 x 120 mm
Aerocool CS-107 RGB,https://pcpartpicker.com/product/rNnXsY/aerocool-cs-107-rgb-microatx-mini-tower-case-cs-107-a-bk-v2,MicroATX Mini Tower,Black,,Tempered Glass,Aerocool,CS-107-A-BK-V2|ACCS-PC14032.11|AEROPGSCS-107-A-V2,1,0,0,2,4,0,0,340.6,197.5,353.0,286.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Asus A31,https://pcpartpicker.com/product/QNpD4D/asus-a31-atx-mid-tower-case-a31-tg-black,ATX Mid Tower,Black,,Tempered Glass,Asus,A31 TG Black,2,0,0,0,7,0,0,435.0,238.0,511.0,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
DARKROCK EC2,https://pcpartpicker.com/product/8fHp99/darkrock-ec2-atx-mid-tower-case-cp-case-dr-ec2-bk,ATX Mid Tower,Black,,Tempered Glass,DARKROCK,CP-CASE-DR-EC2-BK|EC2-BK,2,0,0,2,7,0,0,383.54,218.44,447.04,340.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li A4-H20 A4,https://pcpartpicker.com/product/BCcG3C/lian-li-a4-h20-a4-mini-itx-desktop-case-a4-h20-a4,Mini ITX Desktop,Silver / Black,,Mesh,Lian Li,A4-H20 A4|A4-H20 A4 Silver|A4-H2O A4|A4-H2O A4 Silver|G99.A4H2OA4.00,0,0,0,1,3,0,0,326.0,140.0,244.0,322.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
be quiet! Light Base 900 FX,https://pcpartpicker.com/product/Wpqrxr/be-quiet-light-base-900-fx-atx-full-tower-case-bgw71,ATX Full Tower,Black,,Tempered Glass,be quiet!,BGW71,1,0,0,4,8,0,0,532.0,327.0,484.0,495.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Corsair iCUE LINK 3500X RGB,https://pcpartpicker.com/product/Zthv6h/corsair-icue-link-3500x-rgb-atx-mid-tower-case-cc-9011280-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011280-WW,2,0,0,2,7,0,0,460.0,240.0,506.0,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
MSI MAG FORGE M100R,https://pcpartpicker.com/product/Xm92FT/msi-mag-forge-m100r-microatx-mini-tower-case-mag-forge-m100r,MicroATX Mini Tower,Black,,Tempered Glass,MSI,MAG FORGE M100R|306-7G20R21-809,2,0,0,2,4,0,0,388.0,200.0,423.0,300.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Phanteks Enthoo Pro Tempered Glass,https://pcpartpicker.com/product/BfPKHx/phanteks-enthoo-pro-tempered-glass-atx-full-tower-case-ph-es614ptg_bk,ATX Full Tower,Black,,Tinted Tempered Glass,Phanteks,PH-ES614PTG_BK,6,3,0,2,8,0,0,550.0,235.0,535.0,472.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm|200 mm
NZXT H9 Flow (2023),https://pcpartpicker.com/product/VCpzK8/nzxt-h9-flow-atx-mid-tower-case-cm-h91fb-01,ATX Mid Tower,Black,,Tempered Glass,NZXT,CM-H91FB-01,2,0,0,4,7,0,0,466.0,290.0,495.0,435.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
NZXT H5 Flow RGB (2024),https://pcpartpicker.com/product/236NnQ/nzxt-h5-flow-rgb-2024-atx-mid-tower-case-cc-h52fw-r1,ATX Mid Tower,White,,Tempered Glass,NZXT,CC-H52FW-R1,1,0,0,2,7,0,0,430.0,225.0,465.0,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Fractal Design North,https://pcpartpicker.com/product/d8WzK8/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-03,ATX Mid Tower,White,,Mesh,Fractal Design,FD-C-NOR1C-03,2,0,0,2,7,0,0,447.0,215.0,469.0,355.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 360 / 280 / 240 / 140 / 120 mm|Rear: 120 mm|Top: 240 / 120 mm,Front: 3 x 120 mm / 2 x 140 mm|Rear: 1 x 120 mm|Top: 2 x 120 mm / 2 x 140 mm|Left: 2 x 120 mm / 2 x 140 mm
Deepcool CC360 ARGB,https://pcpartpicker.com/product/6C6NnQ/deepcool-cc360-argb-microatx-mini-tower-case-r-cc360-bkapm3-g-1,MicroATX Mini Tower,Black,,Tinted Tempered Glass,Deepcool,R-CC360-BKAPM3-G-1|CC360 ARGB,2,0,0,2,4,0,0,418.0,215.0,431.0,320.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Phanteks XT View,https://pcpartpicker.com/product/3JQKHx/phanteks-xt-view-atx-mid-tower-case-ph-xt523v1-dbk01,ATX Mid Tower,Black,,Tempered Glass,Phanteks,PH-XT523V1-DBK01,2,0,0,3,7,0,0,440.0,230.0,500.0,415.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Montech AIR 100 LITE,https://pcpartpicker.com/product/Dsstt6/montech-air-100-lite-microatx-mid-tower-case-air-100-lite-black,MicroATX Mid Tower,Black,,Tempered Glass,Montech,AIR 100 LITE Black|K003,2,0,0,2,4,0,0,405.0,210.0,425.0,330.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
DIYPC DIY-mATX06-Wood,https://pcpartpicker.com/product/rk8Pxr/diypc-diy-matx06-wood-microatx-mini-tower-case-diy-matx06-wood,MicroATX Mini Tower,Black / Brown,,Tempered Glass,DIYPC,DIY-mATX06-Wood,2,0,0,1,4,0,0,460.0,218.0,403.0,402.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm|Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm|Motherboard Tray: 2 x 120 mm
MSI MAG FORGE 112R,https://pcpartpicker.com/product/cJJgXL/msi-mag-forge-112r-atx-mid-tower-case-mag-forge-112r,ATX Mid Tower,Black,,Tempered Glass,MSI,MAG FORGE 112R|306-7G16X23-809,2,0,0,3,7,0,0,409.0,214.0,485.0,330.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Corsair 9000D RGB AIRFLOW,https://pcpartpicker.com/product/FvzXsY/corsair-9000d-rgb-airflow-atx-full-tower-case-cc-9011274-ww,ATX Full Tower,White,,Tempered Glass,Corsair,CC-9011274-WW,5,0,0,6,8,0,0,698.0,307.0,698.0,400.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm|200 mm
Cooler Master HAF 700 EVO,https://pcpartpicker.com/product/FCPQzy/cooler-master-haf-700-evo-atx-full-tower-case-h700e-ignn-s00,ATX Full Tower,Gray / Black,,Tempered Glass,Cooler Master,H700E-IGNN-S00,12,0,0,0,8,0,0,,,,490.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm|200 mm
Jonsbo NV10,https://pcpartpicker.com/product/7DJBD3/jonsbo-nv10-mini-itx-desktop-case-nv10-silver,Mini ITX Desktop,Silver / Brown,,Mesh,Jonsbo,NV10 Silver,0,0,0,0,0,2,0,205.0,108.0,205.0,190.0,,Mini ITX,USB 3.2 Gen 2 Type-C,,
Thermaltake The Tower 300,https://pcpartpicker.com/product/8TxxFT/thermaltake-the-tower-300-microatx-mini-tower-case-ca-1y4-00s1wn-00,MicroATX Mini Tower,Black,,Tempered Glass,Thermaltake,CA-1Y4-00S1WN-00,3,0,0,0,4,0,0,342.0,281.0,551.0,400.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Cooler Master Q300L V2,https://pcpartpicker.com/product/wMyH99/cooler-master-q300l-v2-atx-mid-tower-case-q300lv2-kgnn-s00,MicroATX Mini Tower,Black,,Tempered Glass,Cooler Master,Q300LV2-KGNN-S00,1,0,0,2,4,0,0,387.0,230.0,383.0,360.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm|140 mm
