name,part_url,price,style,switches,backlit,tenkeyless,connection_type,color
Kensington 64390,https://pcpartpicker.com/product/pDW9TW/kensington-keyboard-64390,,Standard,,,false,Wireless,Black / Beige
Gear Head KB5150W,https://pcpartpicker.com/product/Wfbp99/gear-head-keyboard-kb5150w,,Standard,,,false,Wireless,Black
Kensington Pro Fit,https://pcpartpicker.com/product/jvJwrH/kensington-keyboard-k72338us,,Slim,,,false,Wireless,Black
Logitech MK520,https://pcpartpicker.com/product/PKrG3C/logitech-keyboard-920002553,,Ergonomic,,,false,Wireless,Black
Gear Head KB5500W,https://pcpartpicker.com/product/FbMFf7/gear-head-keyboard-kb5500w,,Slim,,,false,Wireless,Black
Rosewill RK-9000BR,https://pcpartpicker.com/product/Xpckcf/rosewill-keyboard-rk9000br,,Standard,Cherry MX Brown,,false,Wired,Black
Ergoguys Adjustable Keyboard,https://pcpartpicker.com/product/FJrG3C/ergoguys-keyboard-gtu0077,,Ergonomic,,,false,Wired,Black
Rosewill RK-9000RE,https://pcpartpicker.com/product/hx3RsY/rosewill-keyboard-rk9000re,,Standard,Cherry MX Red,,false,Wired,Black
Enermax KB008W-B-US,https://pcpartpicker.com/product/QCYXsY/enermax-keyboard-kb008wbus,,Ergonomic,,,false,Wireless,Black
Rosewill RK-9000BL,https://pcpartpicker.com/product/QNCwrH/rosewill-keyboard-rk9000bl,,Standard,Cherry MX Black,,false,Wired,Black
Microsoft Natural Elite,https://pcpartpicker.com/product/mjFPxr/microsoft-keyboard-a1300002,,Ergonomic,,,false,Wired,White
SolidTek KB-3410BU,https://pcpartpicker.com/product/xmsKHx/solidtek-keyboard-kb3410bu,,Mini,,,false,Wired,Black
Adesso AKB-230W,https://pcpartpicker.com/product/Z4bp99/adesso-keyboard-akb230w,,Slim,,,false,Wired,White
Gear Head KB1700U,https://pcpartpicker.com/product/knDwrH/gear-head-keyboard-8031207,,Mini,,,false,Wired,Black
Cherry Ultraslim,https://pcpartpicker.com/product/TbMFf7/cherry-keyboard-g844100lpaus0,,Slim,Cherry ML,,false,Wired,Gray
Gear Head KB3750W,https://pcpartpicker.com/product/rCYXsY/gear-head-keyboard-kb3750w,,Mini,,,true,Wireless,Black
Gigabyte Force K3,https://pcpartpicker.com/product/VqFPxr/gigabyte-keyboard-gkforcek3,,Gaming,,,false,Wired,Black
Gear Head KBL5925W,https://pcpartpicker.com/product/2LQypg/gear-head-keyboard-kbl5925w,,Standard,,,false,Wireless,Black
SIIG JK-US0412-S1,https://pcpartpicker.com/product/7DW9TW/siig-keyboard-jkus0412s1,,Slim,,,false,Wired,Black
Lenovo 57Y6336,https://pcpartpicker.com/product/b6H323/lenovo-keyboard-57y6336,,Mini,,,false,Wireless,Black
Saitek ECB43001N002/04/1,https://pcpartpicker.com/product/9qFPxr/saitek-keyboard-ecb43001n002041,,Slim,,White,false,Wireless,Black
Razer BlackWidow,https://pcpartpicker.com/product/WdR48d/razer-keyboard-rz0300390100r3u1,,Gaming,Cherry MX Blue,,false,Wired,Black
Saitek Cyborg V5,https://pcpartpicker.com/product/gYjG3C/saitek-keyboard-ccb44026n0b2061,,Gaming,,Red,false,Wired,Black
Enermax KB009U-B,https://pcpartpicker.com/product/6VphP6/enermax-keyboard-kb009ubus,,Standard,,,false,Wired,Black
SolidTek KB-730BP,https://pcpartpicker.com/product/tXckcf/solidtek-keyboard-kb730bp,,Mini,,,false,Wired,Black
Logitech K360,https://pcpartpicker.com/product/jQJwrH/logitech-keyboard-920003364,,Standard,,,false,Wireless,Black / Gold
Logitech Call of Duty: MW3 Edition,https://pcpartpicker.com/product/pdR48d/logitech-keyboard-920003652,,Gaming,,Green,false,Wired,Black
Razer BlackWindow Ultimate Mac Edition,https://pcpartpicker.com/product/BHyFf7/razer-keyboard-rz0300381300r3m1,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Cherry G84-4101PPAUS,https://pcpartpicker.com/product/XXckcf/cherry-keyboard-g844101ppaus,,Slim,Cherry ML,,false,Wired,Gray
Razer Anansi,https://pcpartpicker.com/product/T7Lypg/razer-keyboard-rz0300551200r3m1,,Gaming,,,false,Wired,Black
Cherry J82-16001LUNEU-2,https://pcpartpicker.com/product/vLQypg/cherry-keyboard-j8216001luneu2,,Standard,,,false,Wired,Black
Jetway J05-KB9039ATCB-LF,https://pcpartpicker.com/product/ZdR48d/jetway-keyboard-j05kb9039atcblf,,Mini,,,false,Wireless,Black
Lite-On SK-2030/B,https://pcpartpicker.com/product/4kMFf7/lite-on-keyboard-sk2030b,,Slim,,,false,Wired,Black
KeyTronic K9.3,https://pcpartpicker.com/product/NJrG3C/keytronic-keyboard-k93,,Slim,,,false,Wired,Black
Gigabyte GK-KM5200,https://pcpartpicker.com/product/N7Lypg/gigabyte-keyboard-gkkm5200,,Standard,,,false,Wired,Black
AZIO Levetron Mech4,https://pcpartpicker.com/product/4Xckcf/azio-keyboard-kb588u,,Gaming,Cherry MX Black,,false,Wired,Black
Cherry Wipekey,https://pcpartpicker.com/product/j8Np99/cherry-keyboard-j844300luaus2,,Slim,,,false,Wired,Black
Gear Head KB1500U,https://pcpartpicker.com/product/wnDwrH/gear-head-keyboard-kb1500u,,Mini,,,true,Wired,Silver / Black
KeyTronic KT800P210PK,https://pcpartpicker.com/product/gDW9TW/keytronic-keyboard-kt800p210pk,,Standard,,,false,Wired,Black
HP RC464AA,https://pcpartpicker.com/product/DyCwrH/hp-keyboard-rc464aa,,Standard,,,false,Wired,Black / Gray
Microsoft B2L-00002B,https://pcpartpicker.com/product/hnDwrH/microsoft-keyboard-b2l00002b,,Ergonomic,,,false,Wired,Black
HP DT527A#ABA,https://pcpartpicker.com/product/crFPxr/hp-keyboard-dt527aaba,,Standard,,,false,Wired,Black
SolidTek KB-260ABP,https://pcpartpicker.com/product/wGCwrH/solidtek-keyboard-kb260abp,,Standard,,,false,Wired,Black
HP BT330AA#ABA,https://pcpartpicker.com/product/sfbp99/hp-keyboard-bt330aaaba,,Standard,,,false,Wired,Black
Verbatim 96671,https://pcpartpicker.com/product/Zgg323/verbatim-keyboard-96671,,Standard,,Blue,false,Wired,Black
HP BL549AA#ABA,https://pcpartpicker.com/product/PDW9TW/hp-keyboard-bl549aaaba,,Slim,,,false,Wireless,Black
Cherry G81-7000LPDUS-2,https://pcpartpicker.com/product/qx3RsY/cherry-keyboard-g817000lpdus2,,Standard,Cherry MY,,false,Wired,Black
Wintec FileMate B2020,https://pcpartpicker.com/product/hrFPxr/wintec-keyboard-3fmnb2020wbkr,,Standard,,,false,Wireless,Black
AZIO KB333BM,https://pcpartpicker.com/product/FcphP6/azio-keyboard-kb333bm,,Mini,,,true,Bluetooth Wireless,White
V7 KM0B1-6N6,https://pcpartpicker.com/product/tdR48d/v7-keyboard-km0b16n6,,Standard,,,false,Wired,Black
Cherry G84-4100LCMUS-0,https://pcpartpicker.com/product/sqFPxr/cherry-keyboard-g844100lcmus0,,Slim,Cherry ML,,false,Wired,Gray
V7 KC0D1-5N6,https://pcpartpicker.com/product/qJrG3C/v7-keyboard-kc0d15n6,,Standard,,,false,Wired,Black
AZIO KB351RT,https://pcpartpicker.com/product/DBV48d/azio-keyboard-kb351rt,,Slim,,,false,Wireless,Black
V7 KC0D2-5N6,https://pcpartpicker.com/product/KLQypg/v7-keyboard-kc0d25n6,,Standard,,,false,Wired,Black
IOGEAR GKM552R,https://pcpartpicker.com/product/ncphP6/iogear-keyboard-gkm552r,,Slim,,,false,Wireless,Black
V7 KM0Z1-5N6P,https://pcpartpicker.com/product/F96BD3/v7-keyboard-km0z15n6p,,Slim,,,false,Wired,Black
Ergoguys WKB-1000M,https://pcpartpicker.com/product/z2yFf7/ergoguys-keyboard-wkb1000m,,Ergonomic,,,false,Wireless,White
IOGEAR GKB601B,https://pcpartpicker.com/product/R96BD3/iogear-keyboard-gkb601b,,Mini,,,true,Bluetooth Wireless,Black
Logisys KB208BK,https://pcpartpicker.com/product/9YjG3C/logisys-keyboard-kb208bk,,Standard,,,false,Wired,Black
Cherry G86-51410EUADAA,https://pcpartpicker.com/product/4rFPxr/cherry-keyboard-g8651410euadaa,,Mini,,,false,Wired,Black
SIIG JK-US0312-S1,https://pcpartpicker.com/product/7F2kcf/siig-keyboard-jkus0312s1,31.81,Mini,,,false,Wired,Black
Adesso MKB-125B,https://pcpartpicker.com/product/Z6H323/adesso-keyboard-mkb125b,,Slim,Cherry MX Blue,,false,Wired,Black
SIIG JK-WR0512-S1,https://pcpartpicker.com/product/VPrG3C/siig-keyboard-jkwr0512s1,,Mini,,,false,Wireless,Black
Rosewill RKM-800RF,https://pcpartpicker.com/product/DtGkcf/rosewill-keyboard-rkm800rf,,Slim,,,false,Wired,Black
Rosewill RK-9000,https://pcpartpicker.com/product/mpckcf/rosewill-keyboard-rk9000,,Standard,Cherry MX Blue,,false,Wired,Black
Adesso ACK-540UW,https://pcpartpicker.com/product/9VphP6/adesso-keyboard-ack540uw,,Mini,,,true,Wired,White
Rosewill RIKB-11001,https://pcpartpicker.com/product/8qFPxr/rosewill-keyboard-rikb11001,,Slim,,,false,Wired,Black
Adesso ACK-540PW,https://pcpartpicker.com/product/RDW9TW/adesso-keyboard-ack540pw,,Mini,,,true,Wired,Beige
SIIG JK-WR0412-S1,https://pcpartpicker.com/product/4TyFf7/siig-keyboard-jkwr0412s1,,Mini,,,false,Wireless,Black
Adesso ACK-595UW,https://pcpartpicker.com/product/KzDwrH/adesso-keyboard-ack595uw,,Mini,,,true,Wired,White
Microsoft 2WJ-00002,https://pcpartpicker.com/product/NVphP6/microsoft-keyboard-2wj00002,,Standard,,,false,Wireless,Black
Adesso AKB-430UG,https://pcpartpicker.com/product/qCYXsY/adesso-keyboard-akb430ug,,Standard,,,false,Wired,Gray / Black
HP FK218AA#ABA,https://pcpartpicker.com/product/zcphP6/hp-keyboard-fk218aaaba,263.27,Mini,,,false,Wired,Black
Adesso ACK-5010UW,https://pcpartpicker.com/product/gvJwrH/adesso-keyboard-ack5010uw,,Mini,,,false,Wired,White
SolidTek KB-3001SH,https://pcpartpicker.com/product/YGCwrH/solidtek-keyboard-kb3001sh,,Slim,,,false,Wired,Silver / Black
Adesso ACK-5010PW,https://pcpartpicker.com/product/tvJwrH/adesso-keyboard-ack5010pw,,Mini,,,true,Wired,White
SIIG JK-US0112-S1,https://pcpartpicker.com/product/8gg323/siig-keyboard-jkus0112s1,,Slim,ALPS Clicky Simplified White,,false,Wired,Black
Adesso PCK-208B,https://pcpartpicker.com/product/p7Lypg/adesso-keyboard-pck208b,,Ergonomic,,,false,Wired,Black
Key Ovation GTS-0077,https://pcpartpicker.com/product/HPrG3C/key-ovation-keyboard-gts0077,,Ergonomic,,,false,Wired,Black
Gear Head KB4700TP,https://pcpartpicker.com/product/kBV48d/gear-head-keyboard-kb4700tp,,Mini,,,false,Wired,Black
Key Ovation GTU-0033,https://pcpartpicker.com/product/vBV48d/key-ovation-keyboard-gtu0033,,Ergonomic,,,false,Wired,White
IOGEAR GKM561RKIT,https://pcpartpicker.com/product/rjFPxr/iogear-keyboard-gkm561rkit,,Slim,,,true,Wireless,Black
Adesso WKB-4000BM,https://pcpartpicker.com/product/y6H323/adesso-keyboard-wkb4000bm,,Slim,,,true,Bluetooth Wireless,White
Ergoguys WKB1100,https://pcpartpicker.com/product/zVphP6/ergoguys-keyboard-wkb1100,,Ergonomic,,,true,Wireless,Black
Adesso AKB-131HB,https://pcpartpicker.com/product/sdR48d/adesso-keyboard-akb131hb,,Standard,,,false,Wired,Black
Ergoguys KL-5BLK,https://pcpartpicker.com/product/TkMFf7/ergoguys-keyboard-kl5blk,,Mini,,,false,Wired,Black
Adesso AKB-131PB,https://pcpartpicker.com/product/c96BD3/adesso-keyboard-akb131pb,,Standard,,,false,Wired,Black
Ergoguys WKB2000,https://pcpartpicker.com/product/ZbMFf7/ergoguys-keyboard-wkb2000,,Slim,,,false,Wireless,Black
Adesso AKB-530UB,https://pcpartpicker.com/product/C7Lypg/adesso-keyboard-akb530ub,,Standard,,,false,Wired,Black
Ergoguys KBS-29BLK,https://pcpartpicker.com/product/YDW9TW/ergoguys-keyboard-kbs29blk,,Standard,,,false,Wired,Black
Adesso ACK-5010UB,https://pcpartpicker.com/product/MzDwrH/adesso-keyboard-ack5010ub,,Mini,,,true,Wired,Black
Ergoguys EVIK-110,https://pcpartpicker.com/product/4LQypg/ergoguys-keyboard-evik110,,Ergonomic,,,false,Wired,Black
Adesso AKB-131UB,https://pcpartpicker.com/product/Gpckcf/adesso-keyboard-akb131ub,,Standard,,,false,Wired,Black
Adesso MKB-135B,https://pcpartpicker.com/product/N8Np99/adesso-keyboard-mkb135b,,Standard,Cherry MX Blue,,false,Wired,Black
Das Keyboard DASK3PROMS1,https://pcpartpicker.com/product/MWh9TW/das-keyboard-keyboard-855800001166,,Standard,Cherry MX Blue,,false,Wired,Black
Adesso ACK-595PB,https://pcpartpicker.com/product/nPrG3C/adesso-keyboard-ack595pb,,Mini,,,true,Wired,Black
Das Keyboard Model S Professional,https://pcpartpicker.com/product/w4bp99/das-keyboard-keyboard-855800001180,,Standard,Cherry MX Brown,,false,Wired,Black
Adesso ACK-573UB,https://pcpartpicker.com/product/fXckcf/adesso-keyboard-ack573ub,,Mini,,,true,Wireless,Black
Ergoguys Arabic 101 and English Bilingual,https://pcpartpicker.com/product/DRW9TW/ergoguys-keyboard-cd1049,,Standard,,,false,Wired,Black
Adesso ACK-595PW,https://pcpartpicker.com/product/4HyFf7/adesso-keyboard-ack595pw,,Mini,,,true,Wired,White
Das Keyboard Model S Ultimate Silent,https://pcpartpicker.com/product/CRW9TW/das-keyboard-keyboard-855800001197,,Standard,Cherry MX Brown,,false,Wired,Black
Adesso AKB-110W,https://pcpartpicker.com/product/YvJwrH/adesso-keyboard-akb110w,,Mini,,,true,Wired,White
Das Keyboard Model S Ultimate,https://pcpartpicker.com/product/cDW9TW/das-keyboard-keyboard-855800001173,,Standard,Cherry MX Blue,,false,Wired,Black
Adesso AKB-901,https://pcpartpicker.com/product/ZVphP6/adesso-keyboard-akb901,,Mini,,,true,Wired,Black / Silver
Ergoguys KB-OR-1500BT,https://pcpartpicker.com/product/ynDwrH/ergoguys-keyboard-kbor1500bt,,Mini,,,false,Bluetooth Wireless,Black
Adesso AKB-630B,https://pcpartpicker.com/product/zJrG3C/adesso-keyboard-akb630b,,Standard,,,false,Wired,Black
Ergoguys RK728,https://pcpartpicker.com/product/dhH323/ergoguys-keyboard-rk728,,Ergonomic,,,true,Wireless,Black
Adesso AKB-220,https://pcpartpicker.com/product/j6H323/adesso-keyboard-akb220,,Mini,,,false,Wired,Black
Ergoguys KL-5SILVER,https://pcpartpicker.com/product/Ppckcf/ergoguys-keyboard-kl5silver,,Mini,,,false,Wired,Silver
Adesso PCK-308UB,https://pcpartpicker.com/product/6GCwrH/adesso-keyboard-pck308ub,,Ergonomic,,,false,Wired,Black
KeyTronic TRACKBALL-P2,https://pcpartpicker.com/product/v96BD3/keytronic-keyboard-trackballp2,,Standard,,,false,Wired,Black
Adesso WKB-4100UB,https://pcpartpicker.com/product/RrFPxr/adesso-keyboard-wkb4100ub,,Ergonomic,,,true,Wireless,Black
KeyTronic KT800P2M,https://pcpartpicker.com/product/XwsKHx/keytronic-keyboard-kt800p2m,,Standard,,,false,Wired,Black
Adesso MCK-91,https://pcpartpicker.com/product/pCYXsY/adesso-keyboard-mck91,96.9,Mini,,,true,Wired,Black
KeyTronic KT400U2,https://pcpartpicker.com/product/hzDwrH/keytronic-keyboard-kt400u2,,Standard,,,false,Wired,Black
KeyTronic E03601U1,https://pcpartpicker.com/product/HmsKHx/keytronic-keyboard-e03601u1,,Standard,,,false,Wired,Beige
Adesso AKB-410PB,https://pcpartpicker.com/product/vXckcf/adesso-keyboard-akb410pb,,Mini,,,true,Wired,Black
KeyTronic KT800U2,https://pcpartpicker.com/product/tDW9TW/keytronic-keyboard-kt800u2,,Standard,,,false,Wired,Black
Adesso ACK-5010PB,https://pcpartpicker.com/product/JcphP6/adesso-keyboard-ack5010pb,,Mini,,,true,Wired,Black
KeyTronic KT800P2,https://pcpartpicker.com/product/gMkD4D/keytronic-keyboard-kt800p2,,Standard,,,false,Wired,Black
Adesso WKB-3200UB,https://pcpartpicker.com/product/yYjG3C/adesso-keyboard-wkb3200ub,,Standard,,,true,Wired,Black
KeyTronic E06101U2,https://pcpartpicker.com/product/qZYXsY/keytronic-keyboard-e06101u2,,Standard,,,false,Wired,Black
Adesso AKB-420UB,https://pcpartpicker.com/product/sDW9TW/adesso-keyboard-akb420ub,,Standard,,,false,Wired,Black
KeyTronic CLASSIC-U2,https://pcpartpicker.com/product/KtGkcf/keytronic-keyboard-classicu2,,Standard,,,false,Wired,Black
Adesso ACK-540UB,https://pcpartpicker.com/product/c8Np99/adesso-keyboard-ack540ub,,Mini,,,true,Wired,Black
KeyTronic KT400U1,https://pcpartpicker.com/product/F2yFf7/keytronic-keyboard-kt400u1,,Standard,,,false,Wired,Beige
KeyTronic KT800U2M,https://pcpartpicker.com/product/8NCwrH/keytronic-keyboard-kt800u2m,,Standard,,,false,Wired,Black
Adesso AKB-230,https://pcpartpicker.com/product/wdR48d/adesso-keyboard-akb230,,Standard,,,true,Wired,Black
KeyTronic E03600P1,https://pcpartpicker.com/product/x3TmP6/keytronic-keyboard-e03600p1,,Standard,,,false,Wired,Beige
KeyScan KS810-P,https://pcpartpicker.com/product/L3TmP6/keyscan-keyboard-ks810p,,Standard,,,false,Wired,Black
KeyTronic E06101P1,https://pcpartpicker.com/product/kMkD4D/keytronic-keyboard-e06101p1,,Standard,,,false,Wired,Beige
Adesso WKB-3100UB,https://pcpartpicker.com/product/fQJwrH/adesso-keyboard-wkb3100ub,50.99,Mini,,,true,Wireless,Black
KeyTronic DESIGNER-P2,https://pcpartpicker.com/product/WhH323/keytronic-keyboard-designerp2,,Standard,,,false,Wired,Black
Adesso WKB-4000BB,https://pcpartpicker.com/product/YkMFf7/adesso-keyboard-wkb4000bb,,Slim,,,false,Bluetooth Wireless,Black
KeyTronic CLASSIC-U1,https://pcpartpicker.com/product/6HyFf7/keytronic-keyboard-classicu1,,Standard,,,false,Wired,Beige
Adesso WKB-4200UB,https://pcpartpicker.com/product/ZNCwrH/adesso-keyboard-wkb4200ub,,Slim,,,true,Wireless,Black / Silver
KeyTronic E06101USBC,https://pcpartpicker.com/product/jF2kcf/keytronic-keyboard-e06101usbc,,Standard,,,false,Wired,Beige
Adesso WKB-4000UB,https://pcpartpicker.com/product/TQJwrH/adesso-keyboard-wkb4000ub,,Slim,,,true,Wireless,Black
KeyTronic E03601U2,https://pcpartpicker.com/product/zDW9TW/keytronic-keyboard-e03601u2,,Standard,,,false,Wired,Black
Adesso PCK-308B,https://pcpartpicker.com/product/BkMFf7/adesso-keyboard-pck308b,,Ergonomic,,,false,Wired,Black
Verbatim 96983,https://pcpartpicker.com/product/TyCwrH/verbatim-keyboard-96983,,Slim,,,false,Wireless,Black
Adesso ACK-595UB,https://pcpartpicker.com/product/zQJwrH/adesso-keyboard-ack595ub,,Mini,,,true,Wired,Black
KeyTronic KT800U210PK,https://pcpartpicker.com/product/wsGkcf/keytronic-keyboard-kt800u210pk,,Standard,,,false,Wired,Black
Adesso ACK-730B,https://pcpartpicker.com/product/6JrG3C/adesso-keyboard-ack730ub,,Standard,,,false,Wired,Black
KeyTronic E03601P2,https://pcpartpicker.com/product/DWh9TW/keytronic-keyboard-e03601p2,,Standard,,,false,Wired,Black
Adesso ACK-730UW,https://pcpartpicker.com/product/WF2kcf/adesso-keyboard-ack730uw,,Mini,,,false,Wired,White
Verbatim 97472,https://pcpartpicker.com/product/cpckcf/verbatim-keyboard-97472,,Mini,,,true,Wireless,Black
Saitek Eclipse II,https://pcpartpicker.com/product/kpckcf/saitek-keyboard-pk02au,,Standard,,Red,false,Wired,Black / Silver
KeyTronic KT800U2M10PK,https://pcpartpicker.com/product/vJrG3C/keytronic-keyboard-kt800u2m10pk,,Standard,,,false,Wired,Black
Saitek ECB43002N002/06/1,https://pcpartpicker.com/product/xpckcf/saitek-keyboard-ecb43002n002061,,Slim,,White,false,Wired,Black
KeyTronic TAG-A-LONG-P1,https://pcpartpicker.com/product/XcphP6/keytronic-keyboard-tagalongp1,,Standard,,,false,Wired,Beige
Adesso WKB-3000UB,https://pcpartpicker.com/product/8DW9TW/adesso-keyboard-wkb3000ub,,Mini,,,true,Wireless,Black
Saitek Eclipse III,https://pcpartpicker.com/product/VkMFf7/saitek-eclipse-iii-wired-standard-keyboard-pk24,,Standard,,Multicolor,false,Wired,Black
KeyTronic TRACKBALL-U1,https://pcpartpicker.com/product/pcphP6/keytronic-keyboard-trackballu1,,Standard,,,false,Wired,Beige
Adesso AKB-210,https://pcpartpicker.com/product/R7Lypg/adesso-keyboard-akb210,,Mini,,,false,Wired,Black
KeyTronic KT800P2M10PK,https://pcpartpicker.com/product/ggg323/keytronic-keyboard-kt800p2m10pk,,Standard,,,false,Wired,Black
Adesso ACK-540PB,https://pcpartpicker.com/product/37Lypg/adesso-keyboard-ack540pb,,Mini,,,true,Wired,Black
KeyTronic SCARD-U1,https://pcpartpicker.com/product/qF2kcf/keytronic-keyboard-scardu1,,Standard,,,false,Wired,Beige
Adesso AKB-520UB,https://pcpartpicker.com/product/FvJwrH/adesso-keyboard-akb520ub,,Slim,,,false,Wired,Black
KeyTronic SCARD-U2,https://pcpartpicker.com/product/KrFPxr/keytronic-keyboard-scardu2,,Standard,,,false,Wired,Black
AZIO KB334B,https://pcpartpicker.com/product/QkMFf7/azio-keyboard-kb334b,,Mini,,,true,Bluetooth Wireless,Black
KeyTronic E03601U2M,https://pcpartpicker.com/product/QJrG3C/keytronic-keyboard-e03601u2m,,Standard,,,false,Wired,Black
AZIO KB503U,https://pcpartpicker.com/product/KwsKHx/azio-keyboard-kb503u,,Slim,,,false,Wired,Black
KeyTronic E06101U1,https://pcpartpicker.com/product/FVphP6/keytronic-keyboard-e06101u1,,Standard,,,false,Wired,Beige
Targus AKB04US,https://pcpartpicker.com/product/qtGkcf/targus-keyboard-akb04us,,Standard,,,false,Wired,Silver / Black
KeyTronic E06101USBB,https://pcpartpicker.com/product/3x3RsY/keytronic-keyboard-e06101usbb,,Standard,,,false,Wired,Black
AZIO Levetron,https://pcpartpicker.com/product/p6H323/azio-keyboard-kb555u,,Gaming,,Blue,false,Wired,Black
KeyTronic TRACKBALL-U2,https://pcpartpicker.com/product/RdR48d/keytronic-keyboard-trackballu2,,Standard,,,false,Wired,Black
AZIO KB336RP,https://pcpartpicker.com/product/HcphP6/azio-keyboard-kb336rp,,Slim,,,true,Wireless,Black
KeyTronic E06101P2,https://pcpartpicker.com/product/9MkD4D/keytronic-keyboard-e06101p2,,Standard,,,false,Wired,Black
Targus AKB24US,https://pcpartpicker.com/product/hfbp99/targus-keyboard-akb24us,,Standard,,,false,Wireless,Black / Silver
KeyTronic TAG-A-LONG-P2,https://pcpartpicker.com/product/7x3RsY/keytronic-keyboard-tagalongp2,,Standard,,,false,Wired,Black
KeyTronic TRACKBALL-P1,https://pcpartpicker.com/product/VNCwrH/keytronic-keyboard-trackballp1,,Standard,,,false,Wired,Beige
AZIO KB338BP,https://pcpartpicker.com/product/PCYXsY/azio-keyboard-kb338bp,,Mini,,,true,Bluetooth Wireless,Black
KeyTronic E03600U2,https://pcpartpicker.com/product/mtGkcf/keytronic-keyboard-e03600u2,,Standard,,,false,Wired,Black
Targus Corporate Keyboard,https://pcpartpicker.com/product/yhH323/targus-keyboard-akb30usz,28.94,Standard,,,false,Wired,Black
KeyTronic E03601P1,https://pcpartpicker.com/product/8VphP6/keytronic-keyboard-e03601p1,,Standard,,,false,Wired,Beige
Targus AKB14USZ,https://pcpartpicker.com/product/cwsKHx/targus-keyboard-akb14usz,,Standard,,,false,Wired,Black
