name,part_url,price,style,switches,backlit,tenkeyless,connection_type,color
Adesso AKB-310UB,https://pcpartpicker.com/product/QmsKHx/adesso-keyboard-akb310ub,53.99,Mini,,,true,Wired,Black
Microsoft B2L-00002,https://pcpartpicker.com/product/xJrG3C/microsoft-keyboard-b2l00002,289.99,Ergonomic,,,false,Wired,Black
Cherry G84-5500,https://pcpartpicker.com/product/Jnfp99/cherry-keyboard-g845500lumeu2,137.99,Slim,,,true,Wired,Black
MSI CK Series,https://pcpartpicker.com/product/wWH323/msi-keyboard-ckseries,,Standard,Cherry MX Red,,false,Wired,Black
SMK-Link VersaPoint,https://pcpartpicker.com/product/gjdqqs/smk-link-keyboard-vp6320,,Standard,,,true,Wireless,Black
Perixx PERIBOARD-510H PLUS,https://pcpartpicker.com/product/h93RsY/perixx-keyboard-11005,49.99,Mini,,,false,Wired,Black
Prestige Bakker Elkhuizen Compact Usb Keyboard,https://pcpartpicker.com/product/8xyFf7/prestige-keyboard-bnes840dus,,Slim,,,false,Wired,Silver
Logitech K725-C,https://pcpartpicker.com/product/KMJwrH/logitech-keyboard-920004200,,Standard,,,false,Wired,Black
Adesso SlimTouch 120 - 3-Color Illuminated Compact Multimedia Keyboard,https://pcpartpicker.com/product/pHV48d/adesso-slimtouch-120-3-color-illuminated-compact-multimedia-keyboard-wired-standard-keyboard-akb-120eb,37.99,Standard,,Multicolor,false,Wired,Black
Patriot Viper V760,https://pcpartpicker.com/product/dp8H99/patriot-viper-v760-wired-gaming-keyboard-pv760mbumxgm,,Gaming,Kailh Brown,RGB,false,Wired,Black
Adesso SlimTouch 270,https://pcpartpicker.com/product/9MvZxr/adesso-keyboard-akb270uw,90.99,Mini,,,false,Wired,White
TekNmotion Nibiru CK1,https://pcpartpicker.com/product/NBcMnQ/teknmotion-keyboard-tmnibck1,,Gaming,,Blue,false,Wired,Black
Nixeus MK-BN15,https://pcpartpicker.com/product/hPgPxr/nixeus-mk-bn15-wired-gaming-keyboard-mk-bn15,,Gaming,Kailh Brown,,true,Wired,Black / Gray
Filco Ninja Majestouch-2 TKL,https://pcpartpicker.com/product/vw8H99/filco-ninja-majestouch-2-tkl-wired-standard-keyboard-fkbn88mrlswfb2,,Standard,Cherry MX Red,,true,Wired,Black
Zalman ZM-K600S,https://pcpartpicker.com/product/RyKhP6/zalman-zm-k600s-wired-standard-keyboard-zm-k600s,,Standard,,,false,Wired,Black
Microsoft 3RA-00022,https://pcpartpicker.com/product/L8zkcf/microsoft-3ra-00022-bluetooth-wireless-ergonomic-keyboard-3ra-00022,209.95,Ergonomic,,,false,Bluetooth Wireless,Gray
Rosewill NEON K90 RGB BR,https://pcpartpicker.com/product/qhVD4D/rosewill-neon-k90-rgb-br-wired-gaming-keyboard-neon-k90-rgb-br,163.99,Gaming,Kailh Brown,RGB,false,Wired,Black
Evoluent EKB,https://pcpartpicker.com/product/qZprxr/evoluent-ekb-wired-slim-keyboard-ekb,48.95,Slim,,,true,Wired,Black
Thermaltake Tt eSports Meka Pro,https://pcpartpicker.com/product/Rcw7YJ/thermaltake-tt-esports-meka-pro-wired-gaming-keyboard-kb-mgp-blbdus-01,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Deco Gear DGMECHBRD100,https://pcpartpicker.com/product/HbH8TW/deco-gear-dgmechbrd100-rgb-wired-gaming-keyboard-dgmechbrd100,,Gaming,Outemu Blue,RGB,false,Wired,Black
HP HyperX Alloy Origins,https://pcpartpicker.com/product/44Z9TW/hp-alloy-origins-rgb-wired-gaming-keyboard-hx-kb6blx-us,,Gaming,HyperX Blue,RGB,false,Wired,Black
Das Keyboard 4 root,https://pcpartpicker.com/product/FZjBD3/das-keyboard-4-root-wired-gaming-keyboard-dkpkdk4p0mcc0usx,,Gaming,Cherry MX Blue,,false,Wired,Black
Razer Pro Type Ultra - FR,https://pcpartpicker.com/product/xJjBD3/razer-pro-type-ultra-fr-wiredwirelessbluetooth-standard-keyboard-rz03-04110400-r3f1,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Razer Huntsman Gears of War 5 Edition,https://pcpartpicker.com/product/2cWzK8/razer-huntsman-gears-of-war-5-edition-rgb-wired-gaming-keyboard-rz03-02522000-r3m1,,Gaming,Razer Purple Optical Clicky,RGB,false,Wired,Gray / Black
Logitech MX KEYS MINI,https://pcpartpicker.com/product/pGvdnQ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010493,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,https://pcpartpicker.com/product/hyD7YJ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010494,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Cooler Master CK720 FR,https://pcpartpicker.com/product/zpQKHx/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-gkkr1-fr,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Logitech POP Keys Heartbreaker,https://pcpartpicker.com/product/QTRwrH/logitech-pop-keys-heartbreaker-bluetoothwireless-mini-keyboard-920-010575,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Cooler Master CK721,https://pcpartpicker.com/product/MyTZxr/cooler-master-ck721-rgb-bluetoothwirelesswired-gaming-keyboard-ck-721-gktr1-sp,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,https://pcpartpicker.com/product/vFVmP6/cooler-master-ck721-rgb-bluetoothwirelesswired-gaming-keyboard-ck-721-sktr1-us,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK530 V2,https://pcpartpicker.com/product/wLGbt6/cooler-master-ck530-v2-rgb-wired-gaming-keyboard-ck-530-gktl1-us,,Gaming,TTC Blue,RGB,true,Wired,Black
Das Keyboard 6 Professional,https://pcpartpicker.com/product/pZZXsY/das-keyboard-6-professional-wired-standard-keyboard-dk6absledmxcliusx,214.29,Standard,Cherry MX Blue,White,false,Wired,Black
Adesso AKB-132DB,https://pcpartpicker.com/product/bM92FT/adesso-akb-132db-wired-standard-keyboard-with-optical-mouse-akb-132db,,Standard,,,false,Wired,Green / Yellow
AZIO IZO,https://pcpartpicker.com/product/yPWzK8/azio-izo-bluetoothwired-standard-keyboard-ik103us,113.99,Standard,Gateron Blue,,true,"Wired, Bluetooth Wireless",White / Gold
Logitech MK295 Silent,https://pcpartpicker.com/product/JvQKHx/logitech-mk295-silent-wirelesswired-standard-keyboard-with-optical-mouse-920-009821,,Standard,,,false,"Wired, Wireless",White
Microsoft Desktop for Business,https://pcpartpicker.com/product/76CFf7/microsoft-desktop-for-business-wirelesswiredbluetooth-slim-keyboard-with-optical-mouse-1ai-00001,234.99,Slim,,,false,"Wired, Wireless, Bluetooth Wireless",Black
YEYIAN Spark 2000,https://pcpartpicker.com/product/49dG3C/yeyian-spark-2000-rgb-wired-gaming-keyboard-yat1804-en,,Gaming,Outemu Blue,RGB,true,Wired,Black
YEYIAN Flare 2000,https://pcpartpicker.com/product/HnBzK8/yeyian-flare-2000-rgb-wired-gaming-keyboard-yat1801-en,,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech PRO X 60,https://pcpartpicker.com/product/qTyH99/logitech-pro-x-60-rgb-wiredwirelessbluetooth-mini-keyboard-920-011924,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/J4Hqqs/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m3-uk,,Standard,Gateron Jupiter Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Logitech G515,https://pcpartpicker.com/product/VszXsY/logitech-g515-rgb-wired-gaming-keyboard-920-012884,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,Wired,Black
Logitech G515,https://pcpartpicker.com/product/xyvD4D/logitech-g515-rgb-wired-gaming-keyboard-920-012891,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,Wired,Black
Keychron Q3 Max QMK/VIA,https://pcpartpicker.com/product/P7cgXL/keychron-q3-max-qmkvia-rgb-wirelessbluetoothwired-standard-keyboard-q3m-p1,,Standard,Gateron Jupiter Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Gray
SteelSeries Apex Pro Gen 3,https://pcpartpicker.com/product/HZcBD3/steelseries-apex-pro-gen-3-rgb-wired-gaming-keyboard-64743,,Gaming,OmniPoint 3.0,RGB,true,Wired,Black
MCHOSE Jet75,https://pcpartpicker.com/product/JBvscf/mchose-jet75-rgb-wired-gaming-keyboard-mc-jet75-8,,Gaming,Kailh Magnetic God,RGB,true,Wired,White
MCHOSE K99,https://pcpartpicker.com/product/2fpD4D/mchose-k99-rgb-wiredwirelessbluetooth-gaming-keyboard-k99-3a,,Gaming,KTT Hyacinth,RGB,false,"Wired, Wireless, Bluetooth Wireless",Blue / Black
Keychron K10 QMK V2 Hotswap,https://pcpartpicker.com/product/tHQwrH/keychron-k10-qmk-v2-hotswap-rgb-bluetoothwired-standard-keyboard-k10x-h3,,Standard,Keychron Super Brown,RGB,false,"Wired, Bluetooth Wireless",Black
Lite-On SK-9020,https://pcpartpicker.com/product/CrFPxr/lite-on-keyboard-sk9020,,Slim,,,false,Wired,Black
Gigabyte GK-K8100-YEL,https://pcpartpicker.com/product/X2yFf7/gigabyte-keyboard-gkk8100yel,,Gaming,,,false,Wired,Yellow
SolidTek KB-4200BU,https://pcpartpicker.com/product/9RW9TW/solidtek-keyboard-kb4200bu,,Mini,,,false,Wired,Black
SolidTek KB-260ABU,https://pcpartpicker.com/product/RqFPxr/solidtek-keyboard-kb260abu,,Standard,,,false,Wired,Black
Lenovo 73P4730,https://pcpartpicker.com/product/7vJwrH/lenovo-keyboard-73p4730,,Standard,,,false,Wired,Black
SIIG JK-US0512-S1,https://pcpartpicker.com/product/vsGkcf/siig-keyboard-jkus0512s1,,Mini,,,false,Wired,Black
SolidTek KB-P3100SU,https://pcpartpicker.com/product/CCYXsY/solidtek-keyboard-kbp3100su,,Mini,,,false,Wired,Silver / Black
HP DT528A#ABA,https://pcpartpicker.com/product/kjFPxr/hp-keyboard-dt528aaba,,Standard,,,false,Wired,Black / Silver
SolidTek ACK-540,https://pcpartpicker.com/product/DnDwrH/solidtek-keyboard-kb540bp5,,Mini,,,false,Wired,Black
Gear Head Keyboard,https://pcpartpicker.com/product/rmsKHx/gear-head-keyboard-kb3700tp,,Slim,,,false,Wired,Black
SolidTek KB-5010BU,https://pcpartpicker.com/product/wDW9TW/solidtek-keyboard-kb5010bu,,Mini,,,false,Wired,Black
SolidTek KB-P3100SP,https://pcpartpicker.com/product/NsGkcf/solidtek-keyboard-kbp3100sp,,Mini,,,false,Wired,Silver / Black
Apevia KU-COMBO-GN,https://pcpartpicker.com/product/FKrG3C/apevia-keyboard-kucombogn,,Standard,,,false,Wired,Green / Black
SolidTek KB-595U,https://pcpartpicker.com/product/nXckcf/solidtek-keyboard-kb595u,,Mini,,,false,Wired,White
HP DT528AT#ABA,https://pcpartpicker.com/product/xbMFf7/hp-keyboard-dt528ataba,,Standard,,,false,Wired,Black / Silver
Kensington Pro Fit,https://pcpartpicker.com/product/ZWh9TW/kensington-keyboard-k64408us,,Standard,,,false,Wired,Black
Lite-On SK2352/B,https://pcpartpicker.com/product/6qFPxr/lite-on-keyboard-sk2352b,,Standard,,,false,Wired,Black
SolidTek KB-730BU,https://pcpartpicker.com/product/kqFPxr/solidtek-keyboard-kb730bu,,Mini,,,false,Wired,Black
Lite-On SK-2355/B,https://pcpartpicker.com/product/jNCwrH/lite-on-keyboard-sk2355b,,Standard,,,false,Wired,Black
SolidTek KB-595BU,https://pcpartpicker.com/product/xTyFf7/solidtek-keyboard-kb595bu,,Mini,,,false,Wired,Black
Apevia KIS-COMBO-SV,https://pcpartpicker.com/product/YQJwrH/apevia-keyboard-kiscombosv,,Standard,,,false,Wired,Silver / Black
SolidTek KB-595BP,https://pcpartpicker.com/product/8PrG3C/solidtek-keyboard-kb595bp,,Mini,,,false,Wired,Black
SolidTek KB-540BU,https://pcpartpicker.com/product/m2yFf7/solidtek-keyboard-kb540bu,,Mini,,,false,Wired,Black
SolidTek MINI TRACK BALL,https://pcpartpicker.com/product/7MkD4D/solidtek-keyboard-kb5010bp,,Mini,,,false,Wired,Black
Lite-On SK-2085,https://pcpartpicker.com/product/wkMFf7/lite-on-keyboard-sk2085,,Slim,,,false,Wired,Black
Microsoft Desktop 400,https://pcpartpicker.com/product/DkMFf7/microsoft-keyboard-5mh00001,86.98,Standard,,,false,Wired,Black
IOGEAR GKBSR201,https://pcpartpicker.com/product/grFPxr/iogear-keyboard-gkbsr201,35.99,Standard,,,false,Wired,Black
IOGEAR GKM513,https://pcpartpicker.com/product/tLQypg/iogear-keyboard-gkm513,,Slim,,,false,Wired,Black
Wintec FileMate Imagine K2210,https://pcpartpicker.com/product/vqFPxr/wintec-keyboard-3fmnk2210ublr,,Standard,,,false,Wired,Blue / White
V7 10PKUSBKB,https://pcpartpicker.com/product/pzDwrH/v7-keyboard-10pkusbkb,,Standard,,,false,Wired,Black
Microsoft Keyboard 400,https://pcpartpicker.com/product/XYjG3C/microsoft-keyboard-7yh00001,,Standard,,,false,Wired,Black
V7 KC0B2-6N6,https://pcpartpicker.com/product/H7Lypg/v7-keyboard-kc0b26n6,,Standard,,,false,Wired,Black
Wintec FileMate Imagine K2210,https://pcpartpicker.com/product/qBV48d/wintec-keyboard-3fmnk2210ugnr,,Standard,,,false,Wired,Green / White
Lite-On SK-1688U/B,https://pcpartpicker.com/product/hF2kcf/lite-on-keyboard-sk1688ub,,Standard,,,false,Wired,Black
Wintec FileMate Imagine K2210,https://pcpartpicker.com/product/K2yFf7/wintec-keyboard-3fmnk2210uylr,,Standard,,,false,Wired,Orange / White
HP KF886AT,https://pcpartpicker.com/product/92yFf7/hp-keyboard-kf886at,,Slim,,,false,Wired,Silver / Black
Apevia KI-COMBO-SV,https://pcpartpicker.com/product/vdR48d/apevia-keyboard-kicombosv,,Standard,,,false,Wired,Black / Silver
Microsoft Keyboard 200,https://pcpartpicker.com/product/VmsKHx/microsoft-keyboard-6jh00001,,Standard,,,false,Wired,Black
Rosewill RK-201,https://pcpartpicker.com/product/PQJwrH/rosewill-keyboard-rk201,,Standard,,,false,Wired,Black
Lite-On SK-2035/B,https://pcpartpicker.com/product/mmsKHx/lite-on-keyboard-sk2035b,,Standard,,,false,Wired,Black
Syba CL-KBD20053,https://pcpartpicker.com/product/ytGkcf/syba-keyboard-clkbd20053,,Slim,,,false,Wired,White
Lite-On SK-1788/BS,https://pcpartpicker.com/product/8bMFf7/lite-on-keyboard-sk1788bs,,Standard,,,false,Wired,Silver / Black
V7 KC0B1-6N6,https://pcpartpicker.com/product/stGkcf/v7-keyboard-kc0b16n6,,Standard,,,false,Wired,Black
Wintec FileMate Imagine K2210,https://pcpartpicker.com/product/C4bp99/wintec-keyboard-3fmnk2210ubkr,,Standard,,,false,Wired,Black
Apevia KIS-COMBO-BK,https://pcpartpicker.com/product/jBV48d/apevia-keyboard-kiscombobk,,Standard,,,false,Wired,Black
HP KF885AT,https://pcpartpicker.com/product/BGCwrH/hp-keyboard-kf885at,,Slim,,,false,Wired,Silver / Black
Gigabyte GK-K7100,https://pcpartpicker.com/product/M4bp99/gigabyte-keyboard-gkk7100,,Slim,,,false,Wired,Black
HP RC465AA#ABA,https://pcpartpicker.com/product/Tpckcf/hp-keyboard-rc465aaaba,,Standard,,,false,Wired,Silver / Black
Rosewill RK-200,https://pcpartpicker.com/product/GbMFf7/rosewill-keyboard-rk200,,Standard,,,false,Wired,Black
Rosewill RK-800G,https://pcpartpicker.com/product/ZF2kcf/rosewill-keyboard-rk800g,,Gaming,,,false,Wired,Black
Razer Blackwidow Ultimate Dragon Age II Edition,https://pcpartpicker.com/product/VLQypg/razer-keyboard-rz0300381400r3m1,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Razer Marauder StarCraft II,https://pcpartpicker.com/product/3Wh9TW/razer-keyboard-rz0300440100r3u1,,Gaming,,,false,Wired,Black
Thermaltake eSPORTS Challenger,https://pcpartpicker.com/product/3msKHx/thermaltake-keyboard-kbchl002us,,Gaming,,,false,Wired,Black
Thermaltake eSPORTS Challenger Pro,https://pcpartpicker.com/product/Rgg323/thermaltake-keyboard-kbchp001us,,Gaming,,Red,false,Wired,Black
Razer Arctosa,https://pcpartpicker.com/product/QKrG3C/razer-keyboard-rz0300260800r3u1,,Standard,,,false,Wired,Black
Thermaltake eSPORTS Challenger Ultimate,https://pcpartpicker.com/product/9tGkcf/thermaltake-keyboard-kbchu003us,,Gaming,,,false,Wired,Black
Razer Arctosa,https://pcpartpicker.com/product/KsGkcf/razer-keyboard-rz0300260100r3u1,,Standard,,,false,Wired,Silver
Thermaltake eSPORTS Meka G1,https://pcpartpicker.com/product/7pckcf/thermaltake-keyboard-kbmeg005us,,Gaming,Cherry MX Black,,false,Wired,Black
Razer Lycosa Mirror,https://pcpartpicker.com/product/pQJwrH/razer-keyboard-rz0300181400r3u1,,Gaming,,Blue,false,Wired,Black
Thermaltake eSPORTS Meka,https://pcpartpicker.com/product/84bp99/thermaltake-keyboard-kbmek007us,,Gaming,Cherry MX Black,,false,Wired,Black
Gigabyte GK-K8100,https://pcpartpicker.com/product/RYjG3C/gigabyte-keyboard-gkk8100,,Gaming,,,false,Wired,Black
Enermax KB009W-B,https://pcpartpicker.com/product/cMkD4D/enermax-keyboard-kb009wbus,,Standard,,,false,Wireless,Black
SolidTek ASK3152(US BLACK),https://pcpartpicker.com/product/m7Lypg/solidtek-keyboard-ask3152usblack,,Mini,,,true,Bluetooth Wireless,Black
Jetway HWKJ01SUSJ,https://pcpartpicker.com/product/dF2kcf/jetway-keyboard-hwkj01susj,,Mini,,,true,Wireless,Silver / Black
SolidTek KB-4251B,https://pcpartpicker.com/product/KnDwrH/solidtek-keyboard-kb4251b,,Mini,,,true,Wireless,Black
Gigabyte KM7600,https://pcpartpicker.com/product/vZYXsY/gigabyte-keyboard-gkkm7600,,Ergonomic,,,false,Wireless,Black
SolidTek KB-3461B,https://pcpartpicker.com/product/qNCwrH/solidtek-keyboard-kb3461b,,Mini,,,true,Wireless,Black
Microsoft Arc Keyboard,https://pcpartpicker.com/product/p3TmP6/microsoft-keyboard-j5d00029,,Mini,,,true,Wireless,White
Gear Head KB5850W,https://pcpartpicker.com/product/RzDwrH/gear-head-keyboard-kb5850w,,Standard,,,false,Wireless,Black
IOGEAR GKM681R,https://pcpartpicker.com/product/G2yFf7/iogear-keyboard-gkm681r,,Mini,,,true,Wireless,Black
VisionTek Candyboard,https://pcpartpicker.com/product/L4bp99/visiontek-keyboard-900335,,Mini,,,true,Bluetooth Wireless,Black
SolidTek KB-3962B-BT,https://pcpartpicker.com/product/byCwrH/solidtek-keyboard-kb3962bbt,,Mini,,,false,Bluetooth Wireless,Black
Logitech Wireless Combo MK260,https://pcpartpicker.com/product/prFPxr/logitech-keyboard-920002950,,Standard,,,false,Wireless,Black
SolidTek ask-3952(us)black,https://pcpartpicker.com/product/XVphP6/solidtek-keyboard-ask3952usblack,,Mini,,,false,Bluetooth Wireless,Black
Logitech K360,https://pcpartpicker.com/product/KcphP6/logitech-keyboard-920003365,,Standard,,,false,Wireless,Black / White
Microsoft CXD-00001,https://pcpartpicker.com/product/yx3RsY/microsoft-keyboard-cxd00001,299.99,Ergonomic,,,false,Bluetooth Wireless,Black
SIIG JK-WR0212-S1,https://pcpartpicker.com/product/3sGkcf/siig-keyboard-jkwr0212s1,,Standard,,,false,Wireless,Black / Gray
Logitech K100,https://pcpartpicker.com/product/PzDwrH/logitech-keyboard-920003199,,Slim,,,false,Wired,Black
IOGEAR GKM561R,https://pcpartpicker.com/product/FYjG3C/iogear-keyboard-gkm561r,,Slim,,,true,Wireless,Black
Microsoft J93-00003,https://pcpartpicker.com/product/H4bp99/microsoft-keyboard-j9300003oem,,Slim,,,false,Wired,Black
SolidTek KB-P5000SH,https://pcpartpicker.com/product/Hpckcf/solidtek-keyboard-kbp5000sh,,Slim,,,false,Wired,Black / Silver
SIIG JK-WR0612-S1,https://pcpartpicker.com/product/JBV48d/siig-keyboard-jkwr0612s1,,Mini,,,true,Wireless,Black
Apevia KI-COMBO-BK,https://pcpartpicker.com/product/qbMFf7/apevia-keyboard-kicombobk,,Standard,,,false,Wired,Black
SIIG JK-US0212-S1,https://pcpartpicker.com/product/dMkD4D/siig-keyboard-jkus0212s1,,Standard,,,false,Wired,Black
Apevia KI-COMBO-BL,https://pcpartpicker.com/product/KhH323/apevia-keyboard-kicombobl,,Standard,,,false,Wired,Blue / Black
Kensington 72279,https://pcpartpicker.com/product/y8Np99/kensington-keyboard-72279,,Slim,,,false,Wireless,Black
Microsoft Arc,https://pcpartpicker.com/product/F4bp99/microsoft-keyboard-j5d00001,,Ergonomic,,,true,Wireless,Black
IOGEAR GKM561RW4,https://pcpartpicker.com/product/cBV48d/iogear-keyboard-gkm561rw4,,Slim,,,true,Wireless,Black
Lenovo 73P2620,https://pcpartpicker.com/product/97Lypg/lenovo-keyboard-73p2620,,Standard,,,false,Wired,Black
Razer TRON,https://pcpartpicker.com/product/MXckcf/razer-keyboard-rz0300530100r3u1,,Gaming,,Blue,false,Wired,Black
Gear Head KB3800TPW,https://pcpartpicker.com/product/22yFf7/gear-head-keyboard-kb3800tpw,,Standard,,,true,Wireless,Black
SIIG JK-WR0312-S1,https://pcpartpicker.com/product/fVphP6/siig-keyboard-jkwr0312s1,,Mini,,,true,Wireless,Black
Gear Head KB4950TPW,https://pcpartpicker.com/product/bwsKHx/gear-head-keyboard-kb4950tpw,,Mini,,,true,Wireless,Black
Rosewill RK-V1TP,https://pcpartpicker.com/product/jJrG3C/rosewill-keyboard-rkv1tp,,Standard,,,false,Wireless,Black
Rosewill RKM-1600RF,https://pcpartpicker.com/product/zkMFf7/rosewill-keyboard-rkm1600rf,,Slim,,,false,Wireless,Black
IOGEAR GKM581R,https://pcpartpicker.com/product/zpckcf/iogear-keyboard-gkm581r,,Standard,,,true,Wireless,Black
Gear Head KB2500U,https://pcpartpicker.com/product/TPrG3C/gear-head-keyboard-kb2500u,,Slim,,,false,Wired,Black
SolidTek KB-3910BU,https://pcpartpicker.com/product/2jFPxr/solidtek-keyboard-kb3910bu,,Mini,,,false,Wired,Black
Rosewill RK-700M,https://pcpartpicker.com/product/YLQypg/rosewill-keyboard-rk700m,,Standard,,,false,Wired,Black
SolidTek KB-700BU,https://pcpartpicker.com/product/rpckcf/solidtek-keyboard-kb700bu,,Standard,,,false,Wired,Black
SolidTek ACK-540,https://pcpartpicker.com/product/Vfbp99/solidtek-keyboard-kb540u,,Mini,,,false,Wired,White
SolidTek KB-7070BU,https://pcpartpicker.com/product/vDW9TW/solidtek-keyboard-kb7070bu,,Slim,,,false,Wired,Black
Microsoft 3TJ-00001,https://pcpartpicker.com/product/c4bp99/microsoft-keyboard-3tj00001,252.99,Ergonomic,,,false,Wired,Black
SolidTek KB-3462B-BT,https://pcpartpicker.com/product/Jpckcf/solidtek-keyboard-kb3462bbt,,Mini,,,true,Bluetooth Wireless,Black
Microsoft 3XJ-00001,https://pcpartpicker.com/product/smsKHx/microsoft-keyboard-3xj00001,249.99,Ergonomic,,,false,Wired,Black
Kensington Pro Fit,https://pcpartpicker.com/product/P8Np99/kensington-keyboard-k64407us,42.99,Standard,,,false,Wired,Black
Microsoft J93-00001,https://pcpartpicker.com/product/JtGkcf/microsoft-keyboard-j9300001,,Slim,,,false,Wired,Black
Microsoft Natural Keyboard Elite,https://pcpartpicker.com/product/ddR48d/microsoft-keyboard-a1100348,,Ergonomic,,,false,Wired,Black
VisionTek Candyboard,https://pcpartpicker.com/product/cGCwrH/visiontek-keyboard-900319,,Mini,,White,true,Wireless,Black
HP BV813AA#ABA,https://pcpartpicker.com/product/LF2kcf/hp-keyboard-bv813aaaba,,Standard,,,false,Wired,Silver
Syba CL-KBD50027,https://pcpartpicker.com/product/fnDwrH/syba-keyboard-clkbd50027,,Slim,,,false,Wireless,Black
Logitech K360,https://pcpartpicker.com/product/QGCwrH/logitech-keyboard-920003366,,Slim,,,false,Wireless,Silver
HP FQ480AA#ABA,https://pcpartpicker.com/product/zhH323/hp-keyboard-fq480aaaba,,Standard,,,false,Wireless,Black
V7 CK0M1-6N6,https://pcpartpicker.com/product/6pckcf/v7-keyboard-ck0m16n6,,Standard,,,false,Wired,Black
HP FK218AT#ABA,https://pcpartpicker.com/product/kgg323/hp-keyboard-fk218ataba,208.21,Mini,,,false,Wired,Black
Microsoft Wireless Desktop 2000,https://pcpartpicker.com/product/2Wh9TW/microsoft-keyboard-p7k00001,,Standard,,,false,Wireless,Black
HP NB896AT,https://pcpartpicker.com/product/rYjG3C/hp-keyboard-nb896ataba,,Standard,,,false,Wireless,Black / Silver
Microsoft YMC-00001,https://pcpartpicker.com/product/kWh9TW/microsoft-keyboard-ymc00001,,Standard,,,false,Wireless,Black
Microsoft 2VJ-00001,https://pcpartpicker.com/product/2bMFf7/microsoft-keyboard-2vj00001,,Standard,,,false,Wireless,Black
Microsoft 6000,https://pcpartpicker.com/product/bCYXsY/microsoft-keyboard-2xj00001,,Slim,,,false,Bluetooth Wireless,Black
HP FQ481AA#ABA,https://pcpartpicker.com/product/7GCwrH/hp-keyboard-fq481aaaba,,Slim,,,false,Wireless,Black
Gigabyte GK-K6800,https://pcpartpicker.com/product/WBV48d/gigabyte-keyboard-gkk6800,,Standard,,,false,Wired,Black
Rosewill RK-7300,https://pcpartpicker.com/product/Qfbp99/rosewill-keyboard-rk7300,,Standard,,,false,Wired,Black
nMEDIAPC HTPCKB-B,https://pcpartpicker.com/product/pmsKHx/nmediapc-keyboard-htpckbb,,Slim,,,true,Wireless,Black
Lite-On SB-9061,https://pcpartpicker.com/product/BhH323/lite-on-keyboard-sb9061,,Standard,,,false,Wireless,Black
Logitech EX 100 Cordless Desktop,https://pcpartpicker.com/product/H8Np99/logitech-keyboard-920000879,,Standard,,,false,Wireless,Black
Microsoft Wireless Desktop 2000,https://pcpartpicker.com/product/TzDwrH/microsoft-keyboard-m7j00001,,Ergonomic,,,false,Wireless,Black
Logitech diNovo Edge,https://pcpartpicker.com/product/JmsKHx/logitech-keyboard-9676850403,,Mini,,,false,Bluetooth Wireless,Black / White
Acer Iconia Tab,https://pcpartpicker.com/product/ZzDwrH/acer-keyboard-lckbd0a014,,Mini,,,true,Bluetooth Wireless,Black
Rosewill RK-100,https://pcpartpicker.com/product/fF2kcf/rosewill-keyboard-rk100,,Standard,,,false,Wired,Black
Lenovo PREFERRED PRO FULL-SIZE,https://pcpartpicker.com/product/drFPxr/lenovo-keyboard-31p7415,,Standard,,,false,Wired,Black
Rosewill RK-101,https://pcpartpicker.com/product/n8Np99/rosewill-keyboard-rk101,,Standard,,,false,Wired,Black
Microsoft 2LF-00001,https://pcpartpicker.com/product/snDwrH/microsoft-keyboard-2lf00001,,Standard,,,false,Wireless,Black
Microsoft J9C-00001,https://pcpartpicker.com/product/LwsKHx/microsoft-keyboard-j9c00001oem,,Ergonomic,,,false,Wireless,Black
HEC 8A81,https://pcpartpicker.com/product/GnDwrH/hec-keyboard-8a81,,Standard,,,false,Wired,Black
Rosewill RK-7310,https://pcpartpicker.com/product/CF2kcf/rosewill-keyboard-rk7310,,Standard,,,false,Wired,Black
Microsoft Wireless Desktop 3000,https://pcpartpicker.com/product/x2yFf7/microsoft-keyboard-mfc00001,,Standard,,,false,Wireless,Black
