name,part_url,price,capacity_w,capacity_va
Tripp Lite SM1050NAFTA,https://pcpartpicker.com/product/3ccMnQ/tripp-lite-ups-sm1050nafta,,705,1050
Tripp Lite SM1500RMXL2UTAA,https://pcpartpicker.com/product/wTH48d/tripp-lite-ups-sm1500rmxl2utaa,9767.95,1350,1500
Tripp Lite SM2200NAFTA,https://pcpartpicker.com/product/Vd648d/tripp-lite-ups-sm2200nafta,,1700,2200
Tripp Lite SM3000NAFTA,https://pcpartpicker.com/product/xZ8H99/tripp-lite-ups-sm3000nafta,30530.46,2400,3000
Tripp Lite SM3000RM2UNTAA,https://pcpartpicker.com/product/hZ8H99/tripp-lite-ups-sm3000rm2untaa,27299.99,2250,3000
Tripp Lite SM3000RMNAFTA,https://pcpartpicker.com/product/kvVBD3/tripp-lite-ups-sm3000rmnafta,,2250,3000
Tripp Lite SM500RMNAFTA,https://pcpartpicker.com/product/P2RFf7/tripp-lite-ups-sm500rmnafta,,300,500
Tripp Lite SMART1000LCDTAA,https://pcpartpicker.com/product/XgL7YJ/tripp-lite-ups-smart1000lcdtaa,,500,1000
Tripp Lite SMART1000RM1U,https://pcpartpicker.com/product/gYrcCJ/tripp-lite-ups-smart1000rm1u,991.99,800,1000
Tripp Lite SMART1000RM2U,https://pcpartpicker.com/product/qYrcCJ/tripp-lite-ups-smart1000rm2u,777.95,800,1000
Tripp Lite SMART1000RMXL2U,https://pcpartpicker.com/product/hRGj4D/tripp-lite-ups-smart1000rmxl2u,662.99,900,1000
Tripp Lite SMART1050,https://pcpartpicker.com/product/FWX2FT/tripp-lite-ups-smart1050,,705,1050
Tripp Lite SMART1050SLT,https://pcpartpicker.com/product/JzM323/tripp-lite-ups-smart1050slt,734.98,670,1050
Tripp Lite SMART1050SLTAA,https://pcpartpicker.com/product/HkTrxr/tripp-lite-ups-smart1050sltaa,,650,1050
Tripp Lite SMART1200XLHG,https://pcpartpicker.com/product/md648d/tripp-lite-ups-smart1200xlhg,19566.92,750,1000
Tripp Lite SMART1300LCDT,https://pcpartpicker.com/product/pqkwrH/tripp-lite-ups-smart1300lcdt,228.99,720,1300
Tripp Lite SMART1500,https://pcpartpicker.com/product/WnnG3C/tripp-lite-ups-smart1500,436.34,980,1500
Tripp Lite SMART1500CRMXL,https://pcpartpicker.com/product/tccMnQ/tripp-lite-ups-smart1500crmxl,,1440,1500
Tripp Lite SMART1500RM2UN,https://pcpartpicker.com/product/qxYWGX/tripp-lite-ups-smart1500rm2un,13965.95,1350,1500
Tripp Lite SMART1500SLT,https://pcpartpicker.com/product/rJVBD3/tripp-lite-ups-smart1500slt,398.06,950,1500
Tripp Lite SMART1500XL,https://pcpartpicker.com/product/KJVBD3/tripp-lite-ups-smart1500xl,,980,1500
Tripp Lite SMART1500XLTAA,https://pcpartpicker.com/product/FFdFf7/tripp-lite-ups-smart1500xltaa,,980,1500
Tripp Lite SMART2200,https://pcpartpicker.com/product/3VYWGX/tripp-lite-ups-smart2200,,1700,2200
Tripp Lite SMART2200CRMXL,https://pcpartpicker.com/product/jjcMnQ/tripp-lite-ups-smart2200crmxl,,1900,2200
Tripp Lite SMART2200NET,https://pcpartpicker.com/product/TbjWGX/tripp-lite-ups-smart2200net,10388.99,1700,2200
Tripp Lite SMART2200RM2U,https://pcpartpicker.com/product/BgL7YJ/tripp-lite-ups-smart2200rm2u,11854.74,1920,2200
Tripp Lite ECO750UPSTAA,https://pcpartpicker.com/product/tjcMnQ/tripp-lite-ups-eco750upstaa,150.47,450,750
Tripp Lite TE1200,https://pcpartpicker.com/product/6MZ2FT/tripp-lite-ups-te1200,,940,1200
Tripp Lite TE600,https://pcpartpicker.com/product/j4qbt6/tripp-lite-ups-te600,,425,600
Tripp Lite SMART2200RMXLN,https://pcpartpicker.com/product/9hqbt6/tripp-lite-ups-smart2200rmxln,6225.01,1920,2200
Tripp Lite SMART2200SLT,https://pcpartpicker.com/product/fM8H99/tripp-lite-ups-smart2200slt,,1600,2200
Tripp Lite SMART2200SLTAA,https://pcpartpicker.com/product/Vr7CmG/tripp-lite-ups-smart2200sltaa,,1600,2200
Tripp Lite SMART2500XLHG,https://pcpartpicker.com/product/cd648d/tripp-lite-ups-smart2500xlhg,29399,1920,2200
Tripp Lite SMART2600RM2U,https://pcpartpicker.com/product/Y6X2FT/tripp-lite-ups-smart2600rm2u,,1920,2600
Tripp Lite SMART3000CRMXL,https://pcpartpicker.com/product/myfmP6/tripp-lite-ups-smart3000crmxl,7216.78,2880,3000
Tripp Lite SMART3000RM2UN,https://pcpartpicker.com/product/kCyxFT/tripp-lite-ups-smart3000rm2un,1992.99,2250,3000
Tripp Lite SU2200RTXL2UA,https://pcpartpicker.com/product/xhqbt6/tripp-lite-ups-su2200rtxl2ua,,1600,2200
Tripp Lite SU2200RTXL2UN,https://pcpartpicker.com/product/xFtWGX/tripp-lite-ups-su2200rtxl2un,,1600,2200
Tripp Lite SU2200RTXLCD2U,https://pcpartpicker.com/product/kkTrxr/tripp-lite-ups-su2200rtxlcd2u,23670.19,1800,2200
Tripp Lite SU2200XL,https://pcpartpicker.com/product/r9Wrxr/tripp-lite-ups-su2200xl,,1600,2200
Tripp Lite SU2200XLA,https://pcpartpicker.com/product/2qkwrH/tripp-lite-ups-su2200xla,,1600,2200
Tripp Lite SU2200XLCD,https://pcpartpicker.com/product/b4Crxr/tripp-lite-ups-su2200xlcd,20529.6,1800,2200
Tripp Lite SU3000RTXL2U,https://pcpartpicker.com/product/j8KhP6/tripp-lite-ups-su3000rtxl2u,,2500,3000
Tripp Lite SU3000RTXL3U,https://pcpartpicker.com/product/zm8H99/tripp-lite-ups-su3000rtxl3u,,2400,3000
Tripp Lite SU3000RTXL3UHV,https://pcpartpicker.com/product/BQVBD3/tripp-lite-ups-su3000rtxl3uhv,,2400,3000
Tripp Lite SU3000RTXL3UN,https://pcpartpicker.com/product/kcYWGX/tripp-lite-ups-su3000rtxl3un,,2400,3000
Tripp Lite SU3000RTXLCD2U,https://pcpartpicker.com/product/TvVBD3/tripp-lite-ups-su3000rtxlcd2u,13765.29,2700,3000
Tripp Lite SU3000RTXLCD3U,https://pcpartpicker.com/product/rxGj4D/tripp-lite-ups-su3000rtxlcd3u,,2700,3000
Tripp Lite SU3000RTXR3U,https://pcpartpicker.com/product/ZnnG3C/tripp-lite-ups-su3000rtxr3u,,2400,3000
Tripp Lite SU3000XL,https://pcpartpicker.com/product/4XH48d/tripp-lite-ups-su3000xl,,2400,3000
Tripp Lite SU3000XLNAFTA,https://pcpartpicker.com/product/nkTrxr/tripp-lite-ups-su3000xlnafta,,2400,3000
Tripp Lite SU5000RT3U,https://pcpartpicker.com/product/NJVBD3/tripp-lite-ups-su5000rt3u,,3500,5000
Tripp Lite SU5000RT3UHV,https://pcpartpicker.com/product/LWX2FT/tripp-lite-ups-su5000rt3uhv,,3500,5000
Tripp Lite SU5000RT4U,https://pcpartpicker.com/product/4RGj4D/tripp-lite-ups-su5000rt4u,,3800,5000
Tripp Lite SU6000RT3UHV,https://pcpartpicker.com/product/MPs8TW/tripp-lite-ups-su6000rt3uhv,,4200,6000
Tripp Lite SU6000RT3UHVXL,https://pcpartpicker.com/product/LvVBD3/tripp-lite-ups-su6000rt3uhvxl,,4200,6000
Tripp Lite SU6000RT4U,https://pcpartpicker.com/product/n3FXsY/tripp-lite-ups-su6000rt4u,,4200,6000
Tripp Lite SU6000RT4UHVG,https://pcpartpicker.com/product/Dpbkcf/tripp-lite-ups-su6000rt4uhvg,,5400,6000
Tripp Lite SU6000RT4UHVHW,https://pcpartpicker.com/product/CsJkcf/tripp-lite-ups-su6000rt4uhvhw,,5400,6000
Tripp Lite SU6000RT4UTF,https://pcpartpicker.com/product/c3FXsY/tripp-lite-ups-su6000rt4utf,,5400,6000
Tripp Lite SU6000RT4UTFHW,https://pcpartpicker.com/product/sRGj4D/tripp-lite-ups-su6000rt4utfhw,,5400,6000
Tripp Lite SU750RTXL2U,https://pcpartpicker.com/product/MJVBD3/tripp-lite-ups-su750rtxl2u,,600,750
Tripp Lite SU750RTXLCD2U,https://pcpartpicker.com/product/2FtWGX/tripp-lite-ups-su750rtxlcd2u,1005.99,675,750
Tripp Lite SU750XL,https://pcpartpicker.com/product/wM8H99/tripp-lite-ups-su750xl,,600,750
Tripp Lite SU8000RT3U,https://pcpartpicker.com/product/Dr7CmG/tripp-lite-ups-su8000rt3u,,6400,8000
Tripp Lite SU8000RT3UG,https://pcpartpicker.com/product/CBPzK8/tripp-lite-ups-su8000rt3ug,,6400,8000
Tripp Lite SU8000RT4U,https://pcpartpicker.com/product/s6X2FT/tripp-lite-ups-su8000rt4u,,5600,8000
Tripp Lite SUINT1000RTXL2UA,https://pcpartpicker.com/product/yD8H99/tripp-lite-ups-suint1000rtxl2ua,,800,1000
Tripp Lite SUINT1500RTXL2UA,https://pcpartpicker.com/product/YyfmP6/tripp-lite-ups-suint1500rtxl2ua,,1200,1500
Tripp Lite SUINT2200RTXL2UA,https://pcpartpicker.com/product/vLDzK8/tripp-lite-ups-suint2200rtxl2ua,,1600,2200
Tripp Lite SUINT3000RTXL2U,https://pcpartpicker.com/product/XXH48d/tripp-lite-ups-suint3000rtxl2u,,2500,3000
Tripp Lite SUINT3000RTXL3U,https://pcpartpicker.com/product/hsJkcf/tripp-lite-ups-suint3000rtxl3u,,2400,3000
Tripp Lite SU1500RMNAFTA,https://pcpartpicker.com/product/FwVBD3/tripp-lite-ups-su1500rmnafta,6408.82,1200,1500
Tripp Lite SU1500RTXL2U,https://pcpartpicker.com/product/JvVBD3/tripp-lite-ups-su1500rtxl2u,,1200,1500
Tripp Lite SU1500RTXL2UA,https://pcpartpicker.com/product/3f8H99/tripp-lite-ups-su1500rtxl2ua,,1200,1500
Tripp Lite SU1500RTXL2UN,https://pcpartpicker.com/product/8TBrxr/tripp-lite-ups-su1500rtxl2un,,1200,1500
Tripp Lite SU1500XL,https://pcpartpicker.com/product/9xYWGX/tripp-lite-ups-su1500xl,,1200,1500
Tripp Lite SMX5000XLRT3U,https://pcpartpicker.com/product/Gm8H99/tripp-lite-ups-smx5000xlrt3u,,3750,5000
Tripp Lite SMX500RT1U,https://pcpartpicker.com/product/wwVBD3/tripp-lite-ups-smx500rt1u,,300,500
Tripp Lite SMX750SLT,https://pcpartpicker.com/product/h6X2FT/tripp-lite-ups-smx750slt,,500,750
Tripp Lite SU10000RT3U2TF,https://pcpartpicker.com/product/BsJkcf/tripp-lite-ups-su10000rt3u2tf,,8000,10000
Tripp Lite SU1000RTXL2UA,https://pcpartpicker.com/product/XCyxFT/tripp-lite-ups-su1000rtxl2ua,,800,1000
Tripp Lite SU1000RTXLCD2U,https://pcpartpicker.com/product/hnnG3C/tripp-lite-ups-su1000rtxlcd2u,909,900,1000
Tripp Lite SU1000XLA,https://pcpartpicker.com/product/pZ8H99/tripp-lite-ups-su1000xla,,800,1000
Tripp Lite SU1000XLCD,https://pcpartpicker.com/product/tVYWGX/tripp-lite-ups-su1000xlcd,1016.99,900,1000
Tripp Lite SU10KRT3U,https://pcpartpicker.com/product/gD8H99/tripp-lite-ups-su10krt3u,,7000,10000
Tripp Lite SU10KRT3UHV,https://pcpartpicker.com/product/qKZ2FT/tripp-lite-ups-su10krt3uhv,,7000,10000
Tripp Lite SU12000RT4UHW,https://pcpartpicker.com/product/Q8KhP6/tripp-lite-ups-su12000rt4uhw,,8400,12000
Tripp Lite SMART750,https://pcpartpicker.com/product/X9Wrxr/tripp-lite-ups-smart750,,450,750
Tripp Lite SMART750RM1U,https://pcpartpicker.com/product/djcMnQ/tripp-lite-ups-smart750rm1u,792.58,600,750
Tripp Lite SMART750RMXL2U,https://pcpartpicker.com/product/GBPzK8/tripp-lite-ups-smart750rmxl2u,732.99,600,750
Tripp Lite SMART750SLT,https://pcpartpicker.com/product/Mf8H99/tripp-lite-ups-smart750slt,547.66,500,750
Tripp Lite SMART750USB,https://pcpartpicker.com/product/JCyxFT/tripp-lite-ups-smart750usb,246.99,450,750
Tripp Lite SMART750USBTAA,https://pcpartpicker.com/product/jPs8TW/tripp-lite-ups-smart750usbtaa,,450,750
Tripp Lite SMART750XL,https://pcpartpicker.com/product/Q3FXsY/tripp-lite-ups-smart750xl,,450,750
Tripp Lite SMART750XLA,https://pcpartpicker.com/product/zbjWGX/tripp-lite-ups-smart750xla,,500,750
Tripp Lite SMX1000RT2U,https://pcpartpicker.com/product/DCyxFT/tripp-lite-ups-smx1000rt2u,743.99,700,1000
Tripp Lite SMX1050SLT,https://pcpartpicker.com/product/Cpbkcf/tripp-lite-ups-smx1050slt,,650,1050
Tripp Lite SMX1200XLHG,https://pcpartpicker.com/product/c6X2FT/tripp-lite-ups-smx1200xlhg,1046.99,750,1000
Tripp Lite SMX1500LCD,https://pcpartpicker.com/product/sHNypg/tripp-lite-ups-smx1500lcd,659.99,900,1500
Tripp Lite SMX1500SLT,https://pcpartpicker.com/product/ybjWGX/tripp-lite-ups-smx1500slt,371.94,900,1500
Tripp Lite SMX2200RT2UTAA,https://pcpartpicker.com/product/V3bkcf/tripp-lite-ups-smx2200rt2utaa,,1600,2200
Tripp Lite SMX2200XLRT2U,https://pcpartpicker.com/product/d8KhP6/tripp-lite-ups-smx2200xlrt2u,,1920,2200
Tripp Lite SMX3000RT2UTAA,https://pcpartpicker.com/product/mP38TW/tripp-lite-ups-smx3000rt2utaa,,2250,3000
Tripp Lite SMART550USB,https://pcpartpicker.com/product/cZ8H99/tripp-lite-ups-smart550usb,,300,550
Tripp Lite SMART550USBTAA,https://pcpartpicker.com/product/bNNypg/tripp-lite-ups-smart550usbtaa,,300,550
Tripp Lite SMART700,https://pcpartpicker.com/product/Xm8H99/tripp-lite-ups-smart700,,450,700
Tripp Lite SMART700DVA,https://pcpartpicker.com/product/63FXsY/tripp-lite-smart700dva-ups-smart700dva,243.2,450,700
Tripp Lite SMART700SER,https://pcpartpicker.com/product/v8KhP6/tripp-lite-ups-smart700ser,433,450,700
Tripp Lite ECO650LCD,https://pcpartpicker.com/product/ptJkcf/tripp-lite-ups-eco650lcd,,325,650
Tripp Lite OMNI1000ISO,https://pcpartpicker.com/product/zzM323/tripp-lite-ups-omni1000iso,,700,1000
Tripp Lite OMNIVSINT1500XL,https://pcpartpicker.com/product/DD8H99/tripp-lite-ups-omnivsint1500xl,448.99,940,1500
Tripp Lite SM1500XLNAFTA,https://pcpartpicker.com/product/FfH48d/tripp-lite-ups-sm1500xlnafta,,980,1500
Tripp Lite SMART3000RMOD2U,https://pcpartpicker.com/product/4tJkcf/tripp-lite-ups-smart3000rmod2u,,2880,3000
Tripp Lite SMART3000SLT,https://pcpartpicker.com/product/NLDzK8/tripp-lite-ups-smart3000slt,,2250,3000
Tripp Lite SMART3000VS,https://pcpartpicker.com/product/txYWGX/tripp-lite-ups-smart3000vs,,2250,3000
Tripp Lite INTERNET900U,https://pcpartpicker.com/product/6TH48d/tripp-lite-ups-internet900u,151.99,480,900
Tripp Lite OMNI750ISO,https://pcpartpicker.com/product/rzM323/tripp-lite-ups-omni750iso,,500,750
Tripp Lite OMNISMARTINT500PNP,https://pcpartpicker.com/product/67hj4D/tripp-lite-ups-omnismartint500pnp,,300,500
Tripp Lite SMART1050NET,https://pcpartpicker.com/product/9qkwrH/tripp-lite-ups-smart1050net,,705,1050
Tripp Lite SMART5000RT3UXR,https://pcpartpicker.com/product/LVYWGX/tripp-lite-ups-smart5000rt3uxr,,4000,5000
Tripp Lite SMARTINT1400RM,https://pcpartpicker.com/product/pxYWGX/tripp-lite-ups-smartint1400rm,,940,1400
Tripp Lite SMX1000LCD,https://pcpartpicker.com/product/wtJkcf/tripp-lite-ups-smx1000lcd,,500,1000
APC BK500,https://pcpartpicker.com/product/jCyxFT/apc-ups-bk500,197.99,300,500
APC BR1500I,https://pcpartpicker.com/product/2LDzK8/apc-ups-br1500i,,865,1500
APC DLRT8000RMXLI6U,https://pcpartpicker.com/product/k3FXsY/apc-ups-dlrt8000rmxli6u,,6400,8000
APC SU2200R3X167,https://pcpartpicker.com/product/LgL7YJ/apc-ups-su2200r3x167,,1980,2200
APC SU700X167,https://pcpartpicker.com/product/nvVBD3/apc-ups-su700x167,,450,700
APC SUA1000,https://pcpartpicker.com/product/Rhqbt6/apc-ups-sua1000,,670,1000
APC SUA1000RM1U,https://pcpartpicker.com/product/VRGj4D/apc-ups-sua1000rm1u,931.99,640,1000
APC SUA1000RM2U,https://pcpartpicker.com/product/mKZ2FT/apc-ups-sua1000rm2u,,670,1000
APC SUA1000US,https://pcpartpicker.com/product/kyfmP6/apc-ups-sua1000us,,670,1000
APC SUA1000XL,https://pcpartpicker.com/product/csJkcf/apc-ups-sua1000xl,,800,1000
APC SUA1500-RF,https://pcpartpicker.com/product/sYTrxr/apc-ups-sua1500rf,,980,1440
APC SUA1500X93,https://pcpartpicker.com/product/Bpbkcf/apc-ups-sua1500x93,,980,1440
APC SUA2200X115,https://pcpartpicker.com/product/cLDzK8/apc-ups-sua2200x115,,1980,2200
APC SUA3000RMXLI3U,https://pcpartpicker.com/product/sGfmP6/apc-ups-sua3000rmxli3u,,2700,3000
APC SUA750RM1U,https://pcpartpicker.com/product/sNNypg/apc-ups-sua750rm1u,,480,750
APC SUA750RMI1U,https://pcpartpicker.com/product/dQVBD3/apc-ups-sua750rmi1u,,480,750
CyberPower BRG1350AVRLCD,https://pcpartpicker.com/product/YsJkcf/cyberpower-ups-brg1350avrlcd,,810,1350
CyberPower CP350SLG,https://pcpartpicker.com/product/XD8H99/cyberpower-ups-cp350slg,,255,350
CyberPower CP425SLG,https://pcpartpicker.com/product/hbjWGX/cyberpower-ups-cp425slg,,255,425
CyberPower CP550SL,https://pcpartpicker.com/product/pCyxFT/cyberpower-ups-cp550sl,,330,550
CyberPower CP550SLGTAA,https://pcpartpicker.com/product/ZVYWGX/cyberpower-ups-cp550slgtaa,,330,550
CyberPower CP600LCD,https://pcpartpicker.com/product/z4Crxr/cyberpower-ups-cp600lcd,,340,600
CyberPower CP750LCDTAA,https://pcpartpicker.com/product/8pbkcf/cyberpower-ups-cp750lcdtaa,,420,750
CyberPower CP825LCD,https://pcpartpicker.com/product/TKZ2FT/cyberpower-ups-cp825lcd,,450,825
CyberPower CS16U48V-8,https://pcpartpicker.com/product/FjcMnQ/cyberpower-ups-cs16u48v8,,16,
CyberPower CS24C12V2-E,https://pcpartpicker.com/product/3Ps8TW/cyberpower-ups-cs24c12v2e,,24,
CyberPower EC350G,https://pcpartpicker.com/product/m9Wrxr/cyberpower-ups-ec350g,,255,350
CyberPower OL2000RTXL2U,https://pcpartpicker.com/product/r7Wrxr/cyberpower-ups-ol2000rtxl2u,,1800,2200
CyberPower OL2200RTXL2U,https://pcpartpicker.com/product/FvVBD3/cyberpower-ups-ol2200rtxl2u,4482.95,1800,2200
CyberPower OL6000RT3U,https://pcpartpicker.com/product/9kTrxr/cyberpower-ups-ol6000rt3u,,5400,6000
CyberPower OL8000RT3U,https://pcpartpicker.com/product/7QVBD3/cyberpower-ups-ol8000rt3u,,7200,8000
CyberPower OR1500LCDRT2U,https://pcpartpicker.com/product/JKZ2FT/cyberpower-ups-or1500lcdrt2u,545.95,900,1500
CyberPower OR1500PFCRT2U,https://pcpartpicker.com/product/fwVBD3/cyberpower-ups-or1500pfcrt2u,745.95,900,1500
CyberPower PP800SW,https://pcpartpicker.com/product/kpbkcf/cyberpower-ups-pp800sw,,550,800
CyberPower PR1000LCD,https://pcpartpicker.com/product/rNNypg/cyberpower-ups-pr1000lcd,819.95,700,1000
CyberPower PR1000LCDRM1U,https://pcpartpicker.com/product/2JVBD3/cyberpower-ups-pr1000lcdrm1u,,750,1000
CyberPower PR1000LCDRT2U,https://pcpartpicker.com/product/WFdFf7/cyberpower-ups-pr1000lcdrt2u,,700,1000
CyberPower PR1000LCDRT2UTAA,https://pcpartpicker.com/product/x8KhP6/cyberpower-ups-pr1000lcdrt2utaa,,700,1000
CyberPower PR1000LCDRTXL2U,https://pcpartpicker.com/product/6JVBD3/cyberpower-ups-pr1000lcdrtxl2u,,900,1000
CyberPower PR1000LCDRTXL2UA,https://pcpartpicker.com/product/jd648d/cyberpower-ups-pr1000lcdrtxl2ua,,750,1000
CyberPower PR1000LCDTAA,https://pcpartpicker.com/product/k2RFf7/cyberpower-ups-pr1000lcdtaa,,700,1000
CyberPower PR1500LCDRTXL2U,https://pcpartpicker.com/product/TQVBD3/cyberpower-ups-pr1500lcdrtxl2u,,1350,1500
CyberPower PR1500LCDRTXL2Ua,https://pcpartpicker.com/product/ZNNypg/cyberpower-ups-pr1500lcdrtxl2ua,,1350,1500
CyberPower PR1500LCDRTXL2UTAA,https://pcpartpicker.com/product/2vVBD3/cyberpower-ups-pr1500lcdrtxl2utaa,,1125,1500
CyberPower PR1500LCDTAA,https://pcpartpicker.com/product/bm8H99/cyberpower-ups-pr1500lcdtaa,,1050,1500
CyberPower PR1500SWRM2U,https://pcpartpicker.com/product/YkTrxr/cyberpower-ups-pr1500swrm2u,,1000,1500
CyberPower PR2200LCDRTXL2UTAA,https://pcpartpicker.com/product/6GfmP6/cyberpower-ups-pr2200lcdrtxl2utaa,,1650,2150
CyberPower PR3000LCDRTXL2UTAA,https://pcpartpicker.com/product/zJVBD3/cyberpower-ups-pr3000lcdrtxl2utaa,,2400,3000
CyberPower PR500LCDRT1U,https://pcpartpicker.com/product/sD8H99/cyberpower-ups-pr500lcdrt1u,506.95,400,500
CyberPower PR750LCD,https://pcpartpicker.com/product/dZ8H99/cyberpower-ups-pr750lcd,,525,750
CyberPower PR750LCDRM1U,https://pcpartpicker.com/product/vXH48d/cyberpower-ups-pr750lcdrm1u,,560,750
CyberPower PR750LCDRT1U,https://pcpartpicker.com/product/PZ8H99/cyberpower-ups-pr750lcdrt1u,675.95,600,700
CyberPower PR750LCDRTXL2U,https://pcpartpicker.com/product/JccMnQ/cyberpower-ups-pr750lcdrtxl2u,,675,750
CyberPower PR750LCDTAA,https://pcpartpicker.com/product/TGfmP6/cyberpower-ups-pr750lcdtaa,,525,750
CyberPower SE425G,https://pcpartpicker.com/product/MsJkcf/cyberpower-ups-se425g,,255,425
CyberPower CS50U48V,https://pcpartpicker.com/product/VVYWGX/cyberpower-ups-cs50u48v,,50,
Tripp Lite SMART500RT1U,https://pcpartpicker.com/product/DbjWGX/tripp-lite-ups-smart500rt1u,297.37,300,500
Belkin F6C500-UNV,https://pcpartpicker.com/product/47hj4D/belkin-ups-f6c500unv,,275,500
Fellowes 99066,https://pcpartpicker.com/product/4HNypg/fellowes-ups-99066,,,500
Fellowes 99067,https://pcpartpicker.com/product/fXH48d/fellowes-ups-99067,,,600
Fujitsu S26113-E400-L1,https://pcpartpicker.com/product/L8KhP6/fujitsu-ups-s26113e400l1,,980,1500
HP AF446A,https://pcpartpicker.com/product/Y3FXsY/hp-ups-af446a,,500,750
HP AF447A,https://pcpartpicker.com/product/fqkwrH/hp-ups-af447a,,500,750
HP AF448A,https://pcpartpicker.com/product/rZ8H99/hp-ups-af448a,,670,1000
HP AF451A,https://pcpartpicker.com/product/jm8H99/hp-ups-af451a,,950,1400
HP AF460A,https://pcpartpicker.com/product/4xYWGX/hp-ups-af460a,,4500,5000
HP AF461A,https://pcpartpicker.com/product/9VYWGX/hp-ups-af461a,,4500,5000
HP AF463A,https://pcpartpicker.com/product/8f8H99/hp-ups-af463a,,6300,6300
HP AF466A,https://pcpartpicker.com/product/hhqbt6/hp-ups-af466a,,2700,2880
HP AF467A,https://pcpartpicker.com/product/HPs8TW/hp-ups-af467a,,3000,3300
HP AF468A,https://pcpartpicker.com/product/p7hj4D/hp-ups-af468a,,3000,3300
HP AF469A,https://pcpartpicker.com/product/qCyxFT/hp-ups-af469a,,1000,1500
HP AF471A,https://pcpartpicker.com/product/KzM323/hp-ups-af471a,,1000,1500
IBM 2130R6X,https://pcpartpicker.com/product/MjcMnQ/ibm-ups-2130r6x,,1050,1500
IBM 53951AX,https://pcpartpicker.com/product/chqbt6/ibm-ups-53951ax,803.62,1000,1500
IBM 53951KX,https://pcpartpicker.com/product/dBPzK8/ibm-ups-53951kx,,1000,1500
IBM 53952KX,https://pcpartpicker.com/product/Jhqbt6/ibm-ups-53952kx,,1920,2200
IBM 53953KX,https://pcpartpicker.com/product/vPs8TW/ibm-ups-53953kx,,2700,3000
Lenovo 33L3478,https://pcpartpicker.com/product/86X2FT/lenovo-ups-33l3478,,,675
APC SU3000RMTX136,https://pcpartpicker.com/product/X7hj4D/apc-ups-su3000rmtx136,,2250,3000
APC BX600CI-IN,https://pcpartpicker.com/product/RVcMnQ/apc-ups-bx600ciin,,360,600
CyberPower BU800E-UK,https://pcpartpicker.com/product/zJM323/cyberpower-ups-bu800euk,,400,800
CyberPower GX1325U,https://pcpartpicker.com/product/6x98TW/cyberpower-gx1325u-ups-gx1325u,,810,1325
APC BN650M1,https://pcpartpicker.com/product/n2yV3C/apc-bn650m1-ups-bn650m1,,360,650
APC BE670M1,https://pcpartpicker.com/product/yh3gXL/apc-be670m1-ups-be670m1,,360,675
CyberPower CST1500S,https://pcpartpicker.com/product/BVQcCJ/cyberpower-cst1500s-ups-cst1500s,,900,1500
APC Back-UPS Pro 1375VA,https://pcpartpicker.com/product/ttPQzy/apc-back-ups-pro-1375va-ups-bn1375m2,,810,1375
CyberPower XC625,https://pcpartpicker.com/product/47NYcf/cyberpower-xc625-ups-xc625,,375,625
CyberPower CST150UC-FC,https://pcpartpicker.com/product/tkfV3C/cyberpower-cst150uc-fc-ups-cst150uc-fc,,900,1500
VERTIV Liebert PSA5,https://pcpartpicker.com/product/TNBFf7/vertiv-liebert-psa5-ups-psa5-500mt120,346.99,300,500
VERTIV Liebert PSl5,https://pcpartpicker.com/product/LjqNnQ/vertiv-liebert-psl5-ups-psi5-1100mt120,525.93,990,1100
VERTIV Liebert PSl5,https://pcpartpicker.com/product/GHnXsY/vertiv-liebert-psl5-ups-psi5-750mt120,443.2,675,750
