name,part_url,type,efficiency,wattage,modular,color,manufacturer,part_number,length,atx_4_pin_connectors,eps_8_pin_connectors,pcie_16_pin_12vhpwr_12v_2x6_connectors,pcie_12_pin_connectors,pcie_8_pin_connectors,pcie_6_2_pin_connectors,pcie_6_pin_connectors,sata_connectors,amp_molex_4_pin_connectors
EVGA SuperNOVA 850 P2,https://pcpartpicker.com/product/zhgPxr/evga-supernova-850-p2-850-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0850-x1,ATX,platinum,850,Full,,EVGA,220-P2-0850-X1|220-P2-0850-X3|220-P2-0850-X2|220-P2-0850-X4,165.0,0,2,0,0,0,4,2,9,6
be quiet! System Power 10,https://pcpartpicker.com/product/BqD7YJ/be-quiet-system-power-10-450-w-80-bronze-certified-atx-power-supply-bn326,ATX,bronze,450,false,Black,be quiet!,BN326,140.0,0,1,0,0,0,2,0,5,1
be quiet! Pure Power 11,https://pcpartpicker.com/product/cTfhP6/be-quiet-pure-power-11-500-w-80-gold-certified-atx-power-supply-bn901,ATX,gold,500,false,Black,be quiet!,BN901|BN626,150.0,0,1,0,0,0,2,0,6,3
EVGA 750 BQ,https://pcpartpicker.com/product/xLs8TW/evga-750-bq-750-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0750-v1,ATX,bronze,750,Semi,,EVGA,110-BQ-0750-V1|110-BQ-0750-V2|110-BQ-0750-V3,140.0,0,2,0,0,0,3,3,9,5
Super Flower LEADEX VII XG,https://pcpartpicker.com/product/9MV2FT/super-flower-leadex-vii-xg-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14xg,ATX,gold,1000,Full,Black,Super Flower,SF-1000F14XG,150.0,0,2,1,0,0,4,0,12,4
EVGA SuperNOVA 1000 T2,https://pcpartpicker.com/product/Bv38TW/evga-supernova-1000-t2-1000-w-80-titanium-certified-fully-modular-atx-power-supply-220-t2-1000-x1,ATX,titanium,1000,Full,,EVGA,220-T2-1000-X1|220-T2-1000-X2|220-T2-1000-X3,180.0,0,2,0,0,0,6,2,12,6
Corsair RM650,https://pcpartpicker.com/product/CRC48d/corsair-rm650-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020233-na,ATX,gold,650,Full,Black,Corsair,CP-9020233-NA|CP-9020233-UK|CP-9020233-AU,160.0,0,2,0,0,0,4,0,10,4
Asus ROG Strix Aura Edition,https://pcpartpicker.com/product/3vzhP6/asus-rog-strix-aura-edition-750-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-750g-aura-gaming,ATX,gold,750,Full,Black,Asus,ROG-STRIX-750G-AURA-GAMING|90YE00P3-B0NA00,180.0,0,2,1,0,0,3,0,5,4
EVGA SuperNOVA 1600 P+,https://pcpartpicker.com/product/zKTp99/evga-supernova-1600-p-1600-w-80-platinum-certified-fully-modular-atx-power-supply-220-pp-1600-x1,ATX,platinum,1600,Full,Black,EVGA,220-PP-1600-X1,200.0,0,2,0,0,0,14,0,14,8
Cooler Master Elite Gold,https://pcpartpicker.com/product/vzsMnQ/cooler-master-elite-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-mpw-a001-afag-bau,ATX,gold,1000,Full,Black,Cooler Master,MPW-A001-AFAG-BAU|MPW-A001-AFAG,140.0,0,2,1,0,0,6,0,9,3
be quiet! Straight Power 11 850W,https://pcpartpicker.com/product/7cTPxr/be-quiet-straight-power-11-850w-80-gold-certified-fully-modular-atx-power-supply-bn284,ATX,gold,850,Full,,be quiet!,BN284|BN620,170.0,0,2,0,0,0,4,0,11,8
NZXT C650 (2022),https://pcpartpicker.com/product/TxvdnQ/nzxt-c650-2022-650-w-80-gold-certified-fully-modular-atx-power-supply-pa-6g1bb-us,ATX,gold,650,Full,Black,NZXT,PA-6G1BB-US|PA-6G1BB-UK|PA-6G1BB-EU|PA-6G1BB-AU|PA-6G1BB-JP|PA-6G1BB-WO,150.0,0,2,0,0,0,4,0,6,6
Chieftec Vega M,https://pcpartpicker.com/product/ppFCmG/chieftec-vega-m-750-w-80-gold-certified-fully-modular-atx-power-supply-ppg-750-c,ATX,gold,750,Full,Black / Blue,Chieftec,PPG-750-C,150.0,0,2,1,0,0,4,0,6,3
Corsair HX1200i SHIFT,https://pcpartpicker.com/product/XqXMnQ/corsair-hx1200i-shift-1200-w-fully-modular-side-interface-atx-power-supply-cp-9020267-na,ATX,,1200,Full / Side,Black,Corsair,CP-9020267-NA|CP-9020267-JP|CP-9020267-AU|CP-9020267-WW|CP-9020267-KR|CP-9020267-EU|CP-9020267-TW|CP-9020267-UK,200.0,0,2,1,0,0,4,0,8,8
Cooler Master V Platinum V2,https://pcpartpicker.com/product/NXmNnQ/cooler-master-v-platinum-v2-1600-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-g002-afap-bus,ATX,platinum,1600,Full,Black / Purple,Cooler Master,MPZ-G002-AFAP-BUS|MPZ-G002-AFAP-BEU|MPZ-G002-AFAP-BAU|MPZ-G002-AFAP-BWO|MPZ-G002-AFAP-BUK|MPZ-G002-AFAP,160.0,0,2,2,0,0,5,0,16,4
MSI MAG A750GN PCIE5,https://pcpartpicker.com/product/tjZWGX/msi-mag-a750gn-pcie5-750-w-80-gold-certified-atx-power-supply-mag-a750gn-pcie5,ATX,gold,750,false,Black,MSI,MAG A750GN PCIE5,140.0,0,2,1,0,0,2,0,4,2
Deepcool PF400 230V,https://pcpartpicker.com/product/HRV2FT/deepcool-pf400-230v-400-w-80-certified-atx-power-supply-r-pf400d-ha0b-us,ATX,plus,400,false,Black,Deepcool,R-PF400D-HA0B-US|R-PF400D-HA0B-EU|R-PF400D-HA0B-BP|R-PF400D-HA0B-CN|R-PF400D-HA0B-AU|R-PF400D-HA0B-UK|R-PF400D-HA0B-AR|R-PF400D-HA0B-WO,140.0,0,1,0,0,0,2,0,6,2
Thermalright TG,https://pcpartpicker.com/product/87MMnQ/thermalright-tg-850-w-80-gold-certified-fully-modular-atx-power-supply-tg-850,ATX,gold,850,Full,Black,Thermalright,TG-850|TR-TG-850,140.0,0,1,1,0,0,4,0,10,5
SeaSonic FOCUS GX,https://pcpartpicker.com/product/3H2bt6/seasonic-focus-gx-550-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-550,ATX,gold,550,Full,Black,SeaSonic,FOCUS-GX-550,140.0,0,2,0,0,0,2,0,10,3
EVGA 550 B5,https://pcpartpicker.com/product/zdvqqs/evga-550-b5-550-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0550-v1,ATX,bronze,550,Full,Black,EVGA,220-B5-0550-V1,150.0,0,1,0,0,0,2,0,6,3
EVGA SuperNOVA 750 G5,https://pcpartpicker.com/product/RYH8TW/evga-supernova-750-g5-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0750-x1,ATX,gold,750,Full,Black / Green,EVGA,220-G5-0750-X1|220-G5-0750-X2|220-G5-0750-X3|220-G5-0750-X4,150.0,0,2,0,0,0,6,0,9,4
SeaSonic FOCUS GX-750 ATX 3.0,https://pcpartpicker.com/product/2gCZxr/seasonic-focus-gx-750-atx-30-750-w-80-gold-certified-fully-modular-atx-power-supply-atx3-focus-gx-750,ATX,gold,750,Full,Black,SeaSonic,ATX3-FOCUS-GX-750|FOCUS-GX-750-ATX30,140.0,0,2,1,0,0,2,0,10,3
be quiet! Straight Power 12,https://pcpartpicker.com/product/fmxxFT/be-quiet-straight-power-12-750-w-80-platinum-certified-fully-modular-atx-power-supply-bn336,ATX,platinum,750,Full,Black,be quiet!,BN336|BN514|BN746|BN736|BN731|BN741,160.0,0,2,1,0,0,4,0,9,2
Thermalright TG,https://pcpartpicker.com/product/m4P8TW/thermalright-tg-750-w-80-gold-certified-fully-modular-atx-power-supply-tg-750-w,ATX,gold,750,Full,White,Thermalright,TG-750-W|TR-TG-750-W,140.0,0,1,1,0,0,4,0,8,3
EVGA SuperNOVA 650 GM,https://pcpartpicker.com/product/Fq8j4D/evga-supernova-650-gm-650-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0650-y1,SFX,gold,650,Full,Black,EVGA,123-GM-0650-Y1|123-GM-0650-Y2|123-GM-0650-Y3,100.0,0,1,0,0,0,4,0,6,4
Silverstone Zeus 1650R,https://pcpartpicker.com/product/pRVfrH/silverstone-zeus-1650r-1650-w-80-titanium-certified-fully-modular-atx-power-supply-sst-zu1650r-tm,ATX,titanium,1650,Full,,Silverstone,SST-ZU1650R-TM|SST-AX1650MCTI-B,180.0,0,2,3,0,0,12,0,16,6
Corsair VS450,https://pcpartpicker.com/product/6rc48d/corsair-vs450-450-w-80-certified-atx-power-supply-cp-9020170-na,ATX,plus,450,false,,Corsair,CP-9020170-NA,125.0,0,1,0,0,0,2,0,6,4
Super Flower Zillion FG,https://pcpartpicker.com/product/ZcQKHx/super-flower-zillion-fg-1250-w-80-gold-certified-fully-modular-atx-power-supply-sf-1250z12fg,ATX,gold,1250,Full,Black,Super Flower,SF-1250Z12FG,140.0,0,2,1,0,0,3,0,8,6
Deepcool PF350 230V,https://pcpartpicker.com/product/hKqrxr/deepcool-pf350-230v-350-w-80-certified-atx-power-supply-r-pf350d-ha0b-us,ATX,plus,350,false,Black,Deepcool,R-PF350D-HA0B-US|R-PF350D-HA0B-AR|R-PF350D-HA0B-CN|R-PF350D-HA0B-BP|R-PF350D-HA0B-WO|R-PF350D-HA0B-AU|R-PF350D-HA0B-UK|R-PF350D-HA0B-EU,140.0,0,1,0,0,0,2,0,6,2
EVGA SuperNOVA 550 GM,https://pcpartpicker.com/product/QgyV3C/evga-supernova-550-gm-550-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0550-y1,SFX,gold,550,Full,Black,EVGA,123-GM-0550-Y1|123-GM-0550-Y2|123-GM-0550-Y3,100.0,0,1,0,0,0,4,0,4,4
Deepcool PF650 230V,https://pcpartpicker.com/product/KcxxFT/deepcool-pf650-230v-650-w-80-certified-atx-power-supply-r-pf650d-ha0b-us,ATX,plus,650,false,Black,Deepcool,R-PF650D-HA0B-US|R-PF650D-HA0B-CN|R-PF650D-HA0B-EU|R-PF650D-HA0B-AU|R-PF650D-HA0B-UK|R-PF650D-HA0B-WO|R-PF650D-HA0B-AR|R-PF650D-HA0B-BP,140.0,0,2,0,0,0,4,0,6,2
Thermaltake Toughpower GF3 TT Premium,https://pcpartpicker.com/product/HXjBD3/thermaltake-toughpower-gf3-tt-premium-1000-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1000fnfagu-4,ATX,gold,1000,Full,Black,Thermaltake,PS-TPD-1000FNFAGU-4|PS-TPD-1000FNFAGE-4|PS-TPD-1000FNFAGA-4,160.0,0,2,1,0,0,4,0,12,4
Corsair HX850i,https://pcpartpicker.com/product/6dNp99/corsair-hx850i-850-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020073,ATX,platinum,850,Full,,Corsair,CP-9020073|CP-9020073-UK|HX850i|CMPSU-HX850i|CP-9020073-NA|CP-9020073-EU,180.0,0,2,0,0,0,6,0,12,12
ADATA XPG Core Reactor II,https://pcpartpicker.com/product/zfGhP6/adata-xpg-core-reactor-ii-750-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii750g-bkcus,ATX,gold,750,Full,Black,ADATA,COREREACTORII750G-BKCUS|COREREACTORII750G-BKCAU|COREREACTORII750G-BKCEU,140.0,0,2,1,0,0,6,0,8,4
EVGA SuperNOVA 650 GT,https://pcpartpicker.com/product/49VG3C/evga-supernova-650-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0650-y1,ATX,gold,650,Full,Black,EVGA,220-GT-0650-Y1,150.0,0,1,0,0,0,3,0,6,3
SeaSonic FOCUS Plus 550 Gold,https://pcpartpicker.com/product/bkp323/seasonic-focus-plus-gold-550w-80-gold-certified-fully-modular-atx-power-supply-ssr-550fx,ATX,gold,550,Full,,SeaSonic,SSR-550FX,140.0,0,1,0,0,0,2,0,6,3
Thermaltake Toughpower GX3,https://pcpartpicker.com/product/2LwmP6/thermaltake-toughpower-gx3-850-w-80-gold-certified-atx-power-supply-ps-tpd-0850nnfagu-3,ATX,gold,850,false,Black,Thermaltake,PS-TPD-0850NNFAGU-3|PS-TPD-0850NNFAGE-3,140.0,0,2,1,0,0,4,0,6,3
EVGA SuperNOVA 750 P2,https://pcpartpicker.com/product/jBZ2FT/evga-supernova-750-p2-750-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0750-x1,ATX,platinum,750,Full,,EVGA,220-P2-0750-X1|220-P2-0750-X2|220-P2-0750-X3|220-P2-0750-X4,165.0,0,2,0,0,0,4,2,10,4
Corsair HX850 Platinum,https://pcpartpicker.com/product/NGCrxr/corsair-hx850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020138-na,ATX,platinum,850,Full,,Corsair,CP-9020138-NA|CP-9020138-WW|CP-9020138-UK|CP-9020138-EU|CP-9020138-AU|CP-9020138-CN|CP-9020138-JP|CP-9020138-KR,180.0,0,2,0,0,0,6,0,16,6
1STPLAYER NGDP,https://pcpartpicker.com/product/m2bypg/1stplayer-ngdp-850-w-80-gold-certified-fully-modular-atx-power-supply-ngdp-gld-850-bk-us,ATX,gold,850,Full,Black,1STPLAYER,NGDP-GLD-850-BK-US,140.0,0,2,1,0,0,2,0,8,4
Corsair GS800,https://pcpartpicker.com/product/JHckcf/corsair-gs800-800-w-80-bronze-certified-atx-power-supply-gs800,ATX,bronze,800,false,,Corsair,GS800|CP-9020014-NA|CP-9020014-UK,160.0,0,1,0,0,0,4,0,8,8
Corsair TX850M Gold,https://pcpartpicker.com/product/vfBrxr/corsair-tx850m-gold-850-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020130-na,ATX,gold,850,Semi,,Corsair,CP-9020130-NA|CP-9020130-UK,160.0,0,1,0,0,0,4,0,8,8
Asus ROG Strix Aura Edition,https://pcpartpicker.com/product/Tv26Mp/asus-rog-strix-aura-edition-1200-w-80-gold-certified-fully-modular-atx-power-supply-90ye00p0-b0na00,ATX,gold,1200,Full,Black,Asus,90YE00P0-B0NA00|rog-strix-1200g-aura-gaming,180.0,0,2,1,0,0,4,0,5,4
SeaSonic FOCUS PX,https://pcpartpicker.com/product/rmrYcf/seasonic-focus-px-850-w-80-platinum-certified-fully-modular-atx-power-supply-focus-px-850,ATX,platinum,850,Full,Black,SeaSonic,FOCUS-PX-850,140.0,0,2,0,0,0,6,0,10,5
Corsair HX750 Platinum,https://pcpartpicker.com/product/LkM323/corsair-hx750-platinum-750-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020137-na,ATX,platinum,750,Full,,Corsair,CP-9020137-NA|CP-9020137-WW|CP-9020137-UK|CP-9020137-EU|CP-9020137-AU|CP-9020137-CN|CP-9020137-JP|CP-9020137-KR,180.0,0,2,0,0,0,4,0,16,4
ASRock Phantom Gaming PG-850G,https://pcpartpicker.com/product/DKJp99/asrock-phantom-gaming-pg-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-pg-850g,ATX,gold,850,Full,Black,ASRock,PG-850G|90-UXP085-GFUAAB|90-UXP085-GFEAAB|90-UXP085-GFGAAB,150.0,0,2,1,0,0,4,0,9,3
SeaSonic PRIME PX-1300,https://pcpartpicker.com/product/s2ZFf7/seasonic-prime-px-1300-w-80-platinum-certified-fully-modular-atx-power-supply-ssr-1300pd,ATX,platinum,1300,Full,Black,SeaSonic,SSR-1300PD|PRIME-PX-1300,170.0,0,2,0,0,0,12,0,12,5
EVGA 600 B1,https://pcpartpicker.com/product/V9bp99/evga-600-b1-600-w-80-bronze-certified-atx-power-supply-100-b1-0600-kr,ATX,bronze,600,false,,EVGA,100-B1-0600-KR|100-B1-0600-K2|100-B1-0600-K3,139.0,0,1,0,0,0,2,0,6,3
Silverstone SST-TX300,https://pcpartpicker.com/product/msMwrH/silverstone-300-w-80-bronze-certified-tfx-power-supply-sst-tx300,TFX,bronze,300,false,Black,Silverstone,SST-TX300,175.0,0,1,0,0,0,0,1,4,2
Deepcool PN650M,https://pcpartpicker.com/product/ygWJ7P/deepcool-pn650m-650-w-80-gold-certified-fully-modular-atx-power-supply-r-pn650m-fc0b-us,ATX,gold,650,Full,Black,Deepcool,R-PN650M-FC0B-US|R-PN650M-FC0B-EU|PN650M|R-PN650M-FC0B-UK|R-PN650M-FC0B-WO|PN650M-AMAZON,140.0,0,2,1,0,0,3,0,8,2
Thermaltake Litepower,https://pcpartpicker.com/product/zsBrxr/thermaltake-litepower-650-w-atx-power-supply-ps-ltp-0650npcnus-f,ATX,,650,false,,Thermaltake,PS-LTP-0650NPCNUS-F,140.0,0,1,0,0,0,2,0,5,6
Cooler Master V SFX Platinum,https://pcpartpicker.com/product/V2RwrH/cooler-master-v-sfx-platinum-1100-w-80-platinum-certified-fully-modular-sfx-power-supply-mpz-b001-sfap-bus,SFX,platinum,1100,Full,Black,Cooler Master,MPZ-B001-SFAP-BUS|MPZ-B001-SFAP-BUK|MPZ-B001-SFAP-BEU|MPZ-B001-SFAP-BAU,100.0,0,2,1,0,0,3,0,8,4
Aerocool Integrator,https://pcpartpicker.com/product/ms9wrH/aerocool-integrator-600-w-80-bronze-certified-atx-power-supply-acpb-it60akc13,ATX,bronze,600,false,Black,Aerocool,ACPB-IT60AKC.13,140.0,0,1,0,0,0,2,0,5,3
Thermaltake Toughpower GF3 TT Premium,https://pcpartpicker.com/product/CnYmP6/thermaltake-toughpower-gf3-tt-premium-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfagu-4,ATX,gold,1200,Full,Black,Thermaltake,PS-TPD-1200FNFAGU-4|PS-TPD-1200FNFAGA-4|PS-TPD-1200FNFAGE-4,160.0,0,2,1,0,0,4,0,12,4
Silverstone ATTIS 750R,https://pcpartpicker.com/product/nswmP6/silverstone-attis-750r-750-w-80-bronze-certified-atx-power-supply-sst-at750r-bf,ATX,bronze,750,false,Black,Silverstone,SST-AT750R-BF,140.0,0,2,0,0,0,4,0,6,3
Mars Gaming MPII650,https://pcpartpicker.com/product/dkndnQ/mars-gaming-650w-atx-power-supply-mpii650,ATX,,650,false,Black / Red,Mars Gaming,MPII650,140.0,0,1,0,0,0,1,0,4,2
Super Flower Leadex III Gold,https://pcpartpicker.com/product/8z7p99/super-flower-leadex-iii-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14hg,ATX,gold,850,Full,Black,Super Flower,SF-850F14HG,160.0,0,2,0,0,0,6,0,9,4
SeaSonic M12II,https://pcpartpicker.com/product/Tc3RsY/seasonic-power-supply-ss620gm2,ATX,bronze,620,Full,,SeaSonic,SS-620GM2|M12II 620 Bronze,160.0,0,1,0,0,0,4,0,8,5
Antec NE1000G M ATX3.0,https://pcpartpicker.com/product/GYmNnQ/antec-ne1000g-m-atx30-1000-w-80-gold-certified-fully-modular-atx-power-supply-ne1000g-m-atx30,ATX,gold,1000,Full,Black,Antec,NE1000G M ATX3.0|0-761345-11393-9|0-761345-11394-6|0-761345-11392-2|0-761345-11395-3|0-761345-11391-5,140.0,0,2,1,0,0,4,0,12,4
Asus ROG Strix Aura Edition,https://pcpartpicker.com/product/Rystt6/asus-rog-strix-aura-edition-850-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-850g-aura-gaming,ATX,gold,850,Full,Black,Asus,ROG-STRIX-850G-AURA-GAMING|90YE00P2-B0NA00,180.0,0,2,1,0,0,3,0,5,4
High Power PG-750,https://pcpartpicker.com/product/cZhv6h/high-power-pg-750-750-w-atx-power-supply-hp1-j750gd-f12s,ATX,,750,false,Black,High Power,HP1-J750GD-F12S,140.0,0,1,0,0,0,4,0,6,3
Aerocool Integrator Gold,https://pcpartpicker.com/product/rFQKHx/aerocool-integrator-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-acpg-im85fkc31,ATX,gold,850,Full,Black,Aerocool,ACPG-IM85FKC.31,140.0,0,2,0,0,0,4,0,6,3
Thermalright TG,https://pcpartpicker.com/product/9sMMnQ/thermalright-tg-650-w-80-gold-certified-fully-modular-atx-power-supply-tg-650,ATX,gold,650,Full,Black,Thermalright,TG-650|TR-TG-650,140.0,0,1,0,0,0,4,0,8,3
NOX URANO VX,https://pcpartpicker.com/product/zdnXsY/nox-urano-vx-650-w-80-bronze-certified-atx-power-supply-nxurvx650bz,ATX,bronze,650,false,Black / Orange,NOX,NXURVX650BZ,140.0,0,1,0,0,0,2,0,6,2
Deepcool PL550D,https://pcpartpicker.com/product/mzLdnQ/deepcool-pl550d-550-w-80-bronze-certified-atx-power-supply-r-pl550d-fc0b-us,ATX,bronze,550,false,Black,Deepcool,R-PL550D-FC0B-US|R-PL550D-FC0B-UK|R-PL550D-FC0B-IN|R-PL550D-FC0B-WO|R-PL550D-FC0B-JP|R-PL550D-FC0B-AU|R-PL550D-FC0B-EU,140.0,0,1,1,0,0,3,0,6,2
Cooler Master G600,https://pcpartpicker.com/product/D6YmP6/cooler-master-g600-600-w-80-gold-certified-atx-power-supply-mpw-6001-acaag-us,ATX,gold,600,false,Black,Cooler Master,MPW-6001-ACAAG-US|MPW-6001-ACAAG-WO|MPW-6001-ACAAG-UK|MPW-6001-ACAAG-TW|MPW-6001-ACAAG-BR|MPW-6001-ACAAG-AU|MPW-6001-ACAAG-IN|MPW-6001-ACAAG-ST|MPW-6001-ACAAG-EU|MPW-6001-ACAAG-JP|MPW-6001-ACAAG-KR,140.0,0,2,0,0,0,4,0,6,3
Corsair CX750F,https://pcpartpicker.com/product/97zFf7/corsair-cx750f-750-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020218-na,ATX,bronze,750,Full,Black,Corsair,CP-9020218-NA,140.0,0,2,0,0,0,4,0,8,4
Corsair HX1000i SHIFT,https://pcpartpicker.com/product/vQNscf/corsair-hx1000i-shift-1000-w-fully-modular-side-interface-atx-power-supply-cp-9020265-na,ATX,,1000,Full / Side,Black,Corsair,CP-9020265-NA|CP-9020265-EU|CP-9020265-UK|CP-9020265-KR|CP-9020265-TW,180.0,0,2,1,0,0,4,0,8,8
EVGA SuperNOVA 1200 P2,https://pcpartpicker.com/product/V6vRsY/evga-supernova-1200-p2-1200-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-1200-x1,ATX,platinum,1200,Full,,EVGA,220-P2-1200-X1|220-P2-1200-X4|220-P2-1200-X3|220-P2-1200-X2,200.0,0,2,0,0,0,6,2,12,5
MSI MAG A650BNL,https://pcpartpicker.com/product/MvyH99/msi-mag-a650bnl-650-w-80-bronze-certified-atx-power-supply-mag-a650bnl,ATX,bronze,650,false,Black,MSI,MAG A650BNL,140.0,0,2,0,0,0,2,0,5,2
Asus ROG Strix,https://pcpartpicker.com/product/DRVG3C/asus-rog-strix-650-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-650g,ATX,gold,650,Full,Black / Red,Asus,ROG-STRIX-650G|90YE00A1-B0NA00|90YE00A1-B0AA00|90YE00A1-B0EA00,160.0,0,2,0,0,0,4,0,8,3
ASRock Phantom Gaming PG-750G,https://pcpartpicker.com/product/CKJp99/asrock-phantom-gaming-pg-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-pg-750g,ATX,gold,750,Full,Black,ASRock,PG-750G|90-UXP075-GFEAAB,150.0,0,2,1,0,0,3,0,9,3
Thermaltake TR2 S,https://pcpartpicker.com/product/mMwmP6/thermaltake-tr2-s-700-w-80-certified-atx-power-supply-ps-trs-0700npcweu-2,ATX,plus,700,false,Black,Thermaltake,PS-TRS-0700NPCWEU-2,140.0,0,1,0,0,0,2,0,6,5
PC Cooler KN850,https://pcpartpicker.com/product/ygNscf/pc-cooler-kn850-850-w-80-gold-certified-fully-modular-atx-power-supply-p3-kn850-g1f,ATX,gold,850,Full,Black,PC Cooler,P3-KN850-G1F,140.0,0,2,1,0,0,3,0,7,2
Cougar GEX,https://pcpartpicker.com/product/3DLwrH/cougar-gex-750-w-80-gold-certified-fully-modular-atx-power-supply-gex750,ATX,gold,750,Full,Black,Cougar,GEX750|31GE075002P01|CGR GEX-750,160.0,0,2,0,0,0,4,0,8,6
be quiet! System Power 9,https://pcpartpicker.com/product/b37v6h/be-quiet-system-power-9-500-w-80-bronze-certified-atx-power-supply-bn246,ATX,bronze,500,false,Black,be quiet!,BN246,140.0,0,1,0,0,0,2,0,6,2
Thermaltake Toughpower GF1 Snow - TT Premium,https://pcpartpicker.com/product/V7t9TW/thermaltake-toughpower-gf1-snow-tt-premium-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagx-w,ATX,gold,750,Full,White,Thermaltake,PS-TPD-0750FNFAGx-W|PS-TPD-0750FNFAGU-W|PS-TPD-0750FNFAGE-W,160.0,0,1,0,0,0,4,0,9,4
Cooler Master V750 SFX GOLD,https://pcpartpicker.com/product/JrLFf7/cooler-master-v-sfx-gold-750-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-7501-sfhagv-wu,SFX,gold,750,Full,White,Cooler Master,MPY-7501-SFHAGV-WU|MPY-7501-SFHAGV-WK|MPY-7501-SFHAGV-WE|MPY-7501-SFHAGV-WS|MPY-7501-SFHAGV-WA|MPY-7501-SFHAGV-WB|MPY-7501-SFHAGV-WY|MPY-7501-SFHAGV-WT|MPY-7501-SFHAGV-WJ|MPY-7501-SFHAGV-WI|MPY-7501-SFHAGV-WW,100.0,0,2,0,0,0,4,0,8,4
Xilence XP500R6,https://pcpartpicker.com/product/nDm323/xilence-xp500r6-500-w-atx-power-supply-xn042,ATX,,500,false,Black / Red,Xilence,XN042,140.0,0,1,0,0,0,1,0,4,2
be quiet! Pure Power 11,https://pcpartpicker.com/product/y4TPxr/be-quiet-pure-power-11-700-w-80-gold-certified-atx-power-supply-bn295,ATX,gold,700,false,Black,be quiet!,BN295|BN631,150.0,0,1,0,0,0,4,0,6,3
Corsair AX1200i,https://pcpartpicker.com/product/vkYXsY/corsair-ax1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ax1200i,ATX,platinum,1200,Full,,Corsair,AX1200i|CP-9020008-NA|CP-9020008-UK|CMPSU-AX1200i|CP-9020008-AU|CP-9020008-EU,200.0,0,2,0,0,0,8,0,16,12
Silverstone SFX,https://pcpartpicker.com/product/9qTmP6/silverstone-sfx-300-w-80-bronze-certified-sfx-power-supply-st30sf,SFX,bronze,300,false,Black,Silverstone,ST30SF|SST-ST30SF,100.0,0,1,0,0,0,0,1,3,2
SeaSonic VERTEX PX-750,https://pcpartpicker.com/product/xVt9TW/seasonic-vertex-px-750-750-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-750,ATX,platinum,750,Full,Black / Silver,SeaSonic,VERTEX PX-750,160.0,0,2,1,0,0,2,0,14,3
EVGA SuperNOVA 550 GA,https://pcpartpicker.com/product/v6qBD3/evga-supernova-550-ga-550-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0550-x1,ATX,gold,550,Full,Black,EVGA,220-GA-0550-X1,150.0,0,1,0,0,0,3,0,6,4
SAMA P1200,https://pcpartpicker.com/product/qKdMnQ/sama-p1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-p1200-whpff001-us,ATX,platinum,1200,Full,White,SAMA,P1200-WHPFF001-US,150.0,0,2,2,0,0,3,0,12,4
Aerocool Integrator,https://pcpartpicker.com/product/8NKscf/aerocool-integrator-700-w-80-bronze-certified-atx-power-supply-acpb-it70akc13,ATX,bronze,700,false,Black,Aerocool,ACPB-IT70AKC.13,140.0,0,1,0,0,0,2,0,5,3
EVGA 650 B5,https://pcpartpicker.com/product/BtrYcf/evga-650-b5-650-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0650-v1,ATX,bronze,650,Full,Black,EVGA,220-B5-0650-V1,150.0,0,1,0,0,0,3,0,6,3
