name,part_url,type,efficiency,wattage,modular,color,manufacturer,part_number,length,atx_4_pin_connectors,eps_8_pin_connectors,pcie_16_pin_12vhpwr_12v_2x6_connectors,pcie_12_pin_connectors,pcie_8_pin_connectors,pcie_6_2_pin_connectors,pcie_6_pin_connectors,sata_connectors,amp_molex_4_pin_connectors
OCZ ZT,https://pcpartpicker.com/product/bBV48d/ocz-power-supply-oczzt650w,ATX,bronze,650,Full,,OCZ,OCZ-ZT650W|OCZ-ZT650W-UK,175.0,0,1,0,0,0,2,0,9,6
Phanteks Revolt SFX,https://pcpartpicker.com/product/Ng7G3C/phanteks-revolt-sfx-750-w-80-platinum-certified-fully-modular-sfx-power-supply-ph-p750psf_us01,SFX,platinum,750,Full,Black,Phanteks,PH-P750PSF_US01|PH-P750PSF,100.0,0,2,0,0,0,4,0,11,1
Apevia ATX-VS450W,https://pcpartpicker.com/product/tL7v6h/apevia-450w-atx-power-supply-atx-vs450w,ATX,,450,false,,Apevia,ATX-VS450W,140.0,1,0,0,0,0,0,0,3,3
SeaSonic X,https://pcpartpicker.com/product/9RZQzy/seasonic-power-supply-ss750km3,ATX,gold,750,Full,,SeaSonic,SS-750KM3|X750 GOLD|X-750 SS-750KM3 ACTIVE P|X-750 KM3 (SS-750KM F3),160.0,0,2,0,0,0,4,0,10,5
Deepcool PX850G WH,https://pcpartpicker.com/product/kf4Zxr/deepcool-px850g-wh-850-w-80-gold-certified-fully-modular-atx-power-supply-r-px850g-fc0w-us,ATX,gold,850,Full,White,Deepcool,R-PX850G-FC0W-US|R-PX850G-FC0W-BP|R-PX850G-FC0W-EU|PX850G WH|R-PX850G-FC0W-WO|R-PX850G-FC0W-UK|R-PX850G-FC0W-AU,160.0,0,2,1,0,0,3,0,8,4
SeaSonic PRIME Ultra Gold 550,https://pcpartpicker.com/product/9nmxFT/seasonic-prime-ultra-gold-550w-80-gold-certified-fully-modular-atx-power-supply-ssr-550gd2,ATX,gold,550,Full,Black,SeaSonic,SSR-550GD2,140.0,0,1,0,0,0,2,0,6,3
Antec Earthwatts,https://pcpartpicker.com/product/zR3RsY/antec-power-supply-ea750,ATX,plus,750,false,,Antec,EA750,180.0,0,2,0,0,0,2,2,9,9
Antec NeoECO,https://pcpartpicker.com/product/TR3RsY/antec-power-supply-neoeco400c,ATX,plus,400,false,,Antec,NEO ECO 400C,150.0,0,1,0,0,0,0,1,5,4
Antec NeoECO,https://pcpartpicker.com/product/ZDH323/antec-power-supply-neoeco520c,ATX,bronze,520,false,,Antec,NEO ECO 520C,150.0,0,1,0,0,0,1,1,6,6
Apevia ATX-AS500W-BK,https://pcpartpicker.com/product/c7jG3C/apevia-power-supply-atxas500wbk,ATX,,500,false,,Apevia,ATX-AS500W-BK,170.0,0,1,0,0,0,0,1,4,6
Apevia ATX-WA750W,https://pcpartpicker.com/product/qgW9TW/apevia-power-supply-atxwa750w,ATX,,750,false,,Apevia,ATX-WA750W,155.0,0,1,0,0,2,0,2,6,8
OCZ ModXStream Pro,https://pcpartpicker.com/product/R9zv6h/ocz-power-supply-ocz500mxsp,ATX,plus,500,Semi,,OCZ,OCZ500MXSP,165.0,1,1,0,0,0,1,1,6,4
OCZ Z Series Gold,https://pcpartpicker.com/product/2G4gXL/ocz-power-supply-oczz1000m,ATX,gold,1000,Semi,,OCZ,OCZZ1000M,160.0,0,2,0,0,0,6,0,12,3
Thermaltake TR2,https://pcpartpicker.com/product/v7jG3C/thermaltake-power-supply-tr600p,ATX,bronze,600,false,,Thermaltake,TR-600P,140.0,0,1,0,0,0,1,1,6,6
FSP Group Hydro G,https://pcpartpicker.com/product/Ky4NnQ/fsp-group-power-supply-hg650,ATX,gold,650,Full,,FSP Group,HG650,170.0,0,1,0,0,0,4,0,12,3
Zalman TXIIv2,https://pcpartpicker.com/product/YNJp99/zalman-txiiv2-600-w-80-certified-atx-power-supply-zm600-txiiv2,ATX,plus,600,false,Black,Zalman,ZM600-TXIIv2,140.0,1,1,0,0,0,2,0,6,4
Enermax REVOLUTION ATX 3.0,https://pcpartpicker.com/product/VXP8TW/enermax-revolution-atx-30-1200-w-80-gold-certified-fully-modular-atx-power-supply-era1200ewt,ATX,gold,1200,Full,Black / White,Enermax,ERA1200EWT,150.0,0,2,1,0,0,4,0,12,4
be quiet! Dark Power Pro 10,https://pcpartpicker.com/product/ddBv6h/be-quiet-power-supply-bn600,ATX,gold,550,Semi,,be quiet!,BN600|BN200,180.0,0,2,0,0,0,4,1,9,6
Silverstone Strider Platinum,https://pcpartpicker.com/product/BVTrxr/silverstone-strider-platinum-850w-80-platinum-certified-fully-modular-atx-power-supply-st85f-pt,ATX,platinum,850,Full,,Silverstone,ST85F-PT|SST-ST85F-PT|PS-ST85F-PT,140.0,0,2,0,0,0,4,0,12,3
FSP Group Twins,https://pcpartpicker.com/product/bgkwrH/fsp-group-700w-80-gold-certified-atx-power-supply-twins700,ATX,gold,700,false,,FSP Group,TWINS700,190.0,0,2,0,0,0,4,0,6,2
Thermaltake Toughpower GX1 RGB,https://pcpartpicker.com/product/MWcRsY/thermaltake-toughpower-gx1-rgb-500-w-80-gold-certified-atx-power-supply-ps-tpd-0500nhfagu-1,ATX,gold,500,false,Black,Thermaltake,PS-TPD-0500NHFAGU-1,140.0,0,1,0,0,0,2,0,6,4
Thermaltake Toughpower XT,https://pcpartpicker.com/product/K8g323/thermaltake-power-supply-tpx875m,ATX,bronze,875,Full,,Thermaltake,TPX-875M,160.0,0,2,0,0,0,2,2,8,6
Phanteks AMP,https://pcpartpicker.com/product/2RsV3C/phanteks-amp-1000-w-80-gold-certified-fully-modular-atx-power-supply-ph-p1000g_wt,ATX,gold,1000,Full,White,Phanteks,PH-P1000G_WT|PH-P1000G_WT01,140.0,0,2,0,0,0,6,0,10,5
Enermax MarbleBron,https://pcpartpicker.com/product/sWH8TW/enermax-marblebron-650-w-80-bronze-certified-semi-modular-atx-power-supply-emb650awt,ATX,bronze,650,Semi,Black,Enermax,EMB650AWT,140.0,0,1,0,0,0,4,0,8,4
Silverstone VA550-B,https://pcpartpicker.com/product/LZ92FT/silverstone-va-b-550-w-80-bronze-certified-atx-power-supply-sst-va550-b,ATX,bronze,550,false,Black,Silverstone,SST-VA550-B,140.0,0,2,0,0,0,2,0,6,3
Raidmax Scorpio,https://pcpartpicker.com/product/PY98TW/raidmax-scorpio-535w-80-bronze-certified-fully-modular-atx-power-supply-rx-535ap-s,ATX,bronze,535,Semi,Black / Blue,Raidmax,RX-535AP-S,160.0,0,1,0,0,0,2,0,5,3
Silverstone Strider Platinum,https://pcpartpicker.com/product/tJp323/silverstone-strider-platinum-1000w-80-platinum-certified-fully-modular-atx-power-supply-sst-st1000-pt,ATX,platinum,1000,Full,,Silverstone,SST-ST1000-PT,180.0,0,2,0,0,0,6,0,16,6
Raidmax RX-700AC,https://pcpartpicker.com/product/7dV48d/raidmax-power-supply-rx700ac,ATX,bronze,700,Semi,,Raidmax,RX-700AC,140.0,0,1,0,0,0,1,1,6,4
be quiet! PURE POWER 9 CM,https://pcpartpicker.com/product/hZ2rxr/be-quiet-pure-power-9-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn268,ATX,silver,600,Semi,,be quiet!,BN268|BN668,160.0,0,1,0,0,0,4,0,6,3
Phanteks AMP,https://pcpartpicker.com/product/QX3gXL/phanteks-amp-1000-w-80-gold-certified-fully-modular-atx-power-supply-ph-p1000g,ATX,gold,1000,Full,Black,Phanteks,PH-P1000G|PH-P1000G_BK,140.0,0,2,0,0,0,6,0,10,5
Thermaltake Toughpower GF A3 - TT Premium Edition,https://pcpartpicker.com/product/QdQKHx/thermaltake-toughpower-gf-a3-tt-premium-edition-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-b,ATX,gold,1050,Full,Blue / Black,Thermaltake,PS-TPD-1050FNFAGU-B|PS-TPD-1050FNFAGE-B,140.0,0,2,1,0,0,5,0,8,8
Thermaltake Smart RGB 230V,https://pcpartpicker.com/product/K97scf/thermaltake-smart-rgb-230v-600-w-80-certified-atx-power-supply-ps-spr-0600nhsawe-1,ATX,plus,600,false,Black,Thermaltake,PS-SPR-0600NHSAWE-1|PS-SPR-0600NHSAWU-1,140.0,0,1,0,0,0,2,0,5,4
be quiet! Pure Power 9,https://pcpartpicker.com/product/mY98TW/be-quiet-power-supply-bn266,ATX,silver,400,Semi,,be quiet!,BN266,160.0,0,1,0,0,0,2,0,5,2
Azza PSAZ-850PT14,https://pcpartpicker.com/product/grK7YJ/azza-power-supply-psaz850pt14,ATX,platinum,850,Semi,,Azza,PSAZ-850PT14,180.0,0,1,0,0,0,4,0,8,5
Cougar VTX,https://pcpartpicker.com/product/4btQzy/cougar-vtx-700w-80-bronze-certified-atx-power-supply-vtx700,ATX,bronze,700,false,,Cougar,VTX700|CGR BS-700,140.0,0,1,0,0,0,2,0,7,4
KOLINK Core,https://pcpartpicker.com/product/dMNYcf/kolink-core-1000-w-80-certified-atx-power-supply-kl-c1000,ATX,plus,1000,false,Black,KOLINK,KL-C1000,140.0,0,1,0,0,0,4,0,5,3
Cooler Master V Semi-Modular,https://pcpartpicker.com/product/2pqdnQ/cooler-master-vsm-750-w-80-gold-certified-semi-modular-atx-power-supply-rs-750-amaa-g1,ATX,gold,750,Semi,,Cooler Master,RS-750-AMAA-G1,139.0,0,1,0,0,0,4,0,8,6
FSP Group Raider 650,https://pcpartpicker.com/product/bfw323/fsp-group-power-supply-raider650,ATX,bronze,650,false,,FSP Group,Raider 650,139.0,0,1,0,0,0,2,0,6,3
SHARKOON SilentStorm Icewind,https://pcpartpicker.com/product/wXQG3C/sharkoon-silentstorm-icewind-650-w-80-bronze-certified-semi-modular-atx-power-supply-silentstorm-icewind-650-watt,ATX,bronze,650,Semi,White / Black,SHARKOON,SilentStorm Icewind 650 Watt,160.0,0,1,0,0,0,4,0,9,3
Enermax REVOLUTION SFX,https://pcpartpicker.com/product/DZDJ7P/enermax-revolution-sfx-650w-80-gold-certified-fully-modular-sfx-power-supply-erv650swt,SFX,gold,650,Full,Black,Enermax,ERV650SWT,100.0,0,1,0,0,0,2,0,6,4
KOLINK Classic Power,https://pcpartpicker.com/product/VCVG3C/kolink-classic-power-700-w-80-bronze-certified-atx-power-supply-kl-700v2,ATX,bronze,700,false,Black / Red,KOLINK,KL-700v2,160.0,0,1,0,0,0,4,0,6,2
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,https://pcpartpicker.com/product/trMwrH/apevia-680w-semi-modular-atx-power-supply-atx-wr680w,ATX,,680,Semi,,Apevia,ATX-WR680W,157.0,1,1,0,0,0,2,0,4,4
NZXT HALE82 V2 700W,https://pcpartpicker.com/product/xVMFf7/nzxt-hale82-v2-700w-700-w-80-bronze-certified-fully-modular-atx-power-supply-v2-700w,ATX,bronze,700,Full,,NZXT,V2 700W,160.0,0,1,0,0,0,4,0,6,3
Corsair TX650 V2,https://pcpartpicker.com/product/Z4fp99/corsair-tx650-v2-650-w-80-bronze-certified-atx-power-supply-cmpsu-650txv2,ATX,bronze,650,false,,Corsair,CMPSU-650TXV2|CMPSU-650TXV2UK,160.0,0,1,0,0,0,2,0,8,8
SHARKOON WPM Bronze,https://pcpartpicker.com/product/TrvZxr/sharkoon-wpm-bronze-500w-80-bronze-certified-semi-modular-atx-power-supply-wpm500,ATX,bronze,500,Semi,,SHARKOON,WPM500,165.0,0,1,0,0,0,2,0,6,5
Cougar GX V3,https://pcpartpicker.com/product/fwhKHx/cougar-gx-v3-800w-80-gold-certified-semi-modular-atx-power-supply-gx800v3r,ATX,gold,800,Semi,Black / Gold,Cougar,GX800V3/R,160.0,0,1,0,0,0,4,0,10,4
Fractal Design Ion Gold,https://pcpartpicker.com/product/7wgFf7/fractal-design-ion-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia2g-550,ATX,gold,550,Full,Black,Fractal Design,FD-P-IA2G-550|FD-P-IA2G-550-EU|FD-P-IA2G-550-UK|FD-P-IA2G-550-US|FD-P-IA2G-550-AU,150.0,0,1,0,0,0,2,0,6,3
Thermaltake Toughpower GF2 ARGB,https://pcpartpicker.com/product/pCpmP6/thermaltake-toughpower-gf2-argb-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850f3fagu-2,ATX,gold,850,Full,Black,Thermaltake,PS-TPD-0850F3FAGU-2,160.0,0,2,0,0,0,6,0,12,4
Thermaltake Toughpower,https://pcpartpicker.com/product/3wGkcf/thermaltake-toughpower-650-w-80-gold-certified-semi-modular-atx-power-supply-ps-tpd-0650mpcgus-1,ATX,gold,650,Semi,,Thermaltake,PS-TPD-0650MPCGUS-1|TT-PS-TPD-0650MPCGAU-1,140.0,0,1,0,0,0,4,0,12,4
Thermalright TP,https://pcpartpicker.com/product/QTFmP6/thermalright-tp-850-w-80-platinum-certified-fully-modular-atx-power-supply-tp-850-w,ATX,platinum,850,Full,White,Thermalright,TP-850-W|TR-TP-850-W,140.0,0,1,1,0,0,4,0,10,5
XFX Core Edition,https://pcpartpicker.com/product/z8FPxr/xfx-core-edition-650-w-80-bronze-certified-atx-power-supply-pro650w-p1-650s-nlb9,ATX,bronze,650,false,,XFX,PRO650W (P1-650S-NLB9),170.0,0,1,0,0,0,2,2,8,7
Raidmax RX-500AF,https://pcpartpicker.com/product/2mMFf7/raidmax-power-supply-rx500af,ATX,bronze,500,false,,Raidmax,RX-500AF,165.0,0,1,0,0,0,1,0,6,4
be quiet! Power Zone,https://pcpartpicker.com/product/jBsKHx/be-quiet-power-supply-bn612,ATX,bronze,850,Full,,be quiet!,BN612|BN212,175.0,1,1,0,0,0,4,0,9,6
Rosewill SilentNight-500,https://pcpartpicker.com/product/Xxw323/rosewill-power-supply-silentnight500,ATX,platinum,500,Semi,,Rosewill,SilentNight-500,169.0,0,1,0,0,0,4,0,6,3
EVGA SuperNOVA 750 PQ,https://pcpartpicker.com/product/sWBTwP/evga-supernova-750-pq-750-w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-0750-x1,ATX,platinum,750,Semi,Black,EVGA,210-PQ-0750-X1|210-PQ-0750-X2,180.0,0,2,0,0,0,6,0,9,3
EVGA SuperNOVA 850 PQ,https://pcpartpicker.com/product/y9tQzy/evga-supernova-850-pq-850-w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-0850-x1,ATX,platinum,850,Semi,Black,EVGA,210-PQ-0850-X1|210-PQ-0850-X2,180.0,0,2,0,0,0,8,0,9,3
Chieftec ATMOS,https://pcpartpicker.com/product/zR6NnQ/chieftec-atmos-750-w-80-gold-certified-fully-modular-atx-power-supply-cpx-750fc,ATX,gold,750,Full,Black,Chieftec,CPX-750FC,140.0,0,2,1,0,0,4,0,9,4
Xilence XP750MR9.2,https://pcpartpicker.com/product/z3xxFT/xilence-xp750mr92-750-w-80-gold-certified-semi-modular-atx-power-supply-xn173,ATX,gold,750,Semi,Black / Red,Xilence,XN173|XP750MR9.2,160.0,1,1,1,0,0,3,0,6,3
Cougar CMX700V3,https://pcpartpicker.com/product/b9h9TW/cougar-power-supply-cmx700v3,ATX,bronze,700,Semi,,Cougar,CMX700V3|31TK070.0064|CGR B2-700CM,160.0,0,1,0,0,0,4,0,8,3
EVGA SuperNOVA 750 P6,https://pcpartpicker.com/product/YNstt6/evga-supernova-750-p6-750-w-80-platinum-certified-fully-modular-atx-power-supply-220-p6-0750-x1,ATX,platinum,750,Full,Black / Silver,EVGA,220-P6-0750-X1,140.0,0,2,0,0,0,6,0,9,4
Rosewill PHOTON-550,https://pcpartpicker.com/product/6Px9TW/rosewill-power-supply-photon550,ATX,gold,550,Full,,Rosewill,PHOTON-550,160.0,0,1,0,0,0,2,0,6,3
be quiet! System Power 10 U,https://pcpartpicker.com/product/LcWzK8/be-quiet-system-power-10-u-750-w-80-bronze-certified-atx-power-supply-bn988,ATX,bronze,750,false,Black,be quiet!,BN988|BN693|BN996|BN992|BN689,140.0,0,2,0,0,0,4,0,6,1
be quiet! System Power 10 U,https://pcpartpicker.com/product/GJjBD3/be-quiet-system-power-10-u-850-w-80-gold-certified-atx-power-supply-bn989,ATX,gold,850,false,Black,be quiet!,BN989|BN694|BN993|BN690|BN997,160.0,0,2,0,0,0,4,0,6,1
Cooler Master MWE GOLD 550 V2,https://pcpartpicker.com/product/GH92FT/cooler-master-mwe-gold-v2-550-w-80-gold-certified-atx-power-supply-mpe-5501-acaag,ATX,gold,550,false,Black,Cooler Master,MPE-5501-ACAAG,140.0,0,2,0,0,0,2,0,8,4
EVGA SuperNOVA 750 G7,https://pcpartpicker.com/product/cm92FT/evga-supernova-750-g7-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g7-0750-x1,ATX,gold,750,Full,Black / Blue,EVGA,220-G7-0750-X1,130.0,0,2,0,0,0,6,0,9,4
Nfortec Sagitta RGB,https://pcpartpicker.com/product/sVhFf7/nfortec-sagitta-rgb-750-w-80-gold-certified-fully-modular-atx-power-supply-nf-psu-sagitta-750wm,ATX,gold,750,Full,Black,Nfortec,NF-PSU-SAGITTA-750WM,170.0,0,1,0,0,0,2,0,8,3
Antec Signature,https://pcpartpicker.com/product/dTqBD3/antec-signature-1000-w-80-titanium-certified-fully-modular-atx-power-supply-st1000,ATX,titanium,1000,Full,Black / Silver,Antec,ST1000|ST1000 Titanium|X9000A505-18|0-761345-11712-8|0-761345-11713-5,170.0,0,2,0,0,0,8,0,16,5
Aerocool Integrator MOD XT,https://pcpartpicker.com/product/mZxRsY/aerocool-integrator-mod-xt-750-w-80-bronze-certified-semi-modular-atx-power-supply-acpb-it75akc12,ATX,bronze,750,Semi,Black / Red,Aerocool,ACPB-IT75AKC.12,140.0,0,1,0,0,0,4,0,7,6
Cougar CMX1200V3,https://pcpartpicker.com/product/ymyFf7/cougar-power-supply-cmx1200v3,ATX,bronze,1200,Semi,,Cougar,CMX1200V3,160.0,0,1,0,0,0,6,0,10,4
be quiet! Straight Power 10,https://pcpartpicker.com/product/g4nG3C/be-quiet-power-supply-bn233,ATX,gold,700,false,,be quiet!,BN233,160.0,0,1,0,0,0,4,0,11,4
be quiet! Straight Power 10 CM,https://pcpartpicker.com/product/3McMnQ/be-quiet-power-supply-bn236,ATX,gold,700,Semi,,be quiet!,BN236|BN636,160.0,0,1,0,0,0,4,0,11,4
SeaSonic PRIME Platinum,https://pcpartpicker.com/product/XfjWGX/seasonic-prime-platinum-1000w-80-platinum-certified-fully-modular-atx-power-supply-ssr-1000pd,ATX,platinum,1000,Full,,SeaSonic,SSR-1000PD,170.0,0,2,0,0,0,8,0,12,5
Super Flower Leadex V Platinum Pro,https://pcpartpicker.com/product/X94Ycf/super-flower-leadex-v-platinum-pro-850-w-80-platinum-certified-fully-modular-atx-power-supply-sf-850f14tp,ATX,platinum,850,Full,White,Super Flower,SF-850F14TP,130.0,0,2,0,0,0,3,0,9,4
Rosewill HIVE,https://pcpartpicker.com/product/t3TmP6/rosewill-power-supply-hive650,ATX,bronze,650,Semi,,Rosewill,Hive-650,160.0,0,1,0,0,0,2,0,8,4
Thermaltake TOUGHPOWER PF1 ARGB,https://pcpartpicker.com/product/XzYQzy/thermaltake-toughpower-pf1-argb-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1200f3fapu-1,ATX,platinum,1200,Full,,Thermaltake,PS-TPD-1200F3FAPU-1|PS-TPD-1200F3FAPK-1|PS-TPD-1200F3FAPA-1,180.0,0,2,0,0,0,8,0,12,8
KOLINK KL-SFX450,https://pcpartpicker.com/product/xtBhP6/kolink-450-w-80-bronze-certified-sfx-power-supply-kl-sfx450,SFX,bronze,450,false,Black / Green,KOLINK,KL-SFX450,100.0,0,1,0,0,0,2,0,4,2
RAIJINTEK CRATOS,https://pcpartpicker.com/product/wpJp99/raijintek-cratos-1200-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00004,ATX,gold,1200,Full,White,RAIJINTEK,0R30B00004|CRATOS 1200 WHITE,140.0,0,2,1,0,0,4,0,8,4
Cougar GEX,https://pcpartpicker.com/product/L3xRsY/cougar-gex-1050-w-80-gold-certified-fully-modular-atx-power-supply-gex1050,ATX,gold,1050,Full,Black,Cougar,GEX1050|31GE105003P01|CGR-GEX1050,180.0,0,2,0,0,0,8,0,12,4
SeaSonic PRIME Ultra Platinum 750,https://pcpartpicker.com/product/hKc48d/seasonic-prime-ultra-platinum-750w-80-platinum-certified-fully-modular-atx-power-supply-ssr-750pd2,ATX,platinum,750,Full,Black,SeaSonic,SSR-750PD2,140.0,0,2,0,0,0,4,0,8,3
SeaSonic PRIME Platinum,https://pcpartpicker.com/product/gbYWGX/seasonic-prime-platinum-750w-80-platinum-certified-fully-modular-atx-power-supply-ssr-750pd,ATX,platinum,750,Full,,SeaSonic,SSR-750PD,170.0,0,2,0,0,0,4,0,8,3
Antec Earthwatts Green,https://pcpartpicker.com/product/2nvRsY/antec-power-supply-ea430dgreen,ATX,bronze,430,false,,Antec,EA-430D Green|EA 430D,139.0,0,1,0,0,0,0,1,5,4
Zalman TXIIv2,https://pcpartpicker.com/product/TYpQzy/zalman-txiiv2-500-w-80-certified-atx-power-supply-zm500-txiiv2,ATX,plus,500,false,Black,Zalman,ZM500-TXIIv2,140.0,1,1,0,0,0,2,0,6,3
Thermalright TG,https://pcpartpicker.com/product/bFCZxr/thermalright-tg-1200-w-80-gold-certified-fully-modular-atx-power-supply-tg-1200-w,ATX,gold,1200,Full,White,Thermalright,TG-1200-W|TR-TG-1200-W,140.0,0,1,1,0,0,4,0,10,5
Chieftec Vita SM3,https://pcpartpicker.com/product/3kzp99/chieftec-vita-sm3-850-w-80-bronze-certified-semi-modular-atx-power-supply-bpx-850-c,ATX,bronze,850,Semi,Black / Blue,Chieftec,BPX-850-C,140.0,0,2,1,0,0,4,0,6,3
Super Flower Leadex III Gold UP,https://pcpartpicker.com/product/FPtLrH/super-flower-leadex-iii-gold-up-650-w-80-gold-certified-fully-modular-atx-power-supply-sf-650f14ge,ATX,gold,650,Full,Black,Super Flower,SF-650F14GE,150.0,0,2,1,0,0,2,0,6,4
Chieftec SILICON,https://pcpartpicker.com/product/2rh2FT/chieftec-silicon-1000-w-80-bronze-certified-fully-modular-atx-power-supply-slc-1000c,ATX,bronze,1000,Full,Black / Red,Chieftec,SLC-1000C,160.0,0,1,0,0,0,6,0,9,3
LC-Power LC6 V2.31,https://pcpartpicker.com/product/kNzhP6/lc-power-lc6-v231-650-w-80-gold-certified-fully-modular-atx-power-supply-lc6650m-v231,ATX,gold,650,Full,Black / Gray,LC-Power,LC6650M V2.31,142.0,0,2,0,0,0,6,0,10,5
Raidmax Cobra,https://pcpartpicker.com/product/7rTmP6/raidmax-power-supply-rx600afb,ATX,bronze,600,false,,Raidmax,RX-600AF-B,165.0,0,1,0,0,0,2,0,5,4
EVGA 510 BP,https://pcpartpicker.com/product/HHH7YJ/evga-510-bp-510-w-80-bronze-certified-atx-power-supply-100-bp-0510-k1,ATX,bronze,510,false,Black,EVGA,100-BP-0510-K1,120.0,0,1,0,0,0,2,0,6,3
XFX XTR,https://pcpartpicker.com/product/Rkh9TW/xfx-xtr-550-w-80-gold-certified-fully-modular-atx-power-supply-p1-550b-befx,ATX,gold,550,Full,,XFX,P1-550B-BEFX,,0,2,0,0,0,2,0,8,6
SeaSonic PRIME Ultra Platinum 650,https://pcpartpicker.com/product/7fndnQ/seasonic-prime-ultra-platinum-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd2,ATX,platinum,650,Full,Black,SeaSonic,SSR-650PD2,140.0,0,1,0,0,0,4,0,6,3
Cougar VTE X2,https://pcpartpicker.com/product/fNM48d/cougar-vte-x2-600-w-80-certified-atx-power-supply-vte-x2-600,ATX,plus,600,false,Black,Cougar,VTE X2 600|31VX060.0001P|CGR VX-600,140.0,0,1,0,0,0,2,0,6,2
be quiet! Pure Power 10 CM,https://pcpartpicker.com/product/GMYWGX/be-quiet-pure-power-10-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn278,ATX,silver,600,Semi,,be quiet!,BN278|BN678,160.0,0,1,0,0,0,4,0,6,3
Antec VP650P,https://pcpartpicker.com/product/Tf7CmG/antec-power-supply-vp650p,ATX,,650,false,,Antec,VP-650P,140.0,0,1,0,0,0,2,0,6,4
Enermax Revolution D.F.,https://pcpartpicker.com/product/DvCFf7/enermax-revolution-df-750-w-80-gold-certified-fully-modular-atx-power-supply-erf750ewt,ATX,gold,750,Full,Black / Silver,Enermax,ERF750EWT,160.0,0,2,0,0,0,4,0,8,4
Cougar POLAR X2,https://pcpartpicker.com/product/g9yH99/cougar-polar-x2-1050-w-80-platinum-certified-fully-modular-atx-power-supply-cgr-prx2-1050,ATX,platinum,1050,Full,White / Gray,Cougar,CGR PRX2-1050|31PX105001P01,180.0,0,2,1,0,0,7,0,12,4
Chieftec Polaris 3.0,https://pcpartpicker.com/product/YV9wrH/chieftec-polaris-30-850-w-80-gold-certified-fully-modular-atx-power-supply-pps-850fc-a3,ATX,gold,850,Full,Black,Chieftec,PPS-850FC-A3,160.0,0,2,0,0,0,2,0,12,4
SeaSonic PRIME Ultra Gold 650,https://pcpartpicker.com/product/7MfmP6/seasonic-prime-ultra-gold-650w-80-gold-certified-fully-modular-atx-power-supply-ssr-650gd2,ATX,gold,650,Full,Black,SeaSonic,SSR-650GD2,140.0,0,1,0,0,0,4,0,6,3
SeaSonic PRIME Ultra Gold 750,https://pcpartpicker.com/product/VfM323/seasonic-prime-ultra-gold-750w-80-gold-certified-fully-modular-atx-power-supply-ssr-750gd2,ATX,gold,750,Full,Black,SeaSonic,SSR-750GD2,170.0,0,2,0,0,0,8,0,12,5
SeaSonic Platinum,https://pcpartpicker.com/product/mJjG3C/seasonic-power-supply-ss860xp2,ATX,platinum,860,Full,,SeaSonic,SS-860XP2,160.0,0,2,0,0,0,6,0,10,5
Cougar SL600,https://pcpartpicker.com/product/nbmLrH/cougar-power-supply-sl600,ATX,,600,false,,Cougar,SL600,139.0,0,1,0,0,0,2,0,5,3
SeaSonic X,https://pcpartpicker.com/product/PFV48d/seasonic-power-supply-x1050,ATX,gold,1050,Full,,SeaSonic,X-1050|PSUSEAX1050WMGD|SS-1050XM2,190.0,0,2,0,0,0,6,0,14,5
Apevia ATX-WA900W,https://pcpartpicker.com/product/KR3RsY/apevia-power-supply-atxwa900w,ATX,,900,false,,Apevia,ATX-WA900W,155.0,0,1,0,0,2,0,2,6,8
Lian Li EG850 Mesh,https://pcpartpicker.com/product/GYkH99/lian-li-eg850-mesh-850-w-80-gold-certified-fully-modular-atx-power-supply-eg850-mesh,ATX,gold,850,Full,Black,Lian Li,EG850 Mesh,182.0,0,2,1,0,0,3,0,12,4
Cooler Master Silent Pro Gold,https://pcpartpicker.com/product/vktCmG/cooler-master-power-supply-rsc0080gad3us,ATX,gold,1200,Semi,,Cooler Master,RSC00-80GAD3-US,180.0,0,2,0,0,0,4,4,9,4
CoolMax CA-300,https://pcpartpicker.com/product/p4W9TW/coolmax-power-supply-ca300,ATX,,300,false,,CoolMax,CA-300,,1,0,0,0,0,0,0,1,4
Dynapower EJ-750A80,https://pcpartpicker.com/product/CcK7YJ/dynapower-power-supply-ej750a80,ATX,bronze,750,Full,,Dynapower,EJ-750A80,160.0,0,1,0,0,0,4,0,6,7
Enermax EPR525AWT_II,https://pcpartpicker.com/product/pnvRsY/enermax-power-supply-epr525awtii,ATX,bronze,525,false,,Enermax,EPR525AWT_II,139.0,0,1,0,0,0,3,0,7,6
Rosewill Green,https://pcpartpicker.com/product/dPqdnQ/rosewill-power-supply-rg530s12,ATX,plus,530,false,,Rosewill,RG530-S12,139.0,0,1,0,0,0,1,1,6,6
