name,part_url,rpm,color,size,manufacturer,part_number,height,supported_sockets,water_cooled_size,is_water_cooled
Thermalright Hyper Vision UB ARGB,https://pcpartpicker.com/product/LNQwrH/thermalright-hyper-vision-ub-argb-69-cfm-liquid-cpu-cooler-hyper-vision-360-ub-argb-white,2150,White,360.0,Thermalright,Hyper Vision 360 UB ARGB WHITE,68.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master Hyper 212 RGB Black Edition,https://pcpartpicker.com/product/WHH7YJ/cooler-master-hyper-212-rgb-black-edition-59-cfm-cpu-cooler-rr-212s-20pc-r2,"650,2000",,,Cooler Master,RR-212S-20PC-R2,159.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
EK EK-Nucleus AIO CR240 Lux D-RGB,https://pcpartpicker.com/product/NhKscf/ek-ek-nucleus-aio-cr240-lux-d-rgb-72-cfm-liquid-cpu-cooler-ek-nucleus-aio-cr240-lux-d-rgb-white,"550,2300",White,240.0,EK,EK-Nucleus AIO CR240 Lux D-RGB - White|3831109897843,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Asus ROG Ryujin III ARGB,https://pcpartpicker.com/product/wqHqqs/asus-rog-ryujin-iii-argb-7007-cfm-liquid-cpu-cooler-90rc00l1-m0uay0,"600,2200",Black,360.0,Asus,90RC00L1-M0UAY0|ROG RYUJIN III 360 ARGB|90RC00L1-M0AAY0,101.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Corsair iCUE H170i ELITE CAPELLIX XT,https://pcpartpicker.com/product/HLkH99/corsair-icue-h170i-elite-capellix-xt-89-cfm-liquid-cpu-cooler-cw-9060071-ww,"500,1700",Black,420.0,Corsair,CW-9060071-WW,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Deepcool AK400 DIGITAL WH,https://pcpartpicker.com/product/g7yH99/deepcool-ak400-digital-wh-6899-cfm-cpu-cooler-r-ak400-whadmn-g,"500,1850",White,,Deepcool,R-AK400-WHADMN-G|AK400 DIGITAL WH,156.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
DARKROCK D240,https://pcpartpicker.com/product/gHsMnQ/darkrock-d240-liquid-cpu-cooler-d240,"800,1800",Black,240.0,DARKROCK,D240,48.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
EK AIO Elite 360 D-RGB,https://pcpartpicker.com/product/j74Ycf/ek-aio-elite-360-d-rgb-6604-cfm-liquid-cpu-cooler-ek-aio-elite-360-d-rgb,"550,2200",Black,360.0,EK,EK-AIO Elite 360 D-RGB|3831109829820,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermalright Aqua Elite ARGB V2,https://pcpartpicker.com/product/XDgrxr/thermalright-aqua-elite-argb-v2-689-cfm-liquid-cpu-cooler-aqua-elite-240-white-argb-v2,2000,,240.0,Thermalright,Aqua Elite 240 WHITE ARGB V2|AE240 WHITE ARGB V2-D5,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Assassin King 90,https://pcpartpicker.com/product/ddstt6/thermalright-assassin-king-90-44-cfm-cpu-cooler-assassin-king-90-d3,2500,Black / Silver,,Thermalright,Assassin King 90-D3,125.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Cooler Master MasterLiquid 240 Core II,https://pcpartpicker.com/product/hRJBD3/cooler-master-masterliquid-240-core-ii-707-cfm-liquid-cpu-cooler-mlw-d24m-a18pa-rw,"600,1750",White,240.0,Cooler Master,MLW-D24M-A18PA-RW,52.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
NZXT Kraken Elite 240 RGB,https://pcpartpicker.com/product/yfvD4D/nzxt-kraken-elite-240-rgb-7802-cfm-liquid-cpu-cooler-rl-kr24e-b1,"500,1800",Black,240.0,NZXT,RL-KR24E-B1,60.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Deepcool LS520 SE,https://pcpartpicker.com/product/crxxFT/deepcool-ls520-se-8585-cfm-liquid-cpu-cooler-ls520-se,"500,2250",Black,240.0,Deepcool,LS520 SE|R-LS520-BKAMMM-G-1,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Deepcool AG400 DIGITAL BK ARGB,https://pcpartpicker.com/product/wLxxFT/deepcool-ag400-digital-bk-argb-7589-cfm-cpu-cooler-r-ag400-bkadmn-g-1,"500,2100",Black,,Deepcool,R-AG400-BKADMN-G-1,153.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ARCTIC Freezer 34 eSports DUO,https://pcpartpicker.com/product/J7ZzK8/arctic-freezer-34-esports-duo-cpu-cooler-acfre00074a,"200,2100",White / Gray,,ARCTIC,ACFRE00074A,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Corsair iCUE LINK H150i RGB,https://pcpartpicker.com/product/NBTZxr/corsair-icue-link-h150i-rgb-631-cfm-liquid-cpu-cooler-cw-9061006-ww,"480,2400",White,360.0,Corsair,CW-9061006-WW,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
ENDORFY Fortis 5,https://pcpartpicker.com/product/MHTZxr/endorfy-fortis-5-cpu-cooler-ey3a008,"250,1400",Black / Silver,,ENDORFY,EY3A008,159.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
NZXT Kraken X52,https://pcpartpicker.com/product/xn8H99/nzxt-kraken-x52-liquid-cpu-cooler-rl-krx52-01,"500,2000",,240.0,NZXT,RL-KRX52-01,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake TH240 V2 ARGB Sync,https://pcpartpicker.com/product/PxkH99/thermaltake-th240-v2-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w364-pl12sw-a,"500,2000",White,240.0,Thermaltake,CL-W364-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Scythe Big Shuriken 4,https://pcpartpicker.com/product/2pFCmG/scythe-big-shuriken-4-5198-cfm-cpu-cooler-scbsk-4000,"200,1900",Black / Silver,,Scythe,SCBSK-4000,67.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright Frozen Prism,https://pcpartpicker.com/product/TMMMnQ/thermalright-frozen-prism-704-cfm-liquid-cpu-cooler-frozen-prism-240-black,1850,Black,240.0,Thermalright,Frozen Prism 240 Black,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ENDORFY Fera 5 ARGB,https://pcpartpicker.com/product/crV2FT/endorfy-fera-5-argb-cpu-cooler-ey3a007,"250,1800",Black / Silver,,ENDORFY,EY3A007,155.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Asus TUF Gaming LC II ARGB,https://pcpartpicker.com/product/scV2FT/asus-tuf-gaming-lc-ii-argb-67-cfm-liquid-cpu-cooler-tuf-gaming-lc-ii-240-argb,"800,2000",Black,240.0,Asus,TUF Gaming LC II 240 ARGB|90RC00U1-M0UAY0,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Thermalright Elite Vision 360 ARGB,https://pcpartpicker.com/product/XgDQzy/thermalright-elite-vision-360-argb-69-cfm-liquid-cpu-cooler-elite-vision-360-white-argb,2150,White,360.0,Thermalright,Elite Vision 360 WHITE ARGB|EV360 ARGB WHITE D6-Y,63.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Corsair iCUE LINK TITAN 240 RX LCD,https://pcpartpicker.com/product/Bxhv6h/corsair-icue-link-titan-240-rx-lcd-735-cfm-liquid-cpu-cooler-cw-9061025-ww,"300,2100",White,240.0,Corsair,CW-9061025-WW,,AM4|AM5|LGA1700|LGA1851,240.0,True
Deepcool LS520S ZERO DARK,https://pcpartpicker.com/product/YxmNnQ/deepcool-ls520s-zero-dark-8585-cfm-liquid-cpu-cooler-r-ls520-bknnmm-g-1,"500,2250",Black,240.0,Deepcool,R-LS520-BKNNMM-G-1,55.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Corsair iCUE H150i RGB ELITE,https://pcpartpicker.com/product/Xkgrxr/corsair-icue-h150i-rgb-elite-591-cfm-liquid-cpu-cooler-cw-9060079-ww,"400,1850",White,360.0,Corsair,CW-9060079-WW,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermalright Grand Vision ARGB,https://pcpartpicker.com/product/GFtkcf/thermalright-grand-vision-argb-69-cfm-liquid-cpu-cooler-grand-vision-240-argb-white,2150,White,240.0,Thermalright,Grand Vision 240 ARGB WHITE,72.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Gigabyte GAMING 360,https://pcpartpicker.com/product/8FXMnQ/gigabyte-gaming-360-6161-cfm-liquid-cpu-cooler-gp-gigabyte-gme-360i,"500,2200",White,360.0,Gigabyte,GP-GIGABYTE GME 360I,63.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Jonsbo CR-1300 EVO,https://pcpartpicker.com/product/DTHp99/jonsbo-cr-1300-evo-42-cfm-cpu-cooler-cr-1300-evo,"800,2000",Black / Silver,,Jonsbo,CR-1300 EVO|CR-1300 EVO Black,128.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
TRYX PANORAMA ARGB (2024),https://pcpartpicker.com/product/LJjRsY/tryx-panorama-argb-6609-cfm-liquid-cpu-cooler-l-p360a-as3m-g0k,"500,1850",Black,360.0,TRYX,L-P360A-AS3M-G0K|PANORAMA ARGB 360 Black,116.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermalright Burst Assassin 120 Vision,https://pcpartpicker.com/product/w7h2FT/thermalright-burst-assassin-120-vision-6617-cfm-cpu-cooler-burst-assassin-120-vision-white,1500,White,,Thermalright,Burst Assassin 120 Vision White|BA120V-WHITE,156.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
MSI MAG CORELIQUID I240,https://pcpartpicker.com/product/ymbRsY/msi-mag-coreliquid-i240-707-cfm-liquid-cpu-cooler-mag-coreliquid-i240,,Black,240.0,MSI,MAG CORELIQUID I240|CLI240|306-7ZW7A11-C24,62.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
MSI MAG CORELIQUID M240,https://pcpartpicker.com/product/QKcgXL/msi-mag-coreliquid-m240-7823-cfm-liquid-cpu-cooler-mag-coreliquid-m240,"500,2000",Black,240.0,MSI,MAG CORELIQUID M240|306-7ZW4R14-813,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Frozen Edge,https://pcpartpicker.com/product/jFYRsY/thermalright-frozen-edge-69-cfm-liquid-cpu-cooler-fe360-white,2150,White,360.0,Thermalright,FE360 White,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Deepcool GAMMAXX AG620 ARGB,https://pcpartpicker.com/product/MkFbt6/deepcool-ag620-argb-6788-cfm-cpu-cooler-r-ag620-bkanmn-g-2,"300,1850",Black,,Deepcool,R-AG620-BKANMN-G-2|AG620 BK ARGB-AMAZON|AG620 BK ARGB,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Deepcool LD360,https://pcpartpicker.com/product/dZyH99/deepcool-ld360-7204-cfm-liquid-cpu-cooler-r-ld360-bkmsn-g-1,"600,2400",Black,360.0,Deepcool,R-LD360-BKMSN-G-1|R-LD360-BKDMMN-G-1,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
GameMax Sigma 550 Infinity,https://pcpartpicker.com/product/X8LdnQ/gamemax-sigma-550-infinity-5896-cfm-cpu-cooler-sigma-550-infinity-bk,"800,1800",Black,,GameMax,Sigma 550 Infinity BK,153.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
be quiet! Pure Loop 2 FX,https://pcpartpicker.com/product/WdZ9TW/be-quiet-pure-loop-2-fx-liquid-cpu-cooler-bw014,,Black,280.0,be quiet!,BW014|PURE LOOP 2 FX 280mm,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Lian Li Galahad II Trinity,https://pcpartpicker.com/product/yMTZxr/lian-li-galahad-ii-trinity-799-cfm-liquid-cpu-cooler-ga2t24b,2450,Black,240.0,Lian Li,GA2T24B|G89.GA2T24B.00,69.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Thermalright Peerless Assassin 120 Digital,https://pcpartpicker.com/product/TLPv6h/thermalright-peerless-assassin-120-digital-8889-cfm-cpu-cooler-peerless-assassin-120-digital-white,1850,White,,Thermalright,Peerless Assassin 120 Digital WHITE,162.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Deepcool THETA 20 PWM,https://pcpartpicker.com/product/b7XYcf/deepcool-theta-20-pwm-4276-cfm-cpu-cooler-theta-20-pwm,"900,2400",Black / Silver,,Deepcool,THETA 20 PWM,60.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
ARCTIC Freezer 7 X,https://pcpartpicker.com/product/4VLwrH/arctic-freezer-7-x-cpu-cooler-acfre00077a,"300,2000",Black / White,,ARCTIC,ACFRE00077A,132.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Jonsbo CR-3000E,https://pcpartpicker.com/product/NKnXsY/jonsbo-cr-3000e-7223-cfm-cpu-cooler-cr-3000e,"600,1600",Black,,Jonsbo,CR-3000E,155.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright Burst Assassin ARGB,https://pcpartpicker.com/product/L6wypg/thermalright-burst-assassin-argb-6617-cfm-cpu-cooler-ba120-argb,1550,Black / Silver,,Thermalright,BA120 ARGB|BA120 ARGB-D1|BA120 ARGB-D2|BA120 ARGB-D3-2,154.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Asus ROG Ryujin III,https://pcpartpicker.com/product/L74Zxr/asus-rog-ryujin-iii-716-cfm-liquid-cpu-cooler-90rc00k0-m0uay0,"450,2000",Black,240.0,Asus,90RC00K0-M0UAY0|ROG RYUJIN III 240|90RC00K0-M0AAY0,101.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Corsair H60,https://pcpartpicker.com/product/Vwdqqs/corsair-h60-54-cfm-liquid-cpu-cooler-h60-cw-9060007-ww,2000,,120.0,Corsair,H60 (CW-9060007-WW)|CW-9060007-WW|H60,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,120.0,True
Thermaltake TH360 V2 Ultra ARGB Sync,https://pcpartpicker.com/product/q33NnQ/thermaltake-th360-v2-ultra-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w405-pl12sw-a,"500,1800",White,360.0,Thermaltake,CL-W405-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Noctua NH-U12DXi4,https://pcpartpicker.com/product/XXK7YJ/noctua-nh-u12dxi4-55-cfm-cpu-cooler-nh-u12dxi4,"300,1500",,,Noctua,NH-U12DXi4,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2011-3 Narrow|LGA2066,,False
Lian Li Galahad II Trinity SL-INF,https://pcpartpicker.com/product/X6qrxr/lian-li-galahad-ii-trinity-sl-inf-613-cfm-liquid-cpu-cooler-ga2t24inw,2100,White,240.0,Lian Li,GA2T24INW|G89.GA2T24INW.00,69.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Cooler Master MasterAir MA824 Stealth,https://pcpartpicker.com/product/ZQGhP6/cooler-master-masterair-ma824-stealth-636-cfm-cpu-cooler-mam-d8pn-318pk-r1,,Black,,Cooler Master,MAM-D8PN-318PK-R1,166.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING FROZN A620 PRO SE ARGB,https://pcpartpicker.com/product/kY6NnQ/id-cooling-frozn-a620-pro-se-argb-58-cfm-cpu-cooler-frozn-a620-pro-se-argb,"300,2000",Black,,ID-COOLING,FROZN A620 PRO SE ARGB,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Corsair H100i,https://pcpartpicker.com/product/V2JwrH/corsair-h100i-77-cfm-liquid-cpu-cooler-h100i,2700,,240.0,Corsair,H100i|CW-9060009-WW|CWCH100i,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,240.0,True
NZXT Kraken X63 RGB,https://pcpartpicker.com/product/cVJmP6/nzxt-kraken-x63-rgb-9119-cfm-liquid-cpu-cooler-rl-krx63-r1,"500,1500",Black,280.0,NZXT,RL-KRX63-R1,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Thermaltake MAGFloe 420 Ultra ARGB Sync,https://pcpartpicker.com/product/7CFCmG/thermaltake-magfloe-420-ultra-argb-sync-816-cfm-liquid-cpu-cooler-cl-w451-pl14sw-a,"500,2000",Black,420.0,Thermaltake,CL-W451-PL14SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Thermalright Grand Vision ARGB,https://pcpartpicker.com/product/wbXMnQ/thermalright-grand-vision-argb-69-cfm-liquid-cpu-cooler-grand-vision-240-argb-black,2150,Black,240.0,Thermalright,Grand Vision 240 ARGB BLACK,72.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake ASTRIA 600 ARGB,https://pcpartpicker.com/product/yHmNnQ/thermaltake-astria-600-argb-65-cfm-cpu-cooler-cl-p121-ca12sw-a,"500,1800",Black,,Thermaltake,CL-P121-CA12SW-A,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
EK AIO Basic 240,https://pcpartpicker.com/product/jjytt6/ek-aio-basic-240-77-cfm-liquid-cpu-cooler-ek-aio-basic-240,"550,2200",Black,240.0,EK,EK-AIO Basic 240|AIO-BASIC-240|3831109832493,53.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ID-COOLING FROZN A410 SE ARGB,https://pcpartpicker.com/product/rKP8TW/id-cooling-frozn-a410-se-argb-58-cfm-cpu-cooler-frozn-a410-se-argb,"300,2000",Black / Silver,,ID-COOLING,FROZN A410 SE ARGB,152.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
NZXT Kraken X53 RGB,https://pcpartpicker.com/product/CqcRsY/nzxt-kraken-x53-rgb-5244-cfm-liquid-cpu-cooler-rl-krx53-r1,"500,1500",Black,240.0,NZXT,RL-KRX53-R1,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake UX100,https://pcpartpicker.com/product/QFtKHx/thermaltake-ux100-3882-cfm-cpu-cooler-cl-p064-al12sw-a,1800,Black,,Thermaltake,CL-P064-AL12SW-A,66.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Thermalright Assassin Spirit 120 Vision ARGB,https://pcpartpicker.com/product/bmdG3C/thermalright-assassin-spirit-120-vision-argb-6617-cfm-cpu-cooler-assassin-spirit-120-vision-white-argb,1500,White,,Thermalright,Assassin Spirit 120 Vision WHITE ARGB|AS120 VISION ARGB White,154.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermaltake TH280 V2 ARGB Sync,https://pcpartpicker.com/product/PFxxFT/thermaltake-th280-v2-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w375-pl14sw-a,"500,1800",Black,280.0,Thermaltake,CL-W375-PL14SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Thermaltake Contac Silent 12,https://pcpartpicker.com/product/gTGj4D/thermaltake-contac-silent-12-743-cfm-cpu-cooler-cl-p039-al12bl-a,"400,1500",,,Thermaltake,CL-P039-AL12BL-A,153.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366,,False
be quiet! Pure Loop 2,https://pcpartpicker.com/product/wmQKHx/be-quiet-pure-loop-2-liquid-cpu-cooler-bw017,,Black,240.0,be quiet!,BW017,42.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Thermalright Aqua Elite ARGB,https://pcpartpicker.com/product/QdGhP6/thermalright-aqua-elite-argb-6617-cfm-liquid-cpu-cooler-aqua-elite-360-white-argb,1550,White,360.0,Thermalright,Aqua Elite 360 WHITE ARGB,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
ID-COOLING SE-224-XTS,https://pcpartpicker.com/product/6tYRsY/id-cooling-se-224-xts-70-cfm-cpu-cooler-se-224-xts-white,"600,1500",White,,ID-COOLING,SE-224-XTS WHITE,151.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING FROZN A620 ARGB WHITE,https://pcpartpicker.com/product/Jqgrxr/id-cooling-frozn-a620-argb-white-78-cfm-cpu-cooler-frozn-a620-argb-white,"500,2000",White,,ID-COOLING,FROZN A620 ARGB WHITE,154.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Noctua NH-D9DX i4 3U,https://pcpartpicker.com/product/szNypg/noctua-nh-d9dx-i4-3u-4644-cfm-cpu-cooler-nh-d9dx-i4-3u,"400,2000",,,Noctua,NH-D9DX i4 3U,110.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2011-3 Narrow|LGA2066,,False
Deepcool AG620 WH ARGB,https://pcpartpicker.com/product/DjfnTW/deepcool-ag620-wh-argb-6788-cfm-cpu-cooler-r-ag620-whanmn-g-2,"300,1850",White,,Deepcool,R-AG620-WHANMN-G-2|AG620 WH ARGB,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ID-COOLING PINKFLOW,https://pcpartpicker.com/product/4x2bt6/id-cooling-pinkflow-552-cfm-liquid-cpu-cooler-pinkflow-240,"900,2000",White / Pink,240.0,ID-COOLING,PINKFLOW 240,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
