name,part_url,rpm,color,size,manufacturer,part_number,height,supported_sockets,water_cooled_size,is_water_cooled
Cooler Master Hyper 412S,https://pcpartpicker.com/product/Pf8H99/cooler-master-cpu-cooler-rrh41213fkr1,"900,1300",,,Cooler Master,RR-H412-13FK-R1,160.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Cooler Master MasterLiquid ML120R RGB,https://pcpartpicker.com/product/7tQG3C/cooler-master-masterliquid-ml120r-rgb-667-cfm-liquid-cpu-cooler-mlx-d12m-a20pc-r1,"650,2000",,120.0,Cooler Master,MLX-D12M-A20PC-R1,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,120.0,True
Enermax LIQTECH TR4 II 360,https://pcpartpicker.com/product/4ZDJ7P/enermax-liqtech-tr4-ii-360-10217-cfm-liquid-cpu-cooler-elc-lttrto360-tbp,"500,2300",Black,360.0,Enermax,ELC-LTTRTO360-TBP,,sTR4|sTRX4|LGA1700|LGA1851,360.0,True
ID-COOLING FROSTFLOW X,https://pcpartpicker.com/product/GyVG3C/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-120,"700,1800",,120.0,ID-COOLING,FROSTFLOW X 120,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,120.0,True
Cooler Master Hyper 212 LED Turbo White Edition,https://pcpartpicker.com/product/jdWBD3/cooler-master-hyper-212-led-turbo-white-edition-663-cfm-cpu-cooler-rr-212tw-16pw-r1,"600,1600",White,,Cooler Master,RR-212TW-16PW-R1,160.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
SilentiumPC Fera 3 HE1224,https://pcpartpicker.com/product/vKzFf7/silentiumpc-fera-3-he1224-cpu-cooler-spc144,"500,1600",Black / Silver,,SilentiumPC,SPC144,155.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366,,False
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,https://pcpartpicker.com/product/JVxRsY/id-cooling-pinkflow-240-diamond-purple-552-cfm-liquid-cpu-cooler-pinkflow-240-diamond-purple,"900,2000",Pink / Purple,240.0,ID-COOLING,PINKFLOW 240 DIAMOND PURPLE,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,240.0,True
MSI MAG CORELIQUID C240 EVA e-PROJECT,https://pcpartpicker.com/product/sr8bt6/msi-mag-coreliquid-c240-eva-e-project-7873-cfm-liquid-cpu-cooler-mag-coreliquid-c240-eva-e-project,"500,2000",Black,240.0,MSI,MAG CORELIQUID C240 EVA e-PROJECT,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Silverstone AR12-TUF,https://pcpartpicker.com/product/HG7G3C/silverstone-ar12-tuf-6926-cfm-cpu-cooler-sst-ar12-tuf,"300,2200",Black / Orange,,Silverstone,SST-AR12-TUF|AR12-TUF,154.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
GAMDIAS BOREAS P1-720,https://pcpartpicker.com/product/GvDQzy/gamdias-boreas-p1-720-842-cfm-cpu-cooler-boreas-p1-720,"800,2000",Black,,GAMDIAS,BOREAS P1-720,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ARCTIC Freezer i13 X,https://pcpartpicker.com/product/W2GnTW/arctic-freezer-i13-x-cpu-cooler-acfre00078a,"300,2000",Black / White,,ARCTIC,ACFRE00078A,137.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Cooler Master i70C,https://pcpartpicker.com/product/Fx8bt6/cooler-master-i70c-37-cfm-cpu-cooler-rr-i70c-20pk-r1,"650,1800",Black / Silver,,Cooler Master,RR-I70C-20PK-R1|i70C,60.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
MSI MAG CORELIQUID 360R V2,https://pcpartpicker.com/product/PXWJ7P/msi-mag-coreliquid-360r-v2-7873-cfm-liquid-cpu-cooler-mag-coreliquid-360r-v2-white,"500,2000",White,360.0,MSI,MAG CORELIQUID 360R V2 WHITE|306-7ZW1B53-813,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,360.0,True
Thermalright Aqua Elite ARGB V2,https://pcpartpicker.com/product/HCXV3C/thermalright-aqua-elite-argb-v2-689-cfm-liquid-cpu-cooler-aqua-elite-360-white-argb-v2,2000,,360.0,Thermalright,Aqua Elite 360 WHITE ARGB V2|AE360 WHITE ARGB V2-D5,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master MasterLiquid ML120L RGB,https://pcpartpicker.com/product/3P2rxr/cooler-master-masterliquid-ml120l-rgb-667-cfm-liquid-cpu-cooler-mlw-d12m-a20pc-r1,"650,2000",,120.0,Cooler Master,MLW-D12M-A20PC-R1,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,120.0,True
Scythe Mugen 5 PCGH Edition,https://pcpartpicker.com/product/tWfhP6/scythe-mugen-5-pcgh-edition-4303-cfm-cpu-cooler-scmg-5pcgh,"300,800",Silver / Black,,Scythe,SCMG-5PCGH,155.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
MSI MAG CORELIQUID R,https://pcpartpicker.com/product/yyTzK8/msi-mag-coreliquid-r-7873-cfm-liquid-cpu-cooler-mag-core-liquid-360r,"500,2000",Black,360.0,MSI,MAG CORE LIQUID 360R|306-7ZW1C31-813,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,360.0,True
Phanteks Glacier One 240MPH,https://pcpartpicker.com/product/4d4BD3/phanteks-glacier-one-240mph-6051-cfm-liquid-cpu-cooler-ph-go240mph_dwt01,"500,2200",White / Black,240.0,Phanteks,PH-GO240MPH_DWT01,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Assassin King 120,https://pcpartpicker.com/product/XLwypg/thermalright-assassin-king-120-6617-cfm-cpu-cooler-ak120-black,1500,Black / Silver,,Thermalright,AK120 BLACK|43200000,154.0,AM4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermalright Frost Spirit 140 V3 BLACK,https://pcpartpicker.com/product/nf2WGX/thermalright-frost-spirit-140-v3-black-778-cfm-cpu-cooler-fs140-v3-black,1500,Black,,Thermalright,FS140 V3 BLACK,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Deepcool GAMMAXX 400 EX,https://pcpartpicker.com/product/BjFbt6/deepcool-gammaxx-400-ex-52-cfm-cpu-cooler-dp-mch4-gmx400ex,"500,1500",Black,,Deepcool,DP-MCH4-GMX400EX,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING PINKFLOW 240 V2,https://pcpartpicker.com/product/PsddnQ/id-cooling-pinkflow-240-v2-552-cfm-liquid-cpu-cooler-pinkflow-240-v2,"900,2000",Pink,240.0,ID-COOLING,PINKFLOW 240 V2,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Gelid Solutions Liquid 240,https://pcpartpicker.com/product/Vh3NnQ/gelid-solutions-liquid-240-liquid-cpu-cooler-cc-aio-240-a,"750,1800",Black,240.0,Gelid Solutions,CC-AIO-240-A,56.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Cooler Master I70,https://pcpartpicker.com/product/3ZGhP6/cooler-master-i70-37-cfm-cpu-cooler-rr-i7a7-18fk-n1,1800,Black / Silver,,Cooler Master,RR-I7A7-18FK-N1,70.0,LGA1700|LGA1851,,False
GameMax Ice Chill 240,https://pcpartpicker.com/product/Fzn8TW/gamemax-ice-chill-240-588-cfm-liquid-cpu-cooler-gmx-icechill240,"800,1900",Black,240.0,GameMax,GMX-ICECHILL240,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,240.0,True
GAMDIAS CHIONE P5,https://pcpartpicker.com/product/Lvm2FT/gamdias-chione-p5-8181-cfm-liquid-cpu-cooler-chione-p5-240-wh,"400,2200",White,240.0,GAMDIAS,CHIONE P5-240 WH,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Jonsbo CR-3000 ARGB,https://pcpartpicker.com/product/YKcgXL/jonsbo-cr-3000-argb-5948-cfm-cpu-cooler-cr-3000-argb-white,"600,1500",White,,Jonsbo,CR-3000 ARGB White,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Xilence M705D,https://pcpartpicker.com/product/vb26Mp/xilence-m705d-cpu-cooler-m705d,"700,1600",Black,,Xilence,M705D|XC061,150.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Cougar FORZA 85 ESSENTIAL,https://pcpartpicker.com/product/mFbRsY/cougar-forza-85-essential-8248-cfm-cpu-cooler-forza-85-essential,"600,2000",Black,,Cougar,FORZA 85 ESSENTIAL|3MFZE85.0001|CGR-FZAE85,160.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Xilence M704,https://pcpartpicker.com/product/ms26Mp/xilence-m704-70-cfm-cpu-cooler-xc051,"700,1600",Red / Black,,Xilence,XC051|M704,148.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Xilence LQ240 ARGB,https://pcpartpicker.com/product/DWpQzy/xilence-lq240-argb-682-cfm-liquid-cpu-cooler-xc977,"500,1500",Black,240.0,Xilence,XC977|LQ240 ARGB LED,47.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Enermax LIQMAXFLO 240,https://pcpartpicker.com/product/CkRwrH/enermax-liqmaxflo-240-5803-cfm-liquid-cpu-cooler-elc-lmf240t-argb,"500,1800",Black,240.0,Enermax,ELC-LMF240T-ARGB,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake ASTRIA 200 ARGB,https://pcpartpicker.com/product/pM8Pxr/thermaltake-astria-200-argb-65-cfm-cpu-cooler-cl-p137-al12sw-a,"500,1800",White,,Thermaltake,CL-P137-AL12SW-A,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermaltake Floe DX RGB 240 TT Premium Edition,https://pcpartpicker.com/product/8Wwkcf/thermaltake-floe-dx-rgb-240-tt-premium-edition-4245-cfm-liquid-cpu-cooler-cl-w255-pl12sw-a,"500,1500",Black / Gray,240.0,Thermaltake,CL-W255-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,240.0,True
Deepcool CASTLE 360EX A-RGB,https://pcpartpicker.com/product/vQJgXL/deepcool-castle-360ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl360ex-ar-wh,"500,1800",White / Black,360.0,Deepcool,DP-GS-H12W-CSL360EX-AR-WH,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master V8,https://pcpartpicker.com/product/pWqdnQ/cooler-master-cpu-cooler-rruv8xbu1gp,"800,1800",,,Cooler Master,RR-UV8-XBU1-GP,161.0,AM2|AM2+|AM3|AM3+|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366,,False
Noctua NH-U12P SE2,https://pcpartpicker.com/product/Zs4gXL/noctua-nh-u12p-se2-5436-cfm-cpu-cooler-nh-u12p-se2,"900,1300",,,Noctua,NH-U12P SE2,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Cooler Master Hyper T2,https://pcpartpicker.com/product/FNXfrH/cooler-master-cpu-cooler-rrht228pkr1,2800,,,Cooler Master,RR-HT2-28PK-R1,140.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Deepcool GAMMAXX GT,https://pcpartpicker.com/product/WDPzK8/deepcool-gammaxx-gt-295-cfm-cpu-cooler-gammaxx-gt,"500,1500",,,Deepcool,GAMMAXX GT|DP-MCH4-GMX-RGB-GT,156.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Thermalright Frozen Magic Scenic V2,https://pcpartpicker.com/product/cxxxFT/thermalright-frozen-magic-scenic-v2-1104-cfm-liquid-cpu-cooler-frozen-magic-280-scenic-v2,2000,White,280.0,Thermalright,Frozen Magic 280 Scenic V2,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Zalman CNPS10X Performa,https://pcpartpicker.com/product/JMDQzy/zalman-cnps10x-performa-7516-cfm-cpu-cooler-cnps10x-performa-white,"700,1500",White,,Zalman,CNPS10X PERFORMA WHITE,155.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright Frozen Vision 240,https://pcpartpicker.com/product/qqyH99/thermalright-frozen-vision-240-69-cfm-liquid-cpu-cooler-frozen-vision-240-black,"2150,21500",Black,240.0,Thermalright,FROZEN VISION 240 BLACK,58.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ID-COOLING FX360 ARGB,https://pcpartpicker.com/product/mMYRsY/id-cooling-fx360-argb-7616-cfm-liquid-cpu-cooler-fx360-argb,"500,1800",Black,360.0,ID-COOLING,FX360 ARGB,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
PC Cooler RZ820,https://pcpartpicker.com/product/3Lrp99/pc-cooler-rz820-867-cfm-cpu-cooler-rz820-bknwnx-gl,"500,2200",Black,,PC Cooler,RZ820-BKNWNX-GL|RZ820 BK,165.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Ocypus Gamma A40,https://pcpartpicker.com/product/3tsMnQ/ocypus-gamma-a40-41-cfm-cpu-cooler-gamma-a40-bk1nnwn00x-gl,"600,2400",Black,,Ocypus,Gamma-A40-BK1NNWN00X-GL,133.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
In Win Nebula NR36,https://pcpartpicker.com/product/z6Gbt6/in-win-nebula-nr36-8296-cfm-liquid-cpu-cooler-iw-lc-nr36,"400,1800",Black / White,360.0,In Win,IW-LC-NR36,,AM2|AM2+|AM3|AM3+|AM4|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,https://pcpartpicker.com/product/tLjBD3/iceberg-thermal-icesleet-g4-midnight-limited-edition-585-cfm-cpu-cooler-icesleetg4md-bbb-00a,"600,1400",Black,,Iceberg Thermal,ICESLEETG4MD-BBB-00A,156.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Thermaltake UX 210 ARGB,https://pcpartpicker.com/product/2DpzK8/thermaltake-ux-210-argb-723-cfm-cpu-cooler-cl-p079-ca12sw-a,"600,2000",Black / Silver,,Thermaltake,CL-P079-CA12SW-A,153.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Fractal Design Lumen S24 V2,https://pcpartpicker.com/product/q7YRsY/fractal-design-lumen-s24-v2-56-cfm-liquid-cpu-cooler-fd-w-l1-s2411,"500,2000",Black,240.0,Fractal Design,FD-W-L1-S2411,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ENDORFY Navis F280 ARGB,https://pcpartpicker.com/product/ZZmNnQ/endorfy-navis-f280-argb-liquid-cpu-cooler-ey3b005,"250,1800",Black,280.0,ENDORFY,EY3B005,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Antec A40PRO,https://pcpartpicker.com/product/NF2rxr/antec-a40pro-36-cfm-cpu-cooler-a40pro,"800,2200",,,Antec,A40PRO|0-761345-10923-9,136.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Silverstone AR08-V2,https://pcpartpicker.com/product/WyTPxr/silverstone-ar08-v2-495-cfm-cpu-cooler-sst-ar08-v2,"1500,2800",Blue / White,,Silverstone,SST-AR08-V2,134.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Enermax ETS-T50 AXE ARGB,https://pcpartpicker.com/product/KJyqqs/enermax-ets-t50-axe-argb-7132-cfm-cpu-cooler-ets-t50a-w-argb,"500,1600",White,,Enermax,ETS-T50A-W-ARGB,160.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Jonsbo CR-1400 EVO ARGB White,https://pcpartpicker.com/product/yC4Zxr/jonsbo-cr-1400-evo-argb-white-382-cfm-cpu-cooler-cr-1400-evo-argb-white,"800,2200",White,,Jonsbo,CR-1400 EVO ARGB White,130.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
YEYIAN VATN ARGB 240,https://pcpartpicker.com/product/w826Mp/yeyian-vatn-argb-240-75-cfm-liquid-cpu-cooler-yts-240dl-01,"800,2000",Black,240.0,YEYIAN,YTS-240DL-01,53.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ID-COOLING FROZN A610 ARGB WHITE,https://pcpartpicker.com/product/vvcgXL/id-cooling-frozn-a610-argb-white-78-cfm-cpu-cooler-frozn-a610-argb-white,"500,2000",White,,ID-COOLING,FROZN A610 ARGB WHITE,155.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Noctua NH-C14,https://pcpartpicker.com/product/yDg323/noctua-nh-c14-cpu-cooler-nh-c14,"750,1200",,,Noctua,NH-C14,130.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Corsair H80i GT,https://pcpartpicker.com/product/G7PzK8/corsair-h80i-gt-7069-cfm-liquid-cpu-cooler-cw-9060017-ww,2435,,120.0,Corsair,CW-9060017-WW|H80i GT,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,120.0,True
ARCTIC Liquid Freezer 240,https://pcpartpicker.com/product/Dt8H99/arctic-liquid-freezer-240-74-cfm-liquid-cpu-cooler-acfre00013a,"500,1350",,240.0,ARCTIC,ACFRE00013A,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,240.0,True
Cooler Master MasterLiquid Pro 280,https://pcpartpicker.com/product/n7H48d/cooler-master-masterliquid-pro-280-6421-cfm-liquid-cpu-cooler-mly-d28m-a22mb-r1,"650,2200",,280.0,Cooler Master,MLY-D28M-A22MB-R1,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,280.0,True
Thermalright Assassin King 120,https://pcpartpicker.com/product/P6qPxr/thermalright-assassin-king-120-6617-cfm-cpu-cooler-ak-120,1500,Black / Silver,,Thermalright,AK 120|43201619,154.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Deepcool AS500 PLUS WH,https://pcpartpicker.com/product/7wRYcf/deepcool-as500-plus-wh-7081-cfm-cpu-cooler-r-as500-whnlmp-g,"500,1200",White / Silver,,Deepcool,R-AS500-WHNLMP-G|AS500 PLUS WH,164.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Zalman CNPS4X,https://pcpartpicker.com/product/PXZXsY/zalman-cnps4x-3896-cfm-cpu-cooler-cnps4x,"800,2000",Black,,Zalman,CNPS4X|CNPS4X BLACK,135.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
FSP Group NP5,https://pcpartpicker.com/product/w9cBD3/fsp-group-np5-62-cfm-cpu-cooler-np5-black,"800,1600",Black,,FSP Group,NP5 BLACK|NP5-B|POO0000012,151.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Cooler Master MasterAIR G200P,https://pcpartpicker.com/product/Tfn8TW/cooler-master-masterair-g200p-355-cfm-cpu-cooler-map-g2pn-126pc-r1,"800,2000",Black / Silver,,Cooler Master,MAP-G2PN-126PC-R1,39.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
ID-COOLING DK-01T,https://pcpartpicker.com/product/xc8bt6/id-cooling-dk-01t-385-cfm-cpu-cooler-dk-01t,2200,,,ID-COOLING,DK-01T,52.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Azza CUBE 240,https://pcpartpicker.com/product/n9FmP6/azza-cube-240-575-cfm-liquid-cpu-cooler-lcaz-240p-argb-cube,"500,2000",Black,240.0,Azza,LCAZ-240P-ARGB CUBE,70.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,240.0,True
Jonsbo CR-1400 DV2,https://pcpartpicker.com/product/TNqNnQ/jonsbo-cr-1400-dv2-382-cfm-cpu-cooler-cr-1400-dv2-white,"800,2300",White,,Jonsbo,CR-1400 DV2 White,136.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Zalman CNPS9X Performa,https://pcpartpicker.com/product/H2YRsY/zalman-cnps9x-performa-6136-cfm-cpu-cooler-cnps9x-performa-black,"700,1800",Black,,Zalman,CNPS9X Performa Black,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Cooler Master MasterAir G100M RGB,https://pcpartpicker.com/product/CM448d/cooler-master-masterair-g100m-rgb-226-cfm-cpu-cooler-mam-g1cn-924pc-r1,"600,2400",Black / Multicolor,,Cooler Master,MAM-G1CN-924PC-R1,75.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
